"X50.","X5.","X95.","CAS","Css","HED50.Css","HED5.Css","HED95.Css"
4.74419911979606,1.06680628398596,22.0279155186994,"91-20-3",15.79,74.9109041015798,16.8448712241383,347.820786040263
3.1065677209966,0.521690615268252,17.4066653181557,"206-44-0",8.101,25.1663051077935,4.22621567428811,141.011395742379
1.81690811311858,0.35307847540392,10.4997247148479,"83-32-9",18.25,33.1585730644141,6.44368217612154,191.619976045974
0.170944438036706,0.000916566602826307,0.563365484221076,"92-87-5",1.26,0.21538999192625,0.00115487391956115,0.709840510118556
14.0808685024067,2.60406367427748,74.7321990123305,"106-44-5",0.1851,2.60636875979548,0.482012186108762,13.8329300371824
13.6189237869653,6.41577548598009,58.3876340076708,"87-61-6",13.89,189.166851400948,89.1151215002635,811.004236366547
0.000912773165315734,0.00051377120551586,0.00178596318916247,"60-57-1",1624,1.48234362047275,0.834364437757757,2.90040421919985
0.0367374466650751,0.0144378224726199,0.111467455330827,"309-00-2",12690,466.198198179803,183.215967177547,1414.52200814819
0.127602194423066,0.00150297288992379,0.526410132591211,"76-44-8",33.34,4.25425716206502,0.0501091161500592,17.550513820591
1.94568689740683e-05,8.07806755803153e-06,0.000671441003518791,"58-89-9",205.5,0.00399838657417104,0.00166004288317548,0.137981126223112
0.0792740530228,0.0105566332849823,0.488813847919177,"87-86-5",10.52,0.833963037799856,0.111055782158014,5.14232168010974
0.0762875122150731,0.0382630231062954,1.22253826149038,"86-50-0",0.2244,0.0171189177410624,0.00858622238505269,0.274337585878441
0.278993219128705,0.041102471410622,2.37198354936678,"115-32-2",54.82,15.2944082726356,2.2532374827303,130.032138176287
0.129112862381351,0.0206987243126625,0.37139949565672,"115-29-7",66.8,8.62473920707425,1.38267478408586,24.8094863098689
0.00575386987608366,0.00261844053541252,0.136957925128731,"2921-88-2",40.52,0.23314680737891,0.106099210494915,5.54953512621618
