NAPHTHALENE,FLUORANTHENE,ACENAPHTHENE,BENZIDINE,"CRESOL, PARA-","1,2,3-TRICHLOROBENZENE",DIELDRIN,ALDRIN,HEPTACHLOR,"HEXACHLOROCYCLOHEXANE, GAMMA-",PENTACHLOROPHENOL,AZINPHOS-METHYL,DICOFOL,ENDOSULFAN,CHLORPYRIFOS
,,,,,,99.84480817,71.90112838,89.53949565,,15.94595346,,41.69708276,34.28561916,
,,,,,,123.7261309,65.10634259,47.19917218,,19.97732487,,77.34457635,80.72564223,
,,,,,,51.06672017,74.42055111,22.51500997,,39.73423625,,66.77238802,89.80900262,
,,,,,,107.4203122,38.59717014,13.37668649,,66.1053903,,77.3524046,89.26599574,
,,,,,,49.44054353,36.9353609,53.05559578,,1.200148406,,53.74506501,81.65632904,
,,,,,,23.96725008,34.50412803,73.35779859,,32.93553246,,38.79808288,41.6535386,
,,,,,,15.2596375,34.06601378,28.03041418,,1.962447086,,73.94091825,91.51532837,
,,,,,,15.2662151,34.19543752,7.740344902,,13.00869043,,70.02119435,38.11545884,
,,,,,,37.89323763,30.34283884,58.48304353,,10.10532532,,60.79762635,81.83375102,
,,,,,,23.76885662,30.12036628,30.2994414,,3.448213966,,72.14442463,35.6444153,
,,,,,,19.83201519,30.74962202,44.81528445,,4.171425941,,90.12938523,91.25000774,
,,,,,,23.05351947,30.53228988,68.62653249,,8.887946587,,46.59850819,89.89774576,
,,,,,,93.09180232,31.70220798,65.19683342,,6.603207151,,48.18853128,73.34445182,
,,,,,,94.5265447,59.0482429,52.26078689,,2.543398721,,60.34577003,316.2277656,
,,,,,,109.8710728,37.59107384,25.94677937,,1.363524783,,63.02447919,28.15067361,
,,,,,,56.58797378,37.12863798,72.3782444,,3.845403386,,53.26107626,68.79210494,
,,,,,,79.51220883,44.169973,51.40854927,,2.431127502,,42.47991262,67.74819896,
,,,,,,64.15379157,38.34550631,65.78408575,,9.056096558,,51.57995269,92.18193504,
,,,,,,85.4336642,36.46611401,55.55658449,,11.33553846,,10.13518149,43.63250367,
,,,,,,43.83153663,49.39584495,49.00174305,,3.845730602,,72.68613911,39.65677826,
,,,,,,44.83849116,43.00809181,78.60808956,,5.041268292,,68.48018483,98.19948632,
,,,,,,41.97439492,44.18092694,66.07825353,,9.113297473,,67.99366391,1.19327515,
,,,,,,37.63790576,58.8837331,78.02155851,,8.740841512,,51.10681098,38.22557278,
,,,,,,38.60123928,50.47351587,62.66432678,,71.21470423,,60.62866649,84.46171066,
,,,,,,40.29177997,34.8367767,44.61228171,,64.38641319,,74.02811428,4.894484869,
,,,,,,39.71637316,26.97031261,81.62045991,,29.88734222,,64.03730118,1.922681088,
,,,,,,37.94978961,38.59655442,69.31617678,,1.732277958,,73.68372353,0.163587019,
,,,,,,48.1975343,45.16852319,71.05623277,,53.04986897,,73.91047641,3.980350748,
,,,,,,63.68659267,46.12853436,68.71294379,,85.8743281,,34.67623174,21.29618687,
,,,,,,54.84583404,11.07775598,39.85995716,,1.16259412,,49.95295489,11.50283195,
,,,,,,57.95285759,33.67935001,78.2602412,,0.656701105,,37.14566139,32.3338282,
,,,,,,51.86581008,,43.69040339,,17.24594396,,73.79763679,36.76824069,
,,,,,,57.39804023,,73.65407847,,2.963437821,,60.49326078,10.04933802,
,,,,,,61.60870316,,37.32599028,,17.27144172,,73.62556407,53.67117658,
,,,,,,41.64709656,,62.45181668,,20.4056792,,48.88363374,86.21044972,
,,,,,,42.68522173,,29.47536024,,3.631723464,,38.1838859,86.21044972,
,,,,,,41.27129564,,36.24884878,,27.09755815,,66.92409791,92.09508765,
,,,,,,38.2435731,,46.68570988,,47.14291594,,69.74266111,92.09508765,
,,,,,,48.17811667,,54.49011465,,45.71025416,,43.341571,37.4017341,
,,,,,,61.07320247,,44.2778548,,40.42942922,,21.15710222,37.4017341,
,,,,,,67.59093716,,73.91646707,,33.00831728,,42.94405336,93.3520023,
,,,,,,13.89457256,,65.62341275,,35.11428984,,25.29197272,93.3520023,
,,,,,,114.6339369,,73.32816645,,34.69252797,,53.72544541,1.82766484,
,,,,,,64.40713106,,62.39594015,,36.97223971,,79.47586923,29.17374355,
,,,,,,75.76908294,,68.90358579,,35.8940992,,48.42627153,6.469169169,
,,,,,,3.719602357,,83.11572301,,25.60518112,,39.10726596,11.60707085,
,,,,,,38.01244152,,127.9486676,,19.12876225,,42.48780528,33.0456549,
,,,,,,21.28462741,,36.82211799,,3.536605912,,33.37516164,84.84506194,
,,,,,,56.83212269,,44.89066578,,75.90142357,,40.7820649,51.55510697,
,,,,,,,,67.8570654,,70.93153938,,34.19947286,37.69916329,
,,,,,,,,75.91157395,,16.37623391,,33.60325322,32.09498617,
,,,,,,,,57.69112806,,52.38070501,,31.92323584,34.21401309,
,,,,,,,,41.92609882,,189.7366502,,54.31905246,148.3565528,
,,,,,,,,122.2237334,,8.544358384,,34.99107265,33.87540096,
,,,,,,,,47.69573944,,34.46937963,,78.11971044,38.88584192,
,,,,,,,,74.44585995,,68.6921444,,79.54625384,79.46474161,
,,,,,,,,67.42075556,,3.825014642,,68.84164283,51.02630418,
,,,,,,,,79.39139908,,,,60.39560489,58.29887482,
,,,,,,,,81.73315145,,,,64.76584802,95.18232311,
,,,,,,,,55.85918617,,,,101.5443987,47.57409429,
,,,,,,,,73.78536723,,,,,57.2675847,
,,,,,,,,73.66593433,,,,,37.433848,
,,,,,,,,50.39625567,,,,,76.92514777,
,,,,,,,,49.93321135,,,,,87.19309279,
,,,,,,,,42.59131827,,,,,70.64703395,
,,,,,,,,74.06699306,,,,,93.55140302,
,,,,,,,,73.60861016,,,,,35.85342074,
,,,,,,,,67.41973683,,,,,33.20090543,
,,,,,,,,33.35608691,,,,,34.46946053,
,,,,,,,,71.1046789,,,,,52.04992126,
,,,,,,,,23.16287772,,,,,31.42614003,
,,,,,,,,4.148462916,,,,,10.25332448,
,,,,,,,,52.79008578,,,,,91.14047092,
,,,,,,,,36.59533979,,,,,35.3971653,
,,,,,,,,16.71304121,,,,,83.83344197,
,,,,,,,,77.00135988,,,,,4.914090865,
,,,,,,,,79.70122127,,,,,80.01779032,
,,,,,,,,78.44956581,,,,,49.98582726,
,,,,,,,,60.43125525,,,,,78.50924932,
,,,,,,,,66.11876956,,,,,61.03918162,
,,,,,,,,56.81590733,,,,,52.76103904,
,,,,,,,,44.12343869,,,,,34.77581767,
,,,,,,,,38.81607877,,,,,63.83953061,
,,,,,,,,37.17434029,,,,,43.43905891,
,,,,,,,,36.65993702,,,,,48.71259032,
,,,,,,,,36.5239889,,,,,63.46260294,
,,,,,,,,33.13741022,,,,,91.93010203,
,,,,,,,,34.19298536,,,,,55.76371631,
,,,,,,,,37.71053288,,,,,82.66181635,
,,,,,,,,40.17580704,,,,,34.76574076,
,,,,,,,,40.36396887,,,,,35.57468841,
,,,,,,,,42.0190267,,,,,30.74666259,
,,,,,,,,38.51263589,,,,,22.70417852,
,,,,,,,,47.88025161,,,,,38.41321207,
,,,,,,,,41.57622391,,,,,53.96324878,
,,,,,,,,43.84696371,,,,,46.90978081,
,,,,,,,,41.44042399,,,,,57.77623199,
,,,,,,,,43.03755113,,,,,38.3093918,
,,,,,,,,52.19395893,,,,,70.33949283,
,,,,,,,,65.4277855,,,,,94.00763793,
,,,,,,,,65.29374415,,,,,50.4789978,
,,,,,,,,71.95565978,,,,,71.269468,
,,,,,,,,31.38909173,,,,,49.35504903,
,,,,,,,,36.84266643,,,,,66.53050621,
,,,,,,,,69.96742765,,,,,56.01910445,
,,,,,,,,76.35646706,,,,,57.74051537,
,,,,,,,,36.08873762,,,,,16.05442143,
,,,,,,,,37.80515631,,,,,41.47893979,
,,,,,,,,3.931512632,,,,,49.73820952,
,,,,,,,,69.47142801,,,,,68.36867976,
,,,,,,,,34.64926757,,,,,90.66866993,
,,,,,,,,106.4999885,,,,,109.630769,
,,,,,,,,39.28305115,,,,,80.17192103,
,,,,,,,,62.67715922,,,,,54.90140781,
,,,,,,,,,,,,,66.24534653,
,,,,,,,,,,,,,44.28886737,
,,,,,,,,,,,,,74.51814112,
,,,,,,,,,,,,,81.99027045,
,,,,,,,,,,,,,67.05832998,
,,,,,,,,,,,,,71.6592681,
,,,,,,,,,,,,,62.06859713,
,,,,,,,,,,,,,70.54554136,
,,,,,,,,,,,,,73.64036886,
,,,,,,,,,,,,,55.69365605,
,,,,,,,,,,,,,53.41095927,
,,,,,,,,,,,,,58.0726589,
,,,,,,,,,,,,,90.99763608,
,,,,,,,,,,,,,26.08121905,
,,,,,,,,,,,,,43.17756511,
,,,,,,,,,,,,,73.50055624,
,,,,,,,,,,,,,40.58660824,
,,,,,,,,,,,,,93.44571147,
,,,,,,,,,,,,,69.56350946,
,,,,,,,,,,,,,20.25511878,
,,,,,,,,,,,,,11.1950141,
,,,,,,,,,,,,,68.63309179,
,,,,,,,,,,,,,72.96885362,
,,,,,,,,,,,,,59.32230576,
,,,,,,,,,,,,,73.93385649,
,,,,,,,,,,,,,48.31908725,
,,,,,,,,,,,,,67.98033958,
,,,,,,,,,,,,,49.95434769,
,,,,,,,,,,,,,51.39738794,
,,,,,,,,,,,,,59.54359417,
,,,,,,,,,,,,,56.97563321,
,,,,,,,,,,,,,51.31289422,
,,,,,,,,,,,,,48.34555604,
,,,,,,,,,,,,,49.03901817,
,,,,,,,,,,,,,29.8867406,
,,,,,,,,,,,,,24.41113324,
,,,,,,,,,,,,,27.92067956,
,,,,,,,,,,,,,28.14350247,
,,,,,,,,,,,,,29.53466073,
,,,,,,,,,,,,,37.02144282,
,,,,,,,,,,,,,36.96910226,
,,,,,,,,,,,,,36.79021857,
,,,,,,,,,,,,,40.60744365,
,,,,,,,,,,,,,37.84514927,
,,,,,,,,,,,,,37.33757427,
,,,,,,,,,,,,,48.50231055,
,,,,,,,,,,,,,40.87988707,
,,,,,,,,,,,,,37.21547547,
,,,,,,,,,,,,,49.8509488,
,,,,,,,,,,,,,76.00620388,
,,,,,,,,,,,,,46.56877181,
,,,,,,,,,,,,,77.45398902,
,,,,,,,,,,,,,57.27538145,
,,,,,,,,,,,,,56.63170459,
,,,,,,,,,,,,,77.96278178,
,,,,,,,,,,,,,37.57281518,
,,,,,,,,,,,,,59.72316416,
,,,,,,,,,,,,,54.16646001,
,,,,,,,,,,,,,38.23678883,
,,,,,,,,,,,,,33.75643412,
,,,,,,,,,,,,,37.54354719,
,,,,,,,,,,,,,4.905935528,
,,,,,,,,,,,,,81.57427236,
,,,,,,,,,,,,,27.76446384,
,,,,,,,,,,,,,44.20173042,
,,,,,,,,,,,,,70.05054035,
,,,,,,,,,,,,,46.7273148,
,,,,,,,,,,,,,10.99193426,
,,,,,,,,,,,,,9.084113963,
,,,,,,,,,,,,,16.38135414,
,,,,,,,,,,,,,16.41006219,
,,,,,,,,,,,,,37.27435292,
,,,,,,,,,,,,,23.0185086,
