NAPHTHALENE,FLUORANTHENE,ACENAPHTHENE,BENZIDINE,"CRESOL, PARA-","1,2,3-TRICHLOROBENZENE",DIELDRIN,ALDRIN,HEPTACHLOR,"HEXACHLOROCYCLOHEXANE, GAMMA-",PENTACHLOROPHENOL,AZINPHOS-METHYL,DICOFOL,ENDOSULFAN,CHLORPYRIFOS
,40,,4.296222177,,,10,10,40,7.802503257,21.00643005,40,40,40,10
,40,,2.558378615,,,40,10,40,3.478306027,18.36970855,40,10,40,10
,40,,81.76736496,,,9.169960856,40,40,3.717257558,47.58798985,40,40,10,10
,40,,1.047141343,,,9.169960856,40,40,29.39241698,0.142130527,40,40,40,10
,40,,96.23103889,,,16.9053695,10,10,11.15757229,9.754893596,40,40,40,40
,40,,42.7259247,,,16.9053695,40,10,0.377347152,7.351225689,40,40,10,40
,68.18598573,,3.55209976,,,19.65518937,40,10,1.072004032,8.446794343,40,40,10,40
,68.18598573,,7.665146534,,,19.65518937,40,40,4.939916567,8.605652735,40,40,40,10
,115.7770882,,8.372030961,,,11.45562377,40,10,0.76056813,16.03702515,40,40,40,40
,115.7770882,,19.83516848,,,11.45562377,40,40,12.02054432,20,64.48892451,40,40,40
,31.5489392,,31.06458203,,,22.20829673,40,40,8.119296513,20,116.0100521,40,10,40
,41.91626736,,23.99303687,,,22.20829673,40,40,3.838719019,20,53.44710292,40,40,40
,12.81274684,,19.79878714,,,11.93093151,40,40,8.917032873,20,53.44710292,10,40,40
,11.00445573,,16.66008881,,,11.93093151,40,40,48.07870468,20,12.76730455,40,40,40
,30.39301775,,16.59816821,,,20.9758826,40,40,9.377000269,20,15.95373129,10,40,40
,4.382994855,,13.15832698,,,20.9758826,40,10,26.80524962,20,13.57939376,10,40,40
,36.12422979,,55.3100048,,,12.09829405,40,40,3.845166978,20,24.84571077,10,10,40
,87.59283007,,19.96670062,,,12.09829405,40,40,17.83860666,20,25.83583748,10,40,40
,6.402855416,,82.3043548,,,9.863769991,40,40,6.679149304,7,25.83583748,10,40,40
,38.82224886,,134.5531984,,,9.863769991,40,40,38.36012172,20,14.07291713,10,40,40
,47.59510245,,52.72499883,,,10.93029019,40,40,31.59905694,20,12.00532045,10,40,29.68822033
,4.713826593,,53.68322947,,,10.93029019,40,40,93.80493521,7,26.65073464,10,40,29.68822033
,8.679465321,,88.25042422,,,19.57340951,40,40,70.93543501,20,24.87145274,10,40,33.17096304
,38.16679307,,52.2386442,,,19.57340951,10,40,17.57468233,2,24.87145274,10,40,33.17096304
,26.04407698,,5.336527521,,,49.45067533,40,40,37.71220099,20,13.90333502,10,40,32.64594336
,9.045402044,,56.84439217,,,49.45067533,10,40,25.49546756,2,13.90333502,10,40,32.64594336
,54.40673478,,68.02602857,,,11.95434431,10,40,28.24054679,7,9.480248166,10,40,42.04338475
,16.83078927,,39.9834378,,,11.95434431,10,40,68.47807781,7,9.480248166,10,40,42.04338475
,49.65523323,,68.52174759,,,27.24819185,40,40,35.1903518,2,24.57840273,10,40,26.74901637
,37.16989479,,45.11253356,,,27.24819185,10,40,51.61732394,7,24.57840273,10,40,26.74901637
,33.00345037,,36.09203123,,,16.6555905,4,40,43.84515069,7,24.54940882,10,40,92.60657978
,44.08849037,,45.15419523,,,16.6555905,10,40,52.74070254,7,24.54940882,10,40,92.60657978
,88.31099266,,57.29176768,,,21.780887,10,40,34.5049441,20,16.51059495,10,40,29.96607893
,0.134234906,,,,,21.780887,10,40,27.24732926,7,16.51059495,40,40,29.96607893
,51.48655678,,,,,6.739852788,10,40,80.24941461,7,18.13349781,40,10,31.22320066
,19.69923251,,,,,4.709472842,10,40,77.15227968,2,18.13349781,40,10,31.22320066
,7.496679111,,,,,0.097921757,10,10,104.7166733,7,12.47573615,40,40,50.58401693
,1.139849934,,,,,0.341814951,10,10,43.72909918,20,12.47573615,40,40,50.58401693
,6.081913345,,,,,0.337733758,10,4,66.21467125,20,24.54428136,40,40,29.6963458
,4.906275325,,,,,1.764704268,40,10,57.86952751,20,24.54428136,40,10,29.6963458
,13.0278045,,,,,0.184045881,10,10,65.65041373,7,5.556983697,40,10,24.54978944
,27.88492744,,,,,0.106196659,10,10,69.16727438,20,5.556983697,1,40,24.54978944
,31.4988071,,,,,0.104769354,10,10,79.38196766,20,24.53358423,40,40,29.32695239
,65.87770918,,,,,0.124970941,40,10,81.49339734,20,24.53358423,40,40,29.32695239
,56.19711944,,,,,0.338444505,40,10,66.4009711,20,8.39187092,40,40,27.0833016
,46.35846085,,,,,1.843733059,40,10,29.57468272,2,61.25693214,40,40,27.0833016
,54.9524223,,,,,0.147419698,40,10,40.23679467,20,60.69579731,40,40,28.95850795
,30.5376283,,,,,12.98597041,40,40,40.46415251,20,2.176556038,10,10,28.95850795
,5.831352296,,,,,12.98597041,40,40,28.21587572,20,3.887847767,40,40,27.89561011
,38.47327423,,,,,10.46495317,10,10,29.82043093,20,1.115969858,40,40,27.89561011
,70.46065134,,,,,10.46495317,40,10,30.7654549,20,4.414147987,40,40,20.49397008
,73.72242724,,,,,11.83981545,40,10,34.63671394,20,4.586080083,10,40,20.49397008
,71.51241953,,,,,11.83981545,40,40,32.99835687,20,0.661122101,10,40,12.16146177
,48.56819128,,,,,10.29849866,10,40,65.43767906,20,15.40970781,10,40,12.16146177
,46.18449387,,,,,10.29849866,40,40,54.3402178,20,7.321622659,70.41031738,40,35.4754183
,61.50281663,,,,,7.648616558,40,40,47.72024232,20,7.818149537,70.41031738,40,35.4754183
,50.39308976,,,,,7.648616558,40,40,53.80705365,20,0.452640855,85.25785409,40,17.78636002
,78.29582563,,,,,12.88785095,40,40,60.46019406,0.62278366,5.440924598,85.25785409,10,17.78636002
,51.39741117,,,,,12.88785095,40,40,11.27177887,12.43176898,4.828473238,15.88114249,40,32.35112516
,62.30813398,,,,,9.294036046,40,40,37.08423663,2.22484712,1.169571916,15.88114249,40,32.35112516
,46.10633327,,,,,9.294036046,10,40,81.17689145,2.22484712,12.58065789,173.2123857,40,19.79325684
,62.74092646,,,,,24.54587206,10,40,7.303903564,22.8742379,6.212231901,173.2123857,40,19.79325684
,61.93740546,,,,,24.54587206,10,40,,22.8742379,1.728509806,69.72873734,10,4.239350751
,56.62682342,,,,,9.569614771,0.800385676,40,,23.89560223,8.381445434,69.72873734,10,14.30929644
,41.54289727,,,,,11.63289276,5.932587028,40,,23.89560223,8.616238549,10.2093986,40,14.30929644
,38.74391574,,,,,11.63289276,11.19776037,40,,2.521708638,3.856692762,19.79382726,40,17.74408326
,57.05039019,,,,,9.679038331,3.616286798,40,,2.521708638,21.67584051,1.752998544,40,17.74408326
,36.45707035,,,,,9.679038331,6.353995963,10,,3.277696078,2.154983326,4.040329564,40,16.35387162
,29.88917901,,,,,3.98322498,6.353995963,40,,3.411735168,34.20334911,2.041875874,10,16.35387162
,29.60970337,,,,,3.98322498,4.148752171,40,,2.536819821,38.65549815,9.860077072,10,19.21810112
,30.72389388,,,,,0.699643056,4.148752171,40,,2.723000329,6.545889835,1.884578884,10,19.21810112
,14.43599665,,,,,0.699643056,4.379635485,40,,2.636786805,38.71000235,53.97914179,13.77611148,13.14346421
,,,,,,10.9927048,4.379635485,40,,2.88156135,28.77686063,30.79536915,9.789614528,13.14346421
,,,,,,10.9927048,5.758902203,10,,3.285216339,41.85201988,11.0704841,93.18737427,20.10201885
,,,,,,5.841294909,5.758902203,10,,5.246747129,55.33954273,9.511865545,19.55610849,20.10201885
,,,,,,5.841294909,4.462831358,40,,5.479383545,37.20060724,6.523970517,9.584701169,12.68151997
,,,,,,24.51624152,4.462831358,12.24852993,,3.067570913,0.330899489,1.826574546,18.26560134,12.68151997
,,,,,,24.51624152,2.166153463,12.24852993,,2.494578967,2.679981314,6.605702656,19.77673371,15.80740621
,,,,,,0.832578939,2.166153463,15.37942986,,2.610756722,0.424401999,68.33758444,19.77673371,15.80740621
,,,,,,0.832578939,2.939393902,15.37942986,,4.895486175,0.282755702,7.075491311,19.59326621,12.87947061
,,,,,,9.569614771,2.939393902,18.52053765,,4.2141315,1.722144985,28.80340002,19.59326621,13.73827298
,,,,,,24.53602494,6.043003199,18.52053765,,6.987171013,0.211211642,5.812573982,25.14001553,13.73827298
,,,,,,24.53602494,6.043003199,24.32230868,,3.702412114,7.08738306,4.10559009,25.14001553,19.245989
,,,,,,2.106130908,6.352919559,24.32230868,,2.648625703,5.228622402,4.467300299,25.85122139,19.245989
,,,,,,2.106130908,0.035399988,11.1594718,,0.704973011,4.280873753,3.936928246,25.85122139,17.91470056
,,,,,,10.34129971,6.038968846,11.1594718,,15.99163847,1.777560427,4.148156832,16.5185787,17.91470056
,,,,,,10.34129971,6.038968846,12.41757176,,2.219926146,5.116782871,4.120819178,16.5185787,18.63076746
,,,,,,12.69138627,0.706457323,12.41757176,,9.024864561,3.752011494,10.80308079,26.07830527,18.63076746
,,,,,,12.69138627,0.706457323,14.93583161,,4.549627798,6.569085734,3.891922366,26.07830527,18.69419305
,,,,,,1.007307645,6.323075374,14.93583161,,4.143499773,3.199926228,5.34068876,12.2831308,18.69419305
,,,,,,1.007307645,6.323075374,11.5296876,,4.291862136,0.389601088,31.14416189,12.2831308,12.80085619
,,,,,,69.29994111,5.817533141,11.5296876,,4.331567448,3.601203536,44.36038858,18.77696562,12.80085619
,,,,,,69.29994111,5.817533141,18.42030077,,4.066504325,0.589805906,44.36038858,18.77696562,19.50145542
,,,,,,0.030554232,4.222766732,18.42030077,,2.445159283,6.769279151,29.02077057,12.77111525,19.50145542
,,,,,,0.042610224,4.222766732,10.49175031,,4.577189101,8.649143067,29.02077057,12.77111525,12.87947061
,,,,,,5.396482824,4.870178168,10.49175031,,13.89117864,2.919032172,40.45638854,19.45176324,17.38149801
,,,,,,18.45276429,4.870178168,11.4899053,,4.269271204,0.366293485,41.19435785,19.45176324,17.38149801
,,,,,,0.031442894,4.299704349,11.4899053,,4.186220004,8.02818375,37.35651085,11.98146316,19.85307314
,,,,,,0.031206149,4.299704349,10.60059602,,3.292383473,6.206951742,66.12915148,11.98146316,19.85307314
,,,,,,0.042511166,6.352919559,10.60059602,,3.76428398,0.094401605,1.985637691,12.40445832,18.60548252
,,,,,,85.30064157,0.035399988,2.939231012,,16.23791023,20.90884362,38.34094098,12.40445832,18.60548252
,,,,,,61.10559851,1.102351931,2.939231012,,51.52130118,9.724000022,82.77234629,15.76369816,16.54650086
,,,,,,0.031305933,1.102351931,4.357984516,,2.604049095,2.4819266,70.34203206,15.76369816,23.09677144
,,,,,,0.025131542,6.172605102,4.357984516,,3.422860097,13.64788074,83.38301418,14.50274818,65.70052701
,,,,,,0.08993002,6.172605102,3.972965603,,3.597217521,6.853982682,86.06463176,14.50274818,65.70052701
,,,,,,0.034997121,4.295733499,3.972965603,,5.023937497,18.58980477,44.14857788,14.97602615,31.44315368
,,,,,,26.99068943,4.295733499,2.267434568,,2.335944272,27.83177506,58.26328878,14.97602615,31.44315368
,,,,,,1.864537229,10.5153874,2.267434568,,4.783045803,13.19207881,60.73244675,3.498207553,84.05094988
,,,,,,5.35056698,11.22675794,7.630570278,,6.149965384,21.39324309,92.12638463,0.316008473,54.84821438
,,,,,,0.039232814,13.26511696,7.630570278,,1.977293165,16.70825551,11.41951064,0.048447686,82.8222575
,,,,,,29.58204558,37.97473657,13.40887733,,4.510483378,33.14530757,109.9342373,26.1329182,82.79176438
,,,,,,4.11424538,36.0824467,13.40887733,,20.84618459,11.74249084,5.466383665,1.933878945,66.60260802
,,,,,,0.039757386,3.023600918,13.62355867,,12.29562751,19.2517149,89.28641316,0.203745587,39.82678541
,,,,,,3.485630143,7.137113327,13.62355867,,2.470116141,49.72302046,10.3931001,0.668533289,55.71104803
,,,,,,53.02164615,9.059264912,13.95623981,,3.9884348,10.03506483,83.11074359,0.060346139,50.68795399
,,,,,,42.18498213,24.85761622,13.95623981,,3.685423105,60.50478763,83.1455836,0.903508011,38.66010555
,,,,,,0.01333796,4.207023848,3.363934752,,9.384133402,28.47849973,49.57126698,24.55460616,0.720006553
,,,,,,35.6964246,80.25965333,15.39175867,,4.760875092,30.09660628,85.31152302,0.046705266,33.38733901
,,,,,,0.025113885,10.99034138,7.401637597,,4.750318042,30.64769497,11.61820761,0.064603857,31.7816883
,,,,,,0.03282905,64.46439487,21.2198947,,4.974654742,89.4195542,55.96603051,1.41897604,14.03487588
,,,,,,52.53678574,53.41981728,3.552972967,,2.026576976,37.08312921,85.22711606,0.117955512,31.46607628
,,,,,,0.022820266,22.12843181,6.920872793,,16.16179537,19.07639764,57.5272711,0.350954374,63.78493505
,,,,,,0.033279749,16.39461276,6.041543615,,5.212722056,24.94202023,15.86708087,0.90418265,30.25566314
,,,,,,0.029102653,122.0246815,3.437343162,,6.687818142,72.30101069,63.83361552,31.79440922,50.37491706
,,,,,,68.49091027,6.914366504,9.343125342,,9.474814796,89.61337722,83.47113493,8.983132513,54.73615987
,,,,,,0.030303498,50.9368463,6.905884578,,15.56409957,64.44624836,96.89978297,8.983132513,82.88786245
,,,,,,0.031447225,87.52110791,4.065339545,,24.05697765,92.44145901,58.16040252,8.15946343,34.47381774
,,,,,,0.031519745,15.4845195,0.723197925,,5.56388193,77.53591013,59.53422997,8.15946343,36.03304487
,,,,,,53.23610578,71.21631687,0.723197925,,6.375052473,54.81257066,33.81905892,7.64470439,5.226716721
,,,,,,0.032685997,21.0454062,3.603002691,,4.187130737,57.74409518,42.87902608,7.64470439,0.311446584
,,,,,,8.845897002,30.21742702,3.603002691,,8.335511768,35.02363199,66.8672038,8.160855031,90.72012718
,,,,,,13.79602942,73.86496071,2.45159613,,3.595979139,36.61396695,29.06246738,8.160855031,31.63054684
,,,,,,0.004988157,66.79304273,2.45159613,,29.37343769,31.7819292,73.88920612,6.545371988,0.279871196
,,,,,,74.06311004,51.71829197,2.733203683,,14.08141342,59.25296125,83.72875563,6.545371988,41.88459623
,,,,,,82.32615163,8.426747494,2.733203683,,43.12391446,65.8484627,93.82676846,16.44622683,0.09239869
,,,,,,24.58214847,91.74919433,1.861000347,,19.89467949,159.7506032,67.81717411,16.44622683,34.80135402
,,,,,,0.044466526,83.81539044,1.861000347,,3.335846626,77.68839298,88.01371785,10.41078698,37.52581903
,,,,,,0.027017715,64.22274022,6.353120563,,3.607936068,43.10279534,82.40371027,10.41078698,9.139184938
,,,,,,0.025797738,34.93249887,6.353120563,,4.461098808,69.7146289,90.11736419,7.135519138,28.56400779
,,,,,,28.14077405,69.08851509,2.622610557,,3.264747771,62.66023458,60.49116246,7.479582731,12.3488994
,,,,,,0.052527207,24.6691936,2.622610557,,9.572511059,79.72400303,84.68855117,7.479582731,97.90741569
,,,,,,0.04761011,31.19978938,6.378941494,,2.276655651,86.87800294,52.03000607,6.325833689,85.06978424
,,,,,,33.66193351,53.69367027,1.281395982,,6.165520073,252.9821971,55.58811971,6.325833689,67.0128425
,,,,,,0.027330163,30.31301226,1.281395982,,2.21452232,252.9822108,44.52984391,8.853605106,94.32612383
,,,,,,0.030349128,61.81413408,1.492928438,,3.354174821,79.29186531,62.85609497,8.853605106,64.03979986
,,,,,,0.079133648,50.94625973,1.492928438,,3.868005255,54.68015359,41.794794,5.142884117,56.5463417
,,,,,,181.3605135,74.73994272,0.645796211,,3.076267423,53.10769776,63.87342081,5.142884117,56.57149466
,,,,,,6.385457081,72.3039762,0.645796211,,5.805114895,73.66337562,36.96503155,6.167507093,36.33116471
,,,,,,1.653761834,63.45299032,2.60544717,,13.257868,43.27658012,57.78510331,6.167507093,44.37899996
,,,,,,0.027578228,48.25124742,2.60544717,,9.390658317,60.13358152,40.94755296,0.069032156,39.41125113
,,,,,,4.789728543,59.29555058,3.196674397,,3.762064618,45.15494975,71.33286248,0.069032156,103.9313947
,,,,,,3.63509923,2.414217154,3.196674397,,19.32674271,70.46582583,1.153542845,8.079925576,68.3810844
,,,,,,40.90856802,8.863806526,6.48104419,,8.935661308,83.28840308,87.80255822,8.079925576,39.37721952
,,,,,,28.2973704,8.477417394,6.48104419,,7.276939076,36.18883111,84.02541637,7.135519138,209.4756955
,,,,,,27.72256068,48.22493663,2.925625896,,3.842718364,33.50495652,20.79184249,6.803134398,23.81047918
,,,,,,35.48254668,17.89804241,2.925625896,,6.505669427,54.75266708,91.31105316,6.803134398,21.92100616
,,,,,,26.91081502,79.49454715,6.378941494,,3.63520285,51.63001073,64.00253257,4.756641951,37.06585517
,,,,,,58.66108733,44.18438141,1.842291942,,0.556381186,32.48949201,72.0772405,4.756641951,39.70136248
,,,,,,15.35133774,83.38980053,1.842291942,,0.587877906,60.60335429,36.79497306,7.187530409,58.98058067
,,,,,,40.03605719,61.29471632,1.565191679,,2.847880038,47.4037903,83.34433178,7.187530409,35.56868464
,,,,,,109.8967,65.79609378,1.565191679,,6.051870367,0.082541744,69.25712212,30.66398641,102.1940309
,,,,,,16.35284848,24.80789598,3.558202294,,34.34312061,0.08225754,37.0142204,2.557261683,101.1454403
,,,,,,90.57739948,29.97877497,3.558202294,,28.42072458,30.92731266,38.27586864,1.039430134,139.6941797
,,,,,,0.009877712,39.55498983,48.06191458,,22.6851446,29.58743991,86.42291436,2.419559642,30.26064943
,,,,,,0.009877712,32.52836237,7.269363226,,8.83516022,32.90120083,42.83136053,5.023130033,38.14333115
,,,,,,69.74831522,27.25524392,16.38035759,,6.456990208,34.5369874,82.32343505,4.588523305,68.73930721
,,,,,,1.271314991,66.92842652,11.10752377,,10.0175243,35.7692026,66.18601584,12.37075411,32.14435845
,,,,,,189.6498626,172.410661,34.58495581,,82.20652817,35.88024486,90.11945658,4.460042131,13.10215896
,,,,,,53.6878273,71.02171733,91.48652546,,49.90693988,54.66324077,0.747387981,44.17114777,15.88044059
,,,,,,7.418188812,58.58291328,103.1117558,,64.86349344,43.94938592,14.80810447,44.17114777,36.56768225
,,,,,,21.01244273,86.47361669,16.22022496,,75.83226829,76.12312174,6.45592799,4.494309944,111.0869688
,,,,,,35.8796102,80.50717536,0.656212926,,56.44500324,70.2317528,28.87255209,8.40355382,42.65842596
,,,,,,38.46401032,32.36126908,2.671230521,,75.52289668,46.51121572,12.09937437,8.817327502,172.1708823
,,,,,,34.42405726,44.39697516,8.419812273,,87.15883404,76.42695312,52.8068559,2.908500276,238.2984899
,,,,,,39.56200006,39.31117384,0.858013254,,7.577406917,99.60855087,36.83562477,39.45499306,252.9539859
,,,,,,21.38219658,40.38092567,49.00974987,,81.43858675,83.26200676,11.99243588,25.79870684,112.683841
,,,,,,80.95790311,50.95335964,12.81154222,,86.89131342,33.48576626,20.29533341,87.77637332,32.18753548
,,,,,,60.00580817,54.6275353,13.26449467,,51.06005382,19.47503567,21.72389563,26.99119844,51.07048119
,,,,,,77.49679815,27.59635478,8.604100336,,71.34017591,21.8108169,13.90966286,82.90884859,53.72237789
,,,,,,99.75284123,47.8967775,87.37390637,,68.42010785,10.26399102,14.83795811,52.74415737,52.87670631
,,,,,,58.75746904,38.1327456,70.28585691,,77.85719575,43.52094516,13.58346582,62.41340827,61.0656844
,,,,,,59.20218336,78.87605445,37.6793143,,13.29169721,33.2428881,26.96082248,92.97669041,55.94867169
,,,,,,34.96094627,83.65082326,30.88735226,,35.20841416,35.13128756,21.54470047,59.58716967,147.9474431
,,,,,,34.88433898,70.91361499,52.52668461,,19.33660139,34.46732096,155.6130285,86.60757107,127.5471023
,,,,,,81.30132443,59.83787641,52.76107096,,69.78465825,,73.00148711,32.59298588,50.74686399
,,,,,,152.1931742,0.571212572,41.2690031,,15.79366823,,36.63030814,42.83124756,
,,,,,,59.26857725,77.03230827,8.10719554,,27.49016445,,42.02763116,92.00494861,
,,,,,,12.15232378,78.52108847,39.6867802,,2.383960547,,47.17670283,12.13026365,
,,,,,,56.02605332,74.9755895,88.20688156,,3.810401469,,22.49760528,90.61648284,
,,,,,,94.33872026,26.46456482,22.13780355,,16.37141222,,39.73224092,13.18517882,
,,,,,,69.14219421,39.77421874,31.64191504,,8.425290448,,34.08455034,90.56068485,
,,,,,,77.05975152,89.5105037,45.06674984,,2.905470239,,53.82712265,84.53701685,
,,,,,,78.06517685,26.5468086,10.86933683,,25.9582905,,47.7326351,59.09463396,
,,,,,,89.05606833,14.67787068,54.59345334,,77.36056999,,53.69764904,94.94008109,
,,,,,,71.03302729,76.74918943,38.62428334,,2.184068804,,69.19233055,11.15369974,
,,,,,,79.08684745,63.82864993,79.17110492,,66.14156474,,57.02219143,36.56333602,
,,,,,,106.6918633,38.07495575,28.89415411,,22.98817911,,52.03244555,56.33625843,
,,,,,,174.6456877,32.93743374,87.72707312,,23.70499388,,49.63719618,61.59296657,
,,,,,,33.69219598,90.78670016,22.39943859,,3.05014713,,79.80372296,59.22816233,
,,,,,,77.83216011,75.81068778,2.613686139,,17.31735958,,42.85102397,87.07763152,
