,Chemical,CAS,Cell.type,FBS,Well,Q_cells,Q_media_free,Q_media,F_free_media,IOC,pKa
2328,Warfarin,81-81-2,HEK293T,20,96,9.96E-08,6.67E-05,0.000149677,0.445693395,A,4.5
2329,di-n-butylphthalate,84-74-2,HEK293T,20,96,1.94E-07,2.79E-06,0.000149302,0.018704681,N,
2330,hexachlorophene,70-30-4,HEK293T,20,96,3.35E-07,8.17E-10,0.000149176,5.48E-06,A,6.2
2331,hexamethylenetetramine,100-97-0,HEK293T,20,96,2.47E-08,0.000132957,0.000149823,0.887427222,B,6.4
2332,Malathion,121-75-5,HEK293T,20,96,9.09E-08,8.56E-05,0.000149725,0.571697585,N,
2333,pentachlorophenol,87-86-5,HEK293T,20,96,1.96E-07,7.07E-07,0.000149264,0.004733698,A,5
2334,"2,2,2-trichloroethanol",115-20-8,HEK293T,20,96,2.88E-08,0.000124571,0.000149767,0.831762457,N,
2335,diethylphthalate,84-66-2,HEK293T,20,96,6.35E-08,8.13E-05,0.000149714,0.542850761,N,
2336,4-chlorophenol,106-48-9,HEK293T,20,96,3.59E-08,8.40E-05,0.000149718,0.56096241,N,
2337,permethrin,52645-53-1,HEK293T,20,96,3.12E-07,1.54E-08,0.000149202,0.000103174,N,
2338,Aniline,62-53-3,HEK293T,20,96,1.65E-08,0.000132761,0.000149809,0.886203586,N,
2339,4-fluoroaniline,371-40-4,HEK293T,20,96,2.00E-08,0.000131344,0.000149816,0.876699035,N,
2340,"2,4,6-trichlorophenol",88-06-2,HEK293T,20,96,1.02E-07,1.91E-05,0.000149483,0.12758534,A,6.8
2341,Allyl alcohol,107-18-6,HEK293T,20,96,1.02E-08,0.000132897,0.000149787,0.887241175,N,
2342,N-methylaniline,100-61-8,HEK293T,20,96,2.22E-08,0.000116953,0.000149735,0.781064919,N,
2343,"3,4-dichloroaniline",95-76-1,HEK293T,20,96,5.21E-08,6.73E-05,0.000149678,0.449479008,N,
2344,4-decylaniline,37529-30-9,HEK293T,20,96,1.85E-07,2.55E-08,0.000149208,0.000170883,N,
2345,naphthalene,91-20-3,HEK293T,20,96,5.51E-08,3.45E-05,0.000148736,0.231672902,N,
2346,"1,2,4-trichlorobenzene",120-82-1,HEK293T,20,96,1.05E-07,1.09E-05,0.00014857,0.073349435,N,
2347,"1,2-dichlorobenzene",95-50-1,HEK293T,20,96,6.62E-08,2.83E-05,0.000146557,0.192892299,N,
2348,dichloromethane,75-09-2,HEK293T,20,96,1.35E-08,0.000111867,0.000129859,0.861443587,N,
2349,tetrachloroethylene,127-18-4,HEK293T,20,96,6.29E-08,2.52E-05,0.00012512,0.201499988,N,
2350,"2,3-dimethyl-1,3-butadiene",513-81-5,HEK293T,20,96,1.81E-08,2.63E-05,8.52E-05,0.308593137,N,
2351,Eugenol F,97-53-0,HEK293T,20,96,4.34E-08,9.03E-05,0.000149735,0.60322705,N,
2352,Methyl-antranilate,134-20-3,HEK293T,20,96,3.40E-08,0.000108575,0.000149775,0.724918594,N,
2353,Lilyfore,285977-85-7,HEK293T,20,96,7.40E-08,3.75E-05,0.000149578,0.250802916,N,
2354,Damascone beta,23726-91-2,HEK293T,20,96,1.23E-07,5.84E-06,0.000149255,0.039097461,N,
2355,Veloutone,14595-54-1,HEK293T,20,96,1.66E-07,4.56E-07,0.00014925,0.00305688,N,
2356,Verdox,82356-51-2,HEK293T,20,96,NA,NA,NA,NA,N,
2357,Nirvanol,1506-02-1,HEK293T,20,96,NA,NA,NA,NA,N,
2358,Cetalox,3738-00-9,HEK293T,20,96,1.78E-07,3.28E-07,0.000149223,0.002199002,N,
2359,Tonalide,21145-77-7,HEK293T,20,96,1.98E-07,1.43E-07,0.000149232,0.000960873,N,
2360,"2,4-Dinitrophenol",51-28-5,HEK293T,20,96,3.84E-08,0.000116645,0.000149791,0.778716598,A,4.1
2361,Aldrin,309-00-2,HEK293T,20,96,2.91E-07,1.54E-08,0.000149202,0.000103174,N,
2362,Azinphos-methyl,86-50-0,HEK293T,20,96,1.05E-07,6.39E-05,0.000149669,0.426764992,N,
2363,Chlorpyrifos,2921-88-2,HEK293T,20,96,2.54E-07,1.09E-06,0.000149274,0.007311902,N,
2364,"DDD-p,p'",50-29-3,HEK293T,20,96,2.87E-07,4.86E-09,0.00014919,3.25E-05,N,
2365,"DDT-o,p'",789-02-6,HEK293T,20,96,2.84E-07,1.30E-08,0.0001492,8.72E-05,N,
2366,"DDT-p,p'",72-54-8,HEK293T,20,96,2.51E-07,4.46E-08,0.000149215,0.00029888,N,
2367,Diazinon,333-41-5,HEK293T,20,96,1.65E-07,1.54E-05,0.000149458,0.103233538,N,
2368,Dicofol,115-32-2,HEK293T,20,96,2.70E-07,9.28E-07,0.00014927,0.00621385,N,
2369,Dieldrin,60-57-1,HEK293T,20,96,2.80E-07,7.07E-07,0.000149264,0.004733698,N,
2370,Disulfoton,298-04-4,HEK293T,20,96,1.61E-07,1.03E-05,0.00014941,0.069100513,N,
2371,Endosulfan I,115-29-7,HEK293T,20,96,2.22E-07,1.49E-05,0.000149434,0.099527009,N,
2372,Endrin,72-20-8,HEK293T,20,96,2.87E-07,3.02E-07,0.000149246,0.002024829,N,
2373,Ethion,563-12-2,HEK293T,20,96,2.82E-07,8.10E-07,0.000149267,0.005424216,N,
2374,Heptachlor,76-44-8,HEK293T,20,96,2.93E-07,4.72E-08,0.000149215,0.000316034,N,
2375,Heptachlor epoxide B,1024-57-3,HEK293T,20,96,2.83E-07,1.03E-06,0.000149272,0.006926181,N,
2376,Lindane,58-89-9,HEK293T,20,96,1.52E-07,1.81E-05,0.000149474,0.121154644,N,
2377,"Methoxychlor-o,p'",72-43-5,HEK293T,20,96,2.54E-07,7.88E-07,0.000149266,0.005278597,N,
2378,Parathion,56-38-2,HEK293T,20,96,1.59E-07,1.49E-05,0.000149453,0.099527009,N,
2379,Trifluralin,1582-09-8,HEK293T,20,96,2.51E-07,3.87E-07,0.000149249,0.002593062,N,
2380,Cisapride,81098-60-4,HEK293T,20,96,2.20E-07,2.64E-05,0.000149528,0.176322564,B,7.8
2381,Citalopram hydrobromide,59729-33-8,HEK293T,20,96,1.34E-07,3.95E-05,0.000149579,0.263949626,N,
2382,Dofetilide,115256-11-6,HEK293T,20,96,1.14E-07,9.27E-05,0.000149741,0.619245497,B,8.4
2383,Moxifloxacin hydrochloride,186826-86-8,HEK293T,20,96,7.17E-08,0.000131778,0.000149821,0.879566332,A,6
2384,N-acetylpro-cainamide,32795-44-1,HEK293T,20,96,5.02E-08,0.000130674,0.000149819,0.872210383,B,9.2
2385,Quinidine sulfate,50-54-4,HEK293T,20,96,1.35E-07,3.81E-05,0.000149582,0.255042285,B,9.3
2386,Sematilide,101526-83-4,HEK293T,20,96,5.56E-08,0.000132407,0.000149822,0.883756487,B,9.1
2387,Sotalol hydrochloride,959-24-0,HEK293T,20,96,4.80E-08,0.000132925,0.000149824,0.887208299,B,9
2388,Mifepristone,84371-65-3,HEK293T,20,96,3.09E-07,1.37E-06,0.00014928,0.009151215,N,
2389,Perfluorobutanesulfonic_acid,375-73-5,HEK293T,20,96,5.92E-08,0.000122246,0.000149803,0.816049617,A,-2.9
2390,4_2_Fluorotelomer_sulfonic_acid,757124-72-4,HEK293T,20,96,7.06E-08,0.000113344,0.000149785,0.756710176,A,1.4
2391,Perfluorononanoic_acid,375-95-1,HEK293T,20,96,3.63E-07,5.13E-08,0.000149217,0.000343617,A,0.1
2392,Perfluorohexanoic_acid,307-24-4,HEK293T,20,96,1.96E-07,7.11E-06,0.000149376,0.047567001,A,0.1
2393,Perfluorobutanoic_acid,375-22-4,HEK293T,20,96,4.53E-08,0.000114598,0.000149472,0.766684946,A,0.1
2394,Perfluorooctanoic_acid,335-67-1,HEK293T,20,96,2.53E-07,8.24E-06,0.00014939,0.05517004,A,0.1
2395,6_2_Fluorotelomer_sulfonic_acid,27619-97-2,HEK293T,20,96,1.58E-07,5.16E-05,0.000149632,0.344576252,A,1.4
2396,8_2_Fluorotelomer_sulfonic_acid,39108-34-4,HEK293T,20,96,3.28E-07,7.42E-06,0.000149379,0.049644675,A,1.4
2397,Perfluoroundecanoic_acid,2058-94-8,HEK293T,20,96,4.39E-07,7.16E-08,0.000149222,0.000480011,A,0.1
2398,Perfluorooctanesulfonic_acid,1763-23-1,HEK293T,20,96,3.89E-07,7.16E-08,0.000149222,0.000480011,A,-2.9
2399,Perfluoroheptanoic_acid,375-85-9,HEK293T,20,96,1.75E-07,2.48E-05,0.000149519,0.165766376,A,0.1
2400,Perfluoropentanoic_acid,2706-90-3,HEK293T,20,96,7.14E-08,8.77E-05,0.00014973,0.585841865,A,0.1
2401,Perfluorohexanesulfonic_acid,355-46-4,HEK293T,20,96,1.30E-07,6.61E-05,0.000149675,0.441907238,A,-2.9
2402,Perfluorodecanoic_acid,335-76-2,HEK293T,20,96,4.09E-07,2.04E-08,0.000149205,0.000136577,A,0.1
2403,cyclosporine A,59865-13-3,HEK293T,20,96,4.32E-07,5.43E-05,0.00014964,0.362973884,N,
2404,chlorpromazine,50-53-3,HEK293T,20,96,2.40E-07,3.19E-07,0.000149247,0.002139356,B,9.4
2405,PBDE 47,5436-43-1,HEK293T,20,96,3.92E-07,6.44E-09,0.000149193,4.31E-05,N,
2406,PBDE 99,60348-60-9,HEK293T,20,96,4.63E-07,1.52E-09,0.00014918,1.02E-05,N,
2407,PBDE 153,68631-49-2,HEK293T,20,96,5.35E-07,2.94E-10,0.000149169,1.97E-06,N,
2408,amiodarone,1951-25-3,HEK293T,20,96,5.32E-07,7.50E-10,0.000149175,5.03E-06,B,9
2409,Azathioprine,446-86-6,HEK293T,20,96,4.89E-08,0.000132934,0.000149823,0.887272018,A,8.2
2410,Benzocaine,94-09-7,HEK293T,20,96,3.69E-08,0.000109399,0.000149777,0.730411171,N,
2411,Butylated hydroxyanisole,25013-16-5,HEK293T,20,96,NA,NA,NA,NA,N,
2412,Cetirizine dihydrochloride,83881-52-1,HEK293T,20,96,6.87E-08,0.000132844,0.000149823,0.886669083,A,4.7
2413,Cyclamate,139-05-9,HEK293T,20,96,3.16E-08,0.000132954,0.000149824,0.887403259,B,17.6
2414,Cyclophosphamide,6055-19-2,HEK293T,20,96,4.61E-08,0.000132843,0.000149816,0.886707241,B,6.1
2415,Cypermethrin,67375-30-8,HEK293T,20,96,3.34E-07,1.10E-08,0.000149198,7.37E-05,N,
2416,DEET,134-62-3,HEK293T,20,96,4.86E-08,9.49E-05,0.000149745,0.633606642,N,
2417,Dexamethasone,50-02-2,HEK293T,20,96,8.96E-08,0.000106892,0.000149772,0.713702595,N,
2418,Digoxin,20830-75-5,HEK293T,20,96,1.44E-07,0.000128816,0.000149816,0.859831251,N,
2419,Fenazaquin,120928-09-8,HEK293T,20,96,2.32E-07,2.42E-07,0.000149242,0.001624377,N,
2420,Fenbuconazole,114369-43-6,HEK293T,20,96,1.41E-07,3.80E-05,0.000149574,0.254061078,N,
2421,Fluazinam,79622-59-6,HEK293T,20,96,2.72E-07,1.05E-05,0.000149414,0.070494658,N,
2422,Furosemide,54-31-9,HEK293T,20,96,7.89E-08,0.000102032,0.000149761,0.681298572,A,3
2423,Glybenclamide,10238-21-8,HEK293T,20,96,3.55E-07,1.47E-06,0.000149282,0.009842255,A,5
2424,HC Red 3,2871-01-4,HEK293T,20,96,3.48E-08,0.000132932,0.000149823,0.887259469,N,
2425,Hydralazine hydrochloride,304-20-1,HEK293T,20,96,2.83E-08,0.000132841,0.000149823,0.886649246,B,6
2426,Ketoconazole,65277-42-1,HEK293T,20,96,3.47E-07,5.11E-06,0.000149347,0.034195611,B,6.6
2427,Metformin,1115-70-4,HEK293T,20,96,2.28E-08,0.000132956,0.000149824,0.887418057,B,9.6
2428,Metoclopramide,364-62-5,HEK293T,20,96,9.32E-08,7.12E-05,0.000149689,0.475930703,B,9
2429,Nitrofurantoin,67-20-9,HEK293T,20,96,4.20E-08,0.000132952,0.000149824,0.887393643,A,7.3
2430,Oxytetracycline hydrochloride,2058-46-0,HEK293T,20,96,8.12E-08,0.000132958,0.000149824,0.887429846,A,4.5
2431,Panthenol,16485-10-2 ,HEK293T,20,96,3.62E-08,0.000132956,0.000149824,0.887418926,N,
2432,Paracetamol,103-90-2,HEK293T,20,96,2.67E-08,0.000132899,0.000149824,0.887034332,N,
2433,Topiramate,97240-79-4,HEK293T,20,96,5.98E-08,0.000132958,0.000149824,0.887428636,A,9.2
2434,Trimellitic anhydride,552-30-7,HEK293T,20,96,3.74E-08,0.000123447,0.000149805,0.824050563,A,3.3
2435,Verapamil hydrochloride,152-11-4,HEK293T,20,96,3.07E-07,3.79E-06,0.000149324,0.025369281,B,9.2
2436,Warfarin,129-06-6,HEK293T,20,96,8.97E-08,7.91E-05,0.000149709,0.528184961,N,
2437,Caffeine,58-08-2,HepG2,20,96,1.43E-08,0.000133024,0.000149915,0.887327607,N,
2438,Lamotrigine,84057-84-1,HepG2,20,96,4.45E-08,7.41E-05,0.000149826,0.49472479,B,6.6
2439,Diclofenac,15307-79-6,HepG2,20,96,2.20E-08,0.000132939,0.000149926,0.886697887,B,17.6
2440,"2,4-Dichlorophenoxyacetic",94-75-7,HepG2,20,96,4.76E-08,6.05E-05,0.000149785,0.404102298,A,2.7
2441,(S)-Naproxen,22204-53-1,HepG2,20,96,7.04E-08,4.05E-05,0.000149694,0.270634059,A,4.4
2442,Ibuprofen,15687-27-1,HepG2,20,96,1.02E-07,1.78E-05,0.000149503,0.119062122,A,5.4
2443,Torasemide,56211-40-6,HepG2,20,96,1.27E-07,3.15E-05,0.000149635,0.210316875,A,4
2444,Warfarin,81-81-2,HepG2,20,96,6.01E-08,6.68E-05,0.000149805,0.445693395,A,4.5
2445,di-n-butylphthalate,84-74-2,HepG2,20,96,2.30E-07,2.79E-06,0.000149174,0.018704681,N,
2446,hexachlorophene,70-30-4,HepG2,20,96,4.30E-07,8.15E-10,0.000148942,5.48E-06,A,6.2
2447,hexamethylenetetramine,100-97-0,HepG2,20,96,1.03E-08,0.000133048,0.000149925,0.887427222,B,6.4
2448,Malathion,121-75-5,HepG2,20,96,4.82E-08,8.57E-05,0.000149854,0.571697585,N,
2449,pentachlorophenol,87-86-5,HepG2,20,96,2.38E-07,7.06E-07,0.000149107,0.004733698,A,5
2450,"2,2,2-trichloroethanol",115-20-8,HepG2,20,96,1.26E-08,0.000124661,0.000149876,0.831762457,N,
2451,diethylphthalate,84-66-2,HepG2,20,96,3.46E-08,8.13E-05,0.000149844,0.542850761,N,
2452,4-chlorophenol,106-48-9,HepG2,20,96,1.92E-08,8.41E-05,0.000149848,0.56096241,N,
2453,permethrin,52645-53-1,HepG2,20,96,3.94E-07,1.54E-08,0.000148992,0.000103174,N,
2454,Aniline,62-53-3,HepG2,20,96,6.94E-09,0.000132851,0.000149911,0.886203586,N,
2455,4-fluoroaniline,371-40-4,HepG2,20,96,8.50E-09,0.000131434,0.000149919,0.876699035,N,
2456,"2,4,6-trichlorophenol",88-06-2,HepG2,20,96,9.50E-08,1.91E-05,0.000149517,0.12758534,A,6.8
2457,Allyl alcohol,107-18-6,HepG2,20,96,4.29E-09,0.000132988,0.00014989,0.887241175,N,
2458,N-methylaniline,100-61-8,HepG2,20,96,1.00E-08,0.000117042,0.000149849,0.781064919,N,
2459,"3,4-dichloroaniline",95-76-1,HepG2,20,96,3.13E-08,6.73E-05,0.000149806,0.449479008,N,
2460,4-decylaniline,37529-30-9,HepG2,20,96,2.33E-07,2.55E-08,0.000149003,0.000170883,N,
2461,naphthalene,91-20-3,HepG2,20,96,4.36E-08,3.45E-05,0.000148825,0.231672902,N,
2462,"1,2,4-trichlorobenzene",120-82-1,HepG2,20,96,1.08E-07,1.09E-05,0.000148551,0.073349435,N,
2463,"1,2-dichlorobenzene",95-50-1,HepG2,20,96,5.55E-08,2.83E-05,0.000146628,0.192892299,N,
2464,dichloromethane,75-09-2,HepG2,20,96,5.81E-09,0.000111934,0.000129938,0.861443587,N,
2465,tetrachloroethylene,127-18-4,HepG2,20,96,5.20E-08,2.52E-05,0.000125175,0.201499988,N,
2466,"2,3-dimethyl-1,3-butadiene",513-81-5,HepG2,20,96,1.29E-08,2.63E-05,8.52E-05,0.308593137,N,
2467,Eugenol F,97-53-0,HepG2,20,96,2.24E-08,9.04E-05,0.000149863,0.60322705,N,
2468,Methyl-antranilate,134-20-3,HepG2,20,96,1.59E-08,0.000108661,0.000149895,0.724918594,N,
2469,Lilyfore,285977-85-7,HepG2,20,96,5.70E-08,3.75E-05,0.000149675,0.250802916,N,
2470,Damascone beta,23726-91-2,HepG2,20,96,1.38E-07,5.83E-06,0.000149181,0.039097461,N,
2471,Veloutone,14595-54-1,HepG2,20,96,2.02E-07,4.56E-07,0.000149085,0.00305688,N,
2472,Verdox,82356-51-2,HepG2,20,96,NA,NA,NA,NA,N,
2473,Nirvanol,1506-02-1,HepG2,20,96,NA,NA,NA,NA,N,
2474,Cetalox,3738-00-9,HepG2,20,96,2.18E-07,3.28E-07,0.000149053,0.002199002,N,
2475,Tonalide,21145-77-7,HepG2,20,96,2.46E-07,1.43E-07,0.00014905,0.000960873,N,
2476,"2,4-Dinitrophenol",51-28-5,HepG2,20,96,1.73E-08,0.000116734,0.000149905,0.778716598,A,4.1
2477,Aldrin,309-00-2,HepG2,20,96,3.68E-07,1.54E-08,0.000148992,0.000103174,N,
2478,Azinphos-methyl,86-50-0,HepG2,20,96,6.47E-08,6.39E-05,0.000149796,0.426764992,N,
2479,Chlorpyrifos,2921-88-2,HepG2,20,96,3.07E-07,1.09E-06,0.000149126,0.007311902,N,
2480,"DDD-p,p'",50-29-3,HepG2,20,96,3.65E-07,4.85E-09,0.000148969,3.25E-05,N,
2481,"DDT-o,p'",789-02-6,HepG2,20,96,3.59E-07,1.30E-08,0.000148988,8.72E-05,N,
2482,"DDT-p,p'",72-54-8,HepG2,20,96,3.15E-07,4.45E-08,0.000149017,0.00029888,N,
2483,Diazinon,333-41-5,HepG2,20,96,1.61E-07,1.54E-05,0.000149472,0.103233538,N,
2484,Dicofol,115-32-2,HepG2,20,96,3.27E-07,9.27E-07,0.000149118,0.00621385,N,
2485,Dieldrin,60-57-1,HepG2,20,96,3.40E-07,7.06E-07,0.000149107,0.004733698,N,
2486,Disulfoton,298-04-4,HepG2,20,96,1.68E-07,1.03E-05,0.000149385,0.069100513,N,
2487,Endosulfan I,115-29-7,HepG2,20,96,2.18E-07,1.49E-05,0.000149444,0.099527009,N,
2488,Endrin,72-20-8,HepG2,20,96,3.53E-07,3.02E-07,0.000149074,0.002024829,N,
2489,Ethion,563-12-2,HepG2,20,96,3.41E-07,8.09E-07,0.000149113,0.005424216,N,
2490,Heptachlor,76-44-8,HepG2,20,96,3.66E-07,4.71E-08,0.000149018,0.000316034,N,
2491,Heptachlor epoxide B,1024-57-3,HepG2,20,96,3.41E-07,1.03E-06,0.000149122,0.006926181,N,
2492,Lindane,58-89-9,HepG2,20,96,1.43E-07,1.81E-05,0.000149504,0.121154644,N,
2493,"Methoxychlor-o,p'",72-43-5,HepG2,20,96,3.07E-07,7.87E-07,0.000149111,0.005278597,N,
2494,Parathion,56-38-2,HepG2,20,96,1.56E-07,1.49E-05,0.000149463,0.099527009,N,
2495,Trifluralin,1582-09-8,HepG2,20,96,3.07E-07,3.87E-07,0.000149081,0.002593062,N,
2496,Cisapride,81098-60-4,HepG2,20,96,1.89E-07,2.64E-05,0.000149594,0.176322564,B,7.8
2497,Citalopram hydrobromide,59729-33-8,HepG2,20,96,1.01E-07,3.95E-05,0.00014968,0.263949626,N,
2498,Dofetilide,115256-11-6,HepG2,20,96,5.81E-08,9.28E-05,0.000149868,0.619245497,B,8.4
2499,Moxifloxacin hydrochloride,186826-86-8,HepG2,20,96,3.05E-08,0.000131868,0.000149924,0.879566332,A,6
2500,N-acetylpro-cainamide,32795-44-1,HepG2,20,96,2.14E-08,0.000130764,0.000149923,0.872210383,B,9.2
2501,Quinidine sulfate,50-54-4,HepG2,20,96,1.04E-07,3.82E-05,0.000149681,0.255042285,B,9.3
2502,Sematilide,101526-83-4,HepG2,20,96,2.36E-08,0.000132497,0.000149925,0.883756487,B,9.1
2503,Sotalol hydrochloride,959-24-0,HepG2,20,96,2.01E-08,0.000133016,0.000149926,0.887208299,B,9
2504,Mifepristone,84371-65-3,HepG2,20,96,3.71E-07,1.36E-06,0.000149136,0.009151215,N,
2505,Perfluorobutanesulfonic_acid,375-73-5,HepG2,20,96,2.61E-08,0.000122337,0.000149913,0.816049617,A,-2.9
2506,4_2_Fluorotelomer_sulfonic_acid,757124-72-4,HepG2,20,96,3.23E-08,0.000113432,0.000149902,0.756710176,A,1.4
2507,Perfluorononanoic_acid,375-95-1,HepG2,20,96,4.55E-07,5.12E-08,0.000149021,0.000343617,A,0.1
2508,Perfluorohexanoic_acid,307-24-4,HepG2,20,96,2.14E-07,7.10E-06,0.000149318,0.047567001,A,0.1
2509,Perfluorobutanoic_acid,375-22-4,HepG2,20,96,2.06E-08,0.000114687,0.000149588,0.766684946,A,0.1
2510,Perfluorooctanoic_acid,335-67-1,HepG2,20,96,2.71E-07,8.24E-06,0.000149345,0.05517004,A,0.1
2511,6_2_Fluorotelomer_sulfonic_acid,27619-97-2,HepG2,20,96,1.07E-07,5.16E-05,0.00014975,0.344576252,A,1.4
2512,8_2_Fluorotelomer_sulfonic_acid,39108-34-4,HepG2,20,96,3.56E-07,7.41E-06,0.000149325,0.049644675,A,1.4
2513,Perfluoroundecanoic_acid,2058-94-8,HepG2,20,96,5.47E-07,7.15E-08,0.00014903,0.000480011,A,0.1
2514,Perfluorooctanesulfonic_acid,1763-23-1,HepG2,20,96,4.85E-07,7.15E-08,0.00014903,0.000480011,A,-2.9
2515,Perfluoroheptanoic_acid,375-85-9,HepG2,20,96,1.53E-07,2.48E-05,0.000149579,0.165766376,A,0.1
2516,Perfluoropentanoic_acid,2706-90-3,HepG2,20,96,3.74E-08,8.78E-05,0.000149858,0.585841865,A,0.1
2517,Perfluorohexanesulfonic_acid,355-46-4,HepG2,20,96,7.86E-08,6.62E-05,0.000149803,0.441907238,A,-2.9
2518,Perfluorodecanoic_acid,335-76-2,HepG2,20,96,5.15E-07,2.03E-08,0.000148998,0.000136577,A,0.1
2519,cyclosporine A,59865-13-3,HepG2,20,96,2.87E-07,5.44E-05,0.000149761,0.362973884,N,
2520,chlorpromazine,50-53-3,HepG2,20,96,2.94E-07,3.19E-07,0.000149076,0.002139356,B,9.4
2521,PBDE 47,5436-43-1,HepG2,20,96,4.98E-07,6.43E-09,0.000148974,4.31E-05,N,
2522,PBDE 99,60348-60-9,HepG2,20,96,5.92E-07,1.52E-09,0.000148951,1.02E-05,N,
2523,PBDE 153,68631-49-2,HepG2,20,96,6.88E-07,2.93E-10,0.00014893,1.97E-06,N,
2524,amiodarone,1951-25-3,HepG2,20,96,6.83E-07,7.49E-10,0.000148941,5.03E-06,B,9
2525,Azathioprine,446-86-6,HepG2,20,96,2.05E-08,0.000133025,0.000149926,0.887272018,A,8.2
2526,Benzocaine,94-09-7,HepG2,20,96,1.72E-08,0.000109486,0.000149896,0.730411171,N,
2527,Butylated hydroxyanisole,25013-16-5,HepG2,20,96,NA,NA,NA,NA,N,
2528,Cetirizine dihydrochloride,83881-52-1,HepG2,20,96,2.89E-08,0.000132935,0.000149926,0.886669083,A,4.7
2529,Cyclamate,139-05-9,HepG2,20,96,1.32E-08,0.000133045,0.000149926,0.887403259,B,17.6
2530,Cyclophosphamide,6055-19-2,HepG2,20,96,1.94E-08,0.000132934,0.000149918,0.886707241,B,6.1
2531,Cypermethrin,67375-30-8,HepG2,20,96,4.23E-07,1.10E-08,0.000148985,7.37E-05,N,
2532,DEET,134-62-3,HepG2,20,96,2.44E-08,9.50E-05,0.000149872,0.633606642,N,
2533,Dexamethasone,50-02-2,HepG2,20,96,4.23E-08,0.000106979,0.000149892,0.713702595,N,
2534,Digoxin,20830-75-5,HepG2,20,96,6.19E-08,0.000128907,0.000149921,0.859831251,N,
2535,Fenazaquin,120928-09-8,HepG2,20,96,2.86E-07,2.42E-07,0.000149067,0.001624377,N,
2536,Fenbuconazole,114369-43-6,HepG2,20,96,1.08E-07,3.80E-05,0.000149672,0.254061078,N,
2537,Fluazinam,79622-59-6,HepG2,20,96,2.83E-07,1.05E-05,0.000149392,0.070494658,N,
2538,Furosemide,54-31-9,HepG2,20,96,3.81E-08,0.000102116,0.000149885,0.681298572,A,3
2539,Glybenclamide,10238-21-8,HepG2,20,96,4.25E-07,1.47E-06,0.00014914,0.009842255,A,5
2540,HC Red 3,2871-01-4,HepG2,20,96,1.46E-08,0.000133023,0.000149926,0.887259469,N,
2541,Hydralazine hydrochloride,304-20-1,HepG2,20,96,1.19E-08,0.000132931,0.000149925,0.886649246,B,6
2542,Ketoconazole,65277-42-1,HepG2,20,96,3.92E-07,5.10E-06,0.000149263,0.034195611,B,6.6
2543,Metformin,1115-70-4,HepG2,20,96,9.53E-09,0.000133047,0.000149926,0.887418057,B,9.6
2544,Metoclopramide,364-62-5,HepG2,20,96,5.44E-08,7.13E-05,0.000149819,0.475930703,B,9
2545,Nitrofurantoin,67-20-9,HepG2,20,96,1.76E-08,0.000133043,0.000149926,0.887393643,A,7.3
2546,Oxytetracycline hydrochloride,2058-46-0,HepG2,20,96,3.40E-08,0.000133049,0.000149926,0.887429846,A,4.5
2547,Panthenol,16485-10-2 ,HepG2,20,96,1.51E-08,0.000133047,0.000149926,0.887418926,N,
2548,Paracetamol,103-90-2,HepG2,20,96,1.12E-08,0.00013299,0.000149926,0.887034332,N,
2549,Topiramate,97240-79-4,HepG2,20,96,2.50E-08,0.000133049,0.000149926,0.887428636,A,9.2
2550,Trimellitic anhydride,552-30-7,HepG2,20,96,1.64E-08,0.000123537,0.000149915,0.824050563,A,3.3
2551,Verapamil hydrochloride,152-11-4,HepG2,20,96,3.56E-07,3.79E-06,0.000149218,0.025369281,B,9.2
2552,Warfarin,129-06-6,HepG2,20,96,4.96E-08,7.91E-05,0.000149839,0.528184961,N,
2553,Caffeine,58-08-2,Me_180,20,96,1.88E-08,0.000133003,0.000149892,0.887327607,N,
2554,Lamotrigine,84057-84-1,Me_180,20,96,5.75E-08,7.41E-05,0.000149775,0.49472479,B,6.6
2555,Diclofenac,15307-79-6,Me_180,20,96,2.88E-08,0.000132918,0.000149903,0.886697887,B,17.6
2556,"2,4-Dichlorophenoxyacetic",94-75-7,Me_180,20,96,6.05E-08,6.05E-05,0.000149726,0.404102298,A,2.7
2557,(S)-Naproxen,22204-53-1,Me_180,20,96,8.68E-08,4.05E-05,0.000149623,0.270634059,A,4.4
2558,Ibuprofen,15687-27-1,Me_180,20,96,1.21E-07,1.78E-05,0.000149412,0.119062122,A,5.4
2559,Torasemide,56211-40-6,Me_180,20,96,1.54E-07,3.15E-05,0.000149557,0.210316875,A,4
2560,Warfarin,81-81-2,Me_180,20,96,7.70E-08,6.67E-05,0.00014975,0.445693395,A,4.5
2561,di-n-butylphthalate,84-74-2,Me_180,20,96,2.63E-07,2.79E-06,0.000149055,0.018704681,N,
2562,hexachlorophene,70-30-4,Me_180,20,96,4.86E-07,8.15E-10,0.000148805,5.48E-06,A,6.2
2563,hexamethylenetetramine,100-97-0,Me_180,20,96,1.36E-08,0.000133027,0.000149902,0.887427222,B,6.4
2564,Malathion,121-75-5,Me_180,20,96,6.31E-08,8.56E-05,0.000149809,0.571697585,N,
2565,pentachlorophenol,87-86-5,Me_180,20,96,2.71E-07,7.05E-07,0.000148983,0.004733698,A,5
2566,"2,2,2-trichloroethanol",115-20-8,Me_180,20,96,1.66E-08,0.000124638,0.000149849,0.831762457,N,
2567,diethylphthalate,84-66-2,Me_180,20,96,4.51E-08,8.13E-05,0.000149797,0.542850761,N,
