"","Chemical","CAS","MW","H37","vb","logkow","CNOM_M","x1","x2","x3","Cdcomp","ncells","Lt","St","F_free"
"1","Caffeine","1958/8/2",194.19,0.157,133,-0.07,3680,3679.20680967136,0.210614064778527,785.573268749375,3459.31585679568,2066.74590491835,0.160198971931143,0.0468305649653262,0.940234141691177
"2","Lamotrigine","84057-84-1",256.09,0.000113,163,2.57,863,862.738960498525,2.48187709627798e-05,410.214318076674,566.374033081939,2066.74590491835,0.160198971931143,0.0468305649653262,0.656483663093951
"3","Diclofenac","15307-79-6",296.15,1.6e-05,207,0.7,89.4,89.3839768087697,5.2117873436833e-07,29.1218515212567,83.9980498092321,2066.74590491835,0.160198971931143,0.0468305649653262,0.939743931833997
"4","2,4-Dichlorophenoxyacetic","94-75-7",221.04,0.000299,148,2.81,316,315.891152990533,2.08255935108912e-05,147.624674837371,179.608697701509,2066.74590491835,0.160198971931143,0.0468305649653262,0.568577802832268
"5","(S)-Naproxen","22204-53-1",230.26,0.000108,192,3.18,411,410.825743064373,7.18002145511979e-06,246.207830060404,171.436188599942,2066.74590491835,0.160198971931143,0.0468305649653262,0.417296606880546
"6","Ibuprofen","15687-27-1",206.28,0.00824,200,3.73,263,262.851532631659,0.000172607669174858,187.774797241061,54.0172228355834,2066.74590491835,0.160198971931143,0.0468305649653262,0.20550469040361
"7","Torasemide","56211-40-6",348.42,1.84e-06,271,3.37,1100,1099.48230272465,2.65762169057218e-07,1106.81812894646,372.456426714935,2066.74590491835,0.160198971931143,0.0468305649653262,0.338756181697461
"8","Warfarin","81-81-2",308.33,0.000625,236,2.7,215,214.930274754601,3.1789735485625e-05,131.889672884204,131.162059182089,2066.74590491835,0.160198971931143,0.0468305649653262,0.610253996705882
