"","Chemical","CAS","MW","H37","vb","logkow","CNOM_M","x1","x2","x3","Cdcomp","ncells","Lt","St","Cell_nmole"
"1","amiodarone","1951-25-3",645.31,0.106,408,7.57,1e-06,9.34504954472198e-07,1.81442438048269e-15,0.00010065396324045,4.41403433861018e-11,246999.834396192,0.0320000000000003,0.00936,8.45291416558191e-05
"2","amiodarone","1951-25-3",645.31,0.106,408,7.57,5e-06,4.67252477222883e-06,9.07212190215684e-15,0.000503269816188014,2.20701716924266e-10,246999.834396192,0.0320000000000003,0.00936,0.000422645708267141
