"","Chemical","CAS","MW","Compound.type","Salting.out.Constant","Melting.Point_Celsius.degree","pKa","Water.Solubility_mgperL","LogKOW","LogKAW","CNOM_uM","Time","Q_met","C_cells","C_air","C_plastic","C_free_diss","C_IW","C_lyso","C_mito","C_parent","Q_parent","Q_media_free","Q_cells","Q_media","Q_air","Q_plastic","Q_IW","Q_lyso"
"1","amiodarone","1951-25-3",645.31,4,0.4168,238,9,0.000642083,7.57,-10.7,1,1440,0,0.000207392,7.33309e-20,2.75903e-06,1.47692e-09,0.000207397,0.000207398,0.00020735,1e-06,2e-09,2.95384e-12,8.6855e-11,1.27889e-09,1.08527e-21,6.3426e-10,7.73027e-11,8.68575e-13
"2","amiodarone","1951-25-3",645.31,4,0.4168,238,9,0.000642083,7.57,-10.7,5,1440,0,0.00103696,3.66655e-19,1.37952e-05,7.38461e-09,0.00103698,0.00103699,0.00103675,5e-06,1e-08,1.47692e-11,4.34275e-10,6.39443e-09,5.42634e-21,3.1713e-09,3.86514e-10,4.34288e-12
