"","Chemical","CAS","MW","Compound.type","Salting.out.Constant","Melting.Point_Celsius.degree","pKa","Water.Solubility_mgperL","LogKOW","LogKAW","CNOM_uM","Time","Q_met","C_cells","C_air","C_plastic","C_free_diss","C_IW","C_lyso","C_mito","C_parent","Q_parent","Q_media_free","Q_cells","Q_media","Q_air","Q_plastic","Q_IW","Q_lyso"
"1","amiodarone","1951-25-3",645.31,1,0.4168,238,5,0.000642083,7.57,-10.7,0.25,1440,0,0.000105169,7.01547e-21,2.57485e-07,1.37833e-10,0.000105169,0.000105169,0.000105169,2.5e-07,5e-10,2.75666e-13,4.40532e-10,2.75666e-13,1.038e-22,5.91919e-11,3.92074e-10,4.40532e-12
"2","amiodarone","1951-25-3",645.31,1,0.4168,238,5,0.000642083,7.57,-10.7,2.5,1440,0,0.00105169,7.01547e-20,2.57485e-06,1.37833e-09,0.00105169,0.00105169,0.00105169,2.5e-06,5e-09,2.75666e-12,4.40532e-09,2.75666e-12,1.038e-21,5.91919e-10,3.92074e-09,4.40532e-11
"3","ibuprofen","15687-27-1",206.28,4,0.2632,87.4,4.57,35.68644,3.73,-5.91,100,1440,0,3.70502e-05,4.45141e-13,3.38092e-05,9.60363e-05,3.71992e-05,1.32363e-05,3.8106e-05,1e-04,2e-07,1.92073e-07,1.55196e-10,1.92073e-07,6.58622e-15,7.77222e-09,1.38679e-10,5.54441e-13
"4","ibuprofen","15687-27-1",206.28,4,0.2632,87.4,4.57,35.68644,3.73,-5.91,1000,1440,0,0.000370502,4.45141e-12,0.000338092,0.000960363,0.000371992,0.000132363,0.00038106,0.001,2e-06,1.92073e-06,1.55196e-09,1.92073e-06,6.58622e-14,7.77222e-08,1.38679e-09,5.54441e-12
