,Chemical,CAS,Cell.type,FBS,Well,Q_cells,Q_media_free,Q_media,F_free_media,IOC,pKa
1,Caffeine,58-08-2,Rat cerebellar granule cell,2,96,5.70E-08,0.000148436,0.000148448,1.000304038,N,
2,Lamotrigine,84057-84-1,Rat cerebellar granule cell,2,96,1.70E-05,0.000100742,0.000105699,0.953473213,B,6.6
3,Diclofenac,15307-79-6,Rat cerebellar granule cell,2,96,1.54E-07,0.000149838,0.000149844,1.000347876,B,17.6
4,"2,4-Dichlorophenoxyacetic",94-75-7,Rat cerebellar granule cell,2,96,3.59E-06,0.000135256,0.000146386,0.92433327,A,2.7
5,(S)-Naproxen,22204-53-1,Rat cerebellar granule cell,2,96,7.53E-06,0.000117893,0.000142367,0.828413973,A,4.4
6,Ibuprofen,15687-27-1,Rat cerebellar granule cell,2,96,1.82E-05,7.17E-05,0.000130769,0.548829947,A,5.4
7,Torasemide,56211-40-6,Rat cerebellar granule cell,2,96,1.04E-05,1.05E-04,0.000139583,0.750023823,A,4
8,Warfarin,81-81-2,Rat cerebellar granule cell,2,96,2.88E-06,0.000138385,0.000147036,0.941530881,A,4.5
9,di-n-butylphthalate,84-74-2,Rat cerebellar granule cell,2,96,9.10E-05,4.23E-06,4.00E-05,0.105854763,N,
10,hexachlorophene,70-30-4,Rat cerebellar granule cell,2,96,1.41E-04,5.04E-08,7.98E-06,6.32E-03,A,6.2
11,hexamethylenetetramine,100-97-0,Rat cerebellar granule cell,2,96,3.92E-09,0.00014084,0.00014084,1.000385801,B,6.4
12,Malathion,121-75-5,Rat cerebellar granule cell,2,96,1.21E-05,0.000108397,0.000112034,0.967913055,N,
13,pentachlorophenol,87-86-5,Rat cerebellar granule cell,2,96,5.02E-05,8.15E-06,9.95E-05,0.081965148,A,5
14,"2,2,2-trichloroethanol",115-20-8,Rat cerebellar granule cell,2,96,1.58E-06,0.000127936,0.00012836,0.997078122,N,
15,diethylphthalate,84-66-2,Rat cerebellar granule cell,2,96,1.40E-05,0.000104071,0.000108323,0.961116816,N,
16,4-chlorophenol,106-48-9,Rat cerebellar granule cell,2,96,1.27E-05,0.000106607,0.000110458,0.965509205,N,
17,permethrin,52645-53-1,Rat cerebellar granule cell,2,96,1.36E-04,7.58E-08,1.05E-05,0.007245657,N,
18,Aniline,62-53-3,Rat cerebellar granule cell,2,96,5.23E-07,0.000142811,0.000142944,0.999464278,N,
19,4-fluoroaniline,371-40-4,Rat cerebellar granule cell,2,96,9.14E-07,0.000139222,0.00013946,0.998681172,N,
20,"2,4,6-trichlorophenol",88-06-2,Rat cerebellar granule cell,2,96,3.67E-05,5.50E-05,9.75447E-05,0.564259849,A,6.8
21,Allyl alcohol,107-18-6,Rat cerebellar granule cell,2,96,9.37E-08,0.000140079,0.0001401,1.000235302,N,
22,N-methylaniline,100-61-8,Rat cerebellar granule cell,2,96,2.71E-06,0.000125254,0.000126005,0.994431355,N,
23,"3,4-dichloroaniline",95-76-1,Rat cerebellar granule cell,2,96,2.14E-05,8.88687E-05,9.55924E-05,0.930025578,N,
24,4-decylaniline,37529-30-9,Rat cerebellar granule cell,2,96,1.34E-04,1.14E-07,1.13E-05,0.01014587,N,
25,naphthalene,91-20-3,Rat cerebellar granule cell,2,96,3.84E-05,3.83E-05,5.1379E-05,0.746223652,N,
26,"1,2,4-trichlorobenzene",120-82-1,Rat cerebellar granule cell,2,96,1.94E-05,3.85E-06,1.10609E-05,0.348332316,N,
27,"1,2-dichlorobenzene",95-50-1,Rat cerebellar granule cell,2,96,8.43E-06,6.20E-06,9.11183E-06,0.680785945,N,
28,dichloromethane,75-09-2,Rat cerebellar granule cell,2,96,9.38E-08,1.13032E-05,1.13279E-05,0.998206451,N,
29,tetrachloroethylene,127-18-4,Rat cerebellar granule cell,2,96,3.05E-06,2.40E-06,3.45E-06,0.696672964,N,
30,"2,3-dimethyl-1,3-butadiene",513-81-5,Rat cerebellar granule cell,2,96,5.08E-08,8.67E-08,1.03E-07,0.838476732,N,
31,Eugenol F,97-53-0,Rat cerebellar granule cell,2,96,1.01E-05,0.00011259,0.000115617,0.974200527,N,
32,Methyl-antranilate,134-20-3,Rat cerebellar granule cell,2,96,4.62E-06,0.000127721,0.000129036,0.99019704,N,
33,Lilyfore,285977-85-7,Rat cerebellar granule cell,2,96,4.48E-05,5.14E-05,6.64981E-05,0.77326174,N,
34,Damascone beta,23726-91-2,Rat cerebellar granule cell,2,96,8.22E-05,8.09E-06,3.99E-05,0.202935234,N,
35,Veloutone,14595-54-1,Rat cerebellar granule cell,2,96,1.16E-04,1.12E-06,2.22E-05,0.050571755,N,
36,Verdox,82356-51-2,Rat cerebellar granule cell,2,96,0.000134942,8.47968E-08,1.06465E-05,0.00796788,N,
37,Nirvanol,1506-02-1,Rat cerebellar granule cell,2,96,0.000125481,4.55836E-07,1.60354E-05,0.028437992,N,
38,Cetalox,3738-00-9,Rat cerebellar granule cell,2,96,1.15E-04,8.45E-07,1.95E-05,0.043327129,N,
39,Tonalide,21145-77-7,Rat cerebellar granule cell,2,96,1.25E-04,4.56E-07,1.60E-05,0.028437992,N,
40,"2,4-Dinitrophenol",51-28-5,Rat cerebellar granule cell,2,96,2.77E-07,0.000149002,0.000149711,0.995653616,A,4.1
41,Aldrin,309-00-2,Rat cerebellar granule cell,2,96,1.35E-04,7.56E-08,1.04E-05,0.007245657,N,
42,Azinphos-methyl,86-50-0,Rat cerebellar granule cell,2,96,2.36E-05,8.51266E-05,9.25938E-05,0.91971443,N,
43,Chlorpyrifos,2921-88-2,Rat cerebellar granule cell,2,96,1.05E-04,2.16E-06,2.93E-05,0.073737078,N,
44,"DDD-p,p'",50-29-3,Rat cerebellar granule cell,2,96,1.38E-04,2.96E-08,9.24E-06,0.003201257,N,
45,"DDT-o,p'",789-02-6,Rat cerebellar granule cell,2,96,1.36E-04,6.61E-08,1.02E-05,0.006455554,N,
46,"DDT-p,p'",72-54-8,Rat cerebellar granule cell,2,96,1.32E-04,1.79E-07,1.24E-05,0.014475667,N,
47,Diazinon,333-41-5,Rat cerebellar granule cell,2,96,7.00E-05,2.12E-05,4.65388E-05,0.454744329,N,
48,Dicofol,115-32-2,Rat cerebellar granule cell,2,96,1.08E-04,1.92E-06,2.78E-05,0.068955307,N,
49,Dieldrin,60-57-1,Rat cerebellar granule cell,2,96,1.11E-04,1.56E-06,2.55E-05,0.061440283,N,
50,Disulfoton,298-04-4,Rat cerebellar granule cell,2,96,7.72E-05,1.43E-05,4.30745E-05,0.331694573,N,
51,Endosulfan I,115-29-7,Rat cerebellar granule cell,2,96,7.07E-05,2.04E-05,4.61215E-05,0.44251938,N,
52,Endrin,72-20-8,Rat cerebellar granule cell,2,96,1.20E-04,8.18E-07,1.96E-05,0.041634285,N,
53,Ethion,563-12-2,Rat cerebellar granule cell,2,96,1.09E-04,1.73E-06,2.66E-05,0.065127306,N,
54,Heptachlor,76-44-8,Rat cerebellar granule cell,2,96,1.32E-04,1.87E-07,1.25E-05,0.014982094,N,
55,Heptachlor epoxide B,1024-57-3,Rat cerebellar granule cell,2,96,1.06E-04,2.08E-06,2.88E-05,0.072120204,N,
56,Lindane,58-89-9,Rat cerebellar granule cell,2,96,6.61E-05,2.47E-05,4.83714E-05,0.510217563,N,
57,"Methoxychlor-o,p'",72-43-5,Rat cerebellar granule cell,2,96,1.10E-04,1.70E-06,2.64E-05,0.06437867,N,
58,Parathion,56-38-2,Rat cerebellar granule cell,2,96,7.07E-05,2.04E-05,4.61329E-05,0.44251938,N,
59,Trifluralin,1582-09-8,Rat cerebellar granule cell,2,96,1.17E-04,9.89E-07,2.11E-05,0.046854026,N,
60,Cisapride,81098-60-4,Rat cerebellar granule cell,2,96,5.86E-05,6.16E-05,7.31038E-05,0.842597877,B,7.8
61,Citalopram hydrobromide,59729-33-8,Rat cerebellar granule cell,2,96,4.29E-05,5.41E-05,6.84578E-05,0.790121862,N,
62,Dofetilide,115256-11-6,Rat cerebellar granule cell,2,96,5.69E-06,0.000141187,0.000141738,0.996501925,B,8.4
63,Moxifloxacin hydrochloride,186826-86-8,Rat cerebellar granule cell,2,96,1.12E-07,0.000149424,0.000149611,0.999143237,A,6
64,N-acetylpro-cainamide,32795-44-1,Rat cerebellar granule cell,2,96,4.81E-07,0.000149372,0.000149397,1.000223384,B,9.2
65,Quinidine sulfate,50-54-4,Rat cerebellar granule cell,2,96,4.06E-05,1.06E-04,0.000108442,0.974465125,B,9.3
66,Sematilide,101526-83-4,Rat cerebellar granule cell,2,96,4.01E-07,0.000149441,0.000149462,1.00024813,B,9.1
67,Sotalol hydrochloride,959-24-0,Rat cerebellar granule cell,2,96,5.40E-08,0.000149888,0.00014989,1.000372788,B,9
68,Mifepristone,84371-65-3,Rat cerebellar granule cell,2,96,1.02E-04,2.55E-06,3.16E-05,0.080694784,N,
69,Perfluorobutanesulfonic_acid,375-73-5,Rat cerebellar granule cell,2,96,1.86E-07,0.000149346,0.00014981,0.997289169,A,-2.9
70,4_2_Fluorotelomer_sulfonic_acid,757124-72-4,Rat cerebellar granule cell,2,96,3.40E-07,0.000148769,0.000149655,0.994466143,A,1.4
71,Perfluorononanoic_acid,375-95-1,Rat cerebellar granule cell,2,96,1.01E-04,1.85E-06,4.90E-05,0.037784558,A,0.1
72,Perfluorohexanoic_acid,307-24-4,Rat cerebellar granule cell,2,96,2.37E-05,3.45E-05,1.26E-04,0.273349803,A,0.1
73,Perfluorobutanoic_acid,375-22-4,Rat cerebellar granule cell,2,96,3.10E-07,0.000148883,0.000149685,0.995026977,A,0.1
74,Perfluorooctanoic_acid,335-67-1,Rat cerebellar granule cell,2,96,2.29E-05,3.93E-05,1.27E-04,0.309464697,A,0.1
75,6_2_Fluorotelomer_sulfonic_acid,27619-97-2,Rat cerebellar granule cell,2,96,4.99E-06,0.000129136,0.000144989,0.891007572,A,1.4
76,8_2_Fluorotelomer_sulfonic_acid,39108-34-4,Rat cerebellar granule cell,2,96,2.35E-05,3.58E-05,1.26E-04,0.283396925,A,1.4
77,Perfluoroundecanoic_acid,2058-94-8,Rat cerebellar granule cell,2,96,9.48E-05,2.30E-06,5.52E-05,0.041751562,A,0.1
78,Perfluorooctanesulfonic_acid,1763-23-1,Rat cerebellar granule cell,2,96,9.48E-05,2.30E-06,5.52E-05,0.041751564,A,-2.9
79,Perfluoroheptanoic_acid,375-85-9,Rat cerebellar granule cell,2,96,1.31E-05,9.14E-05,0.000136885,0.667820351,A,0.1
80,Perfluoropentanoic_acid,2706-90-3,Rat cerebellar granule cell,2,96,1.23E-06,0.000145252,0.000148762,0.976786849,A,0.1
81,Perfluorohexanesulfonic_acid,355-46-4,Rat cerebellar granule cell,2,96,2.91E-06,0.00013822,0.000147077,0.940147416,A,-2.9
82,Perfluorodecanoic_acid,335-76-2,Rat cerebellar granule cell,2,96,1.16E-04,9.81E-07,3.42E-05,0.02865571,A,0.1
83,cyclosporine A,59865-13-3,Rat cerebellar granule cell,2,96,3.03E-05,7.34716E-05,8.32719E-05,0.882653472,N,
84,chlorpromazine,50-53-3,Rat cerebellar granule cell,2,96,1.44E-04,2.27E-06,6.02E-06,0.377780288,B,9.4
85,PBDE 47,5436-43-1,Rat cerebellar granule cell,2,96,1.38E-04,3.72E-08,9.48E-06,0.003929009,N,
86,PBDE 99,60348-60-9,Rat cerebellar granule cell,2,96,1.40E-04,1.15E-08,8.55E-06,1.34E-03,N,
87,PBDE 153,68631-49-2,Rat cerebellar granule cell,2,96,1.41E-04,2.98E-09,8.02E-06,3.72E-04,N,
88,amiodarone,1951-25-3,Rat cerebellar granule cell,2,96,1.49E-04,1.48E-08,6.22E-07,2.38E-02,B,9
89,Azathioprine,446-86-6,Rat cerebellar granule cell,2,96,7.39E-08,0.000148299,0.000148317,1.000264661,A,8.2
90,Benzocaine,94-09-7,Rat cerebellar granule cell,2,96,4.43E-06,0.000128315,0.000129573,0.990681691,N,
91,Butylated hydroxyanisole,25013-16-5,Rat cerebellar granule cell,2,96,5.32644E-05,4.00989E-05,5.84649E-05,0.686130849,N,
92,Cetirizine dihydrochloride,83881-52-1,Rat cerebellar granule cell,2,96,3.12E-08,0.000149894,0.000149959,0.999953042,A,4.7
93,Cyclamate,139-05-9,Rat cerebellar granule cell,2,96,8.51E-09,0.000149991,0.000149991,1.000388297,B,17.6
94,Cyclophosphamide,6055-19-2,Rat cerebellar granule cell,2,96,3.22E-07,0.00014581,0.000145888,0.999854725,B,6.1
95,Cypermethrin,67375-30-8,Rat cerebellar granule cell,2,96,1.36E-04,5.76E-08,1.00E-05,0.005742934,N,
96,DEET,134-62-3,Rat cerebellar granule cell,2,96,8.53E-06,0.000116856,0.000119373,0.979296352,N,
97,Dexamethasone,50-02-2,Rat cerebellar granule cell,2,96,5.03E-06,0.000126497,0.000127934,0.989154705,N,
98,Digoxin,20830-75-5,Rat cerebellar granule cell,2,96,1.19E-06,0.000140486,0.000140801,0.998152269,N,
99,Fenazaquin,120928-09-8,Rat cerebellar granule cell,2,96,1.22E-04,6.89E-07,1.85E-05,0.037346358,N,
100,Fenbuconazole,114369-43-6,Rat cerebellar granule cell,2,96,4.43E-05,5.21E-05,6.69882E-05,0.777564681,N,
101,Fluazinam,79622-59-6,Rat cerebellar granule cell,2,96,7.69E-05,1.46E-05,4.31871E-05,0.337196496,N,
102,Furosemide,54-31-9,Rat cerebellar granule cell,2,96,6.34E-07,0.000147631,0.000149358,0.98881945,A,3
103,Glybenclamide,10238-21-8,Rat cerebellar granule cell,2,96,3.73E-05,1.14E-05,1.12E-04,0.101408961,A,5
104,HC Red 3,2871-01-4,Rat cerebellar granule cell,2,96,9.02E-08,0.000147956,0.000147976,1.000249737,N,
105,Hydralazine hydrochloride,304-20-1,Rat cerebellar granule cell,2,96,3.47E-07,0.000145595,0.00014568,0.999808604,B,6
106,Ketoconazole,65277-42-1,Rat cerebellar granule cell,2,96,8.75E-05,8.07E-06,4.02E-05,0.200580819,B,6.6
107,Metformin,1115-70-4,Rat cerebellar granule cell,2,96,4.85E-09,0.000149992,0.000149992,1.00038909,B,9.6
108,Metoclopramide,364-62-5,Rat cerebellar granule cell,2,96,1.27E-05,0.000135244,0.000136131,0.993875469,B,9
109,Nitrofurantoin,67-20-9,Rat cerebellar granule cell,2,96,1.18E-08,0.000149588,0.000149592,1.000363115,A,7.3
110,Oxytetracycline hydrochloride,2058-46-0,Rat cerebellar granule cell,2,96,1.08E-09,0.000149998,0.000149999,1.000388398,A,4.5
111,Panthenol,16485-10-2 ,Rat cerebellar granule cell,2,96,9.12E-09,0.000149476,0.000149477,1.000378555,N,
112,Paracetamol,103-90-2,Rat cerebellar granule cell,2,96,1.93E-07,0.000146812,0.000146858,1.000075203,N,
113,Topiramate,97240-79-4,Rat cerebellar granule cell,2,96,3.46E-09,0.00014973,0.000149731,1.000386592,A,9.2
114,Trimellitic anhydride,552-30-7,Rat cerebellar granule cell,2,96,1.70E-07,0.000149406,0.000149826,0.997583423,A,3.3
115,Verapamil hydrochloride,152-11-4,Rat cerebellar granule cell,2,96,1.22E-04,1.68E-05,2.74E-05,0.615367835,B,9.2
116,Warfarin,129-06-6,Rat cerebellar granule cell,2,96,1.50E-05,0.000101912,0.000106507,0.957225144,N,
117,Caffeine,58-08-2,Balbc_3T3,2,96,3.67E-08,0.000148456,0.000148469,1.000304038,N,
118,Lamotrigine,84057-84-1,Balbc_3T3,2,96,2.56E-06,0.000111656,0.00011715,0.953473213,B,6.6
119,Diclofenac,15307-79-6,Balbc_3T3,2,96,5.14E-08,0.000149941,0.000149947,1.000347876,B,17.6
120,"2,4-Dichlorophenoxyacetic",94-75-7,Balbc_3T3,2,96,4.54E-07,0.000138158,0.000149526,0.92433327,A,2.7
121,(S)-Naproxen,22204-53-1,Balbc_3T3,2,96,9.40E-07,0.000123342,0.000148947,0.828413973,A,4.4
122,Ibuprofen,15687-27-1,Balbc_3T3,2,96,2.42E-06,8.03E-05,0.000146415,0.548829947,A,5.4
123,Torasemide,56211-40-6,Balbc_3T3,2,96,1.30E-06,1.11E-04,0.000148626,0.750023823,A,4
124,Warfarin,81-81-2,Balbc_3T3,2,96,3.69E-07,0.00014075,0.000149549,0.941530881,A,4.5
125,di-n-butylphthalate,84-74-2,Balbc_3T3,2,96,2.53E-05,8.95E-06,8.4536E-05,0.105854763,N,
126,hexachlorophene,70-30-4,Balbc_3T3,2,96,1.00E-04,2.92E-07,4.61955E-05,6.32E-03,A,6.2
127,hexamethylenetetramine,100-97-0,Balbc_3T3,2,96,2.81E-08,0.000140817,0.000140818,1.000385801,B,6.4
128,Malathion,121-75-5,Balbc_3T3,2,96,1.74E-06,0.000116507,0.000120416,0.967913055,N,
129,pentachlorophenol,87-86-5,Balbc_3T3,2,96,8.34E-06,1.16E-05,0.000141231,0.081965148,A,5
130,"2,2,2-trichloroethanol",115-20-8,Balbc_3T3,2,96,2.37E-07,0.000129093,0.000129521,0.997078122,N,
131,diethylphthalate,84-66-2,Balbc_3T3,2,96,2.03E-06,0.000113196,0.000117821,0.961116816,N,
132,4-chlorophenol,106-48-9,Balbc_3T3,2,96,1.84E-06,0.000115058,0.000119214,0.965509205,N,
133,permethrin,52645-53-1,Balbc_3T3,2,96,8.27E-05,3.53E-07,4.87114E-05,0.007245657,N,
134,Aniline,62-53-3,Balbc_3T3,2,96,9.78E-08,0.000143218,0.00014335,0.999464278,N,
135,4-fluoroaniline,371-40-4,Balbc_3T3,2,96,1.50E-07,0.000139936,0.000140175,0.998681172,N,
136,"2,4,6-trichlorophenol",88-06-2,Balbc_3T3,2,96,6.00E-06,7.00E-05,0.00012403,0.564259849,A,6.8
137,Allyl alcohol,107-18-6,Balbc_3T3,2,96,3.99E-08,0.000140129,0.000140151,1.000235302,N,
138,N-methylaniline,100-61-8,Balbc_3T3,2,96,3.91E-07,0.000127227,0.00012799,0.994431355,N,
139,"3,4-dichloroaniline",95-76-1,Balbc_3T3,2,96,3.25E-06,0.000101408,0.00010908,0.930025578,N,
140,4-decylaniline,37529-30-9,Balbc_3T3,2,96,7.84E-05,5.10E-07,5.02461E-05,0.01014587,N,
141,naphthalene,91-20-3,Balbc_3T3,2,96,6.55E-06,4.93E-05,6.60726E-05,0.746223652,N,
142,"1,2,4-trichlorobenzene",120-82-1,Balbc_3T3,2,96,2.89E-06,4.34E-06,1.24605E-05,0.348332316,N,
143,"1,2-dichlorobenzene",95-50-1,Balbc_3T3,2,96,1.17E-06,6.52E-06,9.57905E-06,0.680785945,N,
144,dichloromethane,75-09-2,Balbc_3T3,2,96,1.47E-08,1.13092E-05,1.13339E-05,0.998206451,N,
145,tetrachloroethylene,127-18-4,Balbc_3T3,2,96,4.10E-07,2.45E-06,3.51E-06,0.696672964,N,
146,"2,3-dimethyl-1,3-butadiene",513-81-5,Balbc_3T3,2,96,6.74E-09,8.67E-08,1.03E-07,0.838476732,N,
147,Eugenol F,97-53-0,Balbc_3T3,2,96,1.45E-06,0.000119591,0.000122806,0.974200527,N,
148,Methyl-antranilate,134-20-3,Balbc_3T3,2,96,6.56E-07,0.000131207,0.000132558,0.99019704,N,
149,Lilyfore,285977-85-7,Balbc_3T3,2,96,8.01E-06,6.93832E-05,8.9763E-05,0.77326174,N,
150,Damascone beta,23726-91-2,Balbc_3T3,2,96,2.07E-05,1.54E-05,7.60617E-05,0.202935234,N,
151,Veloutone,14595-54-1,Balbc_3T3,2,96,4.60E-05,3.40E-06,6.72349E-05,0.050571755,N,
152,Verdox,82356-51-2,Balbc_3T3,2,96,8.10181E-05,3.8845E-07,4.87711E-05,0.00796788,N,
153,Nirvanol,1506-02-1,Balbc_3T3,2,96,6.02916E-05,1.66779E-06,5.86695E-05,0.028437992,N,
154,Cetalox,3738-00-9,Balbc_3T3,2,96,4.55E-05,2.54E-06,5.86057E-05,0.043327129,N,
155,Tonalide,21145-77-7,Balbc_3T3,2,96,6.03E-05,1.67E-06,5.86695E-05,0.028437992,N,
156,"2,4-Dinitrophenol",51-28-5,Balbc_3T3,2,96,6.15E-08,0.000149217,0.000149927,0.995653616,A,4.1
157,Aldrin,309-00-2,Balbc_3T3,2,96,8.19E-05,3.49E-07,4.82297E-05,0.007245657,N,
158,Azinphos-methyl,86-50-0,Balbc_3T3,2,96,3.63E-06,9.8562E-05,0.000107208,0.91971443,N,
159,Chlorpyrifos,2921-88-2,Balbc_3T3,2,96,3.55E-05,5.54E-06,7.51669E-05,0.073737078,N,
160,"DDD-p,p'",50-29-3,Balbc_3T3,2,96,9.04E-05,1.48E-07,4.6252E-05,0.003201257,N,
161,"DDT-o,p'",789-02-6,Balbc_3T3,2,96,8.40E-05,3.11E-07,4.82612E-05,0.006455554,N,
162,"DDT-p,p'",72-54-8,Balbc_3T3,2,96,7.32E-05,7.58E-07,5.24166E-05,0.014475667,N,
163,Diazinon,333-41-5,Balbc_3T3,2,96,1.55E-05,3.55E-05,7.82039E-05,0.454744329,N,
164,Dicofol,115-32-2,Balbc_3T3,2,96,3.75E-05,5.08E-06,7.36626E-05,0.068955307,N,
165,Dieldrin,60-57-1,Balbc_3T3,2,96,4.07E-05,4.37E-06,7.11314E-05,0.061440283,N,
166,Disulfoton,298-04-4,Balbc_3T3,2,96,1.84E-05,2.58E-05,7.78679E-05,0.331694573,N,
167,Endosulfan I,115-29-7,Balbc_3T3,2,96,1.58E-05,3.45E-05,7.80656E-05,0.44251938,N,
168,Endrin,72-20-8,Balbc_3T3,2,96,5.12E-05,2.66E-06,6.39767E-05,0.041634285,N,
169,Ethion,563-12-2,Balbc_3T3,2,96,3.91E-05,4.71E-06,7.23985E-05,0.065127306,N,
170,Heptachlor,76-44-8,Balbc_3T3,2,96,7.25E-05,7.88E-07,5.26191E-05,0.014982094,N,
171,Heptachlor epoxide B,1024-57-3,Balbc_3T3,2,96,3.62E-05,5.38E-06,7.46784E-05,0.072120204,N,
172,Lindane,58-89-9,Balbc_3T3,2,96,1.41E-05,4.00E-05,7.83365E-05,0.510217563,N,
173,"Methoxychlor-o,p'",72-43-5,Balbc_3T3,2,96,3.94E-05,4.64E-06,7.21479E-05,0.06437867,N,
174,Parathion,56-38-2,Balbc_3T3,2,96,1.58E-05,3.45E-05,7.80983E-05,0.44251938,N,
175,Trifluralin,1582-09-8,Balbc_3T3,2,96,4.81E-05,3.08E-06,6.585E-05,0.046854026,N,
176,Cisapride,81098-60-4,Balbc_3T3,2,96,1.26E-05,9.26E-05,0.000109894,0.842597877,B,7.8
177,Citalopram hydrobromide,59729-33-8,Balbc_3T3,2,96,7.56E-06,7.19261E-05,9.10671E-05,0.790121862,N,
178,Dofetilide,115256-11-6,Balbc_3T3,2,96,8.73E-07,0.000145898,0.000146468,0.996501925,B,8.4
179,Moxifloxacin hydrochloride,186826-86-8,Balbc_3T3,2,96,4.29E-08,0.000149493,0.00014968,0.999143237,A,6
180,N-acetylpro-cainamide,32795-44-1,Balbc_3T3,2,96,9.83E-08,0.000149754,0.000149779,1.000223384,B,9.2
181,Quinidine sulfate,50-54-4,Balbc_3T3,2,96,7.58E-06,0.000137467,0.000141125,0.974465125,B,9.3
182,Sematilide,101526-83-4,Balbc_3T3,2,96,8.68E-08,0.000149754,0.000149776,1.00024813,B,9.1
183,Sotalol hydrochloride,959-24-0,Balbc_3T3,2,96,3.71E-08,0.000149905,0.000149907,1.000372788,B,9
184,Mifepristone,84371-65-3,Balbc_3T3,2,96,3.30E-05,6.24E-06,7.73732E-05,0.080694784,N,
185,Perfluorobutanesulfonic_acid,375-73-5,Balbc_3T3,2,96,5.09E-08,0.000149481,0.000149945,0.997289169,A,-2.9
186,4_2_Fluorotelomer_sulfonic_acid,757124-72-4,Balbc_3T3,2,96,6.87E-08,0.000149038,0.000149926,0.994466143,A,1.4
187,Perfluorononanoic_acid,375-95-1,Balbc_3T3,2,96,2.89E-05,4.57E-06,0.000121015,0.037784558,A,0.1
188,Perfluorohexanoic_acid,307-24-4,Balbc_3T3,2,96,3.21E-06,4.01E-05,0.000146762,0.273349803,A,0.1
189,Perfluorobutanoic_acid,375-22-4,Balbc_3T3,2,96,6.52E-08,0.000149126,0.00014993,0.995026977,A,0.1
190,Perfluorooctanoic_acid,335-67-1,Balbc_3T3,2,96,3.08E-06,4.54E-05,0.000146881,0.309464697,A,0.1
191,6_2_Fluorotelomer_sulfonic_acid,27619-97-2,Balbc_3T3,2,96,6.23E-07,0.000133024,0.000149355,0.891007572,A,1.4
192,8_2_Fluorotelomer_sulfonic_acid,39108-34-4,Balbc_3T3,2,96,3.17E-06,4.16E-05,0.000146794,0.283396925,A,1.4
193,Perfluoroundecanoic_acid,2058-94-8,Balbc_3T3,2,96,2.49E-05,5.22E-06,0.000125008,0.041751562,A,0.1
194,Perfluorooctanesulfonic_acid,1763-23-1,Balbc_3T3,2,96,2.49E-05,5.22E-06,0.000125008,0.041751564,A,-2.9
195,Perfluoroheptanoic_acid,375-85-9,Balbc_3T3,2,96,1.67E-06,9.90E-05,0.0001483,0.667820351,A,0.1
196,Perfluoropentanoic_acid,2706-90-3,Balbc_3T3,2,96,1.72E-07,0.000146283,0.000149817,0.976786849,A,0.1
197,Perfluorohexanesulfonic_acid,355-46-4,Balbc_3T3,2,96,3.71E-07,0.000140603,0.000149612,0.940147416,A,-2.9
198,Perfluorodecanoic_acid,335-76-2,Balbc_3T3,2,96,4.23E-05,3.08E-06,0.000107687,0.02865571,A,0.1
199,cyclosporine A,59865-13-3,Balbc_3T3,2,96,4.88E-06,8.90747E-05,0.000100956,0.882653472,N,
200,chlorpromazine,50-53-3,Balbc_3T3,2,96,1.15E-04,1.27E-05,3.36023E-05,0.377780288,B,9.4
201,PBDE 47,5436-43-1,Balbc_3T3,2,96,8.88E-05,1.84E-07,4.67305E-05,0.003929009,N,
202,PBDE 99,60348-60-9,Balbc_3T3,2,96,9.59E-05,6.02E-08,4.48638E-05,1.34E-03,N,
203,PBDE 153,68631-49-2,Balbc_3T3,2,96,1.01E-04,1.63E-08,4.38771E-05,3.72E-04,N,
204,amiodarone,1951-25-3,Balbc_3T3,2,96,1.45E-04,1.01E-07,4.23108E-06,2.38E-02,B,9
205,Azathioprine,446-86-6,Balbc_3T3,2,96,3.89E-08,0.000148333,0.000148352,1.000264661,A,8.2
206,Benzocaine,94-09-7,Balbc_3T3,2,96,6.30E-07,0.000131668,0.000132959,0.990681691,N,
207,Butylated hydroxyanisole,25013-16-5,Balbc_3T3,2,96,1.01844E-05,5.79565E-05,8.45015E-05,0.686130849,N,
208,Cetirizine dihydrochloride,83881-52-1,Balbc_3T3,2,96,3.30E-08,0.000149892,0.000149957,0.999953042,A,4.7
209,Cyclamate,139-05-9,Balbc_3T3,2,96,3.06E-08,0.000149969,0.000149969,1.000388297,B,17.6
210,Cyclophosphamide,6055-19-2,Balbc_3T3,2,96,7.19E-08,0.000146054,0.000146133,0.999854725,B,6.1
211,Cypermethrin,67375-30-8,Balbc_3T3,2,96,8.52E-05,2.75E-07,4.78487E-05,0.005742934,N,
212,DEET,134-62-3,Balbc_3T3,2,96,1.21E-06,0.000122902,0.00012555,0.979296352,N,
213,Dexamethasone,50-02-2,Balbc_3T3,2,96,7.13E-07,0.000130263,0.000131743,0.989154705,N,
214,Digoxin,20830-75-5,Balbc_3T3,2,96,1.87E-07,0.000141436,0.000141753,0.998152269,N,
215,Fenazaquin,120928-09-8,Balbc_3T3,2,96,5.40E-05,2.33E-06,6.23207E-05,0.037346358,N,
216,Fenbuconazole,114369-43-6,Balbc_3T3,2,96,7.90E-06,7.00274E-05,9.0095E-05,0.777564681,N,
217,Fluazinam,79622-59-6,Balbc_3T3,2,96,1.83E-05,2.62E-05,7.77994E-05,0.337196496,N,
218,Furosemide,54-31-9,Balbc_3T3,2,96,1.03E-07,0.000148155,0.000149889,0.98881945,A,3
