,Chemical,CAS,Cell.type,FBS,Well,Q_cells,Q_media_free,Q_media,F_free_media,IOC,pKa
1123,Perfluoroheptanoic_acid,375-85-9,Me_180,2,96,4.88E-07,9.98E-05,0.000149477,0.667820351,A,0.1
1124,Perfluoropentanoic_acid,2706-90-3,Me_180,2,96,1.02E-07,0.000146351,0.000149887,0.976786849,A,0.1
1125,Perfluorohexanesulfonic_acid,355-46-4,Me_180,2,96,1.54E-07,0.000140807,0.00014983,0.940147416,A,-2.9
1126,Perfluorodecanoic_acid,335-76-2,Me_180,2,96,1.43E-05,3.89E-06,0.000135671,0.02865571,A,0.1
1127,cyclosporine A,59865-13-3,Me_180,2,96,1.58E-06,9.11014E-05,0.000103253,0.882653472,N,
1128,chlorpromazine,50-53-3,Me_180,2,96,9.61E-05,1.94E-05,5.13624E-05,0.377780288,B,9.4
1129,PBDE 47,5436-43-1,Me_180,2,96,4.61E-05,3.11E-07,7.93059E-05,0.003929009,N,
1130,PBDE 99,60348-60-9,Me_180,2,96,5.27E-05,1.08E-07,8.06849E-05,1.34E-03,N,
1131,PBDE 153,68631-49-2,Me_180,2,96,5.77E-05,3.06E-08,8.23075E-05,3.72E-04,N,
1132,amiodarone,1951-25-3,Me_180,2,96,1.41E-04,1.80E-07,7.56452E-06,2.38E-02,B,9
1133,Azathioprine,446-86-6,Me_180,2,96,6.77E-08,0.000148305,0.000148324,1.000264661,A,8.2
1134,Benzocaine,94-09-7,Me_180,2,96,2.45E-07,0.000132007,0.000133301,0.990681691,N,
1135,Butylated hydroxyanisole,25013-16-5,Me_180,2,96,3.32119E-06,6.08014E-05,8.86495E-05,0.686130849,N,
1136,Cetirizine dihydrochloride,83881-52-1,Me_180,2,96,6.63E-08,0.000149859,0.000149924,0.999953042,A,4.7
1137,Cyclamate,139-05-9,Me_180,2,96,6.60E-08,0.000149934,0.000149934,1.000388297,B,17.6
1138,Cyclophosphamide,6055-19-2,Me_180,2,96,7.77E-08,0.000146049,0.000146127,0.999854725,B,6.1
1139,Cypermethrin,67375-30-8,Me_180,2,96,4.31E-05,4.53E-07,7.89929E-05,0.005742934,N,
1140,DEET,134-62-3,Me_180,2,96,4.24E-07,0.000123555,0.000126216,0.979296352,N,
1141,Dexamethasone,50-02-2,Me_180,2,96,2.71E-07,0.000130649,0.000132133,0.989154705,N,
1142,Digoxin,20830-75-5,Me_180,2,96,1.11E-07,0.000141508,0.000141825,0.998152269,N,
1143,Fenazaquin,120928-09-8,Me_180,2,96,2.21E-05,3.10E-06,8.30112E-05,0.037346358,N,
1144,Fenbuconazole,114369-43-6,Me_180,2,96,2.56E-06,7.2659E-05,9.34808E-05,0.777564681,N,
1145,Fluazinam,79622-59-6,Me_180,2,96,6.16E-06,2.86E-05,8.49544E-05,0.337196496,N,
1146,Furosemide,54-31-9,Me_180,2,96,8.44E-08,0.000148174,0.000149907,0.98881945,A,3
1147,Glybenclamide,10238-21-8,Me_180,2,96,1.56E-06,1.50E-05,0.000148047,0.101408961,A,5
1148,HC Red 3,2871-01-4,Me_180,2,96,6.82E-08,0.000147977,0.000147998,1.000249737,N,
1149,Hydralazine hydrochloride,304-20-1,Me_180,2,96,7.85E-08,0.000145856,0.000145941,0.999808604,B,6
1150,Ketoconazole,65277-42-1,Me_180,2,96,9.20E-06,1.82E-05,9.06489E-05,0.200580819,B,6.6
1151,Metformin,1115-70-4,Me_180,2,96,6.57E-08,0.000149931,0.000149931,1.00038909,B,9.6
1152,Metoclopramide,364-62-5,Me_180,2,96,1.14E-06,0.000146676,0.000147637,0.993875469,B,9
1153,Nitrofurantoin,67-20-9,Me_180,2,96,6.56E-08,0.000149534,0.000149538,1.000363115,A,7.3
1154,Oxytetracycline hydrochloride,2058-46-0,Me_180,2,96,6.54E-08,0.000149934,0.000149934,1.000388398,A,4.5
1155,Panthenol,16485-10-2 ,Me_180,2,96,6.55E-08,0.000149419,0.000149421,1.000378555,N,
1156,Paracetamol,103-90-2,Me_180,2,96,7.20E-08,0.00014693,0.000146976,1.000075203,N,
1157,Topiramate,97240-79-4,Me_180,2,96,6.54E-08,0.000149669,0.000149669,1.000386592,A,9.2
1158,Trimellitic anhydride,552-30-7,Me_180,2,96,7.04E-08,0.000149505,0.000149925,0.997583423,A,3.3
1159,Verapamil hydrochloride,152-11-4,Me_180,2,96,3.77E-05,6.66E-05,0.000108284,0.615367835,B,9.2
1160,Warfarin,129-06-6,Me_180,2,96,7.30E-07,0.000112696,0.000117778,0.957225144,N,
1161,Caffeine,58-08-2,H4lle,2,96,6.51E-08,0.000148428,0.00014844,1.000304038,N,
1162,Lamotrigine,84057-84-1,H4lle,2,96,3.38E-07,0.000113342,0.000118919,0.953473213,B,6.6
1163,Diclofenac,15307-79-6,H4lle,2,96,7.31E-08,0.000149919,0.000149926,1.000347876,B,17.6
1164,"2,4-Dichlorophenoxyacetic",94-75-7,H4lle,2,96,8.33E-08,0.000138501,0.000149897,0.92433327,A,2.7
1165,(S)-Naproxen,22204-53-1,H4lle,2,96,1.04E-07,0.000124034,0.000149783,0.828413973,A,4.4
1166,Ibuprofen,15687-27-1,H4lle,2,96,1.71E-07,8.15E-05,0.000148642,0.548829947,A,5.4
1167,Torasemide,56211-40-6,H4lle,2,96,1.18E-07,1.12E-04,0.00014981,0.750023823,A,4
1168,Warfarin,81-81-2,H4lle,2,96,7.99E-08,0.000141022,0.000149838,0.941530881,A,4.5
1169,di-n-butylphthalate,84-74-2,H4lle,2,96,2.03E-06,1.06E-05,0.00010033,0.105854763,N,
1170,hexachlorophene,70-30-4,H4lle,2,96,1.61E-05,7.85E-07,0.000124326,6.32E-03,A,6.2
1171,hexamethylenetetramine,100-97-0,H4lle,2,96,6.13E-08,0.000140786,0.000140786,1.000385801,B,6.4
1172,Malathion,121-75-5,H4lle,2,96,1.70E-07,0.000117742,0.000121692,0.967913055,N,
1173,pentachlorophenol,87-86-5,H4lle,2,96,4.84E-07,1.22E-05,0.00014906,0.081965148,A,5
1174,"2,2,2-trichloroethanol",115-20-8,H4lle,2,96,7.08E-08,0.000129236,0.000129665,0.997078122,N,
1175,diethylphthalate,84-66-2,H4lle,2,96,1.89E-07,0.000114608,0.000119291,0.961116816,N,
1176,4-chlorophenol,106-48-9,H4lle,2,96,1.76E-07,0.000116352,0.000120555,0.965509205,N,
1177,permethrin,52645-53-1,H4lle,2,96,1.14E-05,7.27E-07,0.000100322,0.007245657,N,
1178,Aniline,62-53-3,H4lle,2,96,6.71E-08,0.000143247,0.00014338,0.999464278,N,
1179,4-fluoroaniline,371-40-4,H4lle,2,96,6.93E-08,0.000140011,0.00014025,0.998681172,N,
1180,"2,4,6-trichlorophenol",88-06-2,H4lle,2,96,4.33E-07,7.27E-05,0.000128823,0.564259849,A,6.8
1181,Allyl alcohol,107-18-6,H4lle,2,96,6.19E-08,0.000140108,0.00014013,1.000235302,N,
1182,N-methylaniline,100-61-8,H4lle,2,96,8.05E-08,0.000127491,0.000128255,0.994431355,N,
1183,"3,4-dichloroaniline",95-76-1,H4lle,2,96,2.69E-07,0.00010347,0.000111298,0.930025578,N,
1184,4-decylaniline,37529-30-9,H4lle,2,96,1.03E-05,9.95E-07,9.81169E-05,0.01014587,N,
1185,naphthalene,91-20-3,H4lle,2,96,4.84E-07,5.1368E-05,6.88642E-05,0.746223652,N,
1186,"1,2,4-trichlorobenzene",120-82-1,H4lle,2,96,2.01E-07,4.42E-06,1.26879E-05,0.348332316,N,
1187,"1,2-dichlorobenzene",95-50-1,H4lle,2,96,8.29E-08,6.57E-06,9.64918E-06,0.680785945,N,
1188,dichloromethane,75-09-2,H4lle,2,96,5.78E-09,1.13099E-05,1.13346E-05,0.998206451,N,
1189,tetrachloroethylene,127-18-4,H4lle,2,96,2.89E-08,2.45E-06,3.52E-06,0.696672964,N,
1190,"2,3-dimethyl-1,3-butadiene",513-81-5,H4lle,2,96,4.94E-10,8.67E-08,1.03E-07,0.838476732,N,
1191,Eugenol F,97-53-0,H4lle,2,96,1.51E-07,0.00012064,0.000123883,0.974200527,N,
1192,Methyl-antranilate,134-20-3,H4lle,2,96,1.01E-07,0.000131695,0.000133051,0.99019704,N,
1193,Lilyfore,285977-85-7,H4lle,2,96,6.03E-07,7.30033E-05,9.44463E-05,0.77326174,N,
1194,Damascone beta,23726-91-2,H4lle,2,96,1.61E-06,1.77E-05,8.72802E-05,0.202935234,N,
1195,Veloutone,14595-54-1,H4lle,2,96,4.34E-06,4.76E-06,9.42101E-05,0.050571755,N,
1196,Verdox,82356-51-2,H4lle,2,96,1.09373E-05,7.83089E-07,9.8319E-05,0.00796788,N,
1197,Nirvanol,1506-02-1,H4lle,2,96,6.47998E-06,2.66822E-06,9.38624E-05,0.028437992,N,
1198,Cetalox,3738-00-9,H4lle,2,96,4.27E-06,3.54E-06,8.17428E-05,0.043327129,N,
1199,Tonalide,21145-77-7,H4lle,2,96,6.48E-06,2.67E-06,9.38624E-05,0.028437992,N,
1200,"2,4-Dinitrophenol",51-28-5,H4lle,2,96,6.67E-08,0.000149212,0.000149921,0.995653616,A,4.1
1201,Aldrin,309-00-2,H4lle,2,96,1.12E-05,7.12E-07,9.82997E-05,0.007245657,N,
1202,Azinphos-methyl,86-50-0,H4lle,2,96,2.95E-07,0.000100811,0.000109654,0.91971443,N,
1203,Chlorpyrifos,2921-88-2,H4lle,2,96,3.08E-06,7.11E-06,9.64847E-05,0.073737078,N,
1204,"DDD-p,p'",50-29-3,H4lle,2,96,1.38E-05,3.38E-07,0.000105752,0.003201257,N,
1205,"DDT-o,p'",789-02-6,H4lle,2,96,1.18E-05,6.52E-07,0.000101064,0.006455554,N,
1206,"DDT-p,p'",72-54-8,H4lle,2,96,9.00E-06,1.39E-06,9.61842E-05,0.014475667,N,
1207,Diazinon,333-41-5,H4lle,2,96,1.18E-06,3.93E-05,8.65487E-05,0.454744329,N,
1208,Dicofol,115-32-2,H4lle,2,96,3.29E-06,6.62E-06,9.60351E-05,0.068955307,N,
1209,Dieldrin,60-57-1,H4lle,2,96,3.67E-06,5.85E-06,9.52496E-05,0.061440283,N,
1210,Disulfoton,298-04-4,H4lle,2,96,1.42E-06,2.92E-05,8.79283E-05,0.331694573,N,
1211,Endosulfan I,115-29-7,H4lle,2,96,1.20E-06,3.83E-05,8.65609E-05,0.44251938,N,
1212,Endrin,72-20-8,H4lle,2,96,5.05E-06,3.91E-06,9.38736E-05,0.041634285,N,
1213,Ethion,563-12-2,H4lle,2,96,3.48E-06,6.23E-06,9.56462E-05,0.065127306,N,
1214,Heptachlor,76-44-8,H4lle,2,96,8.86E-06,1.44E-06,9.5878E-05,0.014982094,N,
1215,Heptachlor epoxide B,1024-57-3,H4lle,2,96,3.15E-06,6.95E-06,9.63553E-05,0.072120204,N,
1216,Lindane,58-89-9,H4lle,2,96,1.07E-06,4.38E-05,8.58761E-05,0.510217563,N,
1217,"Methoxychlor-o,p'",72-43-5,H4lle,2,96,3.52E-06,6.15E-06,9.55722E-05,0.06437867,N,
1218,Parathion,56-38-2,H4lle,2,96,1.20E-06,3.83E-05,8.66012E-05,0.44251938,N,
1219,Trifluralin,1582-09-8,H4lle,2,96,4.61E-06,4.40E-06,9.39275E-05,0.046854026,N,
1220,Cisapride,81098-60-4,H4lle,2,96,3.76E-06,9.85E-05,0.000116978,0.842597877,B,7.8
1221,Citalopram hydrobromide,59729-33-8,H4lle,2,96,5.70E-07,7.5458E-05,9.5539E-05,0.790121862,N,
1222,Dofetilide,115256-11-6,H4lle,2,96,3.43E-07,0.000146417,0.000146988,0.996501925,B,8.4
1223,Moxifloxacin hydrochloride,186826-86-8,H4lle,2,96,6.59E-08,0.00014947,0.000149657,0.999143237,A,6
1224,N-acetylpro-cainamide,32795-44-1,H4lle,2,96,8.93E-08,0.000149763,0.000149788,1.000223384,B,9.2
1225,Quinidine sulfate,50-54-4,H4lle,2,96,2.81E-06,0.000142075,0.000145855,0.974465125,B,9.3
1226,Sematilide,101526-83-4,H4lle,2,96,8.52E-08,0.000149756,0.000149777,1.00024813,B,9.1
1227,Sotalol hydrochloride,959-24-0,H4lle,2,96,6.79E-08,0.000149874,0.000149877,1.000372788,B,9
1228,Mifepristone,84371-65-3,H4lle,2,96,2.80E-06,7.85E-06,9.73253E-05,0.080694784,N,
1229,Perfluorobutanesulfonic_acid,375-73-5,H4lle,2,96,6.62E-08,0.000149465,0.00014993,0.997289169,A,-2.9
1230,4_2_Fluorotelomer_sulfonic_acid,757124-72-4,H4lle,2,96,6.70E-08,0.00014904,0.000149928,0.994466143,A,1.4
1231,Perfluorononanoic_acid,375-95-1,H4lle,2,96,1.91E-06,5.59E-06,0.000148041,0.037784558,A,0.1
1232,Perfluorohexanoic_acid,307-24-4,H4lle,2,96,1.93E-07,4.09E-05,0.000149773,0.273349803,A,0.1
1233,Perfluorobutanoic_acid,375-22-4,H4lle,2,96,6.69E-08,0.000149124,0.000149928,0.995026977,A,0.1
1234,Perfluorooctanoic_acid,335-67-1,H4lle,2,96,1.89E-07,4.63E-05,0.000149776,0.309464697,A,0.1
1235,6_2_Fluorotelomer_sulfonic_acid,27619-97-2,H4lle,2,96,9.03E-08,0.000133499,0.000149887,0.891007572,A,1.4
1236,8_2_Fluorotelomer_sulfonic_acid,39108-34-4,H4lle,2,96,1.92E-07,4.24E-05,0.000149774,0.283396925,A,1.4
1237,Perfluoroundecanoic_acid,2058-94-8,H4lle,2,96,1.59E-06,6.19E-06,0.000148355,0.041751562,A,0.1
1238,Perfluorooctanesulfonic_acid,1763-23-1,H4lle,2,96,1.59E-06,6.19E-06,0.000148355,0.041751564,A,-2.9
1239,Perfluoroheptanoic_acid,375-85-9,H4lle,2,96,1.33E-07,1.00E-04,0.000149832,0.667820351,A,0.1
1240,Perfluoropentanoic_acid,2706-90-3,H4lle,2,96,7.15E-08,0.000146381,0.000149918,0.976786849,A,0.1
1241,Perfluorohexanesulfonic_acid,355-46-4,H4lle,2,96,7.98E-08,0.000140876,0.000149903,0.940147416,A,-2.9
1242,Perfluorodecanoic_acid,335-76-2,H4lle,2,96,3.10E-06,4.21E-06,0.000146839,0.02865571,A,0.1
1243,cyclosporine A,59865-13-3,H4lle,2,96,3.81E-07,9.18355E-05,0.000104085,0.882653472,N,
1244,chlorpromazine,50-53-3,H4lle,2,96,8.01E-05,2.52E-05,6.66066E-05,0.377780288,B,9.4
1245,PBDE 47,5436-43-1,H4lle,2,96,1.33E-05,4.10E-07,0.000104375,0.003929009,N,
1246,PBDE 99,60348-60-9,H4lle,2,96,1.59E-05,1.49E-07,0.000111236,1.34E-03,N,
1247,PBDE 153,68631-49-2,H4lle,2,96,1.80E-05,4.38E-08,0.000117703,3.72E-04,N,
1248,amiodarone,1951-25-3,H4lle,2,96,1.37E-04,2.73E-07,1.14698E-05,2.38E-02,B,9
1249,Azathioprine,446-86-6,H4lle,2,96,6.52E-08,0.000148307,0.000148326,1.000264661,A,8.2
1250,Benzocaine,94-09-7,H4lle,2,96,9.89E-08,0.000132136,0.000133431,0.990681691,N,
1251,Butylated hydroxyanisole,25013-16-5,H4lle,2,96,7.63205E-07,6.18618E-05,9.01955E-05,0.686130849,N,
1252,Cetirizine dihydrochloride,83881-52-1,H4lle,2,96,6.54E-08,0.000149859,0.000149925,0.999953042,A,4.7
1253,Cyclamate,139-05-9,H4lle,2,96,6.57E-08,0.000149934,0.000149934,1.000388297,B,17.6
1254,Cyclophosphamide,6055-19-2,H4lle,2,96,6.72E-08,0.000146059,0.000146137,0.999854725,B,6.1
1255,Cypermethrin,67375-30-8,H4lle,2,96,1.21E-05,5.85E-07,0.000101848,0.005742934,N,
1256,DEET,134-62-3,H4lle,2,96,1.36E-07,0.000123793,0.00012646,0.979296352,N,
1257,Dexamethasone,50-02-2,H4lle,2,96,1.04E-07,0.000130794,0.00013228,0.989154705,N,
1258,Digoxin,20830-75-5,H4lle,2,96,7.26E-08,0.000141544,0.000141861,0.998152269,N,
1259,Fenazaquin,120928-09-8,H4lle,2,96,5.46E-06,3.50E-06,9.37855E-05,0.037346358,N,
1260,Fenbuconazole,114369-43-6,H4lle,2,96,5.95E-07,7.36269E-05,9.4726E-05,0.777564681,N,
1261,Fluazinam,79622-59-6,H4lle,2,96,1.41E-06,2.96E-05,8.77628E-05,0.337196496,N,
1262,Furosemide,54-31-9,H4lle,2,96,6.85E-08,0.000148189,0.000149923,0.98881945,A,3
1263,Glybenclamide,10238-21-8,H4lle,2,96,3.22E-07,1.51E-05,0.000149281,0.101408961,A,5
1264,HC Red 3,2871-01-4,H4lle,2,96,6.52E-08,0.00014798,0.000148001,1.000249737,N,
1265,Hydralazine hydrochloride,304-20-1,H4lle,2,96,6.73E-08,0.000145867,0.000145952,0.999808604,B,6
1266,Ketoconazole,65277-42-1,H4lle,2,96,3.09E-06,1.90E-05,9.45804E-05,0.200580819,B,6.6
1267,Metformin,1115-70-4,H4lle,2,96,6.55E-08,0.000149931,0.000149931,1.00038909,B,9.6
1268,Metoclopramide,364-62-5,H4lle,2,96,7.55E-07,0.000147058,0.000148022,0.993875469,B,9
1269,Nitrofurantoin,67-20-9,H4lle,2,96,6.52E-08,0.000149535,0.000149539,1.000363115,A,7.3
1270,Oxytetracycline hydrochloride,2058-46-0,H4lle,2,96,6.53E-08,0.000149934,0.000149934,1.000388398,A,4.5
1271,Panthenol,16485-10-2 ,H4lle,2,96,6.51E-08,0.00014942,0.000149421,1.000378555,N,
1272,Paracetamol,103-90-2,H4lle,2,96,6.57E-08,0.000146936,0.000146982,1.000075203,N,
1273,Topiramate,97240-79-4,H4lle,2,96,6.52E-08,0.000149669,0.000149669,1.000386592,A,9.2
1274,Trimellitic anhydride,552-30-7,H4lle,2,96,6.62E-08,0.000149509,0.000149929,0.997583423,A,3.3
1275,Verapamil hydrochloride,152-11-4,H4lle,2,96,2.66E-05,7.32E-05,0.000119007,0.615367835,B,9.2
1276,Warfarin,129-06-6,H4lle,2,96,2.00E-07,0.000113097,0.000118197,0.957225144,N,
1277,Caffeine,58-08-2,SH-SY5Y,2,96,3.68E-08,0.000148456,0.000148468,1.000304038,N,
1278,Lamotrigine,84057-84-1,SH-SY5Y,2,96,2.39E-07,0.000113417,0.000118998,0.953473213,B,6.6
1279,Diclofenac,15307-79-6,SH-SY5Y,2,96,4.14E-08,0.000149951,0.000149957,1.000347876,B,17.6
1280,"2,4-Dichlorophenoxyacetic",94-75-7,SH-SY5Y,2,96,5.50E-08,0.000138527,0.000149925,0.92433327,A,2.7
1281,(S)-Naproxen,22204-53-1,SH-SY5Y,2,96,7.60E-08,0.000124057,0.000149811,0.828413973,A,4.4
1282,Ibuprofen,15687-27-1,SH-SY5Y,2,96,1.43E-07,8.16E-05,0.00014867,0.548829947,A,5.4
1283,Torasemide,56211-40-6,SH-SY5Y,2,96,9.14E-08,1.12E-04,0.000149837,0.750023823,A,4
1284,Warfarin,81-81-2,SH-SY5Y,2,96,5.15E-08,0.000141048,0.000149866,0.941530881,A,4.5
1285,di-n-butylphthalate,84-74-2,SH-SY5Y,2,96,1.74E-06,1.06E-05,0.000100531,0.105854763,N,
1286,hexachlorophene,70-30-4,SH-SY5Y,2,96,1.45E-05,7.95E-07,0.000125855,6.32E-03,A,6.2
1287,hexamethylenetetramine,100-97-0,SH-SY5Y,2,96,3.45E-08,0.000140811,0.000140811,1.000385801,B,6.4
1288,Malathion,121-75-5,SH-SY5Y,2,96,1.29E-07,0.000117773,0.000121725,0.967913055,N,
1289,pentachlorophenol,87-86-5,SH-SY5Y,2,96,4.41E-07,1.22E-05,0.000149103,0.081965148,A,5
1290,"2,2,2-trichloroethanol",115-20-8,SH-SY5Y,2,96,4.40E-08,0.000129259,0.000129688,0.997078122,N,
1291,diethylphthalate,84-66-2,SH-SY5Y,2,96,1.46E-07,0.000114641,0.000119325,0.961116816,N,
1292,4-chlorophenol,106-48-9,SH-SY5Y,2,96,1.35E-07,0.000116383,0.000120588,0.965509205,N,
1293,permethrin,52645-53-1,SH-SY5Y,2,96,9.86E-06,7.35E-07,0.000101437,0.007245657,N,
1294,Aniline,62-53-3,SH-SY5Y,2,96,3.91E-08,0.000143274,0.000143406,0.999464278,N,
1295,4-fluoroaniline,371-40-4,SH-SY5Y,2,96,4.14E-08,0.000140037,0.000140276,0.998681172,N,
1296,"2,4,6-trichlorophenol",88-06-2,SH-SY5Y,2,96,3.65E-07,7.27E-05,0.000128882,0.564259849,A,6.8
1297,Allyl alcohol,107-18-6,SH-SY5Y,2,96,3.50E-08,0.000140134,0.000140155,1.000235302,N,
1298,N-methylaniline,100-61-8,SH-SY5Y,2,96,5.25E-08,0.000127515,0.000128279,0.994431355,N,
1299,"3,4-dichloroaniline",95-76-1,SH-SY5Y,2,96,2.16E-07,0.000103507,0.000111338,0.930025578,N,
1300,4-decylaniline,37529-30-9,SH-SY5Y,2,96,8.86E-06,1.01E-06,9.90993E-05,0.01014587,N,
1301,naphthalene,91-20-3,SH-SY5Y,2,96,4.06E-07,5.13948E-05,6.89001E-05,0.746223652,N,
1302,"1,2,4-trichlorobenzene",120-82-1,SH-SY5Y,2,96,1.71E-07,4.42E-06,1.26905E-05,0.348332316,N,
1303,"1,2-dichlorobenzene",95-50-1,SH-SY5Y,2,96,6.98E-08,6.57E-06,9.65003E-06,0.680785945,N,
1304,dichloromethane,75-09-2,SH-SY5Y,2,96,3.49E-09,1.131E-05,1.13348E-05,0.998206451,N,
1305,tetrachloroethylene,127-18-4,SH-SY5Y,2,96,2.43E-08,2.45E-06,3.52E-06,0.696672964,N,
1306,"2,3-dimethyl-1,3-butadiene",513-81-5,SH-SY5Y,2,96,4.10E-10,8.67E-08,1.03E-07,0.838476732,N,
1307,Eugenol F,97-53-0,SH-SY5Y,2,96,1.13E-07,0.00012067,0.000123914,0.974200527,N,
1308,Methyl-antranilate,134-20-3,SH-SY5Y,2,96,6.90E-08,0.000131723,0.000133079,0.99019704,N,
1309,Lilyfore,285977-85-7,SH-SY5Y,2,96,5.05E-07,7.30512E-05,9.45084E-05,0.77326174,N,
1310,Damascone beta,23726-91-2,SH-SY5Y,2,96,1.37E-06,1.77E-05,8.74196E-05,0.202935234,N,
1311,Veloutone,14595-54-1,SH-SY5Y,2,96,3.72E-06,4.78E-06,9.46104E-05,0.050571755,N,
1312,Verdox,82356-51-2,SH-SY5Y,2,96,9.45389E-06,7.91442E-07,9.93678E-05,0.00796788,N,
1313,Nirvanol,1506-02-1,SH-SY5Y,2,96,5.57164E-06,2.6851E-06,9.44564E-05,0.028437992,N,
1314,Cetalox,3738-00-9,SH-SY5Y,2,96,3.66E-06,3.56E-06,8.2084E-05,0.043327129,N,
1315,Tonalide,21145-77-7,SH-SY5Y,2,96,5.57E-06,2.69E-06,9.44564E-05,0.028437992,N,
1316,"2,4-Dinitrophenol",51-28-5,SH-SY5Y,2,96,3.81E-08,0.00014924,0.00014995,0.995653616,A,4.1
1317,Aldrin,309-00-2,SH-SY5Y,2,96,9.66E-06,7.20E-07,9.93708E-05,0.007245657,N,
1318,Azinphos-methyl,86-50-0,SH-SY5Y,2,96,2.39E-07,0.000100849,0.000109695,0.91971443,N,
1319,Chlorpyrifos,2921-88-2,SH-SY5Y,2,96,2.63E-06,7.13E-06,9.67757E-05,0.073737078,N,
1320,"DDD-p,p'",50-29-3,SH-SY5Y,2,96,1.20E-05,3.43E-07,0.000107176,0.003201257,N,
1321,"DDT-o,p'",789-02-6,SH-SY5Y,2,96,1.02E-05,6.60E-07,0.000102225,0.006455554,N,
1322,"DDT-p,p'",72-54-8,SH-SY5Y,2,96,7.76E-06,1.40E-06,9.70292E-05,0.014475667,N,
1323,Diazinon,333-41-5,SH-SY5Y,2,96,1.00E-06,3.94E-05,8.66521E-05,0.454744329,N,
1324,Dicofol,115-32-2,SH-SY5Y,2,96,2.82E-06,6.64E-06,9.6345E-05,0.068955307,N,
1325,Dieldrin,60-57-1,SH-SY5Y,2,96,3.15E-06,5.87E-06,9.55923E-05,0.061440283,N,
1326,Disulfoton,298-04-4,SH-SY5Y,2,96,1.21E-06,2.92E-05,8.80532E-05,0.331694573,N,
1327,Endosulfan I,115-29-7,SH-SY5Y,2,96,1.02E-06,3.83E-05,8.66662E-05,0.44251938,N,
1328,Endrin,72-20-8,SH-SY5Y,2,96,4.34E-06,3.93E-06,9.43375E-05,0.041634285,N,
1329,Ethion,563-12-2,SH-SY5Y,2,96,2.98E-06,6.25E-06,9.59723E-05,0.065127306,N,
1330,Heptachlor,76-44-8,SH-SY5Y,2,96,7.64E-06,1.45E-06,9.67075E-05,0.014982094,N,
1331,Heptachlor epoxide B,1024-57-3,SH-SY5Y,2,96,2.70E-06,6.97E-06,9.66526E-05,0.072120204,N,
1332,Lindane,58-89-9,SH-SY5Y,2,96,9.06E-07,4.38E-05,8.59697E-05,0.510217563,N,
1333,"Methoxychlor-o,p'",72-43-5,SH-SY5Y,2,96,3.01E-06,6.17E-06,9.59016E-05,0.06437867,N,
1334,Parathion,56-38-2,SH-SY5Y,2,96,1.02E-06,3.84E-05,8.67066E-05,0.44251938,N,
1335,Trifluralin,1582-09-8,SH-SY5Y,2,96,3.96E-06,4.42E-06,9.43514E-05,0.046854026,N,
1336,Cisapride,81098-60-4,SH-SY5Y,2,96,2.35E-06,9.95E-05,0.000118106,0.842597877,B,7.8
1337,Citalopram hydrobromide,59729-33-8,SH-SY5Y,2,96,4.77E-07,7.55054E-05,9.55989E-05,0.790121862,N,
1338,Dofetilide,115256-11-6,SH-SY5Y,2,96,2.06E-07,0.000146551,0.000147123,0.996501925,B,8.4
1339,Moxifloxacin hydrochloride,186826-86-8,SH-SY5Y,2,96,3.73E-08,0.000149499,0.000149685,0.999143237,A,6
1340,N-acetylpro-cainamide,32795-44-1,SH-SY5Y,2,96,5.13E-08,0.000149801,0.000149826,1.000223384,B,9.2
1341,Quinidine sulfate,50-54-4,SH-SY5Y,2,96,1.70E-06,0.00014314,0.000146948,0.974465125,B,9.3
1342,Sematilide,101526-83-4,SH-SY5Y,2,96,4.88E-08,0.000149792,0.000149814,1.00024813,B,9.1
1343,Sotalol hydrochloride,959-24-0,SH-SY5Y,2,96,3.83E-08,0.000149904,0.000149906,1.000372788,B,9
1344,Mifepristone,84371-65-3,SH-SY5Y,2,96,2.39E-06,7.87E-06,9.75926E-05,0.080694784,N,
1345,Perfluorobutanesulfonic_acid,375-73-5,SH-SY5Y,2,96,3.77E-08,0.000149494,0.000149959,0.997289169,A,-2.9
1346,4_2_Fluorotelomer_sulfonic_acid,757124-72-4,SH-SY5Y,2,96,3.84E-08,0.000149068,0.000149956,0.994466143,A,1.4
1347,Perfluorononanoic_acid,375-95-1,SH-SY5Y,2,96,1.75E-06,5.60E-06,0.000148195,0.037784558,A,0.1
1348,Perfluorohexanoic_acid,307-24-4,SH-SY5Y,2,96,1.71E-07,4.09E-05,0.000149795,0.273349803,A,0.1
1349,Perfluorobutanoic_acid,375-22-4,SH-SY5Y,2,96,3.83E-08,0.000149153,0.000149957,0.995026977,A,0.1
1350,Perfluorooctanoic_acid,335-67-1,SH-SY5Y,2,96,1.66E-07,4.63E-05,0.000149799,0.309464697,A,0.1
1351,6_2_Fluorotelomer_sulfonic_acid,27619-97-2,SH-SY5Y,2,96,6.23E-08,0.000133524,0.000149915,0.891007572,A,1.4
1352,8_2_Fluorotelomer_sulfonic_acid,39108-34-4,SH-SY5Y,2,96,1.70E-07,4.24E-05,0.000149796,0.283396925,A,1.4
1353,Perfluoroundecanoic_acid,2058-94-8,SH-SY5Y,2,96,1.47E-06,6.20E-06,0.000148484,0.041751562,A,0.1
1354,Perfluorooctanesulfonic_acid,1763-23-1,SH-SY5Y,2,96,1.47E-06,6.20E-06,0.000148484,0.041751564,A,-2.9
