"","Chemical","CAS","MW","Compound.type","Salting.out.Constant","Melting.Point_Celsius.degree","pKa","Water.Solubility_mgperL","LogKOW","LogKAW","CNOM_uM","Time","Q_met","C_cells","C_air","C_plastic","C_free_diss","C_IW","C_lyso","C_mito","C_parent","Q_parent","Q_media_free","Q_cells","Q_media","Q_air","Q_plastic","Q_IW","Q_lyso"
"1","ibuprofen","15687-27-1",206.28,4,0.2632,87.4,5.4,35.68644,3.73,-5.91,10,1440,0,1.32241e-05,2.97975e-13,3.37595e-06,9.58953e-06,1.23532e-05,9.43139e-06,2.13538e-05,1e-05,1.5e-08,1.43843e-08,3.36328e-11,1.43843e-08,4.55826e-15,5.82061e-10,2.7962e-11,2.39869e-13
"2","ibuprofen","15687-27-1",206.28,4,0.2632,87.4,5.4,35.68644,3.73,-5.91,100,1440,0,0.000132241,2.97975e-12,3.37595e-05,9.58953e-05,0.000123532,9.43139e-05,0.000213538,1e-04,1.5e-07,1.43843e-07,3.36328e-10,1.43843e-07,4.55826e-14,5.82061e-09,2.7962e-10,2.39869e-12
