"","Chemical","CAS","MW","H37","vb","logkow","CNOM_M","x1","x2","x3","Cdcomp","ncells","Lt","St","Cell_nmole"
"1","ibuprofen","15687-27-1",206.28,0.008237723,200,3.73,1e-05,6.87183924403654e-06,1.61780092225777e-11,7.01351026958662e-05,5.06431363725681e-06,1999998.65907848,6.61870442545271e-15,3.3226427838618e-16,0.000967863768287839
"2","ibuprofen","15687-27-1",206.28,0.008237723,200,3.73,1e-04,6.87183911822108e-05,1.6178008926377e-10,0.000701351014117733,5.06431354453506e-05,1999998.65907848,6.61870442545271e-15,3.3226427838618e-16,0.00967863750567369
