"","Chemical","CAS","MW","Compound.type","Salting.out.Constant","Melting.Point_Celsius.degree","pKa","Water.Solubility_mgperL","LogKOW","LogKAW","CNOM_uM","Time","Q_met","C_cells","C_air","C_plastic","C_free_diss","C_IW","C_lyso","C_mito","C_parent","Q_parent","Q_media_free","Q_cells","Q_media","Q_air","Q_plastic","Q_IW","Q_lyso"
"1","ibuprofen","15687-27-1",206.28,4,0.2632,87.4,5.4,35.68644,3.73,-5.91,10,1440,0,3.29148e-06,1.72663e-13,1.95621e-06,5.5567e-06,2.56657e-06,7.56255e-07,9.99679e-06,1e-05,2e-08,1.11134e-08,1.11616e-11,1.95391e-08,2.55483e-15,4.49704e-10,7.74602e-12,2.56451e-14
"2","ibuprofen","15687-27-1",206.28,4,0.2632,87.4,5.4,35.68644,3.73,-5.91,100,1440,0,3.29148e-05,1.72663e-12,1.95621e-05,5.5567e-05,2.56657e-05,7.56255e-06,9.99679e-05,1e-04,2e-07,1.11134e-07,1.11616e-10,1.95391e-07,2.55483e-14,4.49704e-09,7.74602e-11,2.56451e-13
