,Chemical,CAS,MW,H37,vb,logkow,CNOM_M,x1,x2,x3,Cdcomp,ncells,Lt,St,Cell_nmole
1,ibuprofen,15687-27-1,206.28,0.008237723,200,3.73,1.00E-05,8.93E-06,1.44E-11,6.48E-05,4.51E-06,1999998.659,0.032,0.00936,0.000440517
2,ibuprofen,15687-27-1,206.28,0.008237723,200,3.73,1.00E-04,8.93E-05,1.44E-10,0.000647819,4.51E-05,1999998.659,0.032,0.00936,0.004405165
,,,,,,,,,,,,,,,
,,,,,,,,1.79E-02,,,,,,,
,,,,,,,,1.79E-01,,,,,,,
