"","Chemical","CAS","MW","H37","vb","logkow","x1","x2","x3","Cdcomp","ncells","Lt","St","F_free"
"1","2,4-Dinitrophenol","51-28-5",184.11,0.00871,112,1.67,9.99963466417566e-06,2.95970615589006e-11,5.78266919171256e-06,8.76260309806473e-06,11.8542846791056,0.160000380673771,0.0468000098511369,0.876292323904325
"2","Aldrin","309-00-2",364.91,4.46,211,6.5,9.99994093288447e-06,3.60123402427853e-12,0.000549883742022917,2.08218438032576e-09,11.8542846791056,0.160000380673771,0.0468000098511369,0.000208219667926094
"3","Azinphos-methyl","86-50-0",317.32,0.0101,209,2.75,9.99970780860696e-06,2.35732634490527e-11,4.74671502654921e-05,6.01867698636679e-06,11.8542846791056,0.160000380673771,0.0468000098511369,0.601885285206673
"4","Chlorpyrifos","2921-88-2",350.59,0.297,237,4.96,9.99977686107006e-06,1.70706429008825e-11,0.000454354569860391,1.4821635431726e-07,11.8542846791056,0.160000380673771,0.0468000098511369,0.0148219661674931
"5","DDD-p,p'","50-29-3",354.49,0.843,244,6.91,9.99998237745655e-06,2.14334659505911e-13,0.000546110647208683,6.55643151224112e-10,11.8542846791056,0.160000380673771,0.0468000098511369,6.55644306636141e-05
"6","DDT-o,p'","789-02-6",354.49,1.45,244,6.56,9.99997309850645e-06,9.88994474544991e-13,0.000536077970160185,1.75884902058797e-09,11.8542846791056,0.160000380673771,0.0468000098511369,0.000175885375216725
"7","DDT-p,p'","72-54-8",320.04,0.669,233,6.12,9.99996637518127e-06,1.56798797957724e-12,0.000470235974748608,6.04392838271487e-09,11.8542846791056,0.160000380673771,0.0468000098511369,0.000604394870538284
"8","Diazinon","333-41-5",304.35,0.0114,260,3.81,9.99988935844669e-06,8.44465496983878e-12,0.000203171725500329,1.91020403423304e-06,11.8542846791056,0.160000380673771,0.0468000098511369,0.191022516926103
"9","Dicofol","115-32-2",370.49,0.000149,242,5.02,9.99998718811037e-06,7.28190375091007e-15,0.000484758300114157,1.26026351778893e-07,11.8542846791056,0.160000380673771,0.0468000098511369,0.0126026513242671
"10","Dieldrin","60-57-1",380.91,0.829,206,5.12,9.99960624432727e-06,3.08793007088298e-11,0.000505790053615164,9.60540375395876e-08,11.8542846791056,0.160000380673771,0.0468000098511369,0.0096057819870736
"11","Disulfoton","298-04-4",274.4,0.483,233,4.02,9.99693836209252e-06,2.47595384550079e-10,0.000224675970533636,1.32189850998106e-06,11.8542846791056,0.160000380673771,0.0468000098511369,0.132230335138764
"12","Endosulfan I","115-29-7",406.93,2.45,209,3.83,9.97838242569378e-06,1.75223981866906e-09,0.000276849647626076,1.84429402892738e-06,11.8542846791056,0.160000380673771,0.0468000098511369,0.184828958266665
"13","Endrin","72-20-8",380.91,0.829,206,5.43,9.99982368048421e-06,1.32079050505696e-11,0.000525812690477956,4.10848878772728e-08,11.8542846791056,0.160000380673771,0.0468000098511369,0.00410856122967994
"14","Ethion","563-12-2",384.48,0.0457,295,5.07,9.99996312869388e-06,1.95023039840658e-12,0.000506875437727123,1.10045533447391e-07,11.8542846791056,0.160000380673771,0.0468000098511369,0.0110045939201142
"15","Heptachlor","76-44-8",373.32,29.8,208,6.1,9.99907485866546e-06,7.38549144533942e-11,0.000547660764545505,6.39095609031093e-09,11.8542846791056,0.160000380673771,0.0468000098511369,0.000639154739877996
"16","Heptachlor epoxide B","1024-57-3",389.32,2.13,203,4.98,9.99855699243581e-06,1.15975704797027e-10,0.000506124313943189,1.40407438220437e-07,11.8542846791056,0.160000380673771,0.0468000098511369,0.0140427702044065
"17","Lindane","58-89-9",290.83,0.322,183,3.72,9.99660183111206e-06,2.75050780727563e-10,0.000175748314666355,2.20272210309799e-06,11.8542846791056,0.160000380673771,0.0468000098511369,0.220347087971688
"18","Methoxychlor-o,p'","72-43-5",345.65,0.0206,268,5.08,9.99997661097141e-06,8.55541608165871e-13,0.000456355103786624,1.07096829437186e-07,11.8542846791056,0.160000380673771,0.0468000098511369,0.0107097079926852
"19","Parathion","56-38-2",291.26,0.0302,220,3.83,9.99972641283964e-06,2.16452386005949e-11,0.000198578876402417,1.84823901583681e-06,11.8542846791056,0.160000380673771,0.0468000098511369,0.184828958266666
"20","Trifluralin","1582-09-8",335.28,10.4,251,5.34,9.99736972501521e-06,2.12188702756624e-10,0.000457949157173881,5.26128244376559e-08,11.8542846791056,0.160000380673771,0.0468000098511369,0.00526266666981508
