"","Chemical","CAS","MW","Compound.type","Salting.out.Constant","Melting.Point_Celsius.degree","pKa","Water.Solubility_mgperL","LogKOW","LogKAW","CNOM_uM","Time","Q_met","C_cells","C_air","C_plastic","C_free_diss","C_IW","C_lyso","C_mito","C_parent","Q_parent","Q_media_free","Q_cells","Q_media","Q_air","Q_plastic","Q_IW","Q_lyso"
"1","amiodarone","1951-25-3",645.31,1,0.4168,238,5,0.000642083,7.57,-10.7,1,1440,0,0.000209864,7.42025e-20,2.72341e-06,1.45786e-09,0.000209864,0.000209864,0.000209864,1e-06,2e-09,2.91571e-12,8.78904e-11,1.28604e-09,1.09817e-21,6.26072e-10,7.82225e-11,8.78904e-13
"2","amiodarone","1951-25-3",645.31,1,0.4168,238,5,0.000642083,7.57,-10.7,5,1440,0,0.00104932,3.71013e-19,1.36171e-05,7.28928e-09,0.00104932,0.00104932,0.00104932,5e-06,1e-08,1.45786e-11,4.39452e-10,6.43019e-09,5.49083e-21,3.13036e-09,3.91112e-10,4.39452e-12
