"","Chemical","CAS","Cell.type","FBS","Well","Q_cells","Q_media_free","Q_media","F_free_media"
"1378","Glybenclamide","10238-21-8","HEK293H",2,96,2.69264e-06,1.05749e-05,0.000118918,0.0704996
"1379","HC Red 3","1/4/2871","HEK293H",2,96,2.87126e-08,0.000149946,0.000149961,0.999639
"1380","Hydralazine hydrochloride","304-20-1","HEK293H",2,96,3.07434e-08,0.000149864,0.000149929,0.999094
"1381","Ketoconazole","65277-42-1","HEK293H",2,96,2.16388e-06,2.70406e-05,0.000124073,0.180271
"1382","Metformin","1115-70-4","HEK293H",2,96,2.80917e-08,0.00014997,0.000149971,0.999797
"1383","Metoclopramide","364-62-5","HEK293H",2,96,2.30691e-07,0.000140382,0.000147181,0.935878
"1384","Nitrofurantoin","67-20-9","HEK293H",2,96,2.81958e-08,0.000149966,0.000149969,0.999771
"1385","Oxytetracycline hydrochloride","2058-46-0","HEK293H",2,96,2.8038e-08,0.000149971,0.000149972,0.99981
"1386","Panthenol","16485-10-2 ","HEK293H",2,96,2.80878e-08,0.00014997,0.000149971,0.999798
"1387","Paracetamol","103-90-2","HEK293H",2,96,2.94994e-08,0.000149915,0.000149948,0.999431
"1388","Topiramate","97240-79-4","HEK293H",2,96,2.80437e-08,0.000149971,0.000149972,0.999808
"1389","Trimellitic anhydride","552-30-7","HEK293H",2,96,4.2813e-08,0.000149347,0.000149751,0.995649
"1390","Verapamil hydrochloride","152-11-4","HEK293H",2,96,2.2388e-06,2.07121e-05,0.000123428,0.138081
"1391","Warfarin","129-06-6","HEK293H",2,96,1.77412e-07,0.000143005,0.000147894,0.953367
"1392","2,4-Dinitrophenol","51-28-5","Rat cerebellar granule cell",20,96,7.97495e-07,0.000142402,0.000148888,0.949346
"1393","Aldrin","309-00-2","Rat cerebellar granule cell",20,96,5.11518e-05,1.35293e-07,8.4362e-05,0.00090195
"1394","Azinphos-methyl","86-50-0","Rat cerebellar granule cell",20,96,5.72693e-06,8.51692e-05,0.000142173,0.567795
"1395","Chlorpyrifos","2921-88-2","Rat cerebellar granule cell",20,96,1.27213e-05,1.16666e-06,0.000133274,0.00777773
"1396","DDD-p,p'","50-29-3","Rat cerebellar granule cell",20,96,5.97974e-05,6.15312e-08,7.37522e-05,0.000410208
"1397","DDT-o,p'","789-02-6","Rat cerebellar granule cell",20,96,5.26194e-05,1.21216e-07,8.25506e-05,0.000808105
"1398","DDT-p,p'","72-54-8","Rat cerebellar granule cell",20,96,4.08029e-05,2.58883e-07,9.73422e-05,0.00172589
"1399","Diazinon","333-41-5","Rat cerebellar granule cell",20,96,1.01621e-05,1.31642e-05,0.000136374,0.0877612
"1400","Dicofol","115-32-2","Rat cerebellar granule cell",20,96,1.3698e-05,1.09413e-06,0.000132008,0.00729423
"1401","Dieldrin","60-57-1","Rat cerebellar granule cell",20,96,1.5457e-05,9.80706e-07,0.000129731,0.00653804
"1402","Disulfoton","298-04-4","Rat cerebellar granule cell",20,96,1.01748e-05,8.12709e-06,0.000136408,0.0541806
"1403","Endosulfan I","115-29-7","Rat cerebellar granule cell",20,96,1.01715e-05,1.25832e-05,0.000136366,0.0838883
"1404","Endrin","72-20-8","Rat cerebellar granule cell",20,96,2.19705e-05,6.82737e-07,0.000121335,0.00455158
"1405","Ethion","563-12-2","Rat cerebellar granule cell",20,96,1.45568e-05,1.03629e-06,0.000130896,0.00690857
"1406","Heptachlor","76-44-8","Rat cerebellar granule cell",20,96,4.02263e-05,2.67253e-07,9.80695e-05,0.00178169
"1407","Heptachlor epoxide B","1024-57-3","Rat cerebellar granule cell",20,96,1.30404e-05,1.1421e-06,0.00013286,0.00761401
"1408","Lindane","58-89-9","Rat cerebellar granule cell",20,96,1.00938e-05,1.60865e-05,0.000136435,0.107243
"1409","Methoxychlor-o,p'","72-43-5","Rat cerebellar granule cell",20,96,1.47335e-05,1.02499e-06,0.000130667,0.00683327
"1410","Parathion","56-38-2","Rat cerebellar granule cell",20,96,1.01715e-05,1.25833e-05,0.000136367,0.0838886
"1411","Trifluralin","1582-09-8","Rat cerebellar granule cell",20,96,1.9916e-05,7.61403e-07,0.000123976,0.00507602
"1412","Eugenol F","97-53-0","Rat cerebellar granule cell",20,96,2.70837e-06,0.000121608,0.000146259,0.810722
"1413","Methyl-antranilate","134-20-3","Rat cerebellar granule cell",20,96,1.24988e-06,0.000137688,0.000148264,0.917922
"1414","Lilyfore","285977-85-7","Rat cerebellar granule cell",20,96,8.78657e-06,4.22879e-05,0.000138099,0.281919
"1415","Damascone beta","23726-91-2","Rat cerebellar granule cell",20,96,9.98668e-06,4.28383e-06,0.000136683,0.0285589
"1416","Veloutone","14595-54-1","Rat cerebellar granule cell",20,96,1.86196e-05,8.17303e-07,0.000125647,0.00544869
"1417","Verdox","82356-51-2","Rat cerebellar granule cell",20,96,4.98884e-05,1.48051e-07,8.59372e-05,0.000987009
"1418","Nirvanol","1506-02-1","Rat cerebellar granule cell",20,96,2.88449e-05,4.81373e-07,0.000112528,0.00320915
"1419","Cetalox","3738-00-9","Rat cerebellar granule cell",20,96,2.12615e-05,7.07957e-07,0.000122177,0.00471971
"1420","Tonalide","21145-77-7","Rat cerebellar granule cell",20,96,2.88449e-05,4.81373e-07,0.000112528,0.00320915
"1421","Caffeine","8/2/1958","Rat cerebellar granule cell",20,96,1.64604e-08,0.000149887,0.000149977,0.999245
"1422","Lamotrigine","84057-84-1","Rat cerebellar granule cell",20,96,4.43553e-06,0.000100802,0.000143902,0.672012
"1423","Diclofenac","15307-79-6","Rat cerebellar granule cell",20,96,2.96122e-10,0.000149359,0.000149962,0.995725
"1424","2,4-Dichlorophenoxyacetic","94-75-7","Rat cerebellar granule cell",20,96,9.92623e-11,8.34763e-05,0.000147647,0.556508
"1425","(S)-Naproxen","22204-53-1","Rat cerebellar granule cell",20,96,2.83116e-09,5.00954e-05,0.00014677,0.333969
"1426","Ibuprofen","15687-27-1","Rat cerebellar granule cell",20,96,8.18018e-09,1.70421e-05,0.000146242,0.113614
"1427","Torasemide","56211-40-6","Rat cerebellar granule cell",20,96,1.57545e-06,3.53606e-05,0.000144943,0.235738
"1428","Warfarin","81-81-2","Rat cerebellar granule cell",20,96,1.46234e-08,9.33467e-05,0.000147927,0.622312
"1429","di-n-butylphthalate","84-74-2","Rat cerebellar granule cell",20,96,9.61588e-06,1.97425e-06,0.000137283,0.0131616
"1430","hexachlorophene","70-30-4","Rat cerebellar granule cell",20,96,8.23184e-07,4.08663e-08,0.000104555,0.000272442
"1431","hexamethylenetetramine","100-97-0","Rat cerebellar granule cell",20,96,2.16858e-09,0.000149789,0.000149794,0.998596
"1432","Malathion","121-75-5","Rat cerebellar granule cell",20,96,3.18256e-06,0.000116161,0.000145619,0.774409
"1433","pentachlorophenol","87-86-5","Rat cerebellar granule cell",20,96,2.64756e-08,1.11882e-06,0.000144484,0.00745878
"1434","2,2,2-trichloroethanol","115-20-8","Rat cerebellar granule cell",20,96,4.58925e-07,0.000145561,0.000149119,0.970404
"1435","diethylphthalate","84-66-2","Rat cerebellar granule cell",20,96,3.64692e-06,0.000110722,0.000144985,0.738146
"1436","4-chlorophenol","106-48-9","Rat cerebellar granule cell",20,96,3.35199e-06,0.000114182,0.000145382,0.761212
"1437","permethrin","52645-53-1","Rat cerebellar granule cell",20,96,5.11552e-05,1.35302e-07,8.43676e-05,0.000902011
"1438","Aniline","62-53-3","Rat cerebellar granule cell",20,96,1.42488e-07,0.000148773,0.00014977,0.991818
"1439","4-fluoroaniline","371-40-4","Rat cerebellar granule cell",20,96,2.5071e-07,0.000147747,0.000149592,0.984978
"1440","2,4,6-trichlorophenol","6/2/1988","Rat cerebellar granule cell",20,96,1.00603e-05,1.71798e-05,0.000136461,0.114532
"1441","Allyl alcohol","107-18-6","Rat cerebellar granule cell",20,96,2.76677e-08,0.000149636,0.000149799,0.997575
"1442","N-methylaniline","100-61-8","Rat cerebellar granule cell",20,96,7.79299e-07,0.000142389,0.000148715,0.949263
"1443","3,4-dichloroaniline","95-76-1","Rat cerebellar granule cell",20,96,5.30274e-06,9.05428e-05,0.000142738,0.603618
"1444","4-decylaniline","37529-30-9","Rat cerebellar granule cell",20,96,4.64394e-05,1.85909e-07,9.02531e-05,0.00123939
"1445","naphthalene","91-20-3","Rat cerebellar granule cell",20,96,9.02002e-06,3.78099e-05,0.000137271,0.252066
"1446","1,2,4-trichlorobenzene","120-82-1","Rat cerebellar granule cell",20,96,9.88013e-06,8.45615e-06,0.000132328,0.0563743
"1447","1,2-dichlorobenzene","95-50-1","Rat cerebellar granule cell",20,96,8.86741e-06,2.75549e-05,0.000127727,0.183699
"1448","dichloromethane","9/2/1975","Rat cerebellar granule cell",20,96,2.56188e-07,0.000120041,0.000121964,0.800274
"1449","tetrachloroethylene","127-18-4","Rat cerebellar granule cell",20,96,7.69045e-06,2.56067e-05,0.000111999,0.170711
"1450","2,3-dimethyl-1,3-butadiene","513-81-5","Rat cerebellar granule cell",20,96,6.10766e-07,4.34773e-06,1.08003e-05,0.0289849
"1451","cyclosporine A","59865-13-3","Rat cerebellar granule cell",20,96,6.91529e-06,6.95326e-05,0.000140579,0.463551
"1452","chlorpromazine","50-53-3","Rat cerebellar granule cell",20,96,2.15029e-05,6.99696e-07,0.000121936,0.00466464
"1453","PBDE 47","5436-43-1","Rat cerebellar granule cell",20,96,5.80013e-05,7.51365e-08,7.59318e-05,0.00050091
"1454","PBDE 99","60348-60-9","Rat cerebellar granule cell",20,96,6.497e-05,2.60091e-08,6.76557e-05,0.000173394
"1455","PBDE 153","68631-49-2","Rat cerebellar granule cell",20,96,6.723e-05,7.07907e-09,6.54975e-05,4.71938e-05
"1456","amiodarone","1951-25-3","Rat cerebellar granule cell",20,96,6.65557e-05,1.4983e-08,6.59508e-05,9.98865e-05
"1457","PFBS","375-73-5","Rat cerebellar granule cell",20,96,5.48997e-07,0.000144897,0.00014922,0.965979
"1458","4:2 FTS","757124-72-4","Rat cerebellar granule cell",20,96,9.68541e-07,0.000140612,0.000148624,0.937414
"1459","PFNA","375-95-1","Rat cerebellar granule cell",20,96,3.9359e-05,2.80193e-07,9.9163e-05,0.00186795
"1460","PFHxA","307-24-4","Rat cerebellar granule cell",20,96,1.00687e-05,5.31355e-06,0.000136582,0.0354237
"1461","PFBA","375-22-4","Rat cerebellar granule cell",20,96,8.88374e-07,0.000141401,0.000148694,0.942671
"1462","PFOA","335-67-1","Rat cerebellar granule cell",20,96,1.01175e-05,6.27313e-06,0.00013647,0.0418209
"1463","6:2 FTS","27619-97-2","Rat cerebellar granule cell",20,96,7.24677e-06,6.49421e-05,0.00014009,0.432947
"1464","8:2 FTS","39108-34-4","Rat cerebellar granule cell",20,96,1.0084e-05,5.57242e-06,0.000136552,0.0371495
"1465","PFUnDA","2058-94-8","Rat cerebellar granule cell",20,96,4.95387e-12,4.80271e-07,0.000134956,0.00320181
"1466","PFOS","1763-23-1","Rat cerebellar granule cell",20,96,2.61109e-13,4.80271e-07,0.000134956,0.00320181
"1467","PFHpA","375-85-9","Rat cerebellar granule cell",20,96,9.78292e-06,2.41475e-05,0.000136738,0.160984
"1468","PFPeA","2706-90-3","Rat cerebellar granule cell",20,96,2.96319e-06,0.000118586,0.000145809,0.790572
"1469","PFHxS","355-46-4","Rat cerebellar granule cell",20,96,5.44291e-06,8.87539e-05,0.000142529,0.591693
"1470","PFDA","335-76-2","Rat cerebellar granule cell",20,96,7.76912e-12,2.76415e-07,0.000126344,0.00184276
"1471","Azathioprine","446-86-6","Rat cerebellar granule cell",20,96,2.3759e-08,0.000149829,0.000149966,0.998861
"1472","Benzocaine","94-09-7","Rat cerebellar granule cell",20,96,1.1984e-06,0.000138233,0.000148335,0.921553
"1473","Butylated hydroxyanisole","25013-16-5","Rat cerebellar granule cell",20,96,9.49022e-06,3.01772e-05,0.000137186,0.201181
"1474","Cetirizine dihydrochloride","83881-52-1","Rat cerebellar granule cell",20,96,9.37702e-08,0.000149236,0.000149867,0.994905
"1475","Cyclamate","139-05-9","Rat cerebellar granule cell",20,96,5.87036e-09,0.000149967,0.000149992,0.99978
"1476","Cyclophosphamide","6055-19-2","Rat cerebellar granule cell",20,96,8.96257e-08,0.000149272,0.000149873,0.995148
"1477","Cypermethrin","67375-30-8","Rat cerebellar granule cell",20,96,5.40209e-05,1.08386e-07,8.08172e-05,0.000722576
"1478","DEET","134-62-3","Rat cerebellar granule cell",20,96,2.28773e-06,0.000126365,0.00014684,0.842431
"1479","Dexamethasone","50-02-2","Rat cerebellar granule cell",20,96,1.35884e-06,0.00013653,0.000148114,0.910201
"1480","Digoxin","20830-75-5","Rat cerebellar granule cell",20,96,3.21293e-07,0.000147133,0.000149549,0.980885
"1481","Fenazaquin","120928-09-8","Rat cerebellar granule cell",20,96,2.39026e-05,6.17814e-07,0.000118854,0.00411876
"1482","Fenbuconazole","114369-43-6","Rat cerebellar granule cell",20,96,8.73945e-06,4.30408e-05,0.000138161,0.286939
"1483","Fluazinam","79622-59-6","Rat cerebellar granule cell",20,96,1.01779e-05,8.31897e-06,0.000136401,0.0554598
"1484","Furosemide","54-31-9","Rat cerebellar granule cell",20,96,2.41312e-10,0.000134485,0.000149336,0.896565
"1485","Glybenclamide","10238-21-8","Rat cerebellar granule cell",20,96,1.10787e-05,1.30888e-06,0.000135407,0.0087259
"1486","HC Red 3","1/4/2871","Rat cerebellar granule cell",20,96,2.53697e-08,0.000149816,0.000149964,0.998774
"1487","Hydralazine hydrochloride","304-20-1","Rat cerebellar granule cell",20,96,9.59142e-08,0.000149217,0.000149864,0.99478
"1488","Ketoconazole","65277-42-1","Rat cerebellar granule cell",20,96,9.92827e-06,3.70924e-06,0.000136812,0.0247283
"1489","Metformin","1115-70-4","Rat cerebellar granule cell",20,96,3.62734e-09,0.000149983,0.000149995,0.999886
"1490","Metoclopramide","364-62-5","Rat cerebellar granule cell",20,96,4.81601e-06,9.66119e-05,0.000143402,0.644079
"1491","Nitrofurantoin","67-20-9","Rat cerebellar granule cell",20,96,7.28325e-09,0.000149957,0.00014999,0.999711
"1492","Oxytetracycline hydrochloride","2058-46-0","Rat cerebellar granule cell",20,96,1.73773e-09,0.000149996,0.000149998,0.999971
"1493","Panthenol","16485-10-2 ","Rat cerebellar granule cell",20,96,3.49204e-09,0.000149984,0.000149995,0.999893
"1494","Paracetamol","103-90-2","Rat cerebellar granule cell",20,96,5.2786e-08,0.00014959,0.000149925,0.997263
"1495","Topiramate","97240-79-4","Rat cerebellar granule cell",20,96,1.93904e-09,0.000149994,0.000149998,0.999962
"1496","Trimellitic anhydride","552-30-7","Rat cerebellar granule cell",20,96,5.02431e-07,0.00014537,0.000149297,0.969136
"1497","Verapamil hydrochloride","152-11-4","Rat cerebellar granule cell",20,96,9.78013e-06,2.70867e-06,0.000137038,0.0180578
"1498","Warfarin","129-06-6","Rat cerebellar granule cell",20,96,3.89322e-06,0.000107802,0.000144653,0.718678
"1499","2,4-Dinitrophenol","51-28-5","Balbc_3T3",20,96,1.13657e-07,0.000143054,0.00014957,0.953697
"1500","Aldrin","309-00-2","Balbc_3T3",20,96,8.87616e-06,1.93155e-07,0.000120442,0.0012877
"1501","Azinphos-methyl","86-50-0","Balbc_3T3",20,96,7.11444e-07,8.813e-05,0.000147116,0.587533
"1502","Chlorpyrifos","2921-88-2","Balbc_3T3",20,96,1.64539e-06,1.26079e-06,0.000144027,0.00840525
"1503","DDD-p,p'","50-29-3","Balbc_3T3",20,96,1.12395e-05,9.46548e-08,0.000113455,0.000631032
"1504","DDT-o,p'","789-02-6","Balbc_3T3",20,96,9.25066e-06,1.752e-07,0.000119315,0.001168
"1505","DDT-p,p'","72-54-8","Balbc_3T3",20,96,6.48909e-06,3.40234e-07,0.000127931,0.00226823
"1506","Diazinon","333-41-5","Balbc_3T3",20,96,1.2847e-06,1.39999e-05,0.000145032,0.0933327
"1507","Dicofol","115-32-2","Balbc_3T3",20,96,1.78361e-06,1.18978e-06,0.000143547,0.00793183
"1508","Dieldrin","60-57-1","Balbc_3T3",20,96,2.03716e-06,1.07853e-06,0.000142671,0.00719017
"1509","Disulfoton","298-04-4","Balbc_3T3",20,96,1.28735e-06,8.64366e-06,0.000145078,0.0576244
"1510","Endosulfan I","115-29-7","Balbc_3T3",20,96,1.28602e-06,1.33829e-05,0.000145032,0.089219
"1511","Endrin","72-20-8","Balbc_3T3",20,96,3.03075e-06,7.83737e-07,0.000139284,0.00522491
"1512","Ethion","563-12-2","Balbc_3T3",20,96,1.90665e-06,1.13307e-06,0.000143121,0.00755382
"1513","Heptachlor","76-44-8","Balbc_3T3",20,96,6.36776e-06,3.49684e-07,0.000128318,0.00233123
"1514","Heptachlor epoxide B","1024-57-3","Balbc_3T3",20,96,1.69035e-06,1.23675e-06,0.000143871,0.00824499
"1515","Lindane","58-89-9","Balbc_3T3",20,96,1.27526e-06,1.71005e-05,0.000145035,0.114003
"1516","Methoxychlor-o,p'","72-43-5","Balbc_3T3",20,96,1.93215e-06,1.12199e-06,0.000143033,0.00747996
"1517","Parathion","56-38-2","Balbc_3T3",20,96,1.28603e-06,1.33829e-05,0.000145032,0.0892193
"1518","Trifluralin","1582-09-8","Balbc_3T3",20,96,2.70767e-06,8.62126e-07,0.000140377,0.0057475
"1519","Eugenol F","97-53-0","Balbc_3T3",20,96,3.40969e-07,0.000123563,0.00014861,0.823753
"1520","Methyl-antranilate","134-20-3","Balbc_3T3",20,96,1.66974e-07,0.000138691,0.000149343,0.924605
"1521","Lilyfore","285977-85-7","Balbc_3T3",20,96,1.10221e-06,4.4589e-05,0.000145613,0.29726
"1522","Damascone beta","23726-91-2","Balbc_3T3",20,96,1.2638e-06,4.55072e-06,0.000145198,0.0303381
"1523","Veloutone","14595-54-1","Balbc_3T3",20,96,2.50849e-06,9.17529e-07,0.000141055,0.00611686
"1524","Verdox","82356-51-2","Balbc_3T3",20,96,8.56156e-06,2.09168e-07,0.000121413,0.00139445
"1525","Nirvanol","1506-02-1","Balbc_3T3",20,96,4.18261e-06,5.79361e-07,0.000135434,0.0038624
"1526","Cetalox","3738-00-9","Balbc_3T3",20,96,2.91822e-06,8.0883e-07,0.000139585,0.0053922
"1527","Tonalide","21145-77-7","Balbc_3T3",20,96,4.18261e-06,5.79361e-07,0.000135434,0.0038624
"1528","Caffeine","8/2/1958","Balbc_3T3",20,96,2.23696e-08,0.000149881,0.000149971,0.999206
"1529","Lamotrigine","84057-84-1","Balbc_3T3",20,96,5.5399e-07,0.00010349,0.000147739,0.689931
"1530","Diclofenac","15307-79-6","Balbc_3T3",20,96,4.58995e-09,0.000149354,0.000149958,0.995696
"1531","2,4-Dichlorophenoxyacetic","94-75-7","Balbc_3T3",20,96,9.3007e-10,8.34758e-05,0.000147646,0.556505
"1532","(S)-Naproxen","22204-53-1","Balbc_3T3",20,96,1.86266e-09,5.00957e-05,0.000146771,0.333971
"1533","Ibuprofen","15687-27-1","Balbc_3T3",20,96,1.64493e-09,1.70429e-05,0.000146248,0.113619
"1534","Torasemide","56211-40-6","Balbc_3T3",20,96,1.92034e-07,3.56902e-05,0.000146294,0.237935
"1535","Warfarin","81-81-2","Balbc_3T3",20,96,6.84925e-09,9.33516e-05,0.000147935,0.622344
"1536","di-n-butylphthalate","84-74-2","Balbc_3T3",20,96,1.21654e-06,2.09237e-06,0.000145497,0.0139491
"1537","hexachlorophene","70-30-4","Balbc_3T3",20,96,1.02004e-07,4.10638e-08,0.000105061,0.000273759
"1538","hexamethylenetetramine","100-97-0","Balbc_3T3",20,96,2.06832e-08,0.000149771,0.000149776,0.998473
"1539","Malathion","121-75-5","Balbc_3T3",20,96,3.98234e-07,0.000118364,0.000148381,0.789095
"1540","pentachlorophenol","87-86-5","Balbc_3T3",20,96,3.22665e-09,1.11899e-06,0.000144506,0.00745993
"1541","2,2,2-trichloroethanol","115-20-8","Balbc_3T3",20,96,7.39278e-08,0.000145935,0.000149503,0.972902
"1542","diethylphthalate","84-66-2","Balbc_3T3",20,96,4.54644e-07,0.000113137,0.000148147,0.754246
"1543","4-chlorophenol","106-48-9","Balbc_3T3",20,96,4.18777e-07,0.000116466,0.00014829,0.776437
"1544","permethrin","52645-53-1","Balbc_3T3",20,96,8.87702e-06,1.93173e-07,0.000120454,0.00128782
"1545","Aniline","62-53-3","Balbc_3T3",20,96,3.70225e-08,0.000148877,0.000149876,0.992516
"1546","4-fluoroaniline","371-40-4","Balbc_3T3",20,96,4.96309e-08,0.000147945,0.000149793,0.986301
"1547","2,4,6-trichlorophenol","6/2/1988","Balbc_3T3",20,96,1.2707e-06,1.82589e-05,0.000145033,0.121726
"1548","Allyl alcohol","107-18-6","Balbc_3T3",20,96,2.36492e-08,0.00014964,0.000149803,0.997602
"1549","N-methylaniline","100-61-8","Balbc_3T3",20,96,1.11492e-07,0.000143027,0.000149381,0.953511
"1550","3,4-dichloroaniline","95-76-1","Balbc_3T3",20,96,6.58516e-07,9.34488e-05,0.00014732,0.622992
"1551","4-decylaniline","37529-30-9","Balbc_3T3",20,96,7.73725e-06,2.55386e-07,0.000123982,0.00170257
"1552","naphthalene","91-20-3","Balbc_3T3",20,96,1.13269e-06,3.99253e-05,0.00014495,0.266168
"1553","1,2,4-trichlorobenzene","120-82-1","Balbc_3T3",20,96,1.24761e-06,8.97711e-06,0.000140481,0.0598474
"1554","1,2-dichlorobenzene","95-50-1","Balbc_3T3",20,96,1.11188e-06,2.90691e-05,0.000134746,0.193794
"1555","dichloromethane","9/2/1975","Balbc_3T3",20,96,4.65021e-08,0.000120209,0.000122134,0.801393
"1556","tetrachloroethylene","127-18-4","Balbc_3T3",20,96,9.57403e-07,2.68181e-05,0.000117298,0.178788
"1557","2,3-dimethyl-1,3-butadiene","513-81-5","Balbc_3T3",20,96,7.30524e-08,4.36335e-06,1.08391e-05,0.029089
"1558","cyclosporine A","59865-13-3","Balbc_3T3",20,96,8.61289e-07,7.24746e-05,0.000146527,0.483164
"1559","chlorpromazine","50-53-3","Balbc_3T3",20,96,2.95639e-06,8.00685e-07,0.000139535,0.0053379
"1560","PBDE 47","5436-43-1","Balbc_3T3",20,96,1.07151e-05,1.13756e-07,0.00011496,0.000758372
"1561","PBDE 99","60348-60-9","Balbc_3T3",20,96,1.28766e-05,4.19436e-08,0.000109105,0.000279624
"1562","PBDE 153","68631-49-2","Balbc_3T3",20,96,1.37306e-05,1.16547e-08,0.000107833,7.76981e-05
"1563","amiodarone","1951-25-3","Balbc_3T3",20,96,1.34382e-05,2.45206e-08,0.000107933,0.000163471
"1564","PFBS","375-73-5","Balbc_3T3",20,96,8.45019e-08,0.000145347,0.000149684,0.968981
"1565","4:2 FTS","757124-72-4","Balbc_3T3",20,96,1.33776e-07,0.0001414,0.000149457,0.942665
"1566","PFNA","375-95-1","Balbc_3T3",20,96,6.18737e-06,3.64198e-07,0.000128893,0.00242799
"1567","PFHxA","307-24-4","Balbc_3T3",20,96,1.27419e-06,5.6475e-06,0.000145166,0.03765
"1568","PFBA","375-22-4","Balbc_3T3",20,96,1.24333e-07,0.000142125,0.000149456,0.947502
"1569","PFOA","335-67-1","Balbc_3T3",20,96,1.2803e-06,6.66944e-06,0.000145092,0.0444629
"1570","6:2 FTS","27619-97-2","Balbc_3T3",20,96,9.03503e-07,6.78278e-05,0.000146315,0.452185
"1571","8:2 FTS","39108-34-4","Balbc_3T3",20,96,1.27612e-06,5.92322e-06,0.000145148,0.0394881
"1572","PFUnDA","2058-94-8","Balbc_3T3",20,96,4.90868e-12,4.80271e-07,0.000134956,0.00320181
"1573","PFOS","1763-23-1","Balbc_3T3",20,96,4.35397e-12,4.80271e-07,0.000134956,0.00320181
"1574","PFHpA","375-85-9","Balbc_3T3",20,96,1.23346e-06,2.56199e-05,0.000145075,0.170799
"1575","PFPeA","2706-90-3","Balbc_3T3",20,96,3.71685e-07,0.000120676,0.000148379,0.804506
"1576","PFHxS","355-46-4","Balbc_3T3",20,96,6.75971e-07,9.16806e-05,0.000147229,0.611204
"1577","PFDA","335-76-2","Balbc_3T3",20,96,3.42382e-12,2.76415e-07,0.000126344,0.00184276
"1578","Azathioprine","446-86-6","Balbc_3T3",20,96,2.32172e-08,0.00014983,0.000149967,0.998864
"1579","Benzocaine","94-09-7","Balbc_3T3",20,96,1.60891e-07,0.000139197,0.000149369,0.927978
"1580","Butylated hydroxyanisole","25013-16-5","Balbc_3T3",20,96,1.19462e-06,3.19588e-05,0.000145285,0.213059
"1581","Cetirizine dihydrochloride","83881-52-1","Balbc_3T3",20,96,3.13561e-08,0.000149298,0.00014993,0.995319
"1582","Cyclamate","139-05-9","Balbc_3T3",20,96,2.11403e-08,0.000149952,0.000149977,0.999678
"1583","Cyclophosphamide","6055-19-2","Balbc_3T3",20,96,3.0874e-08,0.000149331,0.000149932,0.995538
"1584","Cypermethrin","67375-30-8","Balbc_3T3",20,96,9.61776e-06,1.5853e-07,0.000118206,0.00105686
"1585","DEET","134-62-3","Balbc_3T3",20,96,2.9046e-07,0.000128073,0.000148825,0.853821
"1586","Dexamethasone","50-02-2","Balbc_3T3",20,96,1.79861e-07,0.000137613,0.000149289,0.91742
"1587","Digoxin","20830-75-5","Balbc_3T3",20,96,5.78752e-08,0.000147392,0.000149812,0.982611
"1588","Fenazaquin","120928-09-8","Balbc_3T3",20,96,3.34315e-06,7.18545e-07,0.000138233,0.0047903
"1589","Fenbuconazole","114369-43-6","Balbc_3T3",20,96,1.09607e-06,4.53696e-05,0.000145636,0.302464
"1590","Fluazinam","79622-59-6","Balbc_3T3",20,96,1.28772e-06,8.84791e-06,0.000145073,0.0589861
"1591","Furosemide","54-31-9","Balbc_3T3",20,96,2.47792e-09,0.000134483,0.000149334,0.896551
"1592","Glybenclamide","10238-21-8","Balbc_3T3",20,96,1.41695e-06,1.39992e-06,0.000144825,0.00933277
"1593","HC Red 3","1/4/2871","Balbc_3T3",20,96,2.34043e-08,0.000149818,0.000149966,0.998788
"1594","Hydralazine hydrochloride","304-20-1","Balbc_3T3",20,96,3.16055e-08,0.000149281,0.000149928,0.995206
"1595","Ketoconazole","65277-42-1","Balbc_3T3",20,96,1.25639e-06,3.93888e-06,0.000145282,0.0262592
"1596","Metformin","1115-70-4","Balbc_3T3",20,96,2.08801e-08,0.000149966,0.000149978,0.999771
"1597","Metoclopramide","364-62-5","Balbc_3T3",20,96,5.98141e-07,9.94186e-05,0.000147569,0.662791
"1598","Nitrofurantoin","67-20-9","Balbc_3T3",20,96,2.13043e-08,0.000149943,0.000149976,0.999618
"1599","Oxytetracycline hydrochloride","2058-46-0","Balbc_3T3",20,96,2.0661e-08,0.000149977,0.000149979,0.999845
"1600","Panthenol","16485-10-2 ","Balbc_3T3",20,96,2.08644e-08,0.000149967,0.000149978,0.999777
"1601","Paracetamol","103-90-2","Balbc_3T3",20,96,2.659e-08,0.000149616,0.000149951,0.997438
"1602","Topiramate","97240-79-4","Balbc_3T3",20,96,2.06843e-08,0.000149976,0.000149979,0.999837
"1603","Trimellitic anhydride","552-30-7","Balbc_3T3",20,96,7.90511e-08,0.000145782,0.000149719,0.97188
"1604","Verapamil hydrochloride","152-11-4","Balbc_3T3",20,96,1.2375e-06,2.87369e-06,0.000145386,0.019158
"1605","Warfarin","129-06-6","Balbc_3T3",20,96,4.84699e-07,0.000110317,0.000148027,0.735444
"1606","2,4-Dinitrophenol","51-28-5","FishRtgut",20,96,1.32161e-08,0.00014315,0.00014967,0.954336
"1607","Aldrin","309-00-2","FishRtgut",20,96,6.19808e-07,2.04455e-07,0.000127488,0.00136303
"1608","Azinphos-methyl","86-50-0","FishRtgut",20,96,3.85881e-08,8.85272e-05,0.000147779,0.590181
"1609","Chlorpyrifos","2921-88-2","FishRtgut",20,96,9.31564e-08,1.27398e-06,0.000145534,0.00849319
