"","Chemical","CAS","Cell.type","FBS","Well","Q_cells","Q_media_free","Q_media","F_free_media"
"1","2,4-Dinitrophenol","51-28-5","Rat cerebellar granule cell",2,96,8.29786e-07,0.000148168,0.000148843,0.987785
"2","Aldrin","309-00-2","Rat cerebellar granule cell",2,96,0.000103412,2.73517e-07,1.73014e-05,0.00182345
"3","Azinphos-methyl","86-50-0","Rat cerebellar granule cell",2,96,8.70386e-06,0.000129441,0.000138105,0.862942
"4","Chlorpyrifos","2921-88-2","Rat cerebellar granule cell",2,96,6.13503e-05,5.62638e-06,6.93372e-05,0.0375092
"5","DDD-p,p'","50-29-3","Rat cerebellar granule cell",2,96,0.000107192,1.10299e-07,1.33199e-05,0.00073533
"6","DDT-o,p'","789-02-6","Rat cerebellar granule cell",2,96,0.00010411,2.3983e-07,1.65488e-05,0.00159887
"7","DDT-p,p'","72-54-8","Rat cerebellar granule cell",2,96,9.77314e-05,6.20079e-07,2.38736e-05,0.00413386
"8","Diazinon","333-41-5","Rat cerebellar granule cell",2,96,3.89744e-05,5.0488e-05,9.77422e-05,0.336587
"9","Dicofol","115-32-2","Rat cerebellar granule cell",2,96,6.38554e-05,5.10047e-06,6.6128e-05,0.0340032
"10","Dieldrin","60-57-1","Rat cerebellar granule cell",2,96,6.79433e-05,4.31081e-06,6.09045e-05,0.0287388
"11","Disulfoton","298-04-4","Rat cerebellar granule cell",2,96,4.41772e-05,3.52865e-05,9.09837e-05,0.235243
"12","Endosulfan I","115-29-7","Rat cerebellar granule cell",2,96,3.95315e-05,4.89048e-05,9.70132e-05,0.326032
"13","Endrin","72-20-8","Rat cerebellar granule cell",2,96,7.95778e-05,2.47289e-06,4.61733e-05,0.0164859
"14","Ethion","563-12-2","Rat cerebellar granule cell",2,96,6.59149e-05,4.69241e-06,6.34942e-05,0.0312828
"15","Heptachlor","76-44-8","Rat cerebellar granule cell",2,96,9.73561e-05,6.46809e-07,2.4317e-05,0.00431206
"16","Heptachlor epoxide B","1024-57-3","Rat cerebellar granule cell",2,96,6.21891e-05,5.44662e-06,6.82624e-05,0.0363108
"17","Lindane","58-89-9","Rat cerebellar granule cell",2,96,3.63206e-05,5.78842e-05,0.000101189,0.385895
"18","Methoxychlor-o,p'","72-43-5","Rat cerebellar granule cell",2,96,6.63232e-05,4.61401e-06,6.29726e-05,0.0307601
"19","Parathion","56-38-2","Rat cerebellar granule cell",2,96,3.95319e-05,4.89054e-05,9.70143e-05,0.326036
"20","Trifluralin","1582-09-8","Rat cerebellar granule cell",2,96,7.63913e-05,2.9205e-06,5.01818e-05,0.01947
"21","Eugenol F","97-53-0","Rat cerebellar granule cell",2,96,3.17848e-06,0.000142717,0.00014561,0.951446
"22","Methyl-antranilate","134-20-3","Rat cerebellar granule cell",2,96,1.33456e-06,0.000147017,0.000148146,0.980112
"23","Lilyfore","285977-85-7","Rat cerebellar granule cell",2,96,2.06677e-05,9.94692e-05,0.000122006,0.663128
"24","Damascone beta","23726-91-2","Rat cerebellar granule cell",2,96,4.85714e-05,2.0835e-05,8.52287e-05,0.1389
"25","Veloutone","14595-54-1","Rat cerebellar granule cell",2,96,7.41748e-05,3.25589e-06,5.29842e-05,0.0217059
"26","Verdox","82356-51-2","Rat cerebellar granule cell",2,96,0.000102806,3.05094e-07,1.79839e-05,0.00203396
"27","Nirvanol","1506-02-1","Rat cerebellar granule cell",2,96,8.80164e-05,1.46885e-06,3.56583e-05,0.00979231
"28","Cetalox","3738-00-9","Rat cerebellar granule cell",2,96,7.84016e-05,2.61058e-06,4.74021e-05,0.0174039
"29","Tonalide","21145-77-7","Rat cerebellar granule cell",2,96,8.80164e-05,1.46885e-06,3.56583e-05,0.00979231
"30","Caffeine","8/2/1958","Rat cerebellar granule cell",2,96,1.64693e-08,0.000149968,0.000149977,0.999785
"31","Lamotrigine","84057-84-1","Rat cerebellar granule cell",2,96,5.98265e-06,0.000135962,0.000141775,0.906411
"32","Diclofenac","15307-79-6","Rat cerebellar granule cell",2,96,2.97198e-10,0.000149901,0.000149962,0.999341
"33","2,4-Dichlorophenoxyacetic","94-75-7","Rat cerebellar granule cell",2,96,1.61408e-10,0.000135739,0.000146174,0.904926
"34","(S)-Naproxen","22204-53-1","Rat cerebellar granule cell",2,96,6.74166e-09,0.000119289,0.000142309,0.795259
"35","Ibuprofen","15687-27-1","Rat cerebellar granule cell",2,96,3.63887e-08,7.581e-05,0.000133283,0.5054
"36","Torasemide","56211-40-6","Rat cerebellar granule cell",2,96,4.59977e-06,0.000103241,0.000135235,0.688271
"37","Warfarin","81-81-2","Rat cerebellar granule cell",2,96,2.17443e-08,0.000138802,0.000146918,0.925347
"38","di-n-butylphthalate","84-74-2","Rat cerebellar granule cell",2,96,5.11086e-05,1.04932e-05,8.24101e-05,0.0699544
"39","hexachlorophene","70-30-4","Rat cerebellar granule cell",2,96,2.20744e-06,1.09587e-07,2.81361e-05,0.000730577
"40","hexamethylenetetramine","100-97-0","Rat cerebellar granule cell",2,96,2.16864e-09,0.000149794,0.000149794,0.998624
"41","Malathion","121-75-5","Rat cerebellar granule cell",2,96,3.86583e-06,0.0001411,0.000144678,0.940668
"42","pentachlorophenol","87-86-5","Rat cerebellar granule cell",2,96,1.8937e-07,8.00245e-06,0.000110546,0.0533497
"43","2,2,2-trichloroethanol","115-20-8","Rat cerebellar granule cell",2,96,4.68939e-07,0.000148737,0.0001491,0.991577
"44","diethylphthalate","84-66-2","Rat cerebellar granule cell",2,96,4.59067e-06,0.000139374,0.000143687,0.929162
"45","4-chlorophenol","106-48-9","Rat cerebellar granule cell",2,96,4.12401e-06,0.00014048,0.000144318,0.936531
"46","permethrin","52645-53-1","Rat cerebellar granule cell",2,96,0.000103426,2.73554e-07,1.73037e-05,0.0018237
"47","Aniline","62-53-3","Rat cerebellar granule cell",2,96,1.43346e-07,0.000149668,0.000149769,0.997789
"48","4-fluoroaniline","371-40-4","Rat cerebellar granule cell",2,96,2.53517e-07,0.000149401,0.000149587,0.996005
"49","2,4,6-trichlorophenol","6/2/1988","Rat cerebellar granule cell",2,96,3.5385e-05,6.04263e-05,0.000102381,0.402842
"50","Allyl alcohol","107-18-6","Rat cerebellar granule cell",2,96,2.76948e-08,0.000149783,0.000149799,0.998552
"51","N-methylaniline","100-61-8","Rat cerebellar granule cell",2,96,8.10045e-07,0.000148007,0.000148665,0.986713
"52","3,4-dichloroaniline","95-76-1","Rat cerebellar granule cell",2,96,7.72064e-06,0.000131828,0.000139427,0.878851
"53","4-decylaniline","37529-30-9","Rat cerebellar granule cell",2,96,0.000101044,4.04504e-07,2.00015e-05,0.00269669
"54","naphthalene","91-20-3","Rat cerebellar granule cell",2,96,2.23691e-05,9.37663e-05,0.000118432,0.625109
"55","1,2,4-trichlorobenzene","120-82-1","Rat cerebellar granule cell",2,96,3.84787e-05,3.2933e-05,8.11756e-05,0.219553
"56","1,2-dichlorobenzene","95-50-1","Rat cerebellar granule cell",2,96,2.22259e-05,6.90656e-05,9.41734e-05,0.460437
"57","dichloromethane","9/2/1975","Rat cerebellar granule cell",2,96,2.59178e-07,0.000121442,0.000121636,0.809613
"58","tetrachloroethylene","127-18-4","Rat cerebellar granule cell",2,96,1.59671e-05,5.31651e-05,7.11022e-05,0.354434
"59","2,3-dimethyl-1,3-butadiene","513-81-5","Rat cerebellar granule cell",2,96,6.35364e-07,4.52284e-06,5.19408e-06,0.0301522
"60","cyclosporine A","59865-13-3","Rat cerebellar granule cell",2,96,1.20534e-05,0.000121195,0.000133579,0.80797
"61","chlorpromazine","50-53-3","Rat cerebellar granule cell",2,96,7.88856e-05,2.56691e-06,4.70437e-05,0.0171127
"62","PBDE 47","5436-43-1","Rat cerebellar granule cell",2,96,0.000106452,1.37901e-07,1.40601e-05,0.000919337
"63","PBDE 99","60348-60-9","Rat cerebellar granule cell",2,96,0.000109336,4.37701e-08,1.1425e-05,0.000291801
"64","PBDE 153","68631-49-2","Rat cerebellar granule cell",2,96,0.000110747,1.16613e-08,1.07998e-05,7.77419e-05
"65","amiodarone","1951-25-3","Rat cerebellar granule cell",2,96,0.000110121,2.47904e-08,1.09344e-05,0.00016527
"66","PFBS","375-73-5","Rat cerebellar granule cell",2,96,5.63617e-07,0.000148755,0.000149199,0.991702
"67","4:2 FTS","757124-72-4","Rat cerebellar granule cell",2,96,1.01745e-06,0.000147713,0.000148555,0.984753
"68","PFNA","375-95-1","Rat cerebellar granule cell",2,96,9.67758e-05,6.88937e-07,2.50022e-05,0.00459292
"69","PFHxA","307-24-4","Rat cerebellar granule cell",2,96,4.74067e-05,2.50179e-05,8.68232e-05,0.166786
"70","PFBA","375-22-4","Rat cerebellar granule cell",2,96,9.29029e-07,0.000147872,0.000148634,0.985811
"71","PFOA","335-67-1","Rat cerebellar granule cell",2,96,4.6237e-05,2.86682e-05,8.81682e-05,0.191121
"72","6:2 FTS","27619-97-2","Rat cerebellar granule cell",2,96,1.31972e-05,0.000118267,0.000131953,0.788449
"73","8:2 FTS","39108-34-4","Rat cerebellar granule cell",2,96,4.70942e-05,2.60243e-05,8.71941e-05,0.173495
"74","PFUnDA","2058-94-8","Rat cerebellar granule cell",2,96,2.56483e-11,2.48657e-06,7.21104e-05,0.0165771
"75","PFOS","1763-23-1","Rat cerebellar granule cell",2,96,1.35188e-12,2.48657e-06,7.21104e-05,0.0165771
"76","PFHpA","375-85-9","Rat cerebellar granule cell",2,96,3.01514e-05,7.44239e-05,0.000109125,0.496159
"77","PFPeA","2706-90-3","Rat cerebellar granule cell",2,96,3.54169e-06,0.000141737,0.000144991,0.944913
"78","PFHxS","355-46-4","Rat cerebellar granule cell",2,96,8.03561e-06,0.000131031,0.00013897,0.873541
"79","PFDA","335-76-2","Rat cerebellar granule cell",2,96,3.18937e-11,1.13473e-06,5.28879e-05,0.00756489
"80","Azathioprine","446-86-6","Rat cerebellar granule cell",2,96,2.37786e-08,0.000149953,0.000149966,0.999684
"81","Benzocaine","94-09-7","Rat cerebellar granule cell",2,96,1.27572e-06,0.000147152,0.000148227,0.981011
"82","Butylated hydroxyanisole","25013-16-5","Rat cerebellar granule cell",2,96,2.65128e-05,8.43057e-05,0.000114201,0.562038
"83","Cetirizine dihydrochloride","83881-52-1","Rat cerebellar granule cell",2,96,9.41267e-08,0.000149803,0.000149867,0.998689
"84","Cyclamate","139-05-9","Rat cerebellar granule cell",2,96,5.87124e-09,0.000149989,0.000149992,0.99993
"85","Cyclophosphamide","6055-19-2","Rat cerebellar granule cell",2,96,8.995e-08,0.000149812,0.000149873,0.998748
"86","Cypermethrin","67375-30-8","Rat cerebellar granule cell",2,96,0.000104743,2.10154e-07,1.58591e-05,0.00140103
"87","DEET","134-62-3","Rat cerebellar granule cell",2,96,2.60815e-06,0.000144063,0.000146397,0.96042
"88","Dexamethasone","50-02-2","Rat cerebellar granule cell",2,96,1.46033e-06,0.000146728,0.000147973,0.978188
"89","Digoxin","20830-75-5","Rat cerebellar granule cell",2,96,3.26019e-07,0.000149297,0.000149542,0.995312
"90","Fenazaquin","120928-09-8","Rat cerebellar granule cell",2,96,8.22575e-05,2.12612e-06,4.28156e-05,0.0141742
"91","Fenbuconazole","114369-43-6","Rat cerebellar granule cell",2,96,2.03583e-05,0.000100262,0.00012242,0.668416
"92","Fluazinam","79622-59-6","Rat cerebellar granule cell",2,96,4.39631e-05,3.59334e-05,9.12576e-05,0.239556
"93","Furosemide","54-31-9","Rat cerebellar granule cell",2,96,2.64918e-10,0.00014764,0.000149271,0.984269
"94","Glybenclamide","10238-21-8","Rat cerebellar granule cell",2,96,5.66951e-05,6.6982e-06,7.5323e-05,0.0446547
"95","HC Red 3","1/4/2871","Rat cerebellar granule cell",2,96,2.53923e-08,0.000149949,0.000149964,0.999661
"96","Hydralazine hydrochloride","304-20-1","Rat cerebellar granule cell",2,96,9.62881e-08,0.000149799,0.000149864,0.998658
"97","Ketoconazole","65277-42-1","Rat cerebellar granule cell",2,96,4.93005e-05,1.84189e-05,8.45134e-05,0.122793
"98","Metformin","1115-70-4","Rat cerebellar granule cell",2,96,3.6276e-09,0.000149994,0.000149995,0.99996
"99","Metoclopramide","364-62-5","Rat cerebellar granule cell",2,96,6.69582e-06,0.000134322,0.000140827,0.895479
"100","Nitrofurantoin","67-20-9","Rat cerebellar granule cell",2,96,7.28471e-09,0.000149987,0.00014999,0.999911
"101","Oxytetracycline hydrochloride","2058-46-0","Rat cerebellar granule cell",2,96,1.73776e-09,0.000149998,0.000149998,0.999985
"102","Panthenol","16485-10-2 ","Rat cerebellar granule cell",2,96,3.49229e-09,0.000149994,0.000149995,0.999962
"103","Paracetamol","103-90-2","Rat cerebellar granule cell",2,96,5.28925e-08,0.000149891,0.000149925,0.999275
"104","Topiramate","97240-79-4","Rat cerebellar granule cell",2,96,1.93908e-09,0.000149997,0.000149998,0.999982
"105","Trimellitic anhydride","552-30-7","Rat cerebellar granule cell",2,96,5.14553e-07,0.000148878,0.00014928,0.992517
"106","Verapamil hydrochloride","152-11-4","Rat cerebellar granule cell",2,96,5.04062e-05,1.39603e-05,8.31927e-05,0.0930689
"107","Warfarin","129-06-6","Rat cerebellar granule cell",2,96,4.9984e-06,0.000138403,0.000143135,0.92269
"108","2,4-Dinitrophenol","51-28-5","Balbc_3T3",2,96,1.18281e-07,0.000148874,0.000149553,0.992497
"109","Aldrin","309-00-2","Balbc_3T3",2,96,3.18706e-05,6.93538e-07,4.38699e-05,0.00462359
"110","Azinphos-methyl","86-50-0","Balbc_3T3",2,96,1.10116e-06,0.000136406,0.000145536,0.909375
"111","Chlorpyrifos","2921-88-2","Balbc_3T3",2,96,1.14739e-05,8.79192e-06,0.000108348,0.0586128
"112","DDD-p,p'","50-29-3","Balbc_3T3",2,96,3.51408e-05,2.95944e-07,3.57386e-05,0.00197296
"113","DDT-o,p'","789-02-6","Balbc_3T3",2,96,3.244e-05,6.14386e-07,4.2394e-05,0.00409591
"114","DDT-p,p'","72-54-8","Balbc_3T3",2,96,2.76771e-05,1.45116e-06,5.58707e-05,0.00967437
"115","Diazinon","333-41-5","Balbc_3T3",2,96,6.00865e-06,6.54789e-05,0.000126764,0.436526
"116","Dicofol","115-32-2","Balbc_3T3",2,96,1.22286e-05,8.15721e-06,0.000105759,0.0543814
"117","Dieldrin","60-57-1","Balbc_3T3",2,96,1.35408e-05,7.16882e-06,0.000101283,0.0477922
"118","Disulfoton","298-04-4","Balbc_3T3",2,96,7.09692e-06,4.76509e-05,0.000122864,0.317672
"119","Endosulfan I","115-29-7","Balbc_3T3",2,96,6.12084e-06,6.36959e-05,0.000126354,0.424639
"120","Endrin","72-20-8","Balbc_3T3",2,96,1.79336e-05,4.63754e-06,8.65911e-05,0.0309169
"121","Ethion","563-12-2","Balbc_3T3",2,96,1.28766e-05,7.65224e-06,0.000103544,0.0510149
"122","Heptachlor","76-44-8","Balbc_3T3",2,96,2.74247e-05,1.50602e-06,5.66195e-05,0.0100402
"123","Heptachlor epoxide B","1024-57-3","Balbc_3T3",2,96,1.17226e-05,8.57688e-06,0.000107494,0.0571792
"124","Lindane","58-89-9","Balbc_3T3",2,96,5.48749e-06,7.35841e-05,0.000128635,0.490561
"125","Methoxychlor-o,p'","72-43-5","Balbc_3T3",2,96,1.30082e-05,7.55385e-06,0.000103096,0.050359
"126","Parathion","56-38-2","Balbc_3T3",2,96,6.12092e-06,6.36968e-05,0.000126356,0.424645
"127","Trifluralin","1582-09-8","Balbc_3T3",2,96,1.66204e-05,5.29196e-06,9.09299e-05,0.0352798
"128","Eugenol F","97-53-0","Balbc_3T3",2,96,4.01274e-07,0.000145417,0.000148364,0.969444
"129","Methyl-antranilate","134-20-3","Balbc_3T3",2,96,1.78375e-07,0.00014816,0.000149298,0.987734
"130","Lilyfore","285977-85-7","Balbc_3T3",2,96,2.79854e-06,0.000113212,0.000138863,0.754749
"131","Damascone beta","23726-91-2","Balbc_3T3",2,96,8.09518e-06,2.91494e-05,0.00011924,0.194329
"132","Veloutone","14595-54-1","Balbc_3T3",2,96,1.57592e-05,5.76422e-06,9.38031e-05,0.0384281
"133","Verdox","82356-51-2","Balbc_3T3",2,96,3.13865e-05,7.66805e-07,4.51997e-05,0.00511203
"134","Nirvanol","1506-02-1","Balbc_3T3",2,96,2.1913e-05,3.03532e-06,7.36867e-05,0.0202355
"135","Cetalox","3738-00-9","Balbc_3T3",2,96,1.74386e-05,4.83338e-06,8.77629e-05,0.0322226
"136","Tonalide","21145-77-7","Balbc_3T3",2,96,2.1913e-05,3.03532e-06,7.36867e-05,0.0202355
"137","Caffeine","8/2/1958","Balbc_3T3",2,96,2.23817e-08,0.000149962,0.000149971,0.999745
"138","Lamotrigine","84057-84-1","Balbc_3T3",2,96,7.54238e-07,0.000140898,0.000146922,0.939318
"139","Diclofenac","15307-79-6","Balbc_3T3",2,96,4.60663e-09,0.000149897,0.000149957,0.999313
"140","2,4-Dichlorophenoxyacetic","94-75-7","Balbc_3T3",2,96,1.51236e-09,0.000135738,0.000146172,0.904918
"141","(S)-Naproxen","22204-53-1","Balbc_3T3",2,96,4.43547e-09,0.000119291,0.000142312,0.795271
"142","Ibuprofen","15687-27-1","Balbc_3T3",2,96,7.31841e-09,7.58247e-05,0.000133309,0.505498
"143","Torasemide","56211-40-6","Balbc_3T3",2,96,5.70886e-07,0.000106101,0.000138982,0.707342
"144","Warfarin","81-81-2","Balbc_3T3",2,96,1.01848e-08,0.000138813,0.000146929,0.925418
"145","di-n-butylphthalate","84-74-2","Balbc_3T3",2,96,8.71621e-06,1.49913e-05,0.000117737,0.0999421
"146","hexachlorophene","70-30-4","Balbc_3T3",2,96,2.75775e-07,1.11019e-07,2.85038e-05,0.000740126
"147","hexamethylenetetramine","100-97-0","Balbc_3T3",2,96,2.06837e-08,0.000149775,0.000149776,0.9985
"148","Malathion","121-75-5","Balbc_3T3",2,96,4.85709e-07,0.000144364,0.000148025,0.962426
"149","pentachlorophenol","87-86-5","Balbc_3T3",2,96,2.3101e-08,8.01134e-06,0.000110669,0.0534089
"150","2,2,2-trichloroethanol","115-20-8","Balbc_3T3",2,96,7.55452e-08,0.000149128,0.000149493,0.994186
"151","diethylphthalate","84-66-2","Balbc_3T3",2,96,5.75544e-07,0.000143223,0.000147655,0.954818
"152","4-chlorophenol","106-48-9","Balbc_3T3",2,96,5.17612e-07,0.000143953,0.000147886,0.959684
"153","permethrin","52645-53-1","Balbc_3T3",2,96,3.18816e-05,6.93777e-07,4.3885e-05,0.00462518
"154","Aniline","62-53-3","Balbc_3T3",2,96,3.72455e-08,0.000149774,0.000149875,0.998496
"155","4-fluoroaniline","371-40-4","Balbc_3T3",2,96,5.01873e-08,0.000149604,0.00014979,0.997357
"156","2,4,6-trichlorophenol","6/2/1988","Balbc_3T3",2,96,5.30879e-06,7.62828e-05,0.000129247,0.508552
"157","Allyl alcohol","107-18-6","Balbc_3T3",2,96,2.36724e-08,0.000149787,0.000149803,0.998579
"158","N-methylaniline","100-61-8","Balbc_3T3",2,96,1.15911e-07,0.000148696,0.000149356,0.991304
"159","3,4-dichloroaniline","95-76-1","Balbc_3T3",2,96,9.7302e-07,0.00013808,0.000146039,0.92053
"160","4-decylaniline","37529-30-9","Balbc_3T3",2,96,3.00312e-05,9.91249e-07,4.90143e-05,0.00660833
"161","naphthalene","91-20-3","Balbc_3T3",2,96,3.06258e-06,0.00010795,0.000136347,0.719668
"162","1,2,4-trichlorobenzene","120-82-1","Balbc_3T3",2,96,5.91344e-06,4.25497e-05,0.00010488,0.283664
"163","1,2-dichlorobenzene","95-50-1","Balbc_3T3",2,96,3.03842e-06,7.94368e-05,0.000108315,0.529579
"164","dichloromethane","9/2/1975","Balbc_3T3",2,96,4.70455e-08,0.000121614,0.000121809,0.810759
"165","tetrachloroethylene","127-18-4","Balbc_3T3",2,96,2.09442e-06,5.86676e-05,7.84611e-05,0.391117
"166","2,3-dimethyl-1,3-butadiene","513-81-5","Balbc_3T3",2,96,7.60055e-08,4.53974e-06,5.21349e-06,0.0302649
"167","cyclosporine A","59865-13-3","Balbc_3T3",2,96,1.54995e-06,0.000130423,0.00014375,0.869489
"168","chlorpromazine","50-53-3","Balbc_3T3",2,96,1.76404e-05,4.77758e-06,8.75587e-05,0.0318505
"169","PBDE 47","5436-43-1","Balbc_3T3",2,96,3.44622e-05,3.65864e-07,3.73029e-05,0.00243909
"170","PBDE 99","60348-60-9","Balbc_3T3",2,96,3.72562e-05,1.21357e-07,3.16769e-05,0.000809046
"171","PBDE 153","68631-49-2","Balbc_3T3",2,96,3.88887e-05,3.30092e-08,3.05708e-05,0.000220062
"172","amiodarone","1951-25-3","Balbc_3T3",2,96,3.81169e-05,6.95518e-08,3.06773e-05,0.000463678
"173","PFBS","375-73-5","Balbc_3T3",2,96,8.67593e-08,0.00014923,0.000149675,0.994866
"174","4:2 FTS","757124-72-4","Balbc_3T3",2,96,1.40571e-07,0.000148582,0.000149429,0.990549
"175","PFNA","375-95-1","Balbc_3T3",2,96,2.70398e-05,1.59161e-06,5.77609e-05,0.0106107
"176","PFHxA","307-24-4","Balbc_3T3",2,96,7.82243e-06,3.46707e-05,0.000120323,0.231138
"177","PFBA","375-22-4","Balbc_3T3",2,96,1.30054e-07,0.000148664,0.000149431,0.991095
"178","PFOA","335-67-1","Balbc_3T3",2,96,7.55488e-06,3.93555e-05,0.000121037,0.26237
"179","6:2 FTS","27619-97-2","Balbc_3T3",2,96,1.7077e-06,0.0001282,0.000143035,0.854667
"180","8:2 FTS","39108-34-4","Balbc_3T3",2,96,7.75038e-06,3.59741e-05,0.000120531,0.239827
"181","PFUnDA","2058-94-8","Balbc_3T3",2,96,2.54143e-11,2.48657e-06,7.21104e-05,0.0165771
"182","PFOS","1763-23-1","Balbc_3T3",2,96,2.25424e-11,2.48657e-06,7.21104e-05,0.0165771
"183","PFHpA","375-85-9","Balbc_3T3",2,96,4.35437e-06,9.04434e-05,0.000132613,0.602956
"184","PFPeA","2706-90-3","Balbc_3T3",2,96,4.45783e-07,0.000144733,0.000148056,0.964887
"185","PFHxS","355-46-4","Balbc_3T3",2,96,1.01389e-06,0.000137512,0.000145844,0.916748
"186","PFDA","335-76-2","Balbc_3T3",2,96,1.40554e-11,1.13473e-06,5.28879e-05,0.0075649
"187","Azathioprine","446-86-6","Balbc_3T3",2,96,2.32364e-08,0.000149953,0.000149967,0.999687
"188","Benzocaine","94-09-7","Balbc_3T3",2,96,1.71348e-07,0.000148244,0.000149328,0.988296
"189","Butylated hydroxyanisole","25013-16-5","Balbc_3T3",2,96,3.73268e-06,9.98578e-05,0.000135268,0.665719
"190","Cetirizine dihydrochloride","83881-52-1","Balbc_3T3",2,96,3.14754e-08,0.000149866,0.000149929,0.999106
"191","Cyclamate","139-05-9","Balbc_3T3",2,96,2.11435e-08,0.000149974,0.000149977,0.999828
"192","Cyclophosphamide","6055-19-2","Balbc_3T3",2,96,3.09857e-08,0.000149871,0.000149931,0.999141
"193","Cypermethrin","67375-30-8","Balbc_3T3",2,96,3.29696e-05,5.43439e-07,4.101e-05,0.00362293
"194","DEET","134-62-3","Balbc_3T3",2,96,3.31769e-07,0.000146288,0.000148658,0.975254
"195","Dexamethasone","50-02-2","Balbc_3T3",2,96,1.9341e-07,0.00014798,0.000149235,0.986531
"196","Digoxin","20830-75-5","Balbc_3T3",2,96,5.8728e-08,0.000149563,0.000149809,0.99709
"197","Fenazaquin","120928-09-8","Balbc_3T3",2,96,1.91129e-05,4.10794e-06,8.27252e-05,0.0273863
"198","Fenbuconazole","114369-43-6","Balbc_3T3",2,96,2.75117e-06,0.000113879,0.000139047,0.759196
"199","Fluazinam","79622-59-6","Balbc_3T3",2,96,7.05026e-06,4.84423e-05,0.000123026,0.322949
"200","Furosemide","54-31-9","Balbc_3T3",2,96,2.72032e-09,0.000147638,0.000149268,0.984253
"201","Glybenclamide","10238-21-8","Balbc_3T3",2,96,1.01609e-05,1.00388e-05,0.000112889,0.0669254
"202","HC Red 3","1/4/2871","Balbc_3T3",2,96,2.34251e-08,0.000149951,0.000149966,0.999674
"203","Hydralazine hydrochloride","304-20-1","Balbc_3T3",2,96,3.17288e-08,0.000149863,0.000149928,0.999088
"204","Ketoconazole","65277-42-1","Balbc_3T3",2,96,8.26898e-06,2.59239e-05,0.00011895,0.172826
"205","Metformin","1115-70-4","Balbc_3T3",2,96,2.08817e-08,0.000149977,0.000149978,0.999845
"206","Metoclopramide","364-62-5","Balbc_3T3",2,96,8.41148e-07,0.000139809,0.000146581,0.932063
"207","Nitrofurantoin","67-20-9","Balbc_3T3",2,96,2.13086e-08,0.000149973,0.000149976,0.999817
"208","Oxytetracycline hydrochloride","2058-46-0","Balbc_3T3",2,96,2.06613e-08,0.000149979,0.000149979,0.999859
"209","Panthenol","16485-10-2 ","Balbc_3T3",2,96,2.08659e-08,0.000149977,0.000149978,0.999846
"210","Paracetamol","103-90-2","Balbc_3T3",2,96,2.66437e-08,0.000149918,0.000149951,0.99945
"211","Topiramate","97240-79-4","Balbc_3T3",2,96,2.06847e-08,0.000149979,0.000149979,0.999857
"212","Trimellitic anhydride","552-30-7","Balbc_3T3",2,96,8.09639e-08,0.000149309,0.000149713,0.995396
"213","Verapamil hydrochloride","152-11-4","Balbc_3T3",2,96,8.53899e-06,1.9829e-05,0.000118165,0.132193
"214","Warfarin","129-06-6","Balbc_3T3",2,96,6.26439e-07,0.000142577,0.00014745,0.95051
"215","2,4-Dinitrophenol","51-28-5","FishRtgut",2,96,1.37541e-08,0.000148978,0.000149657,0.993189
"216","Aldrin","309-00-2","FishRtgut",2,96,2.62301e-06,8.65251e-07,5.47316e-05,0.00576834
"217","Azinphos-methyl","86-50-0","FishRtgut",2,96,5.98738e-08,0.00013736,0.000146554,0.915734
"218","Chlorpyrifos","2921-88-2","FishRtgut",2,96,6.9292e-07,9.47616e-06,0.00011678,0.0631744
"219","DDD-p,p'","50-29-3","FishRtgut",2,96,3.11497e-06,3.78461e-07,4.57035e-05,0.00252307
"220","DDT-o,p'","789-02-6","FishRtgut",2,96,2.70048e-06,7.69809e-07,5.31185e-05,0.00513206
"221","DDT-p,p'","72-54-8","FishRtgut",2,96,2.11306e-06,1.75443e-06,6.7547e-05,0.0116962
"222","Diazinon","333-41-5","FishRtgut",2,96,3.2026e-07,6.80657e-05,0.000131772,0.453771
"223","Dicofol","115-32-2","FishRtgut",2,96,7.46476e-07,8.83705e-06,0.000114573,0.0589137
"224","Dieldrin","60-57-1","FishRtgut",2,96,8.41981e-07,7.83595e-06,0.000110709,0.0522397
"225","Disulfoton","298-04-4","FishRtgut",2,96,3.85623e-07,4.98887e-05,0.000128635,0.332592
"226","Endosulfan I","115-29-7","FishRtgut",2,96,3.26813e-07,6.62609e-05,0.000131443,0.441739
"227","Endrin","72-20-8","FishRtgut",2,96,1.18538e-06,5.22566e-06,9.75723e-05,0.0348377
"228","Ethion","563-12-2","FishRtgut",2,96,7.93257e-07,8.32656e-06,0.000112669,0.0555104
"229","Heptachlor","76-44-8","FishRtgut",2,96,2.08519e-06,1.81736e-06,6.83242e-05,0.0121157
"230","Heptachlor epoxide B","1024-57-3","FishRtgut",2,96,7.10462e-07,9.25993e-06,0.000116055,0.0617329
"231","Lindane","58-89-9","FishRtgut",2,96,2.90273e-07,7.62305e-05,0.000133261,0.508203
"232","Methoxychlor-o,p'","72-43-5","FishRtgut",2,96,8.02848e-07,8.22686e-06,0.000112281,0.0548457
"233","Parathion","56-38-2","FishRtgut",2,96,3.26817e-07,6.62619e-05,0.000131445,0.441746
"234","Trifluralin","1582-09-8","FishRtgut",2,96,1.07871e-06,5.9086e-06,0.000101525,0.0393906
"235","Eugenol F","97-53-0","FishRtgut",2,96,2.66554e-08,0.000145781,0.000148736,0.971871
