,Chemical,CAS,MW,H37,vb,logkow,CNOM_M,x1,x2,x3,Cdcomp,ncells,Lt,St,Cell_nmole
1,chlorpromazine,50-53-3,318.86,0.000883,263,5.41,2.00E-06,6.09E-07,9.53E-15,6.43E-05,2.78E-08,1499998.994,5.28E-15,0.006623484,0.000665245
2,chlorpromazine,50-53-3,318.86,0.000883,263,5.41,2.00E-05,6.09E-06,9.53E-14,0.000642749,2.78E-07,1499998.994,5.28E-15,0.006623484,0.006652451
,,,,,,,,,,,,,,,
,,,,,,,,9.14E-04,,,,,,,
,,,,,,,,9.14E-03,,,,,,,
