,Chemical,CAS,MW,Compound.type,Salting.out.Constant,Melting.Point_Celsius.degree,pKa,Water.Solubility_mgperL,LogKOW,LogKAW,CNOM_uM,Time,Q_met,C_cells,C_air,C_plastic,C_free_diss,C_IW,C_lyso,C_mito,C_parent,Q_parent,Q_media_free,Q_cells,Q_media,Q_air,Q_plastic,Q_IW,Q_lyso
1,chlorpromazine,50-53-3,318.86,1,0.3304,151,5,2.2128884,5.41,-6.97,1.5,1440,0,0.000323159,1.95E-14,1.07E-06,7.14E-08,0.000323159,0.000323159,0.000323159,1.50E-06,3.00E-09,1.43E-10,1.37E-10,2.62E-09,2.89E-16,2.46E-10,1.22E-10,1.37E-12
2,chlorpromazine,50-53-3,318.86,1,0.3304,151,5,2.2128884,5.41,-6.97,15,1440,0,0.00323159,1.95E-13,1.07E-05,7.14E-07,0.00323159,0.00323159,0.00323159,1.50E-05,3.00E-08,1.43E-09,1.37E-09,2.62E-08,2.89E-15,2.46E-09,1.22E-09,1.37E-11
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,2.62E-03,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,2.62E-02,,,,
