,Chemical,CAS,Cell.type,FBS,Well,Q_cells,Q_media_free,Q_media,F_free_media
4192,Parathion,56-38-2,Rat cerebellar granule cell,20,384,6.97E-06,7.45E-06,3.30E-05,0.225504635
4193,Trifluralin,1582-09-8,Rat cerebellar granule cell,20,384,5.17E-06,8.12E-07,3.48E-05,0.02332299
4194,Eugenol F,97-53-0,Rat cerebellar granule cell,20,384,1.88E-06,2.40E-05,3.81E-05,0.629225484
4195,Methyl-antranilate,134-20-3,Rat cerebellar granule cell,20,384,8.33E-07,3.35E-05,3.92E-05,0.855838679
4196,Lilyfore,285977-85-7,Rat cerebellar granule cell,20,384,,,,
4197,Damascone beta,23726-91-2,Rat cerebellar granule cell,20,384,,,,
4198,Veloutone,14595-54-1,Rat cerebellar granule cell,20,384,,,,
4199,Verdox,82356-51-2,Rat cerebellar granule cell,20,384,,,,
4200,Nirvanol,1506-02-1,Rat cerebellar granule cell,20,384,,,,
4201,Cetalox,3738-00-9,Rat cerebellar granule cell,20,384,,,,
4202,Tonalide,21145-77-7,Rat cerebellar granule cell,20,384,,,,
4203,Caffeine,58-08-2,Rat cerebellar granule cell,20,384,1.73E-08,3.97E-05,4.00E-05,0.993967836
4204,Lamotrigine,84057-84-1,Rat cerebellar granule cell,20,384,2.68E-06,1.98E-05,3.73E-05,0.531272315
4205,Diclofenac,15307-79-6,Rat cerebellar granule cell,20,384,,,,
4206,"2,4-Dichlorophenoxyacetic",94-75-7,Rat cerebellar granule cell,20,384,2.18E-06,1.68E-05,3.78E-05,0.443729456
4207,(S)-Naproxen,22204-53-1,Rat cerebellar granule cell,20,384,4.53E-06,3.07E-06,3.55E-05,0.086659244
4208,Ibuprofen,15687-27-1,Rat cerebellar granule cell,20,384,5.27E-06,5.89E-06,3.47E-05,0.169579886
4209,Torasemide,56211-40-6,Rat cerebellar granule cell,20,384,4.92E-06,6.63E-06,3.51E-05,0.189058437
4210,Warfarin,81-81-2,Rat cerebellar granule cell,20,384,2.84E-06,2.16E-05,3.72E-05,0.580670353
4211,di-n-butylphthalate,84-74-2,Rat cerebellar granule cell,20,384,7.60E-06,1.68E-06,3.24E-05,0.051793038
4212,hexachlorophene,70-30-4,Rat cerebellar granule cell,20,384,,,,
4213,hexamethylenetetramine,100-97-0,Rat cerebellar granule cell,20,384,,,,
4214,Malathion,121-75-5,Rat cerebellar granule cell,20,384,1.85E-06,1.76E-05,3.81E-05,0.46008068
4215,pentachlorophenol,87-86-5,Rat cerebellar granule cell,20,384,8.62E-06,2.10E-07,3.14E-05,0.006688224
4216,"2,2,2-trichloroethanol",115-20-8,Rat cerebellar granule cell,20,384,3.88E-07,3.42E-05,3.96E-05,0.862228195
4217,diethylphthalate,84-66-2,Rat cerebellar granule cell,20,384,2.34E-06,2.23E-05,3.77E-05,0.591993671
4218,4-chlorophenol,106-48-9,Rat cerebellar granule cell,20,384,2.05E-06,1.80E-05,3.79E-05,0.475343014
4219,permethrin,52645-53-1,Rat cerebellar granule cell,20,384,1.50E-05,3.69E-09,2.50E-05,0.000147354
4220,Aniline,62-53-3,Rat cerebellar granule cell,20,384,3.15E-07,3.62E-05,3.97E-05,0.911395617
4221,4-fluoroaniline,371-40-4,Rat cerebellar granule cell,20,384,3.00E-07,3.60E-05,3.97E-05,0.906745756
4222,"2,4,6-trichlorophenol",88-06-2,Rat cerebellar granule cell,20,384,6.30E-06,2.44E-06,3.37E-05,0.072548246
4223,Allyl alcohol,107-18-6,Rat cerebellar granule cell,20,384,2.18E-08,3.96E-05,4.00E-05,0.990030583
4224,N-methylaniline,100-61-8,Rat cerebellar granule cell,20,384,8.84E-07,3.18E-05,3.91E-05,0.812795753
4225,"3,4-dichloroaniline",95-76-1,Rat cerebellar granule cell,20,384,3.62E-06,1.13E-05,3.64E-05,0.309790853
4226,4-decylaniline,37529-30-9,Rat cerebellar granule cell,20,384,1.13E-05,3.01E-08,2.87E-05,0.001046946
4227,naphthalene,91-20-3,Rat cerebellar granule cell,20,384,5.76E-06,7.73E-06,3.42E-05,0.225844213
4228,"1,2,4-trichlorobenzene",120-82-1,Rat cerebellar granule cell,20,384,8.74E-06,1.51E-06,3.13E-05,0.048331489
4229,"1,2-dichlorobenzene",95-50-1,Rat cerebellar granule cell,20,384,6.47E-06,5.49E-06,3.35E-05,0.163663205
4230,dichloromethane,75-09-2,Rat cerebellar granule cell,20,384,5.27E-07,3.45E-05,3.95E-05,0.873663154
4231,tetrachloroethylene,127-18-4,Rat cerebellar granule cell,20,384,5.98E-06,8.15E-06,3.40E-05,0.239407977
4232,"2,3-dimethyl-1,3-butadiene",513-81-5,Rat cerebellar granule cell,20,384,2.87E-06,2.02E-05,3.71E-05,0.544545459
4233,cyclosporine A,59865-13-3,Rat cerebellar granule cell,20,384,,,,
4234,chlorpromazine,50-53-3,Rat cerebellar granule cell,20,384,1.23E-05,2.02E-07,2.77E-05,0.007267543
4235,PBDE 47,5436-43-1,Rat cerebellar granule cell,20,384,1.44E-05,7.69E-09,2.56E-05,0.000299881
4236,PBDE 99,60348-60-9,Rat cerebellar granule cell,20,384,1.52E-05,3.35E-09,2.48E-05,0.000135237
4237,PBDE 153,68631-49-2,Rat cerebellar granule cell,20,384,1.60E-05,1.29E-09,2.40E-05,5.37171E-05
4238,amiodarone,1951-25-3,Rat cerebellar granule cell,20,384,1.71E-05,7.40E-11,2.29E-05,3.23407E-06
4239,PFBS,375-73-5,Rat cerebellar granule cell,20,384,1.36E-06,2.17E-05,3.86E-05,0.561294698
4240,4:2 FTS,757124-72-4,Rat cerebellar granule cell,20,384,,,,
4241,PFNA,375-95-1,Rat cerebellar granule cell,20,384,,,,
4242,PFHxA,307-24-4,Rat cerebellar granule cell,20,384,,,,
4243,PFBA,375-22-4,Rat cerebellar granule cell,20,384,,,,
4244,PFOA,335-67-1,Rat cerebellar granule cell,20,384,,,,
4245,6:2 FTS,27619-97-2,Rat cerebellar granule cell,20,384,,,,
4246,8:2 FTS,39108-34-4,Rat cerebellar granule cell,20,384,,,,
4247,PFUnDA,2058-94-8,Rat cerebellar granule cell,20,384,,,,
4248,PFOS,1763-23-1,Rat cerebellar granule cell,20,384,,,,
4249,PFHpA,375-85-9,Rat cerebellar granule cell,20,384,,,,
4250,PFPeA,2706-90-3,Rat cerebellar granule cell,20,384,,,,
4251,PFHxS,355-46-4,Rat cerebellar granule cell,20,384,,,,
4252,PFDA,335-76-2,Rat cerebellar granule cell,20,384,,,,
4253,Azathioprine,446-86-6,Rat cerebellar granule cell,20,384,1.57E-07,3.79E-05,3.98E-05,0.952091802
4254,Benzocaine,94-09-7,Rat cerebellar granule cell,20,384,1.19E-06,2.84E-05,3.88E-05,0.730677885
4255,Butylated hydroxyanisole,25013-16-5,Rat cerebellar granule cell,20,384,,,,
4256,Cetirizine dihydrochloride,83881-52-1,Rat cerebellar granule cell,20,384,,,,
4257,Cyclamate,139-05-9,Rat cerebellar granule cell,20,384,,,,
4258,Cyclophosphamide,6055-19-2,Rat cerebellar granule cell,20,384,,,,
4259,Cypermethrin,67375-30-8,Rat cerebellar granule cell,20,384,,,,
4260,DEET,134-62-3,Rat cerebellar granule cell,20,384,1.02E-06,3.12E-05,3.90E-05,0.801451163
4261,Dexamethasone,50-02-2,Rat cerebellar granule cell,20,384,5.14E-07,2.65E-05,3.95E-05,0.670872591
4262,Digoxin,20830-75-5,Rat cerebellar granule cell,20,384,2.03E-08,3.92E-05,4.00E-05,0.981608233
4263,Fenazaquin,120928-09-8,Rat cerebellar granule cell,20,384,,,,
4264,Fenbuconazole,114369-43-6,Rat cerebellar granule cell,20,384,,,,
4265,Fluazinam,79622-59-6,Rat cerebellar granule cell,20,384,8.12E-06,1.14E-06,3.19E-05,0.035704593
4266,Furosemide,54-31-9,Rat cerebellar granule cell,20,384,1.42E-06,2.47E-05,3.86E-05,0.639197136
4267,Glybenclamide,10238-21-8,Rat cerebellar granule cell,20,384,6.04E-06,3.42E-07,3.40E-05,0.010078458
4268,HC Red 3,2871-01-4,Rat cerebellar granule cell,20,384,,,,
4269,Hydralazine hydrochloride,304-20-1,Rat cerebellar granule cell,20,384,,,,
4270,Ketoconazole,65277-42-1,Rat cerebellar granule cell,20,384,6.77E-06,6.89E-06,3.32E-05,0.207346197
4271,Metformin,1115-70-4,Rat cerebellar granule cell,20,384,,,,
4272,Metoclopramide,364-62-5,Rat cerebellar granule cell,20,384,2.57E-06,1.69E-05,3.74E-05,0.451688379
4273,Nitrofurantoin,67-20-9,Rat cerebellar granule cell,20,384,1.71E-08,3.97E-05,4.00E-05,0.993570819
4274,Oxytetracycline hydrochloride,2058-46-0,Rat cerebellar granule cell,20,384,,,,
4275,Panthenol,16485-10-2 ,Rat cerebellar granule cell,20,384,,,,
4276,Paracetamol,103-90-2,Rat cerebellar granule cell,20,384,8.33E-08,3.79E-05,3.99E-05,0.9486514
4277,Topiramate,97240-79-4,Rat cerebellar granule cell,20,384,8.41E-09,3.98E-05,4.00E-05,0.996157234
4278,Trimellitic anhydride,552-30-7,Rat cerebellar granule cell,20,384,,,,
4279,Verapamil hydrochloride,152-11-4,Rat cerebellar granule cell,20,384,,,,
4280,Warfarin,129-06-6,Rat cerebellar granule cell,20,384,,,,
4281,"2,4-Dinitrophenol",51-28-5,Balbc_3T3,20,384,2.43E-07,3.20E-05,3.98E-05,0.804541882
4282,Aldrin,309-00-2,Balbc_3T3,20,384,2.64E-06,7.09E-08,3.74E-05,0.001897808
4283,Azinphos-methyl,86-50-0,Balbc_3T3,20,384,4.18E-06,4.32E-11,3.58E-05,1.20615E-06
4284,Chlorpyrifos,2921-88-2,Balbc_3T3,20,384,2.20E-06,1.95E-06,3.78E-05,0.051583839
4285,"DDD-p,p'",50-29-3,Balbc_3T3,20,384,2.70E-06,4.55E-09,3.73E-05,0.000122124
4286,"DDT-o,p'",789-02-6,Balbc_3T3,20,384,2.44E-06,1.28E-08,3.76E-05,0.000341275
4287,"DDT-p,p'",72-54-8,Balbc_3T3,20,384,2.62E-06,1.30E-08,3.74E-05,0.000346547
4288,Diazinon,333-41-5,Balbc_3T3,20,384,1.18E-06,9.22E-06,3.88E-05,0.237577377
4289,Dicofol,115-32-2,Balbc_3T3,20,384,4.20E-06,1.56E-11,3.58E-05,4.34526E-07
4290,Dieldrin,60-57-1,Balbc_3T3,20,384,2.43E-06,3.36E-07,3.76E-05,0.008935353
4291,Disulfoton,298-04-4,Balbc_3T3,20,384,1.59E-06,6.73E-06,3.84E-05,0.175183537
4292,Endosulfan I,115-29-7,Balbc_3T3,20,384,1.16E-08,3.98E-05,4.00E-05,0.995205135
4293,Endrin,72-20-8,Balbc_3T3,20,384,1.39E-06,3.37E-06,3.86E-05,0.087231109
4294,Ethion,563-12-2,Balbc_3T3,20,384,1.37E-06,2.79E-06,3.86E-05,0.072170854
4295,Heptachlor,76-44-8,Balbc_3T3,20,384,2.90E-06,1.26E-07,3.71E-05,0.003398105
4296,Heptachlor epoxide B,1024-57-3,Balbc_3T3,20,384,2.49E-06,2.21E-07,3.75E-05,0.005894128
4297,Lindane,58-89-9,Balbc_3T3,20,384,1.57E-06,7.53E-06,3.84E-05,0.196071627
4298,"Methoxychlor-o,p'",72-43-5,Balbc_3T3,20,384,2.00E-06,1.78E-07,3.80E-05,0.004682594
4299,Parathion,56-38-2,Balbc_3T3,20,384,1.48E-06,8.69E-06,3.85E-05,0.225504635
4300,Trifluralin,1582-09-8,Balbc_3T3,20,384,1.32E-06,9.02E-07,3.87E-05,0.02332299
4301,Eugenol F,97-53-0,Balbc_3T3,20,384,4.83E-07,2.49E-05,3.95E-05,0.629225484
4302,Methyl-antranilate,134-20-3,Balbc_3T3,20,384,2.04E-07,3.41E-05,3.98E-05,0.855838679
4303,Lilyfore,285977-85-7,Balbc_3T3,20,384,,,,
4304,Damascone beta,23726-91-2,Balbc_3T3,20,384,,,,
4305,Veloutone,14595-54-1,Balbc_3T3,20,384,,,,
4306,Verdox,82356-51-2,Balbc_3T3,20,384,,,,
4307,Nirvanol,1506-02-1,Balbc_3T3,20,384,,,,
4308,Cetalox,3738-00-9,Balbc_3T3,20,384,,,,
4309,Tonalide,21145-77-7,Balbc_3T3,20,384,,,,
4310,Caffeine,58-08-2,Balbc_3T3,20,384,1.43E-08,3.97E-05,4.00E-05,0.993967836
4311,Lamotrigine,84057-84-1,Balbc_3T3,20,384,6.51E-07,2.09E-05,3.93E-05,0.531272315
4312,Diclofenac,15307-79-6,Balbc_3T3,20,384,,,,
4313,"2,4-Dichlorophenoxyacetic",94-75-7,Balbc_3T3,20,384,6.39E-07,1.75E-05,3.94E-05,0.443729456
4314,(S)-Naproxen,22204-53-1,Balbc_3T3,20,384,1.19E-06,3.36E-06,3.88E-05,0.086659244
4315,Ibuprofen,15687-27-1,Balbc_3T3,20,384,1.24E-06,6.57E-06,3.88E-05,0.169579886
4316,Torasemide,56211-40-6,Balbc_3T3,20,384,1.18E-06,7.34E-06,3.88E-05,0.189058437
4317,Warfarin,81-81-2,Balbc_3T3,20,384,6.41E-07,2.29E-05,3.94E-05,0.580670353
4318,di-n-butylphthalate,84-74-2,Balbc_3T3,20,384,1.69E-06,1.98E-06,3.83E-05,0.051793038
4319,hexachlorophene,70-30-4,Balbc_3T3,20,384,,,,
4320,hexamethylenetetramine,100-97-0,Balbc_3T3,20,384,,,,
4321,Malathion,121-75-5,Balbc_3T3,20,384,5.87E-07,1.81E-05,3.94E-05,0.46008068
4322,pentachlorophenol,87-86-5,Balbc_3T3,20,384,1.89E-06,2.55E-07,3.81E-05,0.006688224
4323,"2,2,2-trichloroethanol",115-20-8,Balbc_3T3,20,384,1.45E-07,3.44E-05,3.99E-05,0.862228195
4324,diethylphthalate,84-66-2,Balbc_3T3,20,384,5.66E-07,2.33E-05,3.94E-05,0.591993671
4325,4-chlorophenol,106-48-9,Balbc_3T3,20,384,6.03E-07,1.87E-05,3.94E-05,0.475343014
4326,permethrin,52645-53-1,Balbc_3T3,20,384,3.26E-06,5.41E-09,3.67E-05,0.000147354
4327,Aniline,62-53-3,Balbc_3T3,20,384,1.04E-07,3.64E-05,3.99E-05,0.911395617
4328,4-fluoroaniline,371-40-4,Balbc_3T3,20,384,1.05E-07,3.62E-05,3.99E-05,0.906745756
4329,"2,4,6-trichlorophenol",88-06-2,Balbc_3T3,20,384,1.46E-06,2.80E-06,3.85E-05,0.072548246
4330,Allyl alcohol,107-18-6,Balbc_3T3,20,384,1.75E-08,3.96E-05,4.00E-05,0.990030583
4331,N-methylaniline,100-61-8,Balbc_3T3,20,384,2.38E-07,3.23E-05,3.98E-05,0.812795753
4332,"3,4-dichloroaniline",95-76-1,Balbc_3T3,20,384,9.19E-07,1.21E-05,3.91E-05,0.309790853
4333,4-decylaniline,37529-30-9,Balbc_3T3,20,384,2.40E-06,3.94E-08,3.76E-05,0.001046946
4334,naphthalene,91-20-3,Balbc_3T3,20,384,1.28E-06,8.74E-06,3.87E-05,0.225844213
4335,"1,2,4-trichlorobenzene",120-82-1,Balbc_3T3,20,384,1.89E-06,1.84E-06,3.81E-05,0.048331489
4336,"1,2-dichlorobenzene",95-50-1,Balbc_3T3,20,384,1.43E-06,6.31E-06,3.86E-05,0.163663205
4337,dichloromethane,75-09-2,Balbc_3T3,20,384,1.55E-07,3.48E-05,3.98E-05,0.873663154
4338,tetrachloroethylene,127-18-4,Balbc_3T3,20,384,1.31E-06,9.26E-06,3.87E-05,0.239407977
4339,"2,3-dimethyl-1,3-butadiene",513-81-5,Balbc_3T3,20,384,6.69E-07,2.14E-05,3.93E-05,0.544545459
4340,cyclosporine A,59865-13-3,Balbc_3T3,20,384,,,,
4341,chlorpromazine,50-53-3,Balbc_3T3,20,384,2.61E-06,2.72E-07,3.74E-05,0.007267543
4342,PBDE 47,5436-43-1,Balbc_3T3,20,384,3.11E-06,1.11E-08,3.69E-05,0.000299881
4343,PBDE 99,60348-60-9,Balbc_3T3,20,384,3.33E-06,4.96E-09,3.67E-05,0.000135237
4344,PBDE 153,68631-49-2,Balbc_3T3,20,384,3.53E-06,1.96E-09,3.65E-05,5.37171E-05
4345,amiodarone,1951-25-3,Balbc_3T3,20,384,3.86E-06,1.17E-10,3.61E-05,3.23407E-06
4346,PFBS,375-73-5,Balbc_3T3,20,384,4.60E-07,2.22E-05,3.95E-05,0.561294698
4347,4:2 FTS,757124-72-4,Balbc_3T3,20,384,,,,
4348,PFNA,375-95-1,Balbc_3T3,20,384,,,,
4349,PFHxA,307-24-4,Balbc_3T3,20,384,,,,
4350,PFBA,375-22-4,Balbc_3T3,20,384,,,,
4351,PFOA,335-67-1,Balbc_3T3,20,384,,,,
4352,6:2 FTS,27619-97-2,Balbc_3T3,20,384,,,,
4353,8:2 FTS,39108-34-4,Balbc_3T3,20,384,,,,
4354,PFUnDA,2058-94-8,Balbc_3T3,20,384,,,,
4355,PFOS,1763-23-1,Balbc_3T3,20,384,,,,
4356,PFHpA,375-85-9,Balbc_3T3,20,384,,,,
4357,PFPeA,2706-90-3,Balbc_3T3,20,384,,,,
4358,PFHxS,355-46-4,Balbc_3T3,20,384,,,,
4359,PFDA,335-76-2,Balbc_3T3,20,384,,,,
4360,Azathioprine,446-86-6,Balbc_3T3,20,384,5.85E-08,3.80E-05,3.99E-05,0.952091802
4361,Benzocaine,94-09-7,Balbc_3T3,20,384,3.30E-07,2.90E-05,3.97E-05,0.730677885
4362,Butylated hydroxyanisole,25013-16-5,Balbc_3T3,20,384,,,,
4363,Cetirizine dihydrochloride,83881-52-1,Balbc_3T3,20,384,,,,
4364,Cyclamate,139-05-9,Balbc_3T3,20,384,,,,
4365,Cyclophosphamide,6055-19-2,Balbc_3T3,20,384,,,,
4366,Cypermethrin,67375-30-8,Balbc_3T3,20,384,,,,
4367,DEET,134-62-3,Balbc_3T3,20,384,2.63E-07,3.18E-05,3.97E-05,0.801451163
4368,Dexamethasone,50-02-2,Balbc_3T3,20,384,2.84E-07,2.66E-05,3.97E-05,0.670872591
4369,Digoxin,20830-75-5,Balbc_3T3,20,384,2.28E-08,3.92E-05,4.00E-05,0.981608233
4370,Fenazaquin,120928-09-8,Balbc_3T3,20,384,,,,
4371,Fenbuconazole,114369-43-6,Balbc_3T3,20,384,,,,
4372,Fluazinam,79622-59-6,Balbc_3T3,20,384,1.79E-06,1.36E-06,3.82E-05,0.035704593
4373,Furosemide,54-31-9,Balbc_3T3,20,384,4.18E-07,2.53E-05,3.96E-05,0.639197136
4374,Glybenclamide,10238-21-8,Balbc_3T3,20,384,1.46E-06,3.88E-07,3.85E-05,0.010078458
4375,HC Red 3,2871-01-4,Balbc_3T3,20,384,,,,
4376,Hydralazine hydrochloride,304-20-1,Balbc_3T3,20,384,,,,
4377,Ketoconazole,65277-42-1,Balbc_3T3,20,384,1.46E-06,7.99E-06,3.85E-05,0.207346197
4378,Metformin,1115-70-4,Balbc_3T3,20,384,,,,
4379,Metoclopramide,364-62-5,Balbc_3T3,20,384,6.86E-07,1.78E-05,3.93E-05,0.451688379
4380,Nitrofurantoin,67-20-9,Balbc_3T3,20,384,1.46E-08,3.97E-05,4.00E-05,0.993570819
4381,Oxytetracycline hydrochloride,2058-46-0,Balbc_3T3,20,384,,,,
4382,Panthenol,16485-10-2 ,Balbc_3T3,20,384,,,,
4383,Paracetamol,103-90-2,Balbc_3T3,20,384,5.19E-08,3.79E-05,3.99E-05,0.9486514
4384,Topiramate,97240-79-4,Balbc_3T3,20,384,1.18E-08,3.98E-05,4.00E-05,0.996157234
4385,Trimellitic anhydride,552-30-7,Balbc_3T3,20,384,,,,
4386,Verapamil hydrochloride,152-11-4,Balbc_3T3,20,384,,,,
4387,Warfarin,129-06-6,Balbc_3T3,20,384,,,,
4388,"2,4-Dinitrophenol",51-28-5,FishRtgut,20,384,3.41E-08,3.22E-05,4.00E-05,0.804541882
4389,Aldrin,309-00-2,FishRtgut,20,384,3.97E-07,7.52E-08,3.96E-05,0.001897808
4390,Azinphos-methyl,86-50-0,FishRtgut,20,384,6.71E-07,4.74E-11,3.93E-05,1.20615E-06
4391,Chlorpyrifos,2921-88-2,FishRtgut,20,384,3.24E-07,2.05E-06,3.97E-05,0.051583839
4392,"DDD-p,p'",50-29-3,FishRtgut,20,384,4.07E-07,4.84E-09,3.96E-05,0.000122124
4393,"DDT-o,p'",789-02-6,FishRtgut,20,384,3.62E-07,1.35E-08,3.96E-05,0.000341275
4394,"DDT-p,p'",72-54-8,FishRtgut,20,384,3.92E-07,1.37E-08,3.96E-05,0.000346547
4395,Diazinon,333-41-5,FishRtgut,20,384,1.62E-07,9.46E-06,3.98E-05,0.237577377
4396,Dicofol,115-32-2,FishRtgut,20,384,6.75E-07,1.71E-11,3.93E-05,4.34526E-07
4397,Dieldrin,60-57-1,FishRtgut,20,384,3.60E-07,3.54E-07,3.96E-05,0.008935353
4398,Disulfoton,298-04-4,FishRtgut,20,384,2.27E-07,6.97E-06,3.98E-05,0.175183537
4399,Endosulfan I,115-29-7,FishRtgut,20,384,5.33E-09,3.98E-05,4.00E-05,0.995205135
4400,Endrin,72-20-8,FishRtgut,20,384,1.90E-07,3.47E-06,3.98E-05,0.087231109
4401,Ethion,563-12-2,FishRtgut,20,384,1.86E-07,2.87E-06,3.98E-05,0.072170854
4402,Heptachlor,76-44-8,FishRtgut,20,384,4.42E-07,1.34E-07,3.96E-05,0.003398105
4403,Heptachlor epoxide B,1024-57-3,FishRtgut,20,384,3.72E-07,2.34E-07,3.96E-05,0.005894128
4404,Lindane,58-89-9,FishRtgut,20,384,2.24E-07,7.80E-06,3.98E-05,0.196071627
4405,"Methoxychlor-o,p'",72-43-5,FishRtgut,20,384,2.88E-07,1.86E-07,3.97E-05,0.004682594
4406,Parathion,56-38-2,FishRtgut,20,384,2.09E-07,8.97E-06,3.98E-05,0.225504635
4407,Trifluralin,1582-09-8,FishRtgut,20,384,1.76E-07,9.29E-07,3.98E-05,0.02332299
4408,Eugenol F,97-53-0,FishRtgut,20,384,6.50E-08,2.51E-05,3.99E-05,0.629225484
4409,Methyl-antranilate,134-20-3,FishRtgut,20,384,2.99E-08,3.42E-05,4.00E-05,0.855838679
4410,Lilyfore,285977-85-7,FishRtgut,20,384,,,,
4411,Damascone beta,23726-91-2,FishRtgut,20,384,,,,
4412,Veloutone,14595-54-1,FishRtgut,20,384,,,,
4413,Verdox,82356-51-2,FishRtgut,20,384,,,,
4414,Nirvanol,1506-02-1,FishRtgut,20,384,,,,
4415,Cetalox,3738-00-9,FishRtgut,20,384,,,,
4416,Tonalide,21145-77-7,FishRtgut,20,384,,,,
4417,Caffeine,58-08-2,FishRtgut,20,384,5.71E-09,3.98E-05,4.00E-05,0.993967836
4418,Lamotrigine,84057-84-1,FishRtgut,20,384,8.77E-08,2.12E-05,3.99E-05,0.531272315
4419,Diclofenac,15307-79-6,FishRtgut,20,384,,,,
4420,"2,4-Dichlorophenoxyacetic",94-75-7,FishRtgut,20,384,8.27E-08,1.77E-05,3.99E-05,0.443729456
4421,(S)-Naproxen,22204-53-1,FishRtgut,20,384,1.57E-07,3.45E-06,3.98E-05,0.086659244
4422,Ibuprofen,15687-27-1,FishRtgut,20,384,1.69E-07,6.75E-06,3.98E-05,0.169579886
4423,Torasemide,56211-40-6,FishRtgut,20,384,1.60E-07,7.53E-06,3.98E-05,0.189058437
4424,Warfarin,81-81-2,FishRtgut,20,384,8.79E-08,2.32E-05,3.99E-05,0.580670353
4425,di-n-butylphthalate,84-74-2,FishRtgut,20,384,2.38E-07,2.06E-06,3.98E-05,0.051793038
4426,hexachlorophene,70-30-4,FishRtgut,20,384,,,,
4427,hexamethylenetetramine,100-97-0,FishRtgut,20,384,,,,
4428,Malathion,121-75-5,FishRtgut,20,384,7.51E-08,1.84E-05,3.99E-05,0.46008068
4429,pentachlorophenol,87-86-5,FishRtgut,20,384,2.70E-07,2.66E-07,3.97E-05,0.006688224
4430,"2,2,2-trichloroethanol",115-20-8,FishRtgut,20,384,2.10E-08,3.45E-05,4.00E-05,0.862228195
4431,diethylphthalate,84-66-2,FishRtgut,20,384,7.66E-08,2.36E-05,3.99E-05,0.591993671
4432,4-chlorophenol,106-48-9,FishRtgut,20,384,7.81E-08,1.90E-05,3.99E-05,0.475343014
4433,permethrin,52645-53-1,FishRtgut,20,384,5.05E-07,5.82E-09,3.95E-05,0.000147354
4434,Aniline,62-53-3,FishRtgut,20,384,1.65E-08,3.64E-05,4.00E-05,0.911395617
4435,4-fluoroaniline,371-40-4,FishRtgut,20,384,1.65E-08,3.63E-05,4.00E-05,0.906745756
4436,"2,4,6-trichlorophenol",88-06-2,FishRtgut,20,384,2.01E-07,2.89E-06,3.98E-05,0.072548246
4437,Allyl alcohol,107-18-6,FishRtgut,20,384,6.04E-09,3.96E-05,4.00E-05,0.990030583
4438,N-methylaniline,100-61-8,FishRtgut,20,384,3.36E-08,3.25E-05,4.00E-05,0.812795753
4439,"3,4-dichloroaniline",95-76-1,FishRtgut,20,384,1.22E-07,1.24E-05,3.99E-05,0.309790853
4440,4-decylaniline,37529-30-9,FishRtgut,20,384,3.56E-07,4.15E-08,3.96E-05,0.001046946
4441,naphthalene,91-20-3,FishRtgut,20,384,1.78E-07,8.99E-06,3.98E-05,0.225844213
4442,"1,2,4-trichlorobenzene",120-82-1,FishRtgut,20,384,2.71E-07,1.92E-06,3.97E-05,0.048331489
4443,"1,2-dichlorobenzene",95-50-1,FishRtgut,20,384,2.00E-07,6.51E-06,3.98E-05,0.163663205
4444,dichloromethane,75-09-2,FishRtgut,20,384,2.29E-08,3.49E-05,4.00E-05,0.873663154
4445,tetrachloroethylene,127-18-4,FishRtgut,20,384,1.82E-07,9.53E-06,3.98E-05,0.239407977
4446,"2,3-dimethyl-1,3-butadiene",513-81-5,FishRtgut,20,384,9.10E-08,2.17E-05,3.99E-05,0.544545459
4447,cyclosporine A,59865-13-3,FishRtgut,20,384,,,,
4448,chlorpromazine,50-53-3,FishRtgut,20,384,3.92E-07,2.88E-07,3.96E-05,0.007267543
4449,PBDE 47,5436-43-1,FishRtgut,20,384,4.78E-07,1.19E-08,3.95E-05,0.000299881
4450,PBDE 99,60348-60-9,FishRtgut,20,384,5.17E-07,5.34E-09,3.95E-05,0.000135237
4451,PBDE 153,68631-49-2,FishRtgut,20,384,5.54E-07,2.12E-09,3.94E-05,5.37171E-05
4452,amiodarone,1951-25-3,FishRtgut,20,384,6.12E-07,1.27E-10,3.94E-05,3.23407E-06
4453,PFBS,375-73-5,FishRtgut,20,384,5.89E-08,2.24E-05,3.99E-05,0.561294698
4454,4:2 FTS,757124-72-4,FishRtgut,20,384,,,,
4455,PFNA,375-95-1,FishRtgut,20,384,,,,
4456,PFHxA,307-24-4,FishRtgut,20,384,,,,
4457,PFBA,375-22-4,FishRtgut,20,384,,,,
4458,PFOA,335-67-1,FishRtgut,20,384,,,,
4459,6:2 FTS,27619-97-2,FishRtgut,20,384,,,,
4460,8:2 FTS,39108-34-4,FishRtgut,20,384,,,,
4461,PFUnDA,2058-94-8,FishRtgut,20,384,,,,
4462,PFOS,1763-23-1,FishRtgut,20,384,,,,
4463,PFHpA,375-85-9,FishRtgut,20,384,,,,
4464,PFPeA,2706-90-3,FishRtgut,20,384,,,,
4465,PFHxS,355-46-4,FishRtgut,20,384,,,,
4466,PFDA,335-76-2,FishRtgut,20,384,,,,
4467,Azathioprine,446-86-6,FishRtgut,20,384,1.10E-08,3.81E-05,4.00E-05,0.952091802
4468,Benzocaine,94-09-7,FishRtgut,20,384,4.48E-08,2.92E-05,4.00E-05,0.730677885
4469,Butylated hydroxyanisole,25013-16-5,FishRtgut,20,384,,,,
4470,Cetirizine dihydrochloride,83881-52-1,FishRtgut,20,384,,,,
4471,Cyclamate,139-05-9,FishRtgut,20,384,,,,
