,Chemical,CAS,Cell.type,FBS,Well,Q_cells,Q_media_free,Q_media,F_free_media
1343,"2,3-dimethyl-1,3-butadiene",513-81-5,HEK293H,2,96,1.38E-06,1.37E-04,1.49E-04,0.923148558
1344,cyclosporine A,59865-13-3,HEK293H,2,96,,,,
1345,chlorpromazine,50-53-3,HEK293H,2,96,2.39E-05,8.64E-06,1.26E-04,0.068511482
1346,PBDE 47,5436-43-1,HEK293H,2,96,2.89E-05,3.64E-07,1.21E-04,0.003004713
1347,PBDE 99,60348-60-9,HEK293H,2,96,3.05E-05,1.62E-07,1.19E-04,0.001357049
1348,PBDE 153,68631-49-2,HEK293H,2,96,3.21E-05,6.36E-08,1.18E-04,0.000539426
1349,amiodarone,1951-25-3,HEK293H,2,96,3.44E-05,3.76E-09,1.16E-04,3.24913E-05
1350,PFBS,375-73-5,HEK293H,2,96,1.00E-06,1.38E-04,1.49E-04,0.927820258
1351,4:2 FTS,757124-72-4,HEK293H,2,96,,,,
1352,PFNA,375-95-1,HEK293H,2,96,,,,
1353,PFHxA,307-24-4,HEK293H,2,96,,,,
1354,PFBA,375-22-4,HEK293H,2,96,,,,
1355,PFOA,335-67-1,HEK293H,2,96,,,,
1356,6:2 FTS,27619-97-2,HEK293H,2,96,,,,
1357,8:2 FTS,39108-34-4,HEK293H,2,96,,,,
1358,PFUnDA,2058-94-8,HEK293H,2,96,,,,
1359,PFOS,1763-23-1,HEK293H,2,96,,,,
1360,PFHpA,375-85-9,HEK293H,2,96,,,,
1361,PFPeA,2706-90-3,HEK293H,2,96,,,,
1362,PFHxS,355-46-4,HEK293H,2,96,,,,
1363,PFDA,335-76-2,HEK293H,2,96,,,,
1364,Azathioprine,446-86-6,HEK293H,2,96,1.18E-07,1.49E-04,1.50E-04,0.995016542
1365,Benzocaine,94-09-7,HEK293H,2,96,5.75E-07,1.44E-04,1.49E-04,0.964611039
1366,Butylated hydroxyanisole,25013-16-5,HEK293H,2,96,,,,
1367,Cetirizine dihydrochloride,83881-52-1,HEK293H,2,96,,,,
1368,Cyclamate,139-05-9,HEK293H,2,96,,,,
1369,Cyclophosphamide,6055-19-2,HEK293H,2,96,,,,
1370,Cypermethrin,67375-30-8,HEK293H,2,96,,,,
1371,DEET,134-62-3,HEK293H,2,96,4.28E-07,0.000145973,0.000149572,0.975935279
1372,Dexamethasone,50-02-2,HEK293H,2,96,5.78E-07,1.42E-04,0.000149422,0.953442665
1373,Digoxin,20830-75-5,HEK293H,2,96,7.15E-08,0.000149649,0.000149929,0.998138575
1374,Fenazaquin,120928-09-8,HEK293H,2,96,,,,
1375,Fenbuconazole,114369-43-6,HEK293H,2,96,,,,
1376,Fluazinam,79622-59-6,HEK293H,2,96,1.45E-05,3.67478E-05,0.000135532,0.271137719
1377,Furosemide,54-31-9,HEK293H,2,96,8.09E-07,0.000141255,0.000149191,0.946805648
1378,Glybenclamide,10238-21-8,HEK293H,2,96,1.47E-05,1.25526E-05,0.000135271,0.092795898
1379,HC Red 3,2871-01-4,HEK293H,2,96,,,,
1380,Hydralazine hydrochloride,304-20-1,HEK293H,2,96,,,,
1381,Ketoconazole,65277-42-1,HEK293H,2,96,5.77E-06,1.04E-04,0.000144232,0.72437415
1382,Metformin,1115-70-4,HEK293H,2,96,,,,
1383,Metoclopramide,364-62-5,HEK293H,2,96,1.69E-06,1.32E-04,0.000148309,0.892199663
1384,Nitrofurantoin,67-20-9,HEK293H,2,96,5.95E-08,0.000149844,0.000149941,0.999356354
1385,Oxytetracycline hydrochloride,2058-46-0,HEK293H,2,96,,,,
1386,Panthenol,16485-10-2 ,HEK293H,2,96,,,,
1387,Paracetamol,103-90-2,HEK293H,2,96,1.12E-07,0.000149084,0.000149888,0.994641318
1388,Topiramate,97240-79-4,HEK293H,2,96,5.60E-08,0.000149886,0.000149944,0.999616188
1389,Trimellitic anhydride,552-30-7,HEK293H,2,96,,,,
1390,Verapamil hydrochloride,152-11-4,HEK293H,2,96,,,,
1391,Warfarin,129-06-6,HEK293H,2,96,,,,
1392,"2,4-Dinitrophenol",51-28-5,Rat cerebellar granule cell,20,96,3.15E-06,1.18E-04,1.47E-04,0.804541882
1393,Aldrin,309-00-2,Rat cerebellar granule cell,20,96,4.49E-05,1.99E-07,1.05E-04,0.001897808
1394,Azinphos-methyl,86-50-0,Rat cerebellar granule cell,20,96,6.62E-05,1.01E-10,8.38E-05,1.20615E-06
1395,Chlorpyrifos,2921-88-2,Rat cerebellar granule cell,20,96,3.77E-05,5.79E-06,1.12E-04,0.051583839
1396,"DDD-p,p'",50-29-3,Rat cerebellar granule cell,20,96,4.59E-05,1.27E-08,1.04E-04,0.000122124
1397,"DDT-o,p'",789-02-6,Rat cerebellar granule cell,20,96,4.14E-05,3.71E-08,1.09E-04,0.000341275
1398,"DDT-p,p'",72-54-8,Rat cerebellar granule cell,20,96,4.45E-05,3.66E-08,1.06E-04,0.000346547
1399,Diazinon,333-41-5,Rat cerebellar granule cell,20,96,1.84E-05,3.13E-05,1.32E-04,0.237577377
1400,Dicofol,115-32-2,Rat cerebellar granule cell,20,96,6.64E-05,3.63E-11,8.36E-05,4.34526E-07
1401,Dieldrin,60-57-1,Rat cerebellar granule cell,20,96,4.13E-05,9.71E-07,1.09E-04,0.008935353
1402,Disulfoton,298-04-4,Rat cerebellar granule cell,20,96,2.70E-05,2.15E-05,1.23E-04,0.175183537
1403,Endosulfan I,115-29-7,Rat cerebellar granule cell,20,96,4.78E-09,1.49E-04,1.50E-04,0.995205135
1404,Endrin,72-20-8,Rat cerebellar granule cell,20,96,2.12E-05,1.12E-05,1.29E-04,0.087231109
1405,Ethion,563-12-2,Rat cerebellar granule cell,20,96,2.05E-05,9.34E-06,1.29E-04,0.072170854
1406,Heptachlor,76-44-8,Rat cerebellar granule cell,20,96,4.91E-05,3.43E-07,1.01E-04,0.003398105
1407,Heptachlor epoxide B,1024-57-3,Rat cerebellar granule cell,20,96,4.25E-05,6.34E-07,1.08E-04,0.005894128
1408,Lindane,58-89-9,Rat cerebellar granule cell,20,96,2.67E-05,2.42E-05,1.23E-04,0.196071627
1409,"Methoxychlor-o,p'",72-43-5,Rat cerebellar granule cell,20,96,3.33E-05,5.46E-07,1.17E-04,0.004682594
1410,Parathion,56-38-2,Rat cerebellar granule cell,20,96,2.51E-05,2.82E-05,1.25E-04,0.225504635
1411,Trifluralin,1582-09-8,Rat cerebellar granule cell,20,96,1.86E-05,3.06E-06,1.31E-04,0.02332299
1412,Eugenol F,97-53-0,Rat cerebellar granule cell,20,96,6.74E-06,9.01E-05,1.43E-04,0.629225484
1413,Methyl-antranilate,134-20-3,Rat cerebellar granule cell,20,96,2.98E-06,1.26E-04,1.47E-04,0.855838679
1414,Lilyfore,285977-85-7,Rat cerebellar granule cell,20,96,,,,
1415,Damascone beta,23726-91-2,Rat cerebellar granule cell,20,96,,,,
1416,Veloutone,14595-54-1,Rat cerebellar granule cell,20,96,,,,
1417,Verdox,82356-51-2,Rat cerebellar granule cell,20,96,,,,
1418,Nirvanol,1506-02-1,Rat cerebellar granule cell,20,96,,,,
1419,Cetalox,3738-00-9,Rat cerebellar granule cell,20,96,,,,
1420,Tonalide,21145-77-7,Rat cerebellar granule cell,20,96,,,,
1421,Caffeine,58-08-2,Rat cerebellar granule cell,20,96,6.18E-08,1.49E-04,1.50E-04,0.993967836
1422,Lamotrigine,84057-84-1,Rat cerebellar granule cell,20,96,9.60E-06,7.46E-05,1.40E-04,0.531272315
1423,Diclofenac,15307-79-6,Rat cerebellar granule cell,20,96,,,,
1424,"2,4-Dichlorophenoxyacetic",94-75-7,Rat cerebellar granule cell,20,96,7.80E-06,6.31E-05,1.42E-04,0.443729456
1425,(S)-Naproxen,22204-53-1,Rat cerebellar granule cell,20,96,1.63E-05,1.16E-05,1.34E-04,0.086659244
1426,Ibuprofen,15687-27-1,Rat cerebellar granule cell,20,96,1.89E-05,2.22E-05,1.31E-04,0.169579886
1427,Torasemide,56211-40-6,Rat cerebellar granule cell,20,96,1.77E-05,2.50E-05,1.32E-04,0.189058437
1428,Warfarin,81-81-2,Rat cerebellar granule cell,20,96,1.02E-05,8.12E-05,1.40E-04,0.580670353
1429,di-n-butylphthalate,84-74-2,Rat cerebellar granule cell,20,96,2.74E-05,6.35E-06,1.23E-04,0.051793038
1430,hexachlorophene,70-30-4,Rat cerebellar granule cell,20,96,,,,
1431,hexamethylenetetramine,100-97-0,Rat cerebellar granule cell,20,96,,,,
1432,Malathion,121-75-5,Rat cerebellar granule cell,20,96,6.63E-06,6.60E-05,1.43E-04,0.46008068
1433,pentachlorophenol,87-86-5,Rat cerebellar granule cell,20,96,3.11E-05,7.95E-07,1.19E-04,0.006688224
1434,"2,2,2-trichloroethanol",115-20-8,Rat cerebellar granule cell,20,96,1.39E-06,1.28E-04,1.49E-04,0.862228195
1435,diethylphthalate,84-66-2,Rat cerebellar granule cell,20,96,8.36E-06,8.38E-05,1.42E-04,0.591993671
1436,4-chlorophenol,106-48-9,Rat cerebellar granule cell,20,96,7.34E-06,6.78E-05,1.43E-04,0.475343014
1437,permethrin,52645-53-1,Rat cerebellar granule cell,20,96,5.45E-05,1.41E-08,9.55E-05,0.000147354
1438,Aniline,62-53-3,Rat cerebellar granule cell,20,96,1.13E-06,1.36E-04,1.49E-04,0.911395617
1439,4-fluoroaniline,371-40-4,Rat cerebellar granule cell,20,96,1.07E-06,1.35E-04,1.49E-04,0.906745756
1440,"2,4,6-trichlorophenol",88-06-2,Rat cerebellar granule cell,20,96,2.27E-05,9.24E-06,1.27E-04,0.072548246
1441,Allyl alcohol,107-18-6,Rat cerebellar granule cell,20,96,7.78E-08,1.48E-04,1.50E-04,0.990030583
1442,N-methylaniline,100-61-8,Rat cerebellar granule cell,20,96,3.16E-06,1.19E-04,1.47E-04,0.812795753
1443,"3,4-dichloroaniline",95-76-1,Rat cerebellar granule cell,20,96,1.30E-05,4.24E-05,1.37E-04,0.309790853
1444,4-decylaniline,37529-30-9,Rat cerebellar granule cell,20,96,4.08E-05,1.14E-07,1.09E-04,0.001046946
1445,naphthalene,91-20-3,Rat cerebellar granule cell,20,96,2.07E-05,2.92E-05,1.29E-04,0.225844213
1446,"1,2,4-trichlorobenzene",120-82-1,Rat cerebellar granule cell,20,96,3.16E-05,5.72E-06,1.18E-04,0.048331489
1447,"1,2-dichlorobenzene",95-50-1,Rat cerebellar granule cell,20,96,2.33E-05,2.07E-05,1.27E-04,0.163663205
1448,dichloromethane,75-09-2,Rat cerebellar granule cell,20,96,1.88E-06,1.29E-04,1.48E-04,0.873663154
1449,tetrachloroethylene,127-18-4,Rat cerebellar granule cell,20,96,2.15E-05,3.08E-05,1.29E-04,0.239407977
1450,"2,3-dimethyl-1,3-butadiene",513-81-5,Rat cerebellar granule cell,20,96,1.03E-05,7.61E-05,1.40E-04,0.544545459
1451,cyclosporine A,59865-13-3,Rat cerebellar granule cell,20,96,,,,
1452,chlorpromazine,50-53-3,Rat cerebellar granule cell,20,96,4.44E-05,7.67E-07,1.06E-04,0.007267543
1453,PBDE 47,5436-43-1,Rat cerebellar granule cell,20,96,5.22E-05,2.93E-08,9.78E-05,0.000299881
1454,PBDE 99,60348-60-9,Rat cerebellar granule cell,20,96,5.54E-05,1.28E-08,9.46E-05,0.000135237
1455,PBDE 153,68631-49-2,Rat cerebellar granule cell,20,96,5.82E-05,4.93E-09,9.18E-05,5.37171E-05
1456,amiodarone,1951-25-3,Rat cerebellar granule cell,20,96,6.24E-05,2.83E-10,8.76E-05,3.23407E-06
1457,PFBS,375-73-5,Rat cerebellar granule cell,20,96,4.88E-06,8.15E-05,1.45E-04,0.561294698
1458,4:2 FTS,757124-72-4,Rat cerebellar granule cell,20,96,,,,
1459,PFNA,375-95-1,Rat cerebellar granule cell,20,96,,,,
1460,PFHxA,307-24-4,Rat cerebellar granule cell,20,96,,,,
1461,PFBA,375-22-4,Rat cerebellar granule cell,20,96,,,,
1462,PFOA,335-67-1,Rat cerebellar granule cell,20,96,,,,
1463,6:2 FTS,27619-97-2,Rat cerebellar granule cell,20,96,,,,
1464,8:2 FTS,39108-34-4,Rat cerebellar granule cell,20,96,,,,
1465,PFUnDA,2058-94-8,Rat cerebellar granule cell,20,96,,,,
1466,PFOS,1763-23-1,Rat cerebellar granule cell,20,96,,,,
1467,PFHpA,375-85-9,Rat cerebellar granule cell,20,96,,,,
1468,PFPeA,2706-90-3,Rat cerebellar granule cell,20,96,,,,
1469,PFHxS,355-46-4,Rat cerebellar granule cell,20,96,,,,
1470,PFDA,335-76-2,Rat cerebellar granule cell,20,96,,,,
1471,Azathioprine,446-86-6,Rat cerebellar granule cell,20,96,5.60E-07,1.42E-04,1.49E-04,0.952091802
1472,Benzocaine,94-09-7,Rat cerebellar granule cell,20,96,4.27E-06,1.06E-04,1.46E-04,0.730677885
1473,Butylated hydroxyanisole,25013-16-5,Rat cerebellar granule cell,20,96,,,,
1474,Cetirizine dihydrochloride,83881-52-1,Rat cerebellar granule cell,20,96,,,,
1475,Cyclamate,139-05-9,Rat cerebellar granule cell,20,96,,,,
1476,Cyclophosphamide,6055-19-2,Rat cerebellar granule cell,20,96,,,,
1477,Cypermethrin,67375-30-8,Rat cerebellar granule cell,20,96,,,,
1478,DEET,134-62-3,Rat cerebellar granule cell,20,96,3.65E-06,0.000117296,0.000146355,0.801451163
1479,Dexamethasone,50-02-2,Rat cerebellar granule cell,20,96,1.84E-06,9.94E-05,0.000148162,0.670872591
1480,Digoxin,20830-75-5,Rat cerebellar granule cell,20,96,7.25E-08,0.00014717,0.000149928,0.981608233
1481,Fenazaquin,120928-09-8,Rat cerebellar granule cell,20,96,,,,
1482,Fenbuconazole,114369-43-6,Rat cerebellar granule cell,20,96,,,,
1483,Fluazinam,79622-59-6,Rat cerebellar granule cell,20,96,2.93E-05,4.31051E-06,0.000120727,0.035704593
1484,Furosemide,54-31-9,Rat cerebellar granule cell,20,96,5.10E-06,9.2621E-05,0.000144902,0.639197136
1485,Glybenclamide,10238-21-8,Rat cerebellar granule cell,20,96,2.17E-05,1.29269E-06,0.000128263,0.010078458
1486,HC Red 3,2871-01-4,Rat cerebellar granule cell,20,96,,,,
1487,Hydralazine hydrochloride,304-20-1,Rat cerebellar granule cell,20,96,,,,
1488,Ketoconazole,65277-42-1,Rat cerebellar granule cell,20,96,2.44E-05,2.60E-05,0.000125617,0.207346197
1489,Metformin,1115-70-4,Rat cerebellar granule cell,20,96,,,,
1490,Metoclopramide,364-62-5,Rat cerebellar granule cell,20,96,9.21E-06,6.36E-05,0.00014079,0.451688379
1491,Nitrofurantoin,67-20-9,Rat cerebellar granule cell,20,96,6.09E-08,0.000148975,0.000149939,0.993570819
1492,Oxytetracycline hydrochloride,2058-46-0,Rat cerebellar granule cell,20,96,,,,
1493,Panthenol,16485-10-2 ,Rat cerebellar granule cell,20,96,,,,
1494,Paracetamol,103-90-2,Rat cerebellar granule cell,20,96,2.98E-07,0.000142015,0.000149702,0.9486514
1495,Topiramate,97240-79-4,Rat cerebellar granule cell,20,96,3.00E-08,1.49E-04,0.00014997,0.996157234
1496,Trimellitic anhydride,552-30-7,Rat cerebellar granule cell,20,96,,,,
1497,Verapamil hydrochloride,152-11-4,Rat cerebellar granule cell,20,96,,,,
1498,Warfarin,129-06-6,Rat cerebellar granule cell,20,96,,,,
1499,"2,4-Dinitrophenol",51-28-5,Balbc_3T3,20,96,8.69E-07,1.20E-04,1.49E-04,0.804541882
1500,Aldrin,309-00-2,Balbc_3T3,20,96,9.47E-06,2.67E-07,1.41E-04,0.001897808
1501,Azinphos-methyl,86-50-0,Balbc_3T3,20,96,1.50E-05,1.63E-10,1.35E-04,1.20615E-06
1502,Chlorpyrifos,2921-88-2,Balbc_3T3,20,96,7.89E-06,7.33E-06,1.42E-04,0.051583839
1503,"DDD-p,p'",50-29-3,Balbc_3T3,20,96,9.68E-06,1.71E-08,1.40E-04,0.000122124
1504,"DDT-o,p'",789-02-6,Balbc_3T3,20,96,8.73E-06,4.82E-08,1.41E-04,0.000341275
1505,"DDT-p,p'",72-54-8,Balbc_3T3,20,96,9.38E-06,4.87E-08,1.41E-04,0.000346547
1506,Diazinon,333-41-5,Balbc_3T3,20,96,4.22E-06,3.46E-05,1.46E-04,0.237577377
1507,Dicofol,115-32-2,Balbc_3T3,20,96,1.51E-05,5.86E-11,1.35E-04,4.34526E-07
1508,Dieldrin,60-57-1,Balbc_3T3,20,96,8.69E-06,1.26E-06,1.41E-04,0.008935353
1509,Disulfoton,298-04-4,Balbc_3T3,20,96,5.70E-06,2.53E-05,1.44E-04,0.175183537
1510,Endosulfan I,115-29-7,Balbc_3T3,20,96,4.15E-08,1.49E-04,1.50E-04,0.995205135
1511,Endrin,72-20-8,Balbc_3T3,20,96,4.96E-06,1.27E-05,1.45E-04,0.087231109
1512,Ethion,563-12-2,Balbc_3T3,20,96,4.90E-06,1.05E-05,1.45E-04,0.072170854
1513,Heptachlor,76-44-8,Balbc_3T3,20,96,1.04E-05,4.74E-07,1.40E-04,0.003398105
1514,Heptachlor epoxide B,1024-57-3,Balbc_3T3,20,96,8.94E-06,8.31E-07,1.41E-04,0.005894128
1515,Lindane,58-89-9,Balbc_3T3,20,96,5.62E-06,2.83E-05,1.44E-04,0.196071627
1516,"Methoxychlor-o,p'",72-43-5,Balbc_3T3,20,96,7.16E-06,6.69E-07,1.43E-04,0.004682594
1517,Parathion,56-38-2,Balbc_3T3,20,96,5.29E-06,3.26E-05,1.45E-04,0.225504635
1518,Trifluralin,1582-09-8,Balbc_3T3,20,96,4.72E-06,3.39E-06,1.45E-04,0.02332299
1519,Eugenol F,97-53-0,Balbc_3T3,20,96,1.73E-06,9.33E-05,1.48E-04,0.629225484
1520,Methyl-antranilate,134-20-3,Balbc_3T3,20,96,7.29E-07,1.28E-04,1.49E-04,0.855838679
1521,Lilyfore,285977-85-7,Balbc_3T3,20,96,,,,
1522,Damascone beta,23726-91-2,Balbc_3T3,20,96,,,,
1523,Veloutone,14595-54-1,Balbc_3T3,20,96,,,,
1524,Verdox,82356-51-2,Balbc_3T3,20,96,,,,
1525,Nirvanol,1506-02-1,Balbc_3T3,20,96,,,,
1526,Cetalox,3738-00-9,Balbc_3T3,20,96,,,,
1527,Tonalide,21145-77-7,Balbc_3T3,20,96,,,,
1528,Caffeine,58-08-2,Balbc_3T3,20,96,5.12E-08,1.49E-04,1.50E-04,0.993967836
1529,Lamotrigine,84057-84-1,Balbc_3T3,20,96,2.33E-06,7.85E-05,1.48E-04,0.531272315
1530,Diclofenac,15307-79-6,Balbc_3T3,20,96,,,,
1531,"2,4-Dichlorophenoxyacetic",94-75-7,Balbc_3T3,20,96,2.29E-06,6.55E-05,1.48E-04,0.443729456
1532,(S)-Naproxen,22204-53-1,Balbc_3T3,20,96,4.24E-06,1.26E-05,1.46E-04,0.086659244
1533,Ibuprofen,15687-27-1,Balbc_3T3,20,96,4.45E-06,2.47E-05,1.46E-04,0.169579886
1534,Torasemide,56211-40-6,Balbc_3T3,20,96,4.22E-06,2.76E-05,1.46E-04,0.189058437
1535,Warfarin,81-81-2,Balbc_3T3,20,96,2.29E-06,8.58E-05,1.48E-04,0.580670353
1536,di-n-butylphthalate,84-74-2,Balbc_3T3,20,96,6.04E-06,7.46E-06,1.44E-04,0.051793038
1537,hexachlorophene,70-30-4,Balbc_3T3,20,96,,,,
1538,hexamethylenetetramine,100-97-0,Balbc_3T3,20,96,,,,
1539,Malathion,121-75-5,Balbc_3T3,20,96,2.10E-06,6.80E-05,1.48E-04,0.46008068
1540,pentachlorophenol,87-86-5,Balbc_3T3,20,96,6.77E-06,9.58E-07,1.43E-04,0.006688224
1541,"2,2,2-trichloroethanol",115-20-8,Balbc_3T3,20,96,5.19E-07,1.29E-04,1.49E-04,0.862228195
1542,diethylphthalate,84-66-2,Balbc_3T3,20,96,2.02E-06,8.76E-05,1.48E-04,0.591993671
1543,4-chlorophenol,106-48-9,Balbc_3T3,20,96,2.15E-06,7.03E-05,1.48E-04,0.475343014
1544,permethrin,52645-53-1,Balbc_3T3,20,96,1.17E-05,2.04E-08,1.38E-04,0.000147354
1545,Aniline,62-53-3,Balbc_3T3,20,96,3.72E-07,1.36E-04,1.50E-04,0.911395617
1546,4-fluoroaniline,371-40-4,Balbc_3T3,20,96,3.77E-07,1.36E-04,1.50E-04,0.906745756
1547,"2,4,6-trichlorophenol",88-06-2,Balbc_3T3,20,96,5.23E-06,1.05E-05,1.45E-04,0.072548246
1548,Allyl alcohol,107-18-6,Balbc_3T3,20,96,6.23E-08,1.48E-04,1.50E-04,0.990030583
1549,N-methylaniline,100-61-8,Balbc_3T3,20,96,8.52E-07,1.21E-04,1.49E-04,0.812795753
1550,"3,4-dichloroaniline",95-76-1,Balbc_3T3,20,96,3.28E-06,4.55E-05,1.47E-04,0.309790853
1551,4-decylaniline,37529-30-9,Balbc_3T3,20,96,8.61E-06,1.48E-07,1.41E-04,0.001046946
1552,naphthalene,91-20-3,Balbc_3T3,20,96,4.59E-06,3.28E-05,1.45E-04,0.225844213
1553,"1,2,4-trichlorobenzene",120-82-1,Balbc_3T3,20,96,6.76E-06,6.92E-06,1.43E-04,0.048331489
1554,"1,2-dichlorobenzene",95-50-1,Balbc_3T3,20,96,5.13E-06,2.37E-05,1.45E-04,0.163663205
1555,dichloromethane,75-09-2,Balbc_3T3,20,96,5.53E-07,1.31E-04,1.49E-04,0.873663154
1556,tetrachloroethylene,127-18-4,Balbc_3T3,20,96,4.68E-06,3.48E-05,1.45E-04,0.239407977
1557,"2,3-dimethyl-1,3-butadiene",513-81-5,Balbc_3T3,20,96,2.39E-06,8.04E-05,1.48E-04,0.544545459
1558,cyclosporine A,59865-13-3,Balbc_3T3,20,96,,,,
1559,chlorpromazine,50-53-3,Balbc_3T3,20,96,9.35E-06,1.02E-06,1.41E-04,0.007267543
1560,PBDE 47,5436-43-1,Balbc_3T3,20,96,1.11E-05,4.16E-08,1.39E-04,0.000299881
1561,PBDE 99,60348-60-9,Balbc_3T3,20,96,1.19E-05,1.87E-08,1.38E-04,0.000135237
1562,PBDE 153,68631-49-2,Balbc_3T3,20,96,1.27E-05,7.38E-09,1.37E-04,5.37171E-05
1563,amiodarone,1951-25-3,Balbc_3T3,20,96,1.39E-05,4.40E-10,1.36E-04,3.23407E-06
1564,PFBS,375-73-5,Balbc_3T3,20,96,1.64E-06,8.33E-05,1.48E-04,0.561294698
1565,4:2 FTS,757124-72-4,Balbc_3T3,20,96,,,,
1566,PFNA,375-95-1,Balbc_3T3,20,96,,,,
1567,PFHxA,307-24-4,Balbc_3T3,20,96,,,,
1568,PFBA,375-22-4,Balbc_3T3,20,96,,,,
1569,PFOA,335-67-1,Balbc_3T3,20,96,,,,
1570,6:2 FTS,27619-97-2,Balbc_3T3,20,96,,,,
1571,8:2 FTS,39108-34-4,Balbc_3T3,20,96,,,,
1572,PFUnDA,2058-94-8,Balbc_3T3,20,96,,,,
1573,PFOS,1763-23-1,Balbc_3T3,20,96,,,,
1574,PFHpA,375-85-9,Balbc_3T3,20,96,,,,
1575,PFPeA,2706-90-3,Balbc_3T3,20,96,,,,
1576,PFHxS,355-46-4,Balbc_3T3,20,96,,,,
1577,PFDA,335-76-2,Balbc_3T3,20,96,,,,
1578,Azathioprine,446-86-6,Balbc_3T3,20,96,2.09E-07,1.43E-04,1.50E-04,0.952091802
1579,Benzocaine,94-09-7,Balbc_3T3,20,96,1.18E-06,1.09E-04,1.49E-04,0.730677885
1580,Butylated hydroxyanisole,25013-16-5,Balbc_3T3,20,96,,,,
1581,Cetirizine dihydrochloride,83881-52-1,Balbc_3T3,20,96,,,,
1582,Cyclamate,139-05-9,Balbc_3T3,20,96,,,,
1583,Cyclophosphamide,6055-19-2,Balbc_3T3,20,96,,,,
1584,Cypermethrin,67375-30-8,Balbc_3T3,20,96,,,,
1585,DEET,134-62-3,Balbc_3T3,20,96,9.38E-07,0.000119466,0.000149062,0.801451163
1586,Dexamethasone,50-02-2,Balbc_3T3,20,96,1.02E-06,9.99E-05,0.000148985,0.670872591
1587,Digoxin,20830-75-5,Balbc_3T3,20,96,8.13E-08,0.000147161,0.000149919,0.981608233
1588,Fenazaquin,120928-09-8,Balbc_3T3,20,96,,,,
1589,Fenbuconazole,114369-43-6,Balbc_3T3,20,96,,,,
1590,Fluazinam,79622-59-6,Balbc_3T3,20,96,6.39E-06,5.12756E-06,0.000143611,0.035704593
1591,Furosemide,54-31-9,Balbc_3T3,20,96,1.49E-06,9.49246E-05,0.000148506,0.639197136
1592,Glybenclamide,10238-21-8,Balbc_3T3,20,96,5.22E-06,1.45914E-06,0.000144778,0.010078458
1593,HC Red 3,2871-01-4,Balbc_3T3,20,96,,,,
1594,Hydralazine hydrochloride,304-20-1,Balbc_3T3,20,96,,,,
1595,Ketoconazole,65277-42-1,Balbc_3T3,20,96,5.21E-06,3.00E-05,0.000144791,0.207346197
1596,Metformin,1115-70-4,Balbc_3T3,20,96,,,,
1597,Metoclopramide,364-62-5,Balbc_3T3,20,96,2.45E-06,6.66E-05,0.000147546,0.451688379
1598,Nitrofurantoin,67-20-9,Balbc_3T3,20,96,5.20E-08,0.000148984,0.000149948,0.993570819
1599,Oxytetracycline hydrochloride,2058-46-0,Balbc_3T3,20,96,,,,
1600,Panthenol,16485-10-2 ,Balbc_3T3,20,96,,,,
1601,Paracetamol,103-90-2,Balbc_3T3,20,96,1.85E-07,0.000142122,0.000149815,0.9486514
1602,Topiramate,97240-79-4,Balbc_3T3,20,96,4.23E-08,1.49E-04,0.000149958,0.996157234
1603,Trimellitic anhydride,552-30-7,Balbc_3T3,20,96,,,,
1604,Verapamil hydrochloride,152-11-4,Balbc_3T3,20,96,,,,
1605,Warfarin,129-06-6,Balbc_3T3,20,96,,,,
1606,"2,4-Dinitrophenol",51-28-5,FishRtgut,20,96,1.22E-07,1.21E-04,1.50E-04,0.804541882
1607,Aldrin,309-00-2,FishRtgut,20,96,1.42E-06,2.82E-07,1.49E-04,0.001897808
1608,Azinphos-methyl,86-50-0,FishRtgut,20,96,2.40E-06,1.78E-10,1.48E-04,1.20615E-06
1609,Chlorpyrifos,2921-88-2,FishRtgut,20,96,1.16E-06,7.68E-06,1.49E-04,0.051583839
1610,"DDD-p,p'",50-29-3,FishRtgut,20,96,1.45E-06,1.81E-08,1.49E-04,0.000122124
1611,"DDT-o,p'",789-02-6,FishRtgut,20,96,1.29E-06,5.08E-08,1.49E-04,0.000341275
1612,"DDT-p,p'",72-54-8,FishRtgut,20,96,1.40E-06,5.15E-08,1.49E-04,0.000346547
1613,Diazinon,333-41-5,FishRtgut,20,96,5.77E-07,3.55E-05,1.49E-04,0.237577377
1614,Dicofol,115-32-2,FishRtgut,20,96,2.41E-06,6.41E-11,1.48E-04,4.34526E-07
1615,Dieldrin,60-57-1,FishRtgut,20,96,1.29E-06,1.33E-06,1.49E-04,0.008935353
1616,Disulfoton,298-04-4,FishRtgut,20,96,8.10E-07,2.61E-05,1.49E-04,0.175183537
1617,Endosulfan I,115-29-7,FishRtgut,20,96,1.90E-08,1.49E-04,1.50E-04,0.995205135
1618,Endrin,72-20-8,FishRtgut,20,96,6.78E-07,1.30E-05,1.49E-04,0.087231109
1619,Ethion,563-12-2,FishRtgut,20,96,6.66E-07,1.08E-05,1.49E-04,0.072170854
1620,Heptachlor,76-44-8,FishRtgut,20,96,1.58E-06,5.04E-07,1.48E-04,0.003398105
1621,Heptachlor epoxide B,1024-57-3,FishRtgut,20,96,1.33E-06,8.76E-07,1.49E-04,0.005894128
1622,Lindane,58-89-9,FishRtgut,20,96,7.98E-07,2.93E-05,1.49E-04,0.196071627
