,Chemical,CAS,Cell.type,FBS,Well,Q_cells,Q_media_free,Q_media,F_free_media
157,Allyl alcohol,107-18-6,Balbc_3T3,2,96,3.99E-08,1.40E-04,1.40E-04,1.000235302
158,N-methylaniline,100-61-8,Balbc_3T3,2,96,3.91E-07,1.27E-04,1.28E-04,0.994431355
159,"3,4-dichloroaniline",95-76-1,Balbc_3T3,2,96,3.25E-06,1.01E-04,1.09E-04,0.930025578
160,4-decylaniline,37529-30-9,Balbc_3T3,2,96,7.84E-05,5.10E-07,5.02E-05,0.01014587
161,naphthalene,91-20-3,Balbc_3T3,2,96,6.55E-06,4.93E-05,6.61E-05,0.746223652
162,"1,2,4-trichlorobenzene",120-82-1,Balbc_3T3,2,96,2.89E-06,4.34E-06,1.25E-05,0.348332316
163,"1,2-dichlorobenzene",95-50-1,Balbc_3T3,2,96,1.17E-06,6.52E-06,9.58E-06,0.680785945
164,dichloromethane,75-09-2,Balbc_3T3,2,96,1.47E-08,1.13E-05,1.13E-05,0.998206451
165,tetrachloroethylene,127-18-4,Balbc_3T3,2,96,4.10E-07,2.45E-06,3.51E-06,0.696672964
166,"2,3-dimethyl-1,3-butadiene",513-81-5,Balbc_3T3,2,96,6.74E-09,8.67E-08,1.03E-07,0.838476732
167,cyclosporine A,59865-13-3,Balbc_3T3,2,96,4.88E-06,8.91E-05,1.01E-04,0.882653472
168,chlorpromazine,50-53-3,Balbc_3T3,2,96,5.05E-05,2.75E-06,6.44E-05,0.042757652
169,PBDE 47,5436-43-1,Balbc_3T3,2,96,8.88E-05,1.84E-07,4.67E-05,0.003929009
170,PBDE 99,60348-60-9,Balbc_3T3,2,96,9.59E-05,6.02E-08,4.49E-05,0.001342522
171,PBDE 153,68631-49-2,Balbc_3T3,2,96,1.01E-04,1.63E-08,4.39E-05,0.000372014
172,amiodarone,1951-25-3,Balbc_3T3,2,96,9.83E-05,3.44E-08,4.43E-05,0.000776636
173,PFBS,375-73-5,Balbc_3T3,2,96,3.00E-07,1.38E-04,1.38E-04,0.996361397
174,4:2 FTS,757124-72-4,Balbc_3T3,2,96,5.07E-07,1.33E-04,1.34E-04,0.992782666
175,PFNA,375-95-1,Balbc_3T3,2,96,7.15E-05,8.33E-07,5.29E-05,0.015768742
176,PFHxA,307-24-4,Balbc_3T3,2,96,2.05E-05,1.89E-05,7.81E-05,0.241309502
177,PFBA,375-22-4,Balbc_3T3,2,96,4.61E-07,1.32E-04,1.33E-04,0.993490514
178,PFOA,335-67-1,Balbc_3T3,2,96,1.89E-05,2.05E-05,7.47E-05,0.27439223
179,6:2 FTS,27619-97-2,Balbc_3T3,2,96,5.18E-06,8.43E-05,9.70E-05,0.869228551
180,8:2 FTS,39108-34-4,Balbc_3T3,2,96,2.01E-05,1.94E-05,7.75E-05,0.250477863
181,PFUnDA,2058-94-8,Balbc_3T3,2,96,2.49E-05,5.22E-06,1.25E-04,0.041751562
182,PFOS,1763-23-1,Balbc_3T3,2,96,2.49E-05,5.22E-06,1.25E-04,0.041751562
183,PFHpA,375-85-9,Balbc_3T3,2,96,1.10E-05,4.83E-05,7.73E-05,0.624882399
184,PFPeA,2706-90-3,Balbc_3T3,2,96,1.55E-06,1.14E-04,1.17E-04,0.970870084
185,PFHxS,355-46-4,Balbc_3T3,2,96,3.35E-06,9.96E-05,1.07E-04,0.926731714
186,PFDA,335-76-2,Balbc_3T3,2,96,4.23E-05,3.08E-06,1.08E-04,0.028655711
187,Azathioprine,446-86-6,Balbc_3T3,2,96,4.02E-08,1.48E-04,1.48E-04,1.000259671
188,Benzocaine,94-09-7,Balbc_3T3,2,96,6.30E-07,1.32E-04,1.33E-04,0.990681691
189,Butylated hydroxyanisole,25013-16-5,Balbc_3T3,2,96,1.02E-05,5.80E-05,8.45E-05,0.686130849
190,Cetirizine dihydrochloride,83881-52-1,Balbc_3T3,2,96,7.47E-08,1.46E-04,1.46E-04,0.999801852
191,Cyclamate,139-05-9,Balbc_3T3,2,96,3.16E-08,0.000149197,0.000149201,1.000365602
192,Cyclophosphamide,6055-19-2,Balbc_3T3,2,96,7.26E-08,0.000145865,0.000145947,0.999829995
193,Cypermethrin,67375-30-8,Balbc_3T3,2,96,8.52E-05,2.75E-07,4.78487E-05,0.005742934
194,DEET,134-62-3,Balbc_3T3,2,96,1.21E-06,0.000122902,0.00012555,0.979296352
195,Dexamethasone,50-02-2,Balbc_3T3,2,96,7.13E-07,1.30E-04,0.000131743,0.989154705
196,Digoxin,20830-75-5,Balbc_3T3,2,96,1.87E-07,0.000141436,0.000141753,0.998152269
197,Fenazaquin,120928-09-8,Balbc_3T3,2,96,5.40E-05,2.32655E-06,6.23207E-05,0.037346358
198,Fenbuconazole,114369-43-6,Balbc_3T3,2,96,7.90E-06,7.00E-05,9.01E-05,0.777564681
199,Fluazinam,79622-59-6,Balbc_3T3,2,96,1.83E-05,2.62235E-05,7.77994E-05,0.337196496
200,Furosemide,54-31-9,Balbc_3T3,2,96,1.03E-07,0.000148152,0.000149886,0.988819057
201,Glybenclamide,10238-21-8,Balbc_3T3,2,96,3.22E-05,6.48218E-06,7.80867E-05,0.083044954
202,HC Red 3,2871-01-4,Balbc_3T3,2,96,4.10E-08,1.48E-04,1.48E-04,1.000249737
203,Hydralazine hydrochloride,304-20-1,Balbc_3T3,2,96,7.57E-08,0.000145702,0.00014579,0.999787255
204,Ketoconazole,65277-42-1,Balbc_3T3,2,96,2.25E-05,1.46E-05,8.09657E-05,0.179988856
205,Metformin,1115-70-4,Balbc_3T3,2,96,3.05E-08,0.000149437,0.000149439,1.000377836
206,Metoclopramide,364-62-5,Balbc_3T3,2,96,2.87E-06,1.05E-04,0.000111862,0.940508131
207,Nitrofurantoin,67-20-9,Balbc_3T3,2,96,3.22E-08,0.000149072,0.000149077,1.000357685
208,Oxytetracycline hydrochloride,2058-46-0,Balbc_3T3,2,96,2.97E-08,0.000149745,0.000149745,1.000387563
209,Panthenol,16485-10-2 ,Balbc_3T3,2,96,3.05E-08,1.49E-04,0.000149456,1.000378555
210,Paracetamol,103-90-2,Balbc_3T3,2,96,5.45E-08,0.000146947,0.000146993,1.000075203
211,Topiramate,97240-79-4,Balbc_3T3,2,96,2.98E-08,0.0001497,0.0001497,1.000386574
212,Trimellitic anhydride,552-30-7,Balbc_3T3,2,96,2.77E-07,0.000138938,0.000139447,0.99673725
213,Verapamil hydrochloride,152-11-4,Balbc_3T3,2,96,2.38E-05,1.13956E-05,8.30333E-05,0.137294246
214,Warfarin,129-06-6,Balbc_3T3,2,96,2.20E-06,0.000111587,0.000116618,0.957225144
215,"2,4-Dinitrophenol",51-28-5,FishRtgut,2,96,5.61E-08,1.36E-04,1.37E-04,0.994283919
216,Aldrin,309-00-2,FishRtgut,2,96,1.53E-05,6.91E-07,9.54E-05,0.007245657
217,Azinphos-methyl,86-50-0,FishRtgut,2,96,3.78E-07,1.01E-04,1.10E-04,0.91971443
218,Chlorpyrifos,2921-88-2,FishRtgut,2,96,4.35E-06,7.05E-06,9.56E-05,0.073737078
219,"DDD-p,p'",50-29-3,FishRtgut,2,96,1.87E-05,3.26E-07,1.02E-04,0.003201257
220,"DDT-o,p'",789-02-6,FishRtgut,2,96,1.61E-05,6.32E-07,9.79E-05,0.006455554
221,"DDT-p,p'",72-54-8,FishRtgut,2,96,1.24E-05,1.36E-06,9.39E-05,0.014475667
222,Diazinon,333-41-5,FishRtgut,2,96,1.68E-06,3.92E-05,8.63E-05,0.454744329
223,Dicofol,115-32-2,FishRtgut,2,96,4.65E-06,6.56E-06,9.51E-05,0.068955307
224,Dieldrin,60-57-1,FishRtgut,2,96,5.18E-06,5.79E-06,9.43E-05,0.061440283
225,Disulfoton,298-04-4,FishRtgut,2,96,2.02E-06,2.90E-05,8.76E-05,0.331694573
226,Endosulfan I,115-29-7,FishRtgut,2,96,1.71E-06,3.82E-05,8.63E-05,0.44251938
227,Endrin,72-20-8,FishRtgut,2,96,7.08E-06,3.85E-06,9.26E-05,0.041634285
228,Ethion,563-12-2,FishRtgut,2,96,4.91E-06,6.17E-06,9.47E-05,0.065127306
229,Heptachlor,76-44-8,FishRtgut,2,96,1.22E-05,1.40E-06,9.36E-05,0.014982094
230,Heptachlor epoxide B,1024-57-3,FishRtgut,2,96,4.45E-06,6.88E-06,9.55E-05,0.072120204
231,Lindane,58-89-9,FishRtgut,2,96,1.51E-06,4.37E-05,8.56E-05,0.510217563
232,"Methoxychlor-o,p'",72-43-5,FishRtgut,2,96,4.97E-06,6.09E-06,9.46E-05,0.06437867
233,Parathion,56-38-2,FishRtgut,2,96,1.71E-06,3.82E-05,8.63E-05,0.44251938
234,Trifluralin,1582-09-8,FishRtgut,2,96,6.48E-06,4.34E-06,9.27E-05,0.046854026
235,Eugenol F,97-53-0,FishRtgut,2,96,1.58E-07,1.21E-04,1.24E-04,0.974200527
236,Methyl-antranilate,134-20-3,FishRtgut,2,96,7.88E-08,1.32E-04,1.33E-04,0.99019704
237,Lilyfore,285977-85-7,FishRtgut,2,96,8.35E-07,7.29E-05,9.43E-05,0.77326174
238,Damascone beta,23726-91-2,FishRtgut,2,96,2.29E-06,1.76E-05,8.69E-05,0.202935234
239,Veloutone,14595-54-1,FishRtgut,2,96,6.11E-06,4.70E-06,9.31E-05,0.050571755
240,Verdox,82356-51-2,FishRtgut,2,96,1.50E-05,7.60E-07,9.55E-05,0.00796788
241,Nirvanol,1506-02-1,FishRtgut,2,96,9.03E-06,2.62E-06,9.22E-05,0.028437992
242,Cetalox,3738-00-9,FishRtgut,2,96,6.00E-06,3.50E-06,8.08E-05,0.043327129
243,Tonalide,21145-77-7,FishRtgut,2,96,9.03E-06,2.62E-06,9.22E-05,0.028437992
244,Caffeine,58-08-2,FishRtgut,2,96,1.83E-08,1.48E-04,1.48E-04,1.000304038
245,Lamotrigine,84057-84-1,FishRtgut,2,96,2.75E-07,1.10E-04,1.16E-04,0.947481012
246,Diclofenac,15307-79-6,FishRtgut,2,96,1.78E-08,1.50E-04,1.50E-04,0.999969329
247,"2,4-Dichlorophenoxyacetic",94-75-7,FishRtgut,2,96,3.17E-08,1.39E-04,1.50E-04,0.924333076
248,(S)-Naproxen,22204-53-1,FishRtgut,2,96,4.81E-08,1.24E-04,1.50E-04,0.828427689
249,Ibuprofen,15687-27-1,FishRtgut,2,96,9.15E-08,8.22E-05,1.50E-04,0.549262767
250,Torasemide,56211-40-6,FishRtgut,2,96,2.93E-07,1.01E-04,1.35E-04,0.743698713
251,Warfarin,81-81-2,FishRtgut,2,96,3.01E-08,1.41E-04,1.50E-04,0.941505608
252,di-n-butylphthalate,84-74-2,FishRtgut,2,96,2.89E-06,1.06E-05,9.98E-05,0.105854763
253,hexachlorophene,70-30-4,FishRtgut,2,96,1.17E-05,1.39E-06,1.37E-04,0.010156585
254,hexamethylenetetramine,100-97-0,FishRtgut,2,96,1.65E-08,1.40E-04,1.40E-04,1.000385412
255,Malathion,121-75-5,FishRtgut,2,96,1.87E-07,1.18E-04,1.22E-04,0.967913055
256,pentachlorophenol,87-86-5,FishRtgut,2,96,3.25E-07,1.23E-05,1.49E-04,0.08201945
257,"2,2,2-trichloroethanol",115-20-8,FishRtgut,2,96,3.66E-08,1.29E-04,1.30E-04,0.997078122
258,diethylphthalate,84-66-2,FishRtgut,2,96,2.16E-07,1.15E-04,1.19E-04,0.961116816
259,4-chlorophenol,106-48-9,FishRtgut,2,96,1.97E-07,1.16E-04,1.21E-04,0.965509205
260,permethrin,52645-53-1,FishRtgut,2,96,1.56E-05,7.05E-07,9.73E-05,0.007245657
261,Aniline,62-53-3,FishRtgut,2,96,2.40E-08,1.43E-04,1.43E-04,0.999464278
262,4-fluoroaniline,371-40-4,FishRtgut,2,96,2.89E-08,1.40E-04,1.40E-04,0.998681172
263,"2,4,6-trichlorophenol",88-06-2,FishRtgut,2,96,1.45E-06,4.48E-05,8.49E-05,0.528719239
264,Allyl alcohol,107-18-6,FishRtgut,2,96,1.78E-08,1.40E-04,1.40E-04,1.000235302
265,N-methylaniline,100-61-8,FishRtgut,2,96,5.18E-08,1.28E-04,1.28E-04,0.994431355
266,"3,4-dichloroaniline",95-76-1,FishRtgut,2,96,3.39E-07,1.03E-04,1.11E-04,0.930025578
267,4-decylaniline,37529-30-9,FishRtgut,2,96,1.41E-05,9.68E-07,9.54E-05,0.01014587
268,naphthalene,91-20-3,FishRtgut,2,96,6.74E-07,5.13E-05,6.88E-05,0.746223652
269,"1,2,4-trichlorobenzene",120-82-1,FishRtgut,2,96,2.86E-07,4.42E-06,1.27E-05,0.348332316
270,"1,2-dichlorobenzene",95-50-1,FishRtgut,2,96,1.16E-07,6.56E-06,9.65E-06,0.680785945
271,dichloromethane,75-09-2,FishRtgut,2,96,2.59E-09,1.13E-05,1.13E-05,0.998206451
272,tetrachloroethylene,127-18-4,FishRtgut,2,96,4.06E-08,2.45E-06,3.52E-06,0.696672964
273,"2,3-dimethyl-1,3-butadiene",513-81-5,FishRtgut,2,96,6.72E-10,8.67E-08,1.03E-07,0.838476732
274,cyclosporine A,59865-13-3,FishRtgut,2,96,5.05E-07,9.18E-05,1.04E-04,0.882653472
275,chlorpromazine,50-53-3,FishRtgut,2,96,6.95E-06,3.96E-06,9.27E-05,0.042757652
276,PBDE 47,5436-43-1,FishRtgut,2,96,1.80E-05,3.96E-07,1.01E-04,0.003929009
277,PBDE 99,60348-60-9,FishRtgut,2,96,2.13E-05,1.43E-07,1.07E-04,0.001342522
278,PBDE 153,68631-49-2,FishRtgut,2,96,2.39E-05,4.18E-08,1.12E-04,0.000372014
279,amiodarone,1951-25-3,FishRtgut,2,96,2.26E-05,8.49E-08,1.09E-04,0.000776636
280,PFBS,375-73-5,FishRtgut,2,96,4.37E-08,1.38E-04,1.39E-04,0.996361397
281,4:2 FTS,757124-72-4,FishRtgut,2,96,6.40E-08,1.33E-04,1.34E-04,0.992782666
282,PFNA,375-95-1,FishRtgut,2,96,1.19E-05,1.47E-06,9.30E-05,0.015768742
283,PFHxA,307-24-4,FishRtgut,2,96,2.27E-06,2.15E-05,8.91E-05,0.241309502
284,PFBA,375-22-4,FishRtgut,2,96,5.93E-08,1.32E-04,1.33E-04,0.993490514
285,PFOA,335-67-1,FishRtgut,2,96,2.08E-06,2.31E-05,8.43E-05,0.27439223
286,6:2 FTS,27619-97-2,FishRtgut,2,96,5.36E-07,8.70E-05,1.00E-04,0.869228551
287,8:2 FTS,39108-34-4,FishRtgut,2,96,2.22E-06,2.21E-05,8.81E-05,0.250477863
288,PFUnDA,2058-94-8,FishRtgut,2,96,1.07E-06,6.21E-06,1.49E-04,0.041751562
289,PFOS,1763-23-1,FishRtgut,2,96,1.07E-06,6.21E-06,1.49E-04,0.041751562
290,PFHpA,375-85-9,FishRtgut,2,96,1.15E-06,5.17E-05,8.27E-05,0.624882399
291,PFPeA,2706-90-3,FishRtgut,2,96,1.67E-07,1.15E-04,1.18E-04,0.970870084
292,PFHxS,355-46-4,FishRtgut,2,96,3.48E-07,1.02E-04,1.10E-04,0.926731714
293,PFDA,335-76-2,FishRtgut,2,96,2.09E-06,4.24E-06,1.48E-04,0.028655711
294,Azathioprine,446-86-6,FishRtgut,2,96,1.86E-08,1.48E-04,1.48E-04,1.000259671
295,Benzocaine,94-09-7,FishRtgut,2,96,7.62E-08,1.32E-04,1.33E-04,0.990681691
296,Butylated hydroxyanisole,25013-16-5,FishRtgut,2,96,1.07E-06,6.17E-05,9.00E-05,0.686130849
297,Cetirizine dihydrochloride,83881-52-1,FishRtgut,2,96,2.19E-08,1.46E-04,1.46E-04,0.999801852
298,Cyclamate,139-05-9,FishRtgut,2,96,1.78E-08,0.000149211,0.000149214,1.000365602
299,Cyclophosphamide,6055-19-2,FishRtgut,2,96,2.17E-08,0.000145915,0.000145997,0.999829995
300,Cypermethrin,67375-30-8,FishRtgut,2,96,1.65E-05,5.66028E-07,9.85991E-05,0.005742934
301,DEET,134-62-3,FishRtgut,2,96,1.34E-07,0.000123795,0.000126461,0.979296352
302,Dexamethasone,50-02-2,FishRtgut,2,96,8.44E-08,1.31E-04,0.000132297,0.989154705
303,Digoxin,20830-75-5,FishRtgut,2,96,3.28E-08,0.000141582,0.000141899,0.998152269
304,Fenazaquin,120928-09-8,FishRtgut,2,96,7.64E-06,3.44843E-06,9.23724E-05,0.037346358
305,Fenbuconazole,114369-43-6,FishRtgut,2,96,8.23E-07,7.35E-05,9.46E-05,0.777564681
306,Fluazinam,79622-59-6,FishRtgut,2,96,2.00E-06,2.94634E-05,8.74115E-05,0.337196496
307,Furosemide,54-31-9,FishRtgut,2,96,2.02E-08,0.000148234,0.000149969,0.988819057
308,Glybenclamide,10238-21-8,FishRtgut,2,96,3.84E-06,8.0396E-06,9.68479E-05,0.083044954
309,HC Red 3,2871-01-4,FishRtgut,2,96,1.87E-08,1.48E-04,1.48E-04,1.000249737
310,Hydralazine hydrochloride,304-20-1,FishRtgut,2,96,2.20E-08,0.000145754,0.000145842,0.999787255
311,Ketoconazole,65277-42-1,FishRtgut,2,96,2.52E-06,1.68E-05,9.36292E-05,0.179988856
312,Metformin,1115-70-4,FishRtgut,2,96,1.77E-08,0.00014945,0.000149452,1.000377836
313,Metoclopramide,364-62-5,FishRtgut,2,96,3.00E-07,1.07E-04,0.000113815,0.940508131
314,Nitrofurantoin,67-20-9,FishRtgut,2,96,1.79E-08,0.000149086,0.000149091,1.000357685
315,Oxytetracycline hydrochloride,2058-46-0,FishRtgut,2,96,1.77E-08,0.000149757,0.000149757,1.000387563
316,Panthenol,16485-10-2 ,FishRtgut,2,96,1.77E-08,1.49E-04,0.000149469,1.000378555
317,Paracetamol,103-90-2,FishRtgut,2,96,1.99E-08,0.000146981,0.000147027,1.000075203
318,Topiramate,97240-79-4,FishRtgut,2,96,1.77E-08,0.000149712,0.000149712,1.000386574
319,Trimellitic anhydride,552-30-7,FishRtgut,2,96,4.16E-08,0.000139157,0.000139667,0.99673725
320,Verapamil hydrochloride,152-11-4,FishRtgut,2,96,2.69E-06,1.3303E-05,9.69316E-05,0.137294246
321,Warfarin,129-06-6,FishRtgut,2,96,2.32E-07,0.000113072,0.000118171,0.957225144
322,"2,4-Dinitrophenol",51-28-5,FishRtgill,2,96,2.95E-08,1.36E-04,1.37E-04,0.994283919
323,Aldrin,309-00-2,FishRtgill,2,96,8.43E-06,7.26E-07,1.00E-04,0.007245657
324,Azinphos-methyl,86-50-0,FishRtgill,2,96,1.98E-07,1.01E-04,1.10E-04,0.91971443
325,Chlorpyrifos,2921-88-2,FishRtgill,2,96,2.32E-06,7.15E-06,9.70E-05,0.073737078
326,"DDD-p,p'",50-29-3,FishRtgill,2,96,1.04E-05,3.47E-07,1.08E-04,0.003201257
327,"DDT-o,p'",789-02-6,FishRtgill,2,96,8.88E-06,6.66E-07,1.03E-04,0.006455554
328,"DDT-p,p'",72-54-8,FishRtgill,2,96,6.78E-06,1.41E-06,9.77E-05,0.014475667
329,Diazinon,333-41-5,FishRtgill,2,96,8.84E-07,3.94E-05,8.67E-05,0.454744329
330,Dicofol,115-32-2,FishRtgill,2,96,2.48E-06,6.66E-06,9.66E-05,0.068955307
331,Dieldrin,60-57-1,FishRtgill,2,96,2.77E-06,5.89E-06,9.58E-05,0.061440283
332,Disulfoton,298-04-4,FishRtgill,2,96,1.07E-06,2.92E-05,8.81E-05,0.331694573
333,Endosulfan I,115-29-7,FishRtgill,2,96,9.02E-07,3.84E-05,8.67E-05,0.44251938
334,Endrin,72-20-8,FishRtgill,2,96,3.80E-06,3.94E-06,9.47E-05,0.041634285
335,Ethion,563-12-2,FishRtgill,2,96,2.62E-06,6.26E-06,9.62E-05,0.065127306
336,Heptachlor,76-44-8,FishRtgill,2,96,6.68E-06,1.46E-06,9.74E-05,0.014982094
337,Heptachlor epoxide B,1024-57-3,FishRtgill,2,96,2.37E-06,6.98E-06,9.69E-05,0.072120204
338,Lindane,58-89-9,FishRtgill,2,96,7.99E-07,4.39E-05,8.60E-05,0.510217563
339,"Methoxychlor-o,p'",72-43-5,FishRtgill,2,96,2.65E-06,6.19E-06,9.61E-05,0.06437867
340,Parathion,56-38-2,FishRtgill,2,96,9.02E-07,3.84E-05,8.68E-05,0.44251938
341,Trifluralin,1582-09-8,FishRtgill,2,96,3.47E-06,4.43E-06,9.47E-05,0.046854026
342,Eugenol F,97-53-0,FishRtgill,2,96,8.28E-08,1.21E-04,1.24E-04,0.974200527
343,Methyl-antranilate,134-20-3,FishRtgill,2,96,4.14E-08,1.32E-04,1.33E-04,0.99019704
344,Lilyfore,285977-85-7,FishRtgill,2,96,4.39E-07,7.31E-05,9.45E-05,0.77326174
345,Damascone beta,23726-91-2,FishRtgill,2,96,1.21E-06,1.78E-05,8.75E-05,0.202935234
346,Veloutone,14595-54-1,FishRtgill,2,96,3.27E-06,4.80E-06,9.49E-05,0.050571755
347,Verdox,82356-51-2,FishRtgill,2,96,8.25E-06,7.98E-07,1.00E-04,0.00796788
348,Nirvanol,1506-02-1,FishRtgill,2,96,4.88E-06,2.70E-06,9.49E-05,0.028437992
349,Cetalox,3738-00-9,FishRtgill,2,96,3.21E-06,3.57E-06,8.23E-05,0.043327129
350,Tonalide,21145-77-7,FishRtgill,2,96,4.88E-06,2.70E-06,9.49E-05,0.028437992
351,Caffeine,58-08-2,FishRtgill,2,96,9.59E-09,1.48E-04,1.48E-04,1.000304038
352,Lamotrigine,84057-84-1,FishRtgill,2,96,1.44E-07,1.10E-04,1.16E-04,0.947481012
353,Diclofenac,15307-79-6,FishRtgill,2,96,9.34E-09,1.50E-04,1.50E-04,0.999969329
354,"2,4-Dichlorophenoxyacetic",94-75-7,FishRtgill,2,96,1.67E-08,1.39E-04,1.50E-04,0.924333076
355,(S)-Naproxen,22204-53-1,FishRtgill,2,96,2.52E-08,1.24E-04,1.50E-04,0.828427689
356,Ibuprofen,15687-27-1,FishRtgill,2,96,4.80E-08,8.22E-05,1.50E-04,0.549262767
357,Torasemide,56211-40-6,FishRtgill,2,96,1.54E-07,1.01E-04,1.35E-04,0.743698713
358,Warfarin,81-81-2,FishRtgill,2,96,1.58E-08,1.41E-04,1.50E-04,0.941505608
359,di-n-butylphthalate,84-74-2,FishRtgill,2,96,1.53E-06,1.07E-05,1.01E-04,0.105854763
360,hexachlorophene,70-30-4,FishRtgill,2,96,6.39E-06,1.44E-06,1.42E-04,0.010156585
361,hexamethylenetetramine,100-97-0,FishRtgill,2,96,8.69E-09,1.40E-04,1.40E-04,1.000385412
362,Malathion,121-75-5,FishRtgill,2,96,9.80E-08,1.18E-04,1.22E-04,0.967913055
363,pentachlorophenol,87-86-5,FishRtgill,2,96,1.71E-07,1.23E-05,1.50E-04,0.08201945
364,"2,2,2-trichloroethanol",115-20-8,FishRtgill,2,96,1.92E-08,1.29E-04,1.30E-04,0.997078122
365,diethylphthalate,84-66-2,FishRtgill,2,96,1.13E-07,1.15E-04,1.19E-04,0.961116816
366,4-chlorophenol,106-48-9,FishRtgill,2,96,1.03E-07,1.16E-04,1.21E-04,0.965509205
367,permethrin,52645-53-1,FishRtgill,2,96,8.60E-06,7.41E-07,1.02E-04,0.007245657
368,Aniline,62-53-3,FishRtgill,2,96,1.26E-08,1.43E-04,1.43E-04,0.999464278
369,4-fluoroaniline,371-40-4,FishRtgill,2,96,1.52E-08,1.40E-04,1.40E-04,0.998681172
370,"2,4,6-trichlorophenol",88-06-2,FishRtgill,2,96,7.65E-07,4.51E-05,8.52E-05,0.528719239
371,Allyl alcohol,107-18-6,FishRtgill,2,96,9.34E-09,1.40E-04,1.40E-04,1.000235302
372,N-methylaniline,100-61-8,FishRtgill,2,96,2.72E-08,1.28E-04,1.28E-04,0.994431355
373,"3,4-dichloroaniline",95-76-1,FishRtgill,2,96,1.78E-07,1.04E-04,1.11E-04,0.930025578
374,4-decylaniline,37529-30-9,FishRtgill,2,96,7.74E-06,1.01E-06,9.99E-05,0.01014587
375,naphthalene,91-20-3,FishRtgill,2,96,3.55E-07,5.14E-05,6.89E-05,0.746223652
376,"1,2,4-trichlorobenzene",120-82-1,FishRtgill,2,96,1.50E-07,4.42E-06,1.27E-05,0.348332316
377,"1,2-dichlorobenzene",95-50-1,FishRtgill,2,96,6.12E-08,6.57E-06,9.65E-06,0.680785945
378,dichloromethane,75-09-2,FishRtgill,2,96,1.36E-09,1.13E-05,1.13E-05,0.998206451
379,tetrachloroethylene,127-18-4,FishRtgill,2,96,2.13E-08,2.45E-06,3.52E-06,0.696672964
380,"2,3-dimethyl-1,3-butadiene",513-81-5,FishRtgill,2,96,3.53E-10,8.67E-08,1.03E-07,0.838476732
381,cyclosporine A,59865-13-3,FishRtgill,2,96,2.66E-07,9.19E-05,1.04E-04,0.882653472
382,chlorpromazine,50-53-3,FishRtgill,2,96,3.73E-06,4.05E-06,9.47E-05,0.042757652
383,PBDE 47,5436-43-1,FishRtgill,2,96,1.00E-05,4.20E-07,1.07E-04,0.003929009
384,PBDE 99,60348-60-9,FishRtgill,2,96,1.20E-05,1.54E-07,1.14E-04,0.001342522
385,PBDE 153,68631-49-2,FishRtgill,2,96,1.36E-05,4.52E-08,1.22E-04,0.000372014
386,amiodarone,1951-25-3,FishRtgill,2,96,1.28E-05,9.15E-08,1.18E-04,0.000776636
387,PFBS,375-73-5,FishRtgill,2,96,2.30E-08,1.38E-04,1.39E-04,0.996361397
388,4:2 FTS,757124-72-4,FishRtgill,2,96,3.36E-08,1.33E-04,1.34E-04,0.992782666
389,PFNA,375-95-1,FishRtgill,2,96,6.51E-06,1.52E-06,9.66E-05,0.015768742
390,PFHxA,307-24-4,FishRtgill,2,96,1.20E-06,2.17E-05,8.98E-05,0.241309502
391,PFBA,375-22-4,FishRtgill,2,96,3.11E-08,1.32E-04,1.33E-04,0.993490514
392,PFOA,335-67-1,FishRtgill,2,96,1.10E-06,2.33E-05,8.49E-05,0.27439223
393,6:2 FTS,27619-97-2,FishRtgill,2,96,2.82E-07,8.71E-05,1.00E-04,0.869228551
394,8:2 FTS,39108-34-4,FishRtgill,2,96,1.18E-06,2.22E-05,8.87E-05,0.250477863
395,PFUnDA,2058-94-8,FishRtgill,2,96,5.64E-07,6.23E-06,1.49E-04,0.041751562
396,PFOS,1763-23-1,FishRtgill,2,96,5.64E-07,6.23E-06,1.49E-04,0.041751562
397,PFHpA,375-85-9,FishRtgill,2,96,6.08E-07,5.19E-05,8.30E-05,0.624882399
398,PFPeA,2706-90-3,FishRtgill,2,96,8.76E-08,1.15E-04,1.18E-04,0.970870084
399,PFHxS,355-46-4,FishRtgill,2,96,1.83E-07,1.02E-04,1.10E-04,0.926731714
400,PFDA,335-76-2,FishRtgill,2,96,1.10E-06,4.26E-06,1.49E-04,0.028655711
401,Azathioprine,446-86-6,FishRtgill,2,96,9.77E-09,1.48E-04,1.48E-04,1.000259671
402,Benzocaine,94-09-7,FishRtgill,2,96,4.00E-08,1.32E-04,1.33E-04,0.990681691
403,Butylated hydroxyanisole,25013-16-5,FishRtgill,2,96,5.64E-07,6.19E-05,9.03E-05,0.686130849
404,Cetirizine dihydrochloride,83881-52-1,FishRtgill,2,96,1.15E-08,1.46E-04,1.46E-04,0.999801852
405,Cyclamate,139-05-9,FishRtgill,2,96,9.36E-09,0.000149219,0.000149223,1.000365602
406,Cyclophosphamide,6055-19-2,FishRtgill,2,96,1.14E-08,0.000145925,0.000146007,0.999829995
407,Cypermethrin,67375-30-8,FishRtgill,2,96,9.16E-06,5.97309E-07,0.000104048,0.005742934
408,DEET,134-62-3,FishRtgill,2,96,7.04E-08,0.000123847,0.000126515,0.979296352
409,Dexamethasone,50-02-2,FishRtgill,2,96,4.43E-08,1.31E-04,0.000132332,0.989154705
410,Digoxin,20830-75-5,FishRtgill,2,96,1.72E-08,0.000141596,0.000141914,0.998152269
