"","Chemical","CAS","Model","Obs.val","pre.val","amount","conc","Cell.type","Species","IOC","H37","MW","MP","log.KOW","log.KAW","Solubility","pKa","logit.Obs.val","logit.pre.val","diff","abs.diff"
"120","PBDE 153","68631-49-2","Zaldivar-Comenges et al. (2017)",0.000156696,0.000319,0.00067,0.67,"Rat cerebellar granule cell","Non-human","N",452.92275,643.58,197,7.9,-4.37,0.001950047,NA,-3.80494208968393,-3.49620931694282,0.308732772741112,0.308732772741112
"121","PBDE 47","5436-43-1","Zaldivar-Comenges et al. (2017)",0.000572112,0.00175,0.00367,3.67,"Rat cerebellar granule cell","Non-human","N",37.7,485.79,152,6.81,-3.56,0.04420689,NA,-3.24251894284939,-2.75696195131371,0.485556991535682,0.485556991535682
"122","PBDE 99","60348-60-9","Zaldivar-Comenges et al. (2017)",0.000643493,0.00175,0.00367,3.67,"Rat cerebellar granule cell","Non-human","N",53.195625,564.69,177,7.32,-4.01,0.014343126,NA,-3.19145617304539,-2.75696195131371,0.434494221731683,0.434494221731683
"123","PBDE 153","68631-49-2","Zaldivar-Comenges et al. (2017)",0.000675033,0.00175,0.00367,3.67,"Rat cerebellar granule cell","Non-human","N",452.92275,643.58,197,7.9,-4.37,0.001950047,NA,-3.1706749955133,-2.75696195131371,0.413713044199591,0.413713044199591
"124","PBDE 47","5436-43-1","Zaldivar-Comenges et al. (2017)",0.0016732,0.00507,0.01067,10.67,"Rat cerebellar granule cell","Non-human","N",37.7,485.79,152,6.81,-3.56,0.04420689,NA,-2.77645214409141,-2.29499204066666,0.481460103424743,0.481460103424743
"125","PBDE 99","60348-60-9","Zaldivar-Comenges et al. (2017)",0.0014682,0.00507,0.01067,10.67,"Rat cerebellar granule cell","Non-human","N",53.195625,564.69,177,7.32,-4.01,0.014343126,NA,-2.83321478026457,-2.29499204066666,0.538222739597903,0.538222739597903
"126","PBDE 153","68631-49-2","Zaldivar-Comenges et al. (2017)",0.0008782,0.00507,0.01067,10.67,"Rat cerebellar granule cell","Non-human","N",452.92275,643.58,197,7.9,-4.37,0.001950047,NA,-3.05640656723163,-2.29499204066666,0.761414526564967,0.761414526564967
"127","PBDE 47","5436-43-1","Zaldivar-Comenges et al. (2017)",0.004341062,0.0146,0.03067,30.67,"Rat cerebellar granule cell","Non-human","N",37.7,485.79,152,6.81,-3.56,0.04420689,NA,-2.36240401142792,-1.83564714421556,0.526756867212359,0.526756867212359
"128","PBDE 99","60348-60-9","Zaldivar-Comenges et al. (2017)",0.002289084,0.0146,0.03067,30.67,"Rat cerebellar granule cell","Non-human","N",53.195625,564.69,177,7.32,-4.01,0.014343126,NA,-2.6403382702057,-1.83564714421556,0.804691125990137,0.804691125990137
"129","PBDE 153","68631-49-2","Zaldivar-Comenges et al. (2017)",0.001286152,0.0146,0.03067,30.67,"Rat cerebellar granule cell","Non-human","N",452.92275,643.58,197,7.9,-4.37,0.001950047,NA,-2.89070770259349,-1.83564714421556,1.05506055837793,1.05506055837793
"130","cyclosporine A","59865-13-3","Fisher et al. (2019)",3.16e-05,3.45e-05,0.0014,0.7,"PHH","Human","N",2.27e-06,1202.61,150,2.92,-45.2,0.67706943,NA,-4.5003129173816,-4.46218090492673,0.038132012454871,0.038132012454871
"131","cyclosporine A","59865-13-3","Fisher et al. (2019)",3.16e-05,3.45e-05,0.0014,0.7,"PHH","Human","N",2.27e-06,1202.61,150,2.92,-45.2,0.67706943,NA,-4.5003129173816,-4.46218090492673,0.038132012454871,0.038132012454871
"132","cyclosporine A","59865-13-3","Fisher et al. (2019)",5.79e-05,3.45e-05,0.0014,0.7,"PHH","Human","N",2.27e-06,1202.61,150,2.92,-45.2,0.67706943,NA,-4.23732143627256,-4.46218090492673,-0.224859468654162,0.224859468654162
"133","cyclosporine A","59865-13-3","Fisher et al. (2019)",0.00479,0.000345,0.014,7,"PHH","Human","N",2.27e-06,1202.61,150,2.92,-45.2,0.67706943,NA,-2.31966448658544,-3.46218090492673,-1.14251641834129,1.14251641834129
"134","cyclosporine A","59865-13-3","Fisher et al. (2019)",6e-04,0.000345,0.014,7,"PHH","Human","N",2.27e-06,1202.61,150,2.92,-45.2,0.67706943,NA,-3.22184874961636,-3.46218090492673,-0.240332155310369,0.240332155310369
"135","cyclosporine A","59865-13-3","Fisher et al. (2019)",0.001220175,0.000345,0.014,7,"PHH","Human","N",2.27e-06,1202.61,150,2.92,-45.2,0.67706943,NA,-2.91357787745318,-3.46218090492673,-0.548603027473543,0.548603027473543
"136","cyclosporine A","59865-13-3","Fisher et al. (2019)",7.57e-06,2.86e-06,0.001,0.5,"HepaRG","Human","N",2.27e-06,1202.61,150,2.92,-45.2,0.67706943,NA,-5.12090412049993,-5.54363396687096,-0.422729846371031,0.422729846371031
"137","cyclosporine A","59865-13-3","Fisher et al. (2019)",0.000259,2.86e-05,0.01,5,"HepaRG","Human","N",2.27e-06,1202.61,150,2.92,-45.2,0.67706943,NA,-3.58670023591875,-4.54363396687096,-0.956933730952209,0.956933730952209
"138","cyclosporine A","59865-13-3","Fisher et al. (2019)",0.000303,1.01e-05,0.000375,0.25,"PRH","Non-human","N",2.27e-06,1202.61,150,2.92,-45.2,0.67706943,NA,-3.5185573714977,-4.99567862621736,-1.47712125471966,1.47712125471966
"139","cyclosporine A","59865-13-3","Fisher et al. (2019)",0.002466738,0.000101,0.00375,2.5,"PRH","Non-human","N",2.27e-06,1202.61,150,2.92,-45.2,0.67706943,NA,-2.60787697584337,-3.99567862621736,-1.38780165037398,1.38780165037398
"140","chlorpromazine","50-53-3","Fisher et al. (2019)",0.000355888,2.46e-07,0.0034,1.7,"Balb/c 3T3","Non-human","B",0.000883,318.86,151,5.41,-6.97,2.2128884,9.4,-3.44868665549614,-6.60906489289662,-3.16037823740048,3.16037823740048
"141","chlorpromazine","50-53-3","Fisher et al. (2019)",0.005102804,5.54e-07,0.01,5,"Caco-2","Human","B",0.000883,318.86,151,5.41,-6.97,2.2128884,9.4,-2.29219111270896,-6.25649023527157,-3.96429912256261,3.96429912256261
"142","chlorpromazine","50-53-3","Fisher et al. (2019)",0.0163,1.66e-06,0.03,15,"Caco-2","Human","B",0.000883,318.86,151,5.41,-6.97,2.2128884,9.4,-1.78781239559604,-5.77989191195995,-3.9920795163639,3.9920795163639
"143","chlorpromazine","50-53-3","Fisher et al. (2019)",0.003,1.57e-05,0.0034,1.7,"HepaRG","Human","B",0.000883,318.86,151,5.41,-6.97,2.2128884,9.4,-2.52287874528034,-4.80410034759077,-2.28122160231043,2.28122160231043
"144","chlorpromazine","50-53-3","Fisher et al. (2019)",0.00922441,4.62e-05,0.01,5,"HepaRG","Human","B",0.000883,318.86,151,5.41,-6.97,2.2128884,9.4,-2.03506140207281,-4.33535802444387,-2.30029662237106,2.30029662237106
"145","chlorpromazine","50-53-3","Fisher et al. (2019)",0.022962617,0.000138679,0.03,15,"HepaRG","Human","B",0.000883,318.86,151,5.41,-6.97,2.2128884,9.4,-1.63897861784673,-3.85798929865717,-2.21901068081045,2.21901068081045
"146","chlorpromazine","50-53-3","Fisher et al. (2019)",8.45e-05,0.000158133,0.002,1,"PHH","Human","B",0.000883,318.86,151,5.41,-6.97,2.2128884,9.4,-4.07314329105031,-3.80097748982496,0.272165801225343,0.272165801225343
"147","chlorpromazine","50-53-3","Fisher et al. (2019)",0.001049327,4.52e-06,0.003,1.5,"HepaRG","Human","B",0.000883,318.86,151,5.41,-6.97,2.2128884,9.4,-2.97908915225883,-5.34486156518862,-2.36577241292979,2.36577241292979
"148","chlorpromazine","50-53-3","Fisher et al. (2019)",0.009988789,4.52e-05,0.03,15,"HepaRG","Human","B",0.000883,318.86,151,5.41,-6.97,2.2128884,9.4,-2.00048716067263,-4.34486156518862,-2.34437440451599,2.34437440451599
"149","chlorpromazine","50-53-3","Fisher et al. (2019)",8.08e-05,5.26e-07,0.003,2,"PRH","Non-human","B",0.000883,318.86,151,5.41,-6.97,2.2128884,9.4,-4.09258863922541,-6.27901425584626,-2.18642561662085,2.18642561662085
"150","chlorpromazine","50-53-3","Fisher et al. (2019)",0.000513,5.26e-06,0.03,20,"PRH","Non-human","B",0.000883,318.86,151,5.41,-6.97,2.2128884,9.4,-3.28988263488818,-5.27901425584626,-1.98913162095808,1.98913162095808
"151","ibuprofen","15687-27-1","Fisher et al. (2019)",0.000164,0.000193,0.2,100,"PHH","Human","A",0.00824,206.28,89.1,3.73,-6.22,35.68644,5.4,-3.7851561519523,-3.71444269099223,0.0707134609600759,0.0707134609600759
"152","ibuprofen","15687-27-1","Fisher et al. (2019)",0.016595345,0.00193,2,1000,"PHH","Human","A",0.00824,206.28,89.1,3.73,-6.22,35.68644,5.4,-1.78001371462996,-2.71444269099223,-0.934428976362268,0.934428976362268
"153","ibuprofen","15687-27-1","Fisher et al. (2019)",6.16e-05,1.12e-05,0.02,10,"HepaRG","Human","A",0.00824,206.28,89.1,3.73,-6.22,35.68644,5.4,-4.21041928783557,-4.95078197732982,-0.740362689494243,0.740362689494243
"154","ibuprofen","15687-27-1","Fisher et al. (2019)",0.000123274,0.000112,0.2,100,"HepaRG","Human","A",0.00824,206.28,89.1,3.73,-6.22,35.68644,5.4,-3.90912851178399,-3.95078197732982,-0.0416534655458238,0.0416534655458238
"155","ibuprofen","15687-27-1","Fisher et al. (2019)",0.000410317,3.36e-05,0.015,10,"PRH","Non-human","A",0.00824,206.28,89.1,3.73,-6.22,35.68644,5.4,-3.38688048924014,-4.47366072261016,-1.08678023337002,1.08678023337002
"156","ibuprofen","15687-27-1","Fisher et al. (2019)",0.009471879,0.000336,0.15,100,"PRH","Non-human","A",0.00824,206.28,89.1,3.73,-6.22,35.68644,5.4,-2.02356385854852,-3.47366072261016,-1.45009686406164,1.45009686406164
"157","amiodarone","1951-25-3","Fisher et al. (2019)",0.000117512,2.28e-05,5e-04,0.25,"PHH","Human","B",0.106,645.31,238,7.57,-10.7,0.4168,9,-3.92991778217795,-4.64206515299955,-0.7121473708216,0.7121473708216
"158","amiodarone","1951-25-3","Fisher et al. (2019)",0.002018182,0.000228,0.005,2.5,"PHH","Human","B",0.106,645.31,238,7.57,-10.7,0.4168,9,-2.69503967158196,-3.64206515299955,-0.947025481417587,0.947025481417587
"159","amiodarone","1951-25-3","Fisher et al. (2019)",0.000235397,8.69e-05,0.002,1,"HepaRG","Human","B",0.106,645.31,238,7.57,-10.7,0.4168,9,-3.62819907629185,-4.06098022355133,-0.43278114725948,0.43278114725948
"160","amiodarone","1951-25-3","Fisher et al. (2019)",0.001121495,0.000434,0.01,5,"HepaRG","Human","B",0.106,645.31,238,7.57,-10.7,0.4168,9,-2.95020265830683,-3.36251027048749,-0.412307612180662,0.412307612180662
"161","PBDE 47","5436-43-1","Fisher et al. (2019)",0.00014,0.000604,0.00067,0.67,"Rat cerebellar granule cell","Non-human","N",37.7,485.79,152,6.81,-3.56,0.04420689,NA,-3.85387196432176,-3.21896306137887,0.634908902942894,0.634908902942894
"162","PBDE 99","60348-60-9","Fisher et al. (2019)",0.000126,0.000604,0.00067,0.67,"Rat cerebellar granule cell","Non-human","N",53.195625,564.69,177,7.32,-4.01,0.014343126,NA,-3.89962945488244,-3.21896306137887,0.680666393503569,0.680666393503569
"163","PBDE 153","68631-49-2","Fisher et al. (2019)",0.000156696,0.000604,0.00067,0.67,"Rat cerebellar granule cell","Non-human","N",452.92275,643.58,197,7.9,-4.37,0.001950047,NA,-3.80494208968393,-3.21896306137887,0.585979028305062,0.585979028305062
"164","PBDE 47","5436-43-1","Fisher et al. (2019)",0.000572112,0.00331,0.00367,3.67,"Rat cerebellar granule cell","Non-human","N",37.7,485.79,152,6.81,-3.56,0.04420689,NA,-3.24251894284939,-2.48017200622428,0.762346936625106,0.762346936625106
"165","PBDE 99","60348-60-9","Fisher et al. (2019)",0.000643493,0.00331,0.00367,3.67,"Rat cerebellar granule cell","Non-human","N",53.195625,564.69,177,7.32,-4.01,0.014343126,NA,-3.19145617304539,-2.48017200622428,0.711284166821107,0.711284166821107
"166","PBDE 153","68631-49-2","Fisher et al. (2019)",0.000675033,0.00331,0.00367,3.67,"Rat cerebellar granule cell","Non-human","N",452.92275,643.58,197,7.9,-4.37,0.001950047,NA,-3.1706749955133,-2.48017200622428,0.690502989289015,0.690502989289015
"167","PBDE 47","5436-43-1","Fisher et al. (2019)",0.0016732,0.00962,0.01067,10.67,"Rat cerebellar granule cell","Non-human","N",37.7,485.79,152,6.81,-3.56,0.04420689,NA,-2.77645214409141,-2.01682492796219,0.75962721612922,0.75962721612922
"168","PBDE 99","60348-60-9","Fisher et al. (2019)",0.0014682,0.00962,0.01067,10.67,"Rat cerebellar granule cell","Non-human","N",53.195625,564.69,177,7.32,-4.01,0.014343126,NA,-2.83321478026457,-2.01682492796219,0.81638985230238,0.81638985230238
"169","PBDE 153","68631-49-2","Fisher et al. (2019)",0.0008782,0.00962,0.01067,10.67,"Rat cerebellar granule cell","Non-human","N",452.92275,643.58,197,7.9,-4.37,0.001950047,NA,-3.05640656723163,-2.01682492796219,1.03958163926944,1.03958163926944
"170","PBDE 47","5436-43-1","Fisher et al. (2019)",0.004341062,0.0277,0.03067,30.67,"Rat cerebellar granule cell","Non-human","N",37.7,485.79,152,6.81,-3.56,0.04420689,NA,-2.36240401142792,-1.55752023093555,0.804883780492371,0.804883780492371
"171","PBDE 99","60348-60-9","Fisher et al. (2019)",0.002289084,0.0277,0.03067,30.67,"Rat cerebellar granule cell","Non-human","N",53.195625,564.69,177,7.32,-4.01,0.014343126,NA,-2.6403382702057,-1.55752023093555,1.08281803927015,1.08281803927015
"172","PBDE 153","68631-49-2","Fisher et al. (2019)",0.001286152,0.0277,0.03067,30.67,"Rat cerebellar granule cell","Non-human","N",452.92275,643.58,197,7.9,-4.37,0.001950047,NA,-2.89070770259349,-1.55752023093555,1.33318747165794,1.33318747165794
