,Chemical,CAS,Cell.type,FBS,Well,Q_cells,Q_media_free,Q_media,F_free_media,IOC,pKa
1,Caffeine,58-08-2,Rat cerebellar granule cell,2,96,1.65E-08,0.000149968,0.000149977,0.999785,N,
2,Lamotrigine,84057-84-1,Rat cerebellar granule cell,2,96,5.22E-06,0.000136694,0.000142525,0.911291,B,6.6
3,Diclofenac,15307-79-6,Rat cerebellar granule cell,2,96,1.62E-07,0.000149739,0.0001498,0.998262,B,17.6
4,"2,4-Dichlorophenoxyacetic",94-75-7,Rat cerebellar granule cell,2,96,1.27E-10,0.000135739,0.000146174,0.904926,A,2.7
5,(S)-Naproxen,22204-53-1,Rat cerebellar granule cell,2,96,1.41E-08,0.000119283,0.000142302,0.795219,A,4.4
6,Ibuprofen,15687-27-1,Rat cerebellar granule cell,2,96,4.38E-07,7.56E-05,0.000132926,0.504036,A,5.4
7,Torasemide,56211-40-6,Rat cerebellar granule cell,2,96,5.80E-09,0.000106526,0.000139505,0.710171,A,4
8,Warfarin,81-81-2,Rat cerebellar granule cell,2,96,7.48E-09,0.000138815,0.000146932,0.925435,A,4.5
9,di-n-butylphthalate,84-74-2,Rat cerebellar granule cell,2,96,5.11E-05,1.05E-05,8.24E-05,0.0699544,N,
10,hexachlorophene,70-30-4,Rat cerebellar granule cell,2,96,2.27E-05,9.41E-08,2.46E-05,0.000627269,A,6.2
11,hexamethylenetetramine,100-97-0,Rat cerebellar granule cell,2,96,3.31E-09,0.000149811,0.000149811,0.998739,B,6.4
12,Malathion,121-75-5,Rat cerebellar granule cell,2,96,3.87E-06,0.0001411,0.000144678,0.940668,N,
13,pentachlorophenol,87-86-5,Rat cerebellar granule cell,2,96,4.18E-07,7.99E-06,0.000110378,0.0532674,A,5
14,"2,2,2-trichloroethanol",115-20-8,Rat cerebellar granule cell,2,96,4.69E-07,0.000148737,0.0001491,0.991577,N,
15,diethylphthalate,84-66-2,Rat cerebellar granule cell,2,96,4.59E-06,0.000139374,0.000143687,0.929162,N,
16,4-chlorophenol,106-48-9,Rat cerebellar granule cell,2,96,4.12E-06,0.00014048,0.000144318,0.936531,N,
17,permethrin,52645-53-1,Rat cerebellar granule cell,2,96,0.000103426,2.74E-07,1.73E-05,0.0018237,N,
18,Aniline,62-53-3,Rat cerebellar granule cell,2,96,1.43E-07,0.000149668,0.000149769,0.997789,N,
19,4-fluoroaniline,371-40-4,Rat cerebellar granule cell,2,96,2.54E-07,0.000149401,0.000149587,0.996005,N,
20,"2,4,6-trichlorophenol",88-06-2,Rat cerebellar granule cell,2,96,8.75E-06,7.48E-05,0.000126186,0.498599,A,6.8
21,Allyl alcohol,107-18-6,Rat cerebellar granule cell,2,96,2.77E-08,0.000149783,0.000149799,0.998552,N,
22,N-methylaniline,100-61-8,Rat cerebellar granule cell,2,96,8.10E-07,0.000148007,0.000148665,0.986713,N,
23,"3,4-dichloroaniline",95-76-1,Rat cerebellar granule cell,2,96,7.72E-06,0.000131828,0.000139427,0.878851,N,
24,4-decylaniline,37529-30-9,Rat cerebellar granule cell,2,96,0.000101044,4.05E-07,2.00E-05,0.00269669,N,
25,naphthalene,91-20-3,Rat cerebellar granule cell,2,96,2.24E-05,9.38E-05,0.000118432,0.625109,N,
26,"1,2,4-trichlorobenzene",120-82-1,Rat cerebellar granule cell,2,96,3.85E-05,3.29E-05,8.12E-05,0.219553,N,
27,"1,2-dichlorobenzene",95-50-1,Rat cerebellar granule cell,2,96,2.22E-05,6.91E-05,9.42E-05,0.460437,N,
28,dichloromethane,75-09-2,Rat cerebellar granule cell,2,96,2.59E-07,0.000121442,0.000121636,0.809613,N,
29,tetrachloroethylene,127-18-4,Rat cerebellar granule cell,2,96,1.60E-05,5.32E-05,7.11E-05,0.354434,N,
30,"2,3-dimethyl-1,3-butadiene",513-81-5,Rat cerebellar granule cell,2,96,6.35E-07,4.52E-06,5.19E-06,0.0301522,N,
31,Eugenol F,97-53-0,Rat cerebellar granule cell,2,96,3.18E-06,0.000142717,0.00014561,0.951446,N,
32,Methyl-antranilate,134-20-3,Rat cerebellar granule cell,2,96,1.33E-06,0.000147017,0.000148146,0.980112,N,
33,Lilyfore,285977-85-7,Rat cerebellar granule cell,2,96,2.07E-05,9.95E-05,0.000122006,0.663128,N,
34,Damascone beta,23726-91-2,Rat cerebellar granule cell,2,96,4.86E-05,2.08E-05,8.52E-05,0.1389,N,
35,Veloutone,14595-54-1,Rat cerebellar granule cell,2,96,7.42E-05,3.26E-06,5.30E-05,0.0217059,N,
36,Verdox,82356-51-2,Rat cerebellar granule cell,2,96,0.000102806,3.05E-07,1.80E-05,0.00203396,N,
37,Nirvanol,1506-02-1,Rat cerebellar granule cell,2,96,8.80E-05,1.47E-06,3.57E-05,0.00979231,N,
38,Cetalox,3738-00-9,Rat cerebellar granule cell,2,96,7.84E-05,2.61E-06,4.74E-05,0.0174039,N,
39,Tonalide,21145-77-7,Rat cerebellar granule cell,2,96,8.80E-05,1.47E-06,3.57E-05,0.00979231,N,
40,"2,4-Dinitrophenol",51-28-5,Rat cerebellar granule cell,2,96,4.72E-10,0.000148998,0.00014967,0.993322,A,4.1
41,Aldrin,309-00-2,Rat cerebellar granule cell,2,96,0.000103412,2.74E-07,1.73E-05,0.00182345,N,
42,Azinphos-methyl,86-50-0,Rat cerebellar granule cell,2,96,8.70E-06,0.000129441,0.000138105,0.862942,N,
43,Chlorpyrifos,2921-88-2,Rat cerebellar granule cell,2,96,6.14E-05,5.63E-06,6.93E-05,0.0375092,N,
44,"DDD-p,p'",50-29-3,Rat cerebellar granule cell,2,96,0.000107192,1.10E-07,1.33E-05,0.00073533,N,
45,"DDT-o,p'",789-02-6,Rat cerebellar granule cell,2,96,0.00010411,2.40E-07,1.65E-05,0.00159887,N,
46,"DDT-p,p'",72-54-8,Rat cerebellar granule cell,2,96,9.77E-05,6.20E-07,2.39E-05,0.00413386,N,
47,Diazinon,333-41-5,Rat cerebellar granule cell,2,96,3.90E-05,5.05E-05,9.77E-05,0.336587,N,
48,Dicofol,115-32-2,Rat cerebellar granule cell,2,96,6.39E-05,5.10E-06,6.61E-05,0.0340032,N,
49,Dieldrin,60-57-1,Rat cerebellar granule cell,2,96,6.79E-05,4.31E-06,6.09E-05,0.0287388,N,
50,Disulfoton,298-04-4,Rat cerebellar granule cell,2,96,4.42E-05,3.53E-05,9.10E-05,0.235243,N,
51,Endosulfan I,115-29-7,Rat cerebellar granule cell,2,96,3.95E-05,4.89E-05,9.70E-05,0.326032,N,
52,Endrin,72-20-8,Rat cerebellar granule cell,2,96,7.96E-05,2.47E-06,4.62E-05,0.0164859,N,
53,Ethion,563-12-2,Rat cerebellar granule cell,2,96,6.59E-05,4.69E-06,6.35E-05,0.0312828,N,
54,Heptachlor,76-44-8,Rat cerebellar granule cell,2,96,9.74E-05,6.47E-07,2.43E-05,0.00431206,N,
55,Heptachlor epoxide B,1024-57-3,Rat cerebellar granule cell,2,96,6.22E-05,5.45E-06,6.83E-05,0.0363108,N,
56,Lindane,58-89-9,Rat cerebellar granule cell,2,96,3.63E-05,5.79E-05,0.000101189,0.385895,N,
57,"Methoxychlor-o,p'",72-43-5,Rat cerebellar granule cell,2,96,6.63E-05,4.61E-06,6.30E-05,0.0307601,N,
58,Parathion,56-38-2,Rat cerebellar granule cell,2,96,3.95E-05,4.89E-05,9.70E-05,0.326036,N,
59,Trifluralin,1582-09-8,Rat cerebellar granule cell,2,96,7.64E-05,2.92E-06,5.02E-05,0.01947,N,
60,Cisapride,81098-60-4,Rat cerebellar granule cell,2,96,9.85E-06,9.06E-05,0.000128483,0.604019,B,7.8
61,Citalopram hydrobromide,59729-33-8,Rat cerebellar granule cell,2,96,1.94E-05,0.000102602,0.000123646,0.684015,N,
62,Dofetilide,115256-11-6,Rat cerebellar granule cell,2,96,3.12E-07,0.000145972,0.000148579,0.973149,B,8.4
63,Moxifloxacin hydrochloride,186826-86-8,Rat cerebellar granule cell,2,96,9.79E-09,0.000149715,0.000149891,0.9981,A,6
64,N-acetylpro-cainamide,32795-44-1,Rat cerebellar granule cell,2,96,1.40E-08,0.000149675,0.000149875,0.997836,B,9.2
65,Quinidine sulfate,50-54-4,Rat cerebellar granule cell,2,96,7.41E-07,0.000115841,0.000140971,0.772275,B,9.3
66,Sematilide,101526-83-4,Rat cerebellar granule cell,2,96,1.28E-08,0.000149731,0.000149895,0.998207,B,9.1
67,Sotalol hydrochloride,959-24-0,Rat cerebellar granule cell,2,96,5.32E-09,0.000149962,0.000149981,0.999749,B,9
68,Mifepristone,84371-65-3,Rat cerebellar granule cell,2,96,5.78E-05,6.42E-06,7.38E-05,0.0428127,N,
69,Perfluorobutanesulfonic_acid,375-73-5,Rat cerebellar granule cell,2,96,7.94E-11,0.000149333,0.000149774,0.995553,A,-2.9
70,4_2_Fluorotelomer_sulfonic_acid,757124-72-4,Rat cerebellar granule cell,2,96,7.92E-11,0.000148759,0.000149598,0.991726,A,1.4
71,Perfluorononanoic_acid,375-95-1,Rat cerebellar granule cell,2,96,3.27E-11,2.04E-06,6.66E-05,0.0135801,A,0.1
72,Perfluorohexanoic_acid,307-24-4,Rat cerebellar granule cell,2,96,2.72E-11,3.69E-05,0.000126829,0.245736,A,0.1
73,Perfluorobutanoic_acid,375-22-4,Rat cerebellar granule cell,2,96,7.90E-11,0.000148872,0.000149632,0.992479,A,0.1
74,Perfluorooctanoic_acid,335-67-1,Rat cerebellar granule cell,2,96,2.96E-11,4.18E-05,0.000127526,0.278682,A,0.1
75,6_2_Fluorotelomer_sulfonic_acid,27619-97-2,Rat cerebellar granule cell,2,96,7.66E-11,0.000129898,0.000144765,0.865986,A,1.4
76,8_2_Fluorotelomer_sulfonic_acid,39108-34-4,Rat cerebellar granule cell,2,96,5.79E-11,3.82E-05,0.000127017,0.254876,A,1.4
77,Perfluoroundecanoic_acid,2058-94-8,Rat cerebellar granule cell,2,96,3.06E-11,2.49E-06,7.21E-05,0.0165771,A,0.1
78,Perfluorooctanesulfonic_acid,1763-23-1,Rat cerebellar granule cell,2,96,1.36E-12,2.49E-06,7.21E-05,0.0165771,A,-2.9
79,Perfluoroheptanoic_acid,375-85-9,Rat cerebellar granule cell,2,96,5.38E-11,9.36E-05,0.000136818,0.624332,A,0.1
80,Perfluoropentanoic_acid,2706-90-3,Rat cerebellar granule cell,2,96,7.74E-11,0.000145327,0.000148629,0.968846,A,0.1
81,Perfluorohexanesulfonic_acid,355-46-4,Rat cerebellar granule cell,2,96,7.37E-11,0.000138569,0.000146876,0.923797,A,-2.9
82,Perfluorodecanoic_acid,335-76-2,Rat cerebellar granule cell,2,96,3.82E-11,1.13E-06,5.29E-05,0.00756489,A,0.1
83,cyclosporine A,59865-13-3,Rat cerebellar granule cell,2,96,1.21E-05,0.000121195,0.000133579,0.80797,N,
84,chlorpromazine,50-53-3,Rat cerebellar granule cell,2,96,4.88E-06,5.37E-06,9.48E-05,0.0357725,B,9.4
85,PBDE 47,5436-43-1,Rat cerebellar granule cell,2,96,0.000106452,1.38E-07,1.41E-05,0.000919337,N,
86,PBDE 99,60348-60-9,Rat cerebellar granule cell,2,96,0.000109336,4.38E-08,1.14E-05,0.000291801,N,
87,PBDE 153,68631-49-2,Rat cerebellar granule cell,2,96,0.000110747,1.17E-08,1.08E-05,7.77E-05,N,
88,amiodarone,1951-25-3,Rat cerebellar granule cell,2,96,1.73E-05,9.21E-08,2.52E-05,0.000613944,B,9
89,Azathioprine,446-86-6,Rat cerebellar granule cell,2,96,2.06E-08,0.000149956,0.000149969,0.999705,A,8.2
90,Benzocaine,94-09-7,Rat cerebellar granule cell,2,96,1.28E-06,0.000147152,0.000148227,0.981011,N,
91,Butylated hydroxyanisole,25013-16-5,Rat cerebellar granule cell,2,96,2.65E-05,8.43E-05,0.000114201,0.562038,N,
92,Cetirizine dihydrochloride,83881-52-1,Rat cerebellar granule cell,2,96,5.63E-10,0.000149897,0.00014996,0.999316,A,4.7
93,Cyclamate,139-05-9,Rat cerebellar granule cell,2,96,1.62E-07,0.000149833,0.000149835,0.998886,B,17.6
94,Cyclophosphamide,6055-19-2,Rat cerebellar granule cell,2,96,8.63E-08,0.000149816,0.000149876,0.998773,B,6.1
95,Cypermethrin,67375-30-8,Rat cerebellar granule cell,2,96,0.000104743,2.10E-07,1.59E-05,0.00140103,N,
96,DEET,134-62-3,Rat cerebellar granule cell,2,96,2.61E-06,0.000144063,0.000146397,0.96042,N,
97,Dexamethasone,50-02-2,Rat cerebellar granule cell,2,96,1.46E-06,0.000146728,0.000147973,0.978188,N,
98,Digoxin,20830-75-5,Rat cerebellar granule cell,2,96,3.26E-07,0.000149297,0.000149542,0.995312,N,
99,Fenazaquin,120928-09-8,Rat cerebellar granule cell,2,96,8.23E-05,2.13E-06,4.28E-05,0.0141742,N,
100,Fenbuconazole,114369-43-6,Rat cerebellar granule cell,2,96,2.04E-05,0.000100262,0.00012242,0.668416,N,
101,Fluazinam,79622-59-6,Rat cerebellar granule cell,2,96,4.40E-05,3.59E-05,9.13E-05,0.239556,N,
102,Furosemide,54-31-9,Rat cerebellar granule cell,2,96,1.18E-10,0.000147641,0.000149271,0.98427,A,3
103,Glybenclamide,10238-21-8,Rat cerebellar granule cell,2,96,3.05E-07,1.09E-05,0.000120516,0.0724588,A,5
104,HC Red 3,2871-01-4,Rat cerebellar granule cell,2,96,2.54E-08,0.000149949,0.000149964,0.999661,N,
105,Hydralazine hydrochloride,304-20-1,Rat cerebellar granule cell,2,96,9.32E-08,0.000149802,0.000149867,0.998679,B,6
106,Ketoconazole,65277-42-1,Rat cerebellar granule cell,2,96,4.45E-05,1.93E-05,8.85E-05,0.128913,B,6.6
107,Metformin,1115-70-4,Rat cerebellar granule cell,2,96,7.04E-09,0.000149991,0.000149992,0.999937,B,9.6
108,Metoclopramide,364-62-5,Rat cerebellar granule cell,2,96,2.99E-07,0.000140384,0.000147112,0.935893,B,9
109,Nitrofurantoin,67-20-9,Rat cerebellar granule cell,2,96,3.72E-09,0.00014999,0.000149993,0.999935,A,7.3
110,Oxytetracycline hydrochloride,2058-46-0,Rat cerebellar granule cell,2,96,3.65E-10,0.000149999,0.000149999,0.999994,A,4.5
111,Panthenol,16485-10-2 ,Rat cerebellar granule cell,2,96,3.49E-09,0.000149994,0.000149995,0.999962,N,
112,Paracetamol,103-90-2,Rat cerebellar granule cell,2,96,5.29E-08,0.000149891,0.000149925,0.999275,N,
113,Topiramate,97240-79-4,Rat cerebellar granule cell,2,96,1.92E-09,0.000149997,0.000149998,0.999983,A,9.2
114,Trimellitic anhydride,552-30-7,Rat cerebellar granule cell,2,96,1.33E-10,0.000149394,0.000149793,0.995959,A,3.3
115,Verapamil hydrochloride,152-11-4,Rat cerebellar granule cell,2,96,2.58E-06,2.08E-05,0.000122938,0.13894,B,9.2
116,Warfarin,129-06-6,Rat cerebellar granule cell,2,96,5.00E-06,0.000138403,0.000143135,0.92269,N,
117,Caffeine,58-08-2,Balbc_3T3,2,96,2.24E-08,0.000149962,0.000149971,0.999745,N,
118,Lamotrigine,84057-84-1,Balbc_3T3,2,96,6.77E-07,0.000140984,0.000146998,0.939893,B,6.6
119,Diclofenac,15307-79-6,Balbc_3T3,2,96,2.72E-06,0.000147182,0.000147242,0.981215,B,17.6
120,"2,4-Dichlorophenoxyacetic",94-75-7,Balbc_3T3,2,96,1.40E-09,0.000135738,0.000146172,0.904918,A,2.7
121,(S)-Naproxen,22204-53-1,Balbc_3T3,2,96,6.21E-09,0.000119289,0.00014231,0.795261,A,4.4
122,Ibuprofen,15687-27-1,Balbc_3T3,2,96,5.77E-08,7.58E-05,0.000133265,0.505318,A,5.4
123,Torasemide,56211-40-6,Balbc_3T3,2,96,3.50E-09,0.000106527,0.000139507,0.710182,A,4
124,Warfarin,81-81-2,Balbc_3T3,2,96,6.60E-09,0.000138816,0.000146933,0.925441,A,4.5
125,di-n-butylphthalate,84-74-2,Balbc_3T3,2,96,8.72E-06,1.50E-05,0.000117737,0.0999421,N,
126,hexachlorophene,70-30-4,Balbc_3T3,2,96,3.23E-06,1.08E-07,2.83E-05,0.000723199,A,6.2
127,hexamethylenetetramine,100-97-0,Balbc_3T3,2,96,4.17E-08,0.000149773,0.000149773,0.998483,B,6.4
128,Malathion,121-75-5,Balbc_3T3,2,96,4.86E-07,0.000144364,0.000148025,0.962426,N,
129,pentachlorophenol,87-86-5,Balbc_3T3,2,96,5.07E-08,8.01E-06,0.000110649,0.0533982,A,5
130,"2,2,2-trichloroethanol",115-20-8,Balbc_3T3,2,96,7.55E-08,0.000149128,0.000149493,0.994186,N,
131,diethylphthalate,84-66-2,Balbc_3T3,2,96,5.76E-07,0.000143223,0.000147655,0.954818,N,
132,4-chlorophenol,106-48-9,Balbc_3T3,2,96,5.18E-07,0.000143953,0.000147886,0.959684,N,
133,permethrin,52645-53-1,Balbc_3T3,2,96,3.19E-05,6.94E-07,4.39E-05,0.00462518,N,
134,Aniline,62-53-3,Balbc_3T3,2,96,3.72E-08,0.000149774,0.000149875,0.998496,N,
135,4-fluoroaniline,371-40-4,Balbc_3T3,2,96,5.02E-08,0.000149604,0.00014979,0.997357,N,
136,"2,4,6-trichlorophenol",88-06-2,Balbc_3T3,2,96,1.10E-06,7.88E-05,0.000133014,0.525582,A,6.8
137,Allyl alcohol,107-18-6,Balbc_3T3,2,96,2.37E-08,0.000149787,0.000149803,0.998579,N,
138,N-methylaniline,100-61-8,Balbc_3T3,2,96,1.16E-07,0.000148696,0.000149356,0.991304,N,
139,"3,4-dichloroaniline",95-76-1,Balbc_3T3,2,96,9.73E-07,0.00013808,0.000146039,0.92053,N,
140,4-decylaniline,37529-30-9,Balbc_3T3,2,96,3.00E-05,9.91E-07,4.90E-05,0.00660833,N,
141,naphthalene,91-20-3,Balbc_3T3,2,96,3.06E-06,0.00010795,0.000136347,0.719668,N,
142,"1,2,4-trichlorobenzene",120-82-1,Balbc_3T3,2,96,5.91E-06,4.25E-05,0.00010488,0.283664,N,
143,"1,2-dichlorobenzene",95-50-1,Balbc_3T3,2,96,3.04E-06,7.94E-05,0.000108315,0.529579,N,
144,dichloromethane,75-09-2,Balbc_3T3,2,96,4.70E-08,0.000121614,0.000121809,0.810759,N,
145,tetrachloroethylene,127-18-4,Balbc_3T3,2,96,2.09E-06,5.87E-05,7.85E-05,0.391117,N,
146,"2,3-dimethyl-1,3-butadiene",513-81-5,Balbc_3T3,2,96,7.60E-08,4.54E-06,5.21E-06,0.0302649,N,
147,Eugenol F,97-53-0,Balbc_3T3,2,96,4.01E-07,0.000145417,0.000148364,0.969444,N,
148,Methyl-antranilate,134-20-3,Balbc_3T3,2,96,1.78E-07,0.00014816,0.000149298,0.987734,N,
149,Lilyfore,285977-85-7,Balbc_3T3,2,96,2.80E-06,0.000113212,0.000138863,0.754749,N,
150,Damascone beta,23726-91-2,Balbc_3T3,2,96,8.10E-06,2.91E-05,0.00011924,0.194329,N,
151,Veloutone,14595-54-1,Balbc_3T3,2,96,1.58E-05,5.76E-06,9.38E-05,0.0384281,N,
152,Verdox,82356-51-2,Balbc_3T3,2,96,3.14E-05,7.67E-07,4.52E-05,0.00511203,N,
153,Nirvanol,1506-02-1,Balbc_3T3,2,96,2.19E-05,3.04E-06,7.37E-05,0.0202355,N,
154,Cetalox,3738-00-9,Balbc_3T3,2,96,1.74E-05,4.83E-06,8.78E-05,0.0322226,N,
155,Tonalide,21145-77-7,Balbc_3T3,2,96,2.19E-05,3.04E-06,7.37E-05,0.0202355,N,
156,"2,4-Dinitrophenol",51-28-5,Balbc_3T3,2,96,4.39E-09,0.000148994,0.000149666,0.993297,A,4.1
157,Aldrin,309-00-2,Balbc_3T3,2,96,3.19E-05,6.94E-07,4.39E-05,0.00462359,N,
158,Azinphos-methyl,86-50-0,Balbc_3T3,2,96,1.10E-06,0.000136406,0.000145536,0.909375,N,
159,Chlorpyrifos,2921-88-2,Balbc_3T3,2,96,1.15E-05,8.79E-06,0.000108348,0.0586128,N,
160,"DDD-p,p'",50-29-3,Balbc_3T3,2,96,3.51E-05,2.96E-07,3.57E-05,0.00197296,N,
161,"DDT-o,p'",789-02-6,Balbc_3T3,2,96,3.24E-05,6.14E-07,4.24E-05,0.00409591,N,
162,"DDT-p,p'",72-54-8,Balbc_3T3,2,96,2.77E-05,1.45E-06,5.59E-05,0.00967437,N,
163,Diazinon,333-41-5,Balbc_3T3,2,96,6.01E-06,6.55E-05,0.000126764,0.436526,N,
164,Dicofol,115-32-2,Balbc_3T3,2,96,1.22E-05,8.16E-06,0.000105759,0.0543814,N,
165,Dieldrin,60-57-1,Balbc_3T3,2,96,1.35E-05,7.17E-06,0.000101283,0.0477922,N,
166,Disulfoton,298-04-4,Balbc_3T3,2,96,7.10E-06,4.77E-05,0.000122864,0.317672,N,
167,Endosulfan I,115-29-7,Balbc_3T3,2,96,6.12E-06,6.37E-05,0.000126354,0.424639,N,
168,Endrin,72-20-8,Balbc_3T3,2,96,1.79E-05,4.64E-06,8.66E-05,0.0309169,N,
169,Ethion,563-12-2,Balbc_3T3,2,96,1.29E-05,7.65E-06,0.000103544,0.0510149,N,
170,Heptachlor,76-44-8,Balbc_3T3,2,96,2.74E-05,1.51E-06,5.66E-05,0.0100402,N,
171,Heptachlor epoxide B,1024-57-3,Balbc_3T3,2,96,1.17E-05,8.58E-06,0.000107494,0.0571792,N,
172,Lindane,58-89-9,Balbc_3T3,2,96,5.49E-06,7.36E-05,0.000128635,0.490561,N,
173,"Methoxychlor-o,p'",72-43-5,Balbc_3T3,2,96,1.30E-05,7.55E-06,0.000103096,0.050359,N,
174,Parathion,56-38-2,Balbc_3T3,2,96,6.12E-06,6.37E-05,0.000126356,0.424645,N,
175,Trifluralin,1582-09-8,Balbc_3T3,2,96,1.66E-05,5.29E-06,9.09E-05,0.0352798,N,
176,Cisapride,81098-60-4,Balbc_3T3,2,96,1.27E-06,9.62E-05,0.000136351,0.641011,B,7.8
177,Citalopram hydrobromide,59729-33-8,Balbc_3T3,2,96,2.61E-06,0.000115829,0.000139586,0.772195,N,
178,Dofetilide,115256-11-6,Balbc_3T3,2,96,8.85E-08,0.00014619,0.000148801,0.974602,B,8.4
179,Moxifloxacin hydrochloride,186826-86-8,Balbc_3T3,2,96,1.51E-08,0.00014971,0.000149886,0.998064,A,6
180,N-acetylpro-cainamide,32795-44-1,Balbc_3T3,2,96,8.06E-08,0.000149609,0.000149809,0.997393,B,9.2
181,Quinidine sulfate,50-54-4,Balbc_3T3,2,96,1.55E-07,0.000116296,0.000141525,0.775308,B,9.3
182,Sematilide,101526-83-4,Balbc_3T3,2,96,7.44E-08,0.000149669,0.000149833,0.997797,B,9.1
183,Sotalol hydrochloride,959-24-0,Balbc_3T3,2,96,6.87E-08,0.000149899,0.000149918,0.999327,B,9
184,Mifepristone,84371-65-3,Balbc_3T3,2,96,1.05E-05,9.72E-06,0.000111801,0.0648185,N,
185,Perfluorobutanesulfonic_acid,375-73-5,Balbc_3T3,2,96,1.35E-09,0.000149332,0.000149773,0.995545,A,-2.9
186,4_2_Fluorotelomer_sulfonic_acid,757124-72-4,Balbc_3T3,2,96,1.34E-09,0.000148758,0.000149597,0.991717,A,1.4
187,Perfluorononanoic_acid,375-95-1,Balbc_3T3,2,96,2.22E-11,2.04E-06,6.66E-05,0.0135801,A,0.1
188,Perfluorohexanoic_acid,307-24-4,Balbc_3T3,2,96,3.34E-10,3.69E-05,0.000126829,0.245736,A,0.1
189,Perfluorobutanoic_acid,375-22-4,Balbc_3T3,2,96,1.34E-09,0.000148871,0.000149631,0.992471,A,0.1
190,Perfluorooctanoic_acid,335-67-1,Balbc_3T3,2,96,3.79E-10,4.18E-05,0.000127526,0.278681,A,0.1
191,6_2_Fluorotelomer_sulfonic_acid,27619-97-2,Balbc_3T3,2,96,1.17E-09,0.000129897,0.000144764,0.86598,A,1.4
192,8_2_Fluorotelomer_sulfonic_acid,39108-34-4,Balbc_3T3,2,96,3.49E-10,3.82E-05,0.000127017,0.254876,A,1.4
193,Perfluoroundecanoic_acid,2058-94-8,Balbc_3T3,2,96,2.60E-11,2.49E-06,7.21E-05,0.0165771,A,0.1
194,Perfluorooctanesulfonic_acid,1763-23-1,Balbc_3T3,2,96,2.25E-11,2.49E-06,7.21E-05,0.0165771,A,-2.9
195,Perfluoroheptanoic_acid,375-85-9,Balbc_3T3,2,96,8.47E-10,9.36E-05,0.000136817,0.624329,A,0.1
196,Perfluoropentanoic_acid,2706-90-3,Balbc_3T3,2,96,1.31E-09,0.000145326,0.000148627,0.968838,A,0.1
197,Perfluorohexanesulfonic_acid,355-46-4,Balbc_3T3,2,96,1.26E-09,0.000138568,0.000146875,0.923789,A,-2.9
198,Perfluorodecanoic_acid,335-76-2,Balbc_3T3,2,96,1.48E-11,1.13E-06,5.29E-05,0.0075649,A,0.1
199,cyclosporine A,59865-13-3,Balbc_3T3,2,96,1.55E-06,0.000130423,0.00014375,0.869489,N,
200,chlorpromazine,50-53-3,Balbc_3T3,2,96,6.07E-07,5.52E-06,9.76E-05,0.0368256,B,9.4
201,PBDE 47,5436-43-1,Balbc_3T3,2,96,3.45E-05,3.66E-07,3.73E-05,0.00243909,N,
202,PBDE 99,60348-60-9,Balbc_3T3,2,96,3.73E-05,1.21E-07,3.17E-05,0.000809046,N,
203,PBDE 153,68631-49-2,Balbc_3T3,2,96,3.89E-05,3.30E-08,3.06E-05,0.000220062,N,
204,amiodarone,1951-25-3,Balbc_3T3,2,96,2.37E-06,1.02E-07,2.80E-05,0.000682943,B,9
205,Azathioprine,446-86-6,Balbc_3T3,2,96,2.22E-08,0.000149954,0.000149968,0.999695,A,8.2
206,Benzocaine,94-09-7,Balbc_3T3,2,96,1.71E-07,0.000148244,0.000149328,0.988296,N,
207,Butylated hydroxyanisole,25013-16-5,Balbc_3T3,2,96,3.73E-06,9.99E-05,0.000135268,0.665719,N,
208,Cetirizine dihydrochloride,83881-52-1,Balbc_3T3,2,96,7.23E-09,0.000149891,0.000149954,0.999271,A,4.7
209,Cyclamate,139-05-9,Balbc_3T3,2,96,2.72E-06,0.000147273,0.000147275,0.981819,B,17.6
210,Cyclophosphamide,6055-19-2,Balbc_3T3,2,96,4.57E-08,0.000149857,0.000149917,0.999043,B,6.1
211,Cypermethrin,67375-30-8,Balbc_3T3,2,96,3.30E-05,5.43E-07,4.10E-05,0.00362293,N,
212,DEET,134-62-3,Balbc_3T3,2,96,3.32E-07,0.000146288,0.000148658,0.975254,N,
213,Dexamethasone,50-02-2,Balbc_3T3,2,96,1.93E-07,0.00014798,0.000149235,0.986531,N,
214,Digoxin,20830-75-5,Balbc_3T3,2,96,5.87E-08,0.000149563,0.000149809,0.99709,N,
215,Fenazaquin,120928-09-8,Balbc_3T3,2,96,1.91E-05,4.11E-06,8.27E-05,0.0273863,N,
216,Fenbuconazole,114369-43-6,Balbc_3T3,2,96,2.75E-06,0.000113879,0.000139047,0.759196,N,
217,Fluazinam,79622-59-6,Balbc_3T3,2,96,7.05E-06,4.84E-05,0.000123026,0.322949,N,
218,Furosemide,54-31-9,Balbc_3T3,2,96,1.72E-09,0.000147639,0.000149269,0.98426,A,3
219,Glybenclamide,10238-21-8,Balbc_3T3,2,96,3.72E-08,1.09E-05,0.000120732,0.0725885,A,5
220,HC Red 3,2871-01-4,Balbc_3T3,2,96,2.34E-08,0.000149951,0.000149966,0.999674,N,
221,Hydralazine hydrochloride,304-20-1,Balbc_3T3,2,96,4.46E-08,0.00014985,0.000149915,0.999002,B,6
222,Ketoconazole,65277-42-1,Balbc_3T3,2,96,7.18E-06,2.62E-05,0.000119819,0.174489,B,6.6
223,Metformin,1115-70-4,Balbc_3T3,2,96,1.19E-07,0.000149879,0.00014988,0.999192,B,9.6
