,Chemical,CAS,Cell.type,FBS,Well,Q_cells,Q_media_free,Q_media,F_free_media,IOC,pKa
1077,Lilyfore,285977-85-7,Me_180,2,96,7.96E-07,0.000114753,0.000140752,0.765018,N,
1078,Damascone beta,23726-91-2,Me_180,2,96,2.31E-06,3.03E-05,0.000124098,0.202246,N,
1079,Veloutone,14595-54-1,Me_180,2,96,4.71E-06,6.24E-06,0.000101522,0.0415903,N,
1080,Verdox,82356-51-2,Me_180,2,96,1.03E-05,9.03E-07,5.32E-05,0.00601909,N,
1081,Nirvanol,1506-02-1,Me_180,2,96,6.80E-06,3.39E-06,8.24E-05,0.0226235,N,
1082,Cetalox,3738-00-9,Me_180,2,96,5.27E-06,5.28E-06,9.58E-05,0.0351812,N,
1083,Tonalide,21145-77-7,Me_180,2,96,6.80E-06,3.39E-06,8.24E-05,0.0226235,N,
1084,"2,4-Dinitrophenol",51-28-5,Me_180,2,96,7.83E-09,0.000148991,0.000149663,0.993274,A,4.1
1085,Aldrin,309-00-2,Me_180,2,96,1.05E-05,8.19E-07,5.18E-05,0.00545867,N,
1086,Azinphos-methyl,86-50-0,Me_180,2,96,3.29E-07,0.000137114,0.000146291,0.914091,N,
1087,Chlorpyrifos,2921-88-2,Me_180,2,96,3.35E-06,9.31E-06,0.000114704,0.0620511,N,
1088,"DDD-p,p'",50-29-3,Me_180,2,96,1.19E-05,3.56E-07,4.30E-05,0.00237227,N,
1089,"DDT-o,p'",789-02-6,Me_180,2,96,1.08E-05,7.28E-07,5.02E-05,0.00485107,N,
1090,"DDT-p,p'",72-54-8,Me_180,2,96,8.90E-06,1.67E-06,6.44E-05,0.0111596,N,
1091,Diazinon,333-41-5,Me_180,2,96,1.70E-06,6.74E-05,0.000130554,0.449577,N,
1092,Dicofol,115-32-2,Me_180,2,96,3.58E-06,8.67E-06,0.000112395,0.0577939,N,
1093,Dieldrin,60-57-1,Me_180,2,96,4.00E-06,7.67E-06,0.000108366,0.0511344,N,
1094,Disulfoton,298-04-4,Me_180,2,96,2.02E-06,4.93E-05,0.00012723,0.328959,N,
1095,Endosulfan I,115-29-7,Me_180,2,96,1.74E-06,6.56E-05,0.000130205,0.43758,N,
1096,Endrin,72-20-8,Me_180,2,96,5.43E-06,5.08E-06,9.48E-05,0.0338436,N,
1097,Ethion,563-12-2,Me_180,2,96,3.79E-06,8.16E-06,0.000110408,0.0543965,N,
1098,Heptachlor,76-44-8,Me_180,2,96,8.80E-06,1.73E-06,6.52E-05,0.0115655,N,
1099,Heptachlor epoxide B,1024-57-3,Me_180,2,96,3.43E-06,9.09E-06,0.000113944,0.0606103,N,
1100,Lindane,58-89-9,Me_180,2,96,1.55E-06,7.56E-05,0.000132136,0.503914,N,
1101,"Methoxychlor-o,p'",72-43-5,Me_180,2,96,3.83E-06,8.06E-06,0.000110004,0.0537334,N,
1102,Parathion,56-38-2,Me_180,2,96,1.74E-06,6.56E-05,0.000130207,0.437587,N,
1103,Trifluralin,1582-09-8,Me_180,2,96,5.00E-06,5.75E-06,9.89E-05,0.0383546,N,
1104,Cisapride,81098-60-4,Me_180,2,96,3.98E-07,9.67E-05,0.000137152,0.644775,B,7.8
1105,Citalopram hydrobromide,59729-33-8,Me_180,2,96,7.44E-07,0.000117297,0.000141355,0.781983,N,
1106,Dofetilide,115256-11-6,Me_180,2,96,1.03E-07,0.000146176,0.000148786,0.974506,B,8.4
1107,Moxifloxacin hydrochloride,186826-86-8,Me_180,2,96,2.54E-08,0.000149699,0.000149876,0.997995,A,6
1108,N-acetylpro-cainamide,32795-44-1,Me_180,2,96,1.43E-07,0.000149547,0.000149746,0.996979,B,9.2
1109,Quinidine sulfate,50-54-4,Me_180,2,96,1.45E-07,0.000116304,0.000141534,0.775361,B,9.3
1110,Sematilide,101526-83-4,Me_180,2,96,1.32E-07,0.000149612,0.000149776,0.997414,B,9.1
1111,Sotalol hydrochloride,959-24-0,Me_180,2,96,1.23E-07,0.000149845,0.000149864,0.998966,B,9
1112,Mifepristone,84371-65-3,Me_180,2,96,3.04E-06,1.02E-05,0.00011776,0.0682728,N,
1113,Perfluorobutanesulfonic_acid,375-73-5,Me_180,2,96,2.43E-09,0.000149331,0.000149772,0.995538,A,-2.9
1114,4_2_Fluorotelomer_sulfonic_acid,757124-72-4,Me_180,2,96,2.40E-09,0.000148757,0.000149596,0.99171,A,1.4
1115,Perfluorononanoic_acid,375-95-1,Me_180,2,96,3.41E-11,2.04E-06,6.66E-05,0.0135801,A,0.1
1116,Perfluorohexanoic_acid,307-24-4,Me_180,2,96,5.97E-10,3.69E-05,0.000126829,0.245735,A,0.1
1117,Perfluorobutanoic_acid,375-22-4,Me_180,2,96,2.41E-09,0.00014887,0.00014963,0.992463,A,0.1
1118,Perfluorooctanoic_acid,335-67-1,Me_180,2,96,6.77E-10,4.18E-05,0.000127526,0.27868,A,0.1
1119,6_2_Fluorotelomer_sulfonic_acid,27619-97-2,Me_180,2,96,2.10E-09,0.000129896,0.000144763,0.865974,A,1.4
1120,8_2_Fluorotelomer_sulfonic_acid,39108-34-4,Me_180,2,96,6.19E-10,3.82E-05,0.000127017,0.254875,A,1.4
1121,Perfluoroundecanoic_acid,2058-94-8,Me_180,2,96,4.13E-11,2.49E-06,7.21E-05,0.0165771,A,0.1
1122,Perfluorooctanesulfonic_acid,1763-23-1,Me_180,2,96,4.04E-11,2.49E-06,7.21E-05,0.0165771,A,-2.9
1123,Perfluoroheptanoic_acid,375-85-9,Me_180,2,96,1.52E-09,9.36E-05,0.000136816,0.624326,A,0.1
1124,Perfluoropentanoic_acid,2706-90-3,Me_180,2,96,2.35E-09,0.000145325,0.000148626,0.968832,A,0.1
1125,Perfluorohexanesulfonic_acid,355-46-4,Me_180,2,96,2.25E-09,0.000138567,0.000146874,0.923783,A,-2.9
1126,Perfluorodecanoic_acid,335-76-2,Me_180,2,96,1.97E-11,1.13E-06,5.29E-05,0.00756489,A,0.1
1127,cyclosporine A,59865-13-3,Me_180,2,96,4.51E-07,0.000131388,0.000144813,0.875923,N,
1128,chlorpromazine,50-53-3,Me_180,2,96,1.74E-07,5.54E-06,9.79E-05,0.0369323,B,9.4
1129,PBDE 47,5436-43-1,Me_180,2,96,1.16E-05,4.38E-07,4.47E-05,0.00292164,N,
1130,PBDE 99,60348-60-9,Me_180,2,96,1.28E-05,1.48E-07,3.85E-05,0.00098429,N,
1131,PBDE 153,68631-49-2,Me_180,2,96,1.36E-05,4.05E-08,3.75E-05,0.000270065,N,
1132,amiodarone,1951-25-3,Me_180,2,96,6.82E-07,1.04E-07,2.83E-05,0.000690763,B,9
1133,Azathioprine,446-86-6,Me_180,2,96,3.63E-08,0.00014994,0.000149954,0.999601,A,8.2
1134,Benzocaine,94-09-7,Me_180,2,96,7.74E-08,0.000148337,0.000149421,0.988916,N,
1135,Butylated hydroxyanisole,25013-16-5,Me_180,2,96,1.06E-06,0.000101685,0.000137743,0.6779,N,
1136,Cetirizine dihydrochloride,83881-52-1,Me_180,2,96,1.29E-08,0.000149885,0.000149948,0.999233,A,4.7
1137,Cyclamate,139-05-9,Me_180,2,96,4.81E-06,0.000145183,0.000145186,0.967888,B,17.6
1138,Cyclophosphamide,6055-19-2,Me_180,2,96,6.69E-08,0.000149835,0.000149896,0.998902,B,6.1
1139,Cypermethrin,67375-30-8,Me_180,2,96,1.10E-05,6.46E-07,4.87E-05,0.0043036,N,
1140,DEET,134-62-3,Me_180,2,96,1.21E-07,0.000146495,0.000148868,0.97663,N,
1141,Dexamethasone,50-02-2,Me_180,2,96,8.33E-08,0.000148088,0.000149345,0.987256,N,
1142,Digoxin,20830-75-5,Me_180,2,96,4.71E-08,0.000149575,0.000149821,0.997167,N,
1143,Fenazaquin,120928-09-8,Me_180,2,96,5.83E-06,4.52E-06,9.11E-05,0.0301656,N,
1144,Fenbuconazole,114369-43-6,Me_180,2,96,7.83E-07,0.000115402,0.000140906,0.769346,N,
1145,Fluazinam,79622-59-6,Me_180,2,96,2.01E-06,5.02E-05,0.000127367,0.334345,N,
1146,Furosemide,54-31-9,Me_180,2,96,3.07E-09,0.000147638,0.000149268,0.984251,A,3
1147,Glybenclamide,10238-21-8,Me_180,2,96,1.12E-08,1.09E-05,0.000120753,0.0726011,A,5
1148,HC Red 3,2871-01-4,Me_180,2,96,3.77E-08,0.000149937,0.000149952,0.999579,N,
1149,Hydralazine hydrochloride,304-20-1,Me_180,2,96,6.36E-08,0.000149831,0.000149896,0.998875,B,6
1150,Ketoconazole,65277-42-1,Me_180,2,96,2.05E-06,2.71E-05,0.000124123,0.180755,B,6.6
1151,Metformin,1115-70-4,Me_180,2,96,2.13E-07,0.000149785,0.000149786,0.998565,B,9.6
1152,Metoclopramide,364-62-5,Me_180,2,96,1.25E-07,0.000140548,0.000147284,0.936985,B,9
1153,Nitrofurantoin,67-20-9,Me_180,2,96,3.18E-08,0.000149962,0.000149965,0.999747,A,7.3
1154,Oxytetracycline hydrochloride,2058-46-0,Me_180,2,96,1.12E-08,0.000149988,0.000149989,0.999922,A,4.5
1155,Panthenol,16485-10-2 ,Me_180,2,96,3.70E-08,0.000149961,0.000149962,0.999738,N,
1156,Paracetamol,103-90-2,Me_180,2,96,3.85E-08,0.000149906,0.000149939,0.999371,N,
1157,Topiramate,97240-79-4,Me_180,2,96,3.68E-08,0.000149962,0.000149963,0.99975,A,9.2
1158,Trimellitic anhydride,552-30-7,Me_180,2,96,3.74E-09,0.00014939,0.00014979,0.995935,A,3.3
1159,Verapamil hydrochloride,152-11-4,Me_180,2,96,1.06E-07,2.12E-05,0.000124999,0.141269,B,9.2
1160,Warfarin,129-06-6,Me_180,2,96,2.00E-07,0.000142983,0.000147871,0.953223,N,
1161,Caffeine,58-08-2,H4lle,2,96,3.49E-08,0.000149949,0.000149958,0.999662,N,
1162,Lamotrigine,84057-84-1,H4lle,2,96,1.05E-07,0.000141524,0.000147561,0.943491,B,6.6
1163,Diclofenac,15307-79-6,H4lle,2,96,4.54E-06,0.000145364,0.000145423,0.969095,B,17.6
1164,"2,4-Dichlorophenoxyacetic",94-75-7,H4lle,2,96,2.36E-09,0.000135737,0.000146171,0.904913,A,2.7
1165,(S)-Naproxen,22204-53-1,H4lle,2,96,7.80E-09,0.000119288,0.000142308,0.795253,A,4.4
1166,Ibuprofen,15687-27-1,H4lle,2,96,1.23E-08,7.58E-05,0.000133305,0.505471,A,5.4
1167,Torasemide,56211-40-6,H4lle,2,96,4.82E-09,0.000106526,0.000139506,0.710175,A,4
1168,Warfarin,81-81-2,H4lle,2,96,9.77E-09,0.000138813,0.00014693,0.925421,A,4.5
1169,di-n-butylphthalate,84-74-2,H4lle,2,96,4.96E-07,1.59E-05,0.000124587,0.105757,N,
1170,hexachlorophene,70-30-4,H4lle,2,96,1.82E-07,1.11E-07,2.89E-05,0.0007382,A,6.2
1171,hexamethylenetetramine,100-97-0,H4lle,2,96,7.03E-08,0.000149744,0.000149744,0.998293,B,6.4
1172,Malathion,121-75-5,H4lle,2,96,5.82E-08,0.000144777,0.000148448,0.965177,N,
1173,pentachlorophenol,87-86-5,H4lle,2,96,3.49E-09,8.01E-06,0.000110684,0.053415,A,5
1174,"2,2,2-trichloroethanol",115-20-8,H4lle,2,96,3.75E-08,0.000149166,0.00014953,0.994438,N,
1175,diethylphthalate,84-66-2,H4lle,2,96,6.28E-08,0.000143714,0.000148162,0.958095,N,
1176,4-chlorophenol,106-48-9,H4lle,2,96,5.98E-08,0.000144393,0.000148339,0.962623,N,
1177,permethrin,52645-53-1,H4lle,2,96,2.17E-06,8.68E-07,5.49E-05,0.00578845,N,
1178,Aniline,62-53-3,H4lle,2,96,3.56E-08,0.000149776,0.000149876,0.998506,N,
1179,4-fluoroaniline,371-40-4,H4lle,2,96,3.63E-08,0.000149617,0.000149804,0.99745,N,
1180,"2,4,6-trichlorophenol",88-06-2,H4lle,2,96,7.30E-08,7.94E-05,0.000133934,0.529214,A,6.8
1181,Allyl alcohol,107-18-6,H4lle,2,96,3.49E-08,0.000149776,0.000149792,0.998504,N,
1182,N-methylaniline,100-61-8,H4lle,2,96,3.95E-08,0.000148771,0.000149432,0.991809,N,
1183,"3,4-dichloroaniline",95-76-1,H4lle,2,96,8.29E-08,0.000138904,0.000146912,0.926029,N,
1184,4-decylaniline,37529-30-9,H4lle,2,96,2.01E-06,1.22E-06,6.05E-05,0.00815162,N,
1185,naphthalene,91-20-3,H4lle,2,96,1.90E-07,0.000110061,0.000139012,0.733737,N,
1186,"1,2,4-trichlorobenzene",120-82-1,H4lle,2,96,3.37E-07,4.42E-05,0.00010894,0.294646,N,
1187,"1,2-dichlorobenzene",95-50-1,H4lle,2,96,1.82E-07,8.10E-05,0.000110421,0.539876,N,
1188,dichloromethane,75-09-2,H4lle,2,96,2.98E-08,0.000121629,0.000121824,0.81086,N,
1189,tetrachloroethylene,127-18-4,H4lle,2,96,1.26E-07,5.94E-05,7.95E-05,0.396332,N,
1190,"2,3-dimethyl-1,3-butadiene",513-81-5,H4lle,2,96,5.04E-09,4.54E-06,5.22E-06,0.0302808,N,
1191,Eugenol F,97-53-0,H4lle,2,96,5.40E-08,0.000145754,0.000148709,0.971694,N,
1192,Methyl-antranilate,134-20-3,H4lle,2,96,4.27E-08,0.000148294,0.000149433,0.988629,N,
1193,Lilyfore,285977-85-7,H4lle,2,96,1.77E-07,0.000115229,0.000141336,0.768192,N,
1194,Damascone beta,23726-91-2,H4lle,2,96,4.62E-07,3.07E-05,0.000125655,0.204783,N,
1195,Veloutone,14595-54-1,H4lle,2,96,9.42E-07,6.40E-06,0.000104157,0.0426697,N,
1196,Verdox,82356-51-2,H4lle,2,96,2.13E-06,9.56E-07,5.63E-05,0.00637291,N,
1197,Nirvanol,1506-02-1,H4lle,2,96,1.37E-06,3.52E-06,8.55E-05,0.0234804,N,
1198,Cetalox,3738-00-9,H4lle,2,96,1.06E-06,5.43E-06,9.86E-05,0.0362049,N,
1199,Tonalide,21145-77-7,H4lle,2,96,1.37E-06,3.52E-06,8.55E-05,0.0234804,N,
1200,"2,4-Dinitrophenol",51-28-5,H4lle,2,96,7.38E-09,0.000148992,0.000149663,0.993277,A,4.1
1201,Aldrin,309-00-2,H4lle,2,96,2.17E-06,8.68E-07,5.49E-05,0.00578595,N,
1202,Azinphos-methyl,86-50-0,H4lle,2,96,8.94E-08,0.000137333,0.000146525,0.915554,N,
1203,Chlorpyrifos,2921-88-2,H4lle,2,96,6.65E-07,9.48E-06,0.000116802,0.0631862,N,
1204,"DDD-p,p'",50-29-3,H4lle,2,96,2.47E-06,3.80E-07,4.59E-05,0.00253411,N,
1205,"DDT-o,p'",789-02-6,H4lle,2,96,2.22E-06,7.72E-07,5.33E-05,0.00514868,N,
1206,"DDT-p,p'",72-54-8,H4lle,2,96,1.82E-06,1.76E-06,6.77E-05,0.0117195,N,
1207,Diazinon,333-41-5,H4lle,2,96,3.47E-07,6.81E-05,0.000131748,0.45369,N,
1208,Dicofol,115-32-2,H4lle,2,96,7.13E-07,8.84E-06,0.000114599,0.058927,N,
1209,Dieldrin,60-57-1,H4lle,2,96,7.96E-07,7.84E-06,0.000110743,0.0522556,N,
1210,Disulfoton,298-04-4,H4lle,2,96,4.06E-07,4.99E-05,0.000128617,0.332545,N,
1211,Endosulfan I,115-29-7,H4lle,2,96,3.53E-07,6.62E-05,0.00013142,0.441662,N,
1212,Endrin,72-20-8,H4lle,2,96,1.09E-06,5.23E-06,9.76E-05,0.0348601,N,
1213,Ethion,563-12-2,H4lle,2,96,7.54E-07,8.33E-06,0.000112699,0.0555251,N,
1214,Heptachlor,76-44-8,H4lle,2,96,1.80E-06,1.82E-06,6.85E-05,0.0121392,N,
1215,Heptachlor epoxide B,1024-57-3,H4lle,2,96,6.81E-07,9.26E-06,0.000116078,0.0617452,N,
1216,Lindane,58-89-9,H4lle,2,96,3.19E-07,7.62E-05,0.000133236,0.508106,N,
1217,"Methoxychlor-o,p'",72-43-5,H4lle,2,96,7.62E-07,8.23E-06,0.000112312,0.0548607,N,
1218,Parathion,56-38-2,H4lle,2,96,3.53E-07,6.63E-05,0.000131422,0.441668,N,
1219,Trifluralin,1582-09-8,H4lle,2,96,1.00E-06,5.91E-06,0.000101579,0.0394115,N,
1220,Cisapride,81098-60-4,H4lle,2,96,1.21E-07,9.69E-05,0.000137405,0.645967,B,7.8
1221,Citalopram hydrobromide,59729-33-8,H4lle,2,96,1.67E-07,0.000117751,0.000141902,0.785006,N,
1222,Dofetilide,115256-11-6,H4lle,2,96,8.98E-08,0.000146189,0.000148799,0.974593,B,8.4
1223,Moxifloxacin hydrochloride,186826-86-8,H4lle,2,96,2.38E-08,0.000149701,0.000149877,0.998007,A,6
1224,N-acetylpro-cainamide,32795-44-1,H4lle,2,96,1.34E-07,0.000149555,0.000149755,0.997035,B,9.2
1225,Quinidine sulfate,50-54-4,H4lle,2,96,1.19E-07,0.000116324,0.000141559,0.775496,B,9.3
1226,Sematilide,101526-83-4,H4lle,2,96,1.24E-07,0.00014962,0.000149783,0.997466,B,9.1
1227,Sotalol hydrochloride,959-24-0,H4lle,2,96,1.16E-07,0.000149852,0.000149871,0.999013,B,9
1228,Mifepristone,84371-65-3,H4lle,2,96,6.03E-07,1.04E-05,0.000119711,0.0694044,N,
1229,Perfluorobutanesulfonic_acid,375-73-5,H4lle,2,96,2.29E-09,0.000149331,0.000149772,0.995539,A,-2.9
1230,4_2_Fluorotelomer_sulfonic_acid,757124-72-4,H4lle,2,96,2.26E-09,0.000148757,0.000149596,0.991711,A,1.4
1231,Perfluorononanoic_acid,375-95-1,H4lle,2,96,3.13E-11,2.04E-06,6.66E-05,0.0135801,A,0.1
1232,Perfluorohexanoic_acid,307-24-4,H4lle,2,96,5.63E-10,3.69E-05,0.000126829,0.245735,A,0.1
1233,Perfluorobutanoic_acid,375-22-4,H4lle,2,96,2.27E-09,0.00014887,0.00014963,0.992464,A,0.1
1234,Perfluorooctanoic_acid,335-67-1,H4lle,2,96,6.38E-10,4.18E-05,0.000127526,0.27868,A,0.1
1235,6_2_Fluorotelomer_sulfonic_acid,27619-97-2,H4lle,2,96,1.98E-09,0.000129896,0.000144764,0.865975,A,1.4
1236,8_2_Fluorotelomer_sulfonic_acid,39108-34-4,H4lle,2,96,5.82E-10,3.82E-05,0.000127017,0.254875,A,1.4
1237,Perfluoroundecanoic_acid,2058-94-8,H4lle,2,96,3.81E-11,2.49E-06,7.21E-05,0.0165771,A,0.1
1238,Perfluorooctanesulfonic_acid,1763-23-1,H4lle,2,96,3.81E-11,2.49E-06,7.21E-05,0.0165771,A,-2.9
1239,Perfluoroheptanoic_acid,375-85-9,H4lle,2,96,1.43E-09,9.36E-05,0.000136817,0.624327,A,0.1
1240,Perfluoropentanoic_acid,2706-90-3,H4lle,2,96,2.22E-09,0.000145325,0.000148627,0.968833,A,0.1
1241,Perfluorohexanesulfonic_acid,355-46-4,H4lle,2,96,2.12E-09,0.000138568,0.000146874,0.923784,A,-2.9
1242,Perfluorodecanoic_acid,335-76-2,H4lle,2,96,1.76E-11,1.13E-06,5.29E-05,0.0075649,A,0.1
1243,cyclosporine A,59865-13-3,H4lle,2,96,1.12E-07,0.000131686,0.000145142,0.87791,N,
1244,chlorpromazine,50-53-3,H4lle,2,96,3.86E-08,5.54E-06,9.80E-05,0.0369657,B,9.4
1245,PBDE 47,5436-43-1,H4lle,2,96,2.41E-06,4.67E-07,4.77E-05,0.00311578,N,
1246,PBDE 99,60348-60-9,H4lle,2,96,2.68E-06,1.59E-07,4.14E-05,0.00105715,N,
1247,PBDE 153,68631-49-2,H4lle,2,96,2.86E-06,4.37E-08,4.05E-05,0.00029141,N,
1248,amiodarone,1951-25-3,H4lle,2,96,1.33E-07,1.04E-07,2.84E-05,0.000693303,B,9
1249,Azathioprine,446-86-6,H4lle,2,96,3.37E-08,0.000149943,0.000149956,0.999618,A,8.2
1250,Benzocaine,94-09-7,H4lle,2,96,4.24E-08,0.000148372,0.000149456,0.989147,N,
1251,Butylated hydroxyanisole,25013-16-5,H4lle,2,96,2.26E-07,0.000102252,0.000138511,0.681681,N,
1252,Cetirizine dihydrochloride,83881-52-1,H4lle,2,96,1.22E-08,0.000149886,0.000149949,0.999238,A,4.7
1253,Cyclamate,139-05-9,H4lle,2,96,4.54E-06,0.000145452,0.000145455,0.969683,B,17.6
1254,Cyclophosphamide,6055-19-2,H4lle,2,96,6.10E-08,0.000149841,0.000149901,0.998941,B,6.1
1255,Cypermethrin,67375-30-8,H4lle,2,96,2.27E-06,6.86E-07,5.18E-05,0.00457327,N,
1256,DEET,134-62-3,H4lle,2,96,5.05E-08,0.000146563,0.000148938,0.977087,N,
1257,Dexamethasone,50-02-2,H4lle,2,96,4.35E-08,0.000148128,0.000149384,0.987518,N,
1258,Digoxin,20830-75-5,H4lle,2,96,3.67E-08,0.000149585,0.000149831,0.997236,N,
1259,Fenazaquin,120928-09-8,H4lle,2,96,1.17E-06,4.67E-06,9.41E-05,0.0311402,N,
1260,Fenbuconazole,114369-43-6,H4lle,2,96,1.74E-07,0.000115872,0.00014148,0.772483,N,
1261,Fluazinam,79622-59-6,H4lle,2,96,4.04E-07,5.07E-05,0.000128746,0.337964,N,
1262,Furosemide,54-31-9,H4lle,2,96,2.89E-09,0.000147638,0.000149268,0.984252,A,3
1263,Glybenclamide,10238-21-8,H4lle,2,96,3.04E-09,1.09E-05,0.00012076,0.0726051,A,5
1264,HC Red 3,2871-01-4,H4lle,2,96,3.49E-08,0.00014994,0.000149954,0.999598,N,
1265,Hydralazine hydrochloride,304-20-1,H4lle,2,96,5.78E-08,0.000149837,0.000149902,0.998914,B,6
1266,Ketoconazole,65277-42-1,H4lle,2,96,4.15E-07,2.74E-05,0.000125495,0.182755,B,6.6
1267,Metformin,1115-70-4,H4lle,2,96,2.01E-07,0.000149797,0.000149798,0.998647,B,9.6
1268,Metoclopramide,364-62-5,H4lle,2,96,1.10E-07,0.000140561,0.000147298,0.937075,B,9
1269,Nitrofurantoin,67-20-9,H4lle,2,96,2.99E-08,0.000149964,0.000149967,0.99976,A,7.3
1270,Oxytetracycline hydrochloride,2058-46-0,H4lle,2,96,1.05E-08,0.000149989,0.000149989,0.999927,A,4.5
1271,Panthenol,16485-10-2 ,H4lle,2,96,3.48E-08,0.000149963,0.000149964,0.999753,N,
1272,Paracetamol,103-90-2,H4lle,2,96,3.51E-08,0.000149909,0.000149943,0.999394,N,
1273,Topiramate,97240-79-4,H4lle,2,96,3.47E-08,0.000149965,0.000149965,0.999764,A,9.2
1274,Trimellitic anhydride,552-30-7,H4lle,2,96,3.53E-09,0.00014939,0.00014979,0.995936,A,3.3
1275,Verapamil hydrochloride,152-11-4,H4lle,2,96,3.57E-08,2.12E-05,0.000125057,0.141335,B,9.2
1276,Warfarin,129-06-6,H4lle,2,96,6.53E-08,0.000143112,0.000148004,0.954081,N,
1277,Caffeine,58-08-2,SH-SY5Y,2,96,1.95E-08,0.000149965,0.000149974,0.999765,N,
1278,Lamotrigine,84057-84-1,SH-SY5Y,2,96,7.14E-08,0.000141556,0.000147594,0.943705,B,6.6
1279,Diclofenac,15307-79-6,SH-SY5Y,2,96,2.57E-06,0.000147337,0.000147396,0.982243,B,17.6
1280,"2,4-Dichlorophenoxyacetic",94-75-7,SH-SY5Y,2,96,1.32E-09,0.000135738,0.000146172,0.904919,A,2.7
1281,(S)-Naproxen,22204-53-1,SH-SY5Y,2,96,4.38E-09,0.000119291,0.000142312,0.795271,A,4.4
1282,Ibuprofen,15687-27-1,SH-SY5Y,2,96,7.91E-09,7.58E-05,0.000133309,0.505486,A,5.4
1283,Torasemide,56211-40-6,SH-SY5Y,2,96,2.70E-09,0.000106528,0.000139508,0.710185,A,4
1284,Warfarin,81-81-2,SH-SY5Y,2,96,5.47E-09,0.000138817,0.000146934,0.925448,A,4.5
1285,di-n-butylphthalate,84-74-2,SH-SY5Y,2,96,4.62E-07,1.59E-05,0.000124616,0.105781,N,
1286,hexachlorophene,70-30-4,SH-SY5Y,2,96,1.70E-07,1.11E-07,2.89E-05,0.00073826,A,6.2
1287,hexamethylenetetramine,100-97-0,SH-SY5Y,2,96,3.92E-08,0.000149775,0.000149775,0.9985,B,6.4
1288,Malathion,121-75-5,SH-SY5Y,2,96,4.17E-08,0.000144793,0.000148464,0.965284,N,
1289,pentachlorophenol,87-86-5,SH-SY5Y,2,96,2.96E-09,8.01E-06,0.000110684,0.0534152,A,5
1290,"2,2,2-trichloroethanol",115-20-8,SH-SY5Y,2,96,2.20E-08,0.000149181,0.000149546,0.994541,N,
1291,diethylphthalate,84-66-2,SH-SY5Y,2,96,4.61E-08,0.00014373,0.000148178,0.958202,N,
1292,4-chlorophenol,106-48-9,SH-SY5Y,2,96,4.33E-08,0.000144409,0.000148355,0.962729,N,
1293,permethrin,52645-53-1,SH-SY5Y,2,96,2.03E-06,8.69E-07,5.50E-05,0.00579405,N,
1294,Aniline,62-53-3,SH-SY5Y,2,96,2.02E-08,0.000149791,0.000149892,0.998609,N,
1295,4-fluoroaniline,371-40-4,SH-SY5Y,2,96,2.08E-08,0.000149633,0.00014982,0.997552,N,
1296,"2,4,6-trichlorophenol",88-06-2,SH-SY5Y,2,96,6.27E-08,7.94E-05,0.000133943,0.529251,A,6.8
1297,Allyl alcohol,107-18-6,SH-SY5Y,2,96,1.95E-08,0.000149791,0.000149807,0.998607,N,
1298,N-methylaniline,100-61-8,SH-SY5Y,2,96,2.39E-08,0.000148787,0.000149448,0.991912,N,
1299,"3,4-dichloroaniline",95-76-1,SH-SY5Y,2,96,6.53E-08,0.000138921,0.000146929,0.926138,N,
1300,4-decylaniline,37529-30-9,SH-SY5Y,2,96,1.88E-06,1.22E-06,6.05E-05,0.00815893,N,
1301,naphthalene,91-20-3,SH-SY5Y,2,96,1.68E-07,0.000110077,0.000139033,0.733845,N,
1302,"1,2,4-trichlorobenzene",120-82-1,SH-SY5Y,2,96,3.10E-07,4.42E-05,0.000108958,0.294694,N,
1303,"1,2-dichlorobenzene",95-50-1,SH-SY5Y,2,96,1.63E-07,8.10E-05,0.000110434,0.539937,N,
1304,dichloromethane,75-09-2,SH-SY5Y,2,96,1.72E-08,0.000121638,0.000121832,0.810917,N,
1305,tetrachloroethylene,127-18-4,SH-SY5Y,2,96,1.12E-07,5.95E-05,7.95E-05,0.396355,N,
1306,"2,3-dimethyl-1,3-butadiene",513-81-5,SH-SY5Y,2,96,4.31E-09,4.54E-06,5.22E-06,0.0302788,N,
1307,Eugenol F,97-53-0,SH-SY5Y,2,96,3.77E-08,0.00014577,0.000148725,0.9718,N,
1308,Methyl-antranilate,134-20-3,SH-SY5Y,2,96,2.70E-08,0.00014831,0.000149449,0.988733,N,
1309,Lilyfore,285977-85-7,SH-SY5Y,2,96,1.55E-07,0.000115246,0.000141356,0.768303,N,
1310,Damascone beta,23726-91-2,SH-SY5Y,2,96,4.28E-07,3.07E-05,0.000125683,0.204829,N,
1311,Veloutone,14595-54-1,SH-SY5Y,2,96,8.79E-07,6.40E-06,0.000104201,0.0426878,N,
1312,Verdox,82356-51-2,SH-SY5Y,2,96,1.99E-06,9.57E-07,5.64E-05,0.00637896,N,
1313,Nirvanol,1506-02-1,SH-SY5Y,2,96,1.28E-06,3.52E-06,8.56E-05,0.0234948,N,
1314,Cetalox,3738-00-9,SH-SY5Y,2,96,9.85E-07,5.43E-06,9.87E-05,0.036222,N,
1315,Tonalide,21145-77-7,SH-SY5Y,2,96,1.28E-06,3.52E-06,8.56E-05,0.0234948,N,
1316,"2,4-Dinitrophenol",51-28-5,SH-SY5Y,2,96,4.12E-09,0.000148995,0.000149667,0.993298,A,4.1
1317,Aldrin,309-00-2,SH-SY5Y,2,96,2.03E-06,8.69E-07,5.50E-05,0.00579155,N,
