"","Chemical","CAS","MW","Compound.type","Salting.out.Constant","Melting.Point_Celsius.degree","pKa","Water.Solubility_mgperL","LogKOW","LogKAW","CNOM_uM","Time","Q_met","C_cells","C_air","C_plastic","C_free_diss","C_IW","C_lyso","C_mito","C_parent","Q_parent","Q_media_free","Q_cells","Q_media","Q_air","Q_plastic","Q_IW","Q_lyso"
"1","chlorpromazine","50-53-3",318.86,2,0.3304,151,9.4,2.2128884,5.41,-6.97,2,1440,0,2.06932e-07,3.77856e-18,2.0948e-08,1.39619e-09,1.35056e-07,7.9969e-09,8.66522e-07,2e-06,3e-09,2.09428e-12,5.26291e-13,2.99586e-09,5.78023e-20,3.61172e-12,3.05705e-13,2.03385e-16
"2","chlorpromazine","50-53-3",318.86,2,0.3304,151,9.4,2.2128884,5.41,-6.97,20,1440,0,2.06932e-06,3.77856e-17,2.0948e-07,1.39619e-08,1.35056e-06,7.9969e-08,8.66522e-06,2e-05,3e-08,2.09428e-11,5.26291e-12,2.99586e-08,5.78023e-19,3.61172e-11,3.05705e-12,2.03385e-15
