"","Chemical","CAS","MW","H37","vb","logkow","CNOM_M","x1","x2","x3","Cdcomp","ncells","Lt","St","Cell_nmole"
"1","chlorpromazine","50-53-3",318.86,0.000883,263,5.41,1.7e-06,1.69201271389641e-06,4.78906595110811e-15,0.000141490127966296,1.39859771394094e-08,14999.9892657576,0.08,0.0234,5.09364096169226e-06
