"","Chemical","CAS","MW","Compound.type","Salting.out.Constant","Melting.Point_Celsius.degree","pKa","Water.Solubility_mgperL","LogKOW","LogKAW","CNOM_uM","Time","Q_met","C_cells","C_air","C_plastic","C_free_diss","C_IW","C_lyso","C_mito","C_parent","Q_parent","Q_media_free","Q_cells","Q_media","Q_air","Q_plastic","Q_IW","Q_lyso"
"1","cyclosporine A","59865-13-3",1202.61,1,48.2184,150,5,0.67706943,2.92,-45.2,0.5,1440,0,6.74946e-06,7.23727e-52,2.5928e-08,4.49646e-07,6.74946e-06,6.74946e-06,6.74946e-06,5e-07,1e-09,8.99292e-10,2.86098e-12,9.91179e-10,1.07108e-53,5.96047e-12,2.54628e-12,2.86098e-14
"2","cyclosporine A","59865-13-3",1202.61,1,48.2184,150,5,0.67706943,2.92,-45.2,5,1440,0,6.74946e-05,7.23727e-51,2.5928e-07,4.49646e-06,6.74946e-05,6.74946e-05,6.74946e-05,5e-06,1e-08,8.99292e-09,2.86098e-11,9.91179e-09,1.07108e-52,5.96047e-11,2.54628e-11,2.86098e-13
