"","Chemical","CAS","MW","Compound.type","Salting.out.Constant","Melting.Point_Celsius.degree","pKa","Water.Solubility_mgperL","LogKOW","LogKAW","CNOM_uM","Time","Q_met","C_cells","C_air","C_plastic","C_free_diss","C_IW","C_lyso","C_mito","C_parent","Q_parent","Q_media_free","Q_cells","Q_media","Q_air","Q_plastic","Q_IW","Q_lyso"
"1","cyclosporine A","59865-13-3",1202.61,1,48.2184,150,5,0.67706943,2.92,-45.2,0.7,1440,0,1.01808e-05,1.09166e-51,3.91097e-08,6.78243e-07,1.01808e-05,1.01808e-05,1.01808e-05,7e-07,1.4e-09,1.35649e-09,3.45239e-11,1.35649e-09,1.61529e-53,8.99073e-12,3.07263e-11,3.45239e-13
"2","cyclosporine A","59865-13-3",1202.61,1,48.2184,150,5,0.67706943,2.92,-45.2,7,1440,0,0.000101808,1.09166e-50,3.91097e-07,6.78243e-06,0.000101808,0.000101808,0.000101808,7e-06,1.4e-08,1.35649e-08,3.45239e-10,1.35649e-08,1.61529e-52,8.99073e-11,3.07263e-10,3.45239e-12
