"","Chemical","CAS","MW","Compound.type","Salting.out.Constant","Melting.Point_Celsius.degree","pKa","Water.Solubility_mgperL","LogKOW","LogKAW","CNOM_uM","Time","Q_met","C_cells","C_air","C_plastic","C_free_diss","C_IW","C_lyso","C_mito","C_parent","Q_parent","Q_media_free","Q_cells","Q_media","Q_air","Q_plastic","Q_IW","Q_lyso"
"1","cyclosporine A","59865-13-3",1202.61,1,48.2184,150,5,0.67706943,2.92,-45.2,0.25,1440,0,3.9571e-06,3.8901e-52,1.39366e-08,2.41689e-07,3.9571e-06,3.9571e-06,3.9571e-06,2.5e-07,3.75e-10,3.62533e-10,1.00641e-11,3.62533e-10,5.95086e-54,2.40285e-12,8.95703e-12,1.00641e-13
"2","cyclosporine A","59865-13-3",1202.61,1,48.2184,150,5,0.67706943,2.92,-45.2,2.5,1440,0,3.9571e-05,3.8901e-51,1.39366e-07,2.41689e-06,3.9571e-05,3.9571e-05,3.9571e-05,2.5e-06,3.75e-09,3.62533e-09,1.00641e-10,3.62533e-09,5.95086e-53,2.40285e-11,8.95703e-11,1.00641e-12
